"","pop","trt","bagnum","cc","offset"
"114","KUR","TempControl-7psu",57,"full",0.0306510078847204
"115","BJO","TempControl-7psu",58,"mll",0.428508239306971
"116","BJO","TempControl-7psu",58,"full",0.60575098020424
"117","KAL","TempControl-7psu",59,"mll",0.140060539547632
"118","KAL","TempControl-7psu",59,"full",0.20556851996272
"119","HOR","TempControl-7psu",60,"mll",0.426133417856149
"120","HOR","TempControl-7psu",60,"full",0.63183958805204
"121","VIK","TempControl-7psu",61,"mll",1.85853062020051
"122","VIK","TempControl-7psu",61,"full",1.88794776905325
"123","HOG","TempControl-7psu",62,"mll",1.16764940721479
"124","HOG","TempControl-7psu",62,"full",1.0622118682347
"125","BAR","TempControl-7psu",63,"mll",0.994299541871149
"126","BAR","TempControl-7psu",63,"full",0.845999081019864
"127","VAT","TempControl-7psu",64,"mll",2.01864662883443
"128","VAT","TempControl-7psu",64,"full",1.81762692056849
"129","VIK","TempWarm-16psu",65,"mll",0.357647358130655
"130","VIK","TempWarm-16psu",65,"full",0.161152650920461
"131","KAL","TempWarm-16psu",66,"mll",1.82029561006491
"132","KAL","TempWarm-16psu",66,"full",2.26567838659006
"133","HOG","TempWarm-16psu",67,"mll",0.605824714193898
"134","HOG","TempWarm-16psu",67,"full",1.02041137368995
"135","KUR","TempWarm-16psu",68,"mll",1.64450550770351
"136","KUR","TempWarm-16psu",68,"full",2.11327424980937
"137","BJO","TempWarm-16psu",69,"mll",2.04498311271825
"138","BJO","TempWarm-16psu",69,"full",2.59782623894965
"139","BAR","TempWarm-16psu",70,"mll",0.7684705997271
"140","BAR","TempWarm-16psu",70,"full",1.25913753620208
"141","VAT","TempWarm-16psu",71,"mll",0.469462120914707
"142","VAT","TempWarm-16psu",71,"full",0.219475088771522
"143","HOR","TempWarm-16psu",72,"mll",2.10265973519345
"144","HOR","TempWarm-16psu",72,"full",2.69194945467938
"145","KAL","TempWarm-5psu",73,"mll",0.475726773776669
"146","KAL","TempWarm-5psu",73,"full",0.199783449459485
"147","HOR","TempWarm-5psu",74,"mll",0.253190145984771
"148","HOR","TempWarm-5psu",74,"full",0.215478171976199
"149","VAT","TempWarm-5psu",75,"mll",2.6013984443423
"150","VAT","TempWarm-5psu",75,"full",2.23448281863436
"151","BAR","TempWarm-5psu",76,"mll",1.5688693790826
"152","BAR","TempWarm-5psu",76,"full",1.24559908612024
"153","VIK","TempWarm-5psu",77,"mll",2.43177415586764
"154","VIK","TempWarm-5psu",77,"full",2.29329973847545
"155","KUR","TempWarm-5psu",78,"mll",0.674813351106224
"156","KUR","TempWarm-5psu",78,"full",0.38571040819112
"157","BJO","TempWarm-5psu",79,"mll",0.325576128375058
"158","BJO","TempWarm-5psu",79,"full",0.233921832732973
"159","HOG","TempWarm-5psu",80,"mll",1.74834182585249
"160","HOG","TempWarm-5psu",80,"full",1.4675638376569
"161","KAL","TempWarm-16psu",81,"mll",1.78006273099541
"162","KAL","TempWarm-16psu",81,"full",2.22065163599546
"163","BJO","TempWarm-16psu",82,"mll",2.14529413509931
"164","BJO","TempWarm-16psu",82,"full",2.71039311543616
"165","BAR","TempWarm-16psu",83,"mll",0.749659326999835
"166","BAR","TempWarm-16psu",83,"full",1.23662416090478
"167","HOR","TempWarm-16psu",84,"mll",2.09095825938842
"168","HOR","TempWarm-16psu",84,"full",2.68044552603572
"169","HOG","TempWarm-16psu",85,"mll",0.588446534099792
"170","HOG","TempWarm-16psu",85,"full",0.997897998392645
"171","VIK","TempWarm-16psu",86,"mll",0.360042980799425
"172","VIK","TempWarm-16psu",86,"full",0.160658168930432
"173","VAT","TempWarm-16psu",87,"mll",0.476082159178894
"174","VAT","TempWarm-16psu",87,"full",0.208465642117884
"175","KUR","TempWarm-16psu",88,"mll",1.62446585262401
"176","KUR","TempWarm-16psu",88,"full",2.09076087451206
"177","HOG","TempWarm-5psu",89,"mll",1.74834182585249
"178","HOG","TempWarm-5psu",89,"full",1.4675638376569
"179","BAR","TempWarm-5psu",90,"mll",1.57469925446802
"180","BAR","TempWarm-5psu",90,"full",1.25135105044207
"181","BJO","TempWarm-5psu",91,"mll",0.325576128375058
"182","BJO","TempWarm-5psu",91,"full",0.233921832732973
"183","KUR","TempWarm-5psu",92,"mll",0.6670698578661
"184","KUR","TempWarm-5psu",92,"full",0.374700961537484
"185","KAL","TempWarm-5psu",93,"mll",0.475726773776669
"186","KAL","TempWarm-5psu",93,"full",0.199783449459485
"187","VIK","TempWarm-5psu",94,"mll",2.43177415586764
"188","VIK","TempWarm-5psu",94,"full",2.29329973847545
"189","HOR","TempWarm-5psu",95,"mll",0.26486677579076
"190","HOR","TempWarm-5psu",95,"full",0.192964796678898
"191","VAT","TempWarm-5psu",96,"mll",2.6013984443423
"192","VAT","TempWarm-5psu",96,"full",2.23448281863436
"193","HOG","TempWarm-16psu",97,"mll",0.533968227671483
"194","HOG","TempWarm-16psu",97,"full",0.872988359689256
"195","BJO","TempWarm-16psu",98,"mll",2.02596333369502
"196","BJO","TempWarm-16psu",98,"full",2.57447403007913
"197","VAT","TempWarm-16psu",99,"mll",0.610927146501006
"198","VAT","TempWarm-16psu",99,"full",0.0945654500681324
"199","BAR","TempWarm-16psu",100,"mll",0.64376770748778
"200","BAR","TempWarm-16psu",100,"full",1.07769721826042
"201","VIK","TempWarm-16psu",101,"mll",0.511093387655177
"202","VIK","TempWarm-16psu",101,"full",0.00222570827610299
"203","HOR","TempWarm-16psu",102,"mll",1.92772810260944
"204","HOR","TempWarm-16psu",102,"full",2.49949969008409
"205","KAL","TempWarm-16psu",103,"mll",1.69656808023567
"206","KAL","TempWarm-16psu",103,"full",2.12926481924301
"207","KUR","TempWarm-16psu",104,"mll",1.47567461348642
"208","KUR","TempWarm-16psu",104,"full",1.92082448521407
"209","KAL","TempWarm-5psu",105,"mll",0.600463931328691
"210","KAL","TempWarm-5psu",105,"full",0.302179712865575
"211","VIK","TempWarm-5psu",106,"mll",2.56404034385505
"212","VIK","TempWarm-5psu",106,"full",2.41820937717884
"213","BJO","TempWarm-5psu",107,"mll",0.453634092981022
"214","BJO","TempWarm-5psu",107,"full",0.0864988187322813
"215","KUR","TempWarm-5psu",108,"mll",0.827194480072613
"216","KUR","TempWarm-5psu",108,"full",0.522123975538176
"217","VAT","TempWarm-5psu",109,"mll",2.7530061333182
"218","VAT","TempWarm-5psu",109,"full",2.38190583263505
"219","BAR","TempWarm-5psu",110,"mll",1.72982244228927
"220","BAR","TempWarm-5psu",110,"full",1.39877406444276
"221","HOR","TempWarm-5psu",111,"mll",0.408098388698217
"222","HOR","TempWarm-5psu",111,"full",0.0565512293318428
"223","HOG","TempWarm-5psu",112,"mll",1.90325108791624
"224","HOG","TempWarm-5psu",112,"full",1.61498685165759
"225","KAL","TempWarm-16psu",113,"mll",1.70812174017597
"226","KAL","TempWarm-16psu",113,"full",2.14076874788667
"227","BAR","TempWarm-16psu",114,"mll",0.626925532052582
"228","BAR","TempWarm-16psu",114,"full",1.05518384296312
"229","KUR","TempWarm-16psu",115,"mll",1.50956094272828
"230","KUR","TempWarm-16psu",115,"full",1.96009927148684
"231","HOR","TempWarm-16psu",116,"mll",1.95623955765547
"232","HOR","TempWarm-16psu",116,"full",2.53302251203503
"233","HOG","TempWarm-16psu",117,"mll",0.512039370999314
"234","HOG","TempWarm-16psu",117,"full",0.838971055748289
"235","BJO","TempWarm-16psu",118,"mll",1.99451722742949
"236","BJO","TempWarm-16psu",118,"full",2.54045672613816
"237","VAT","TempWarm-16psu",119,"mll",0.610927146501006
"238","VAT","TempWarm-16psu",119,"full",0.0945654500681324
"239","VIK","TempWarm-16psu",120,"mll",0.511093387655177
"240","VIK","TempWarm-16psu",120,"full",0.00222570827610299
"241","HOR","TempWarm-5psu",121,"mll",0.408098388698217
"242","HOR","TempWarm-5psu",121,"full",0.0565512293318428
"243","BJO","TempWarm-5psu",122,"mll",0.453634092981022
"244","BJO","TempWarm-5psu",122,"full",0.0864988187322813
"245","KUR","TempWarm-5psu",123,"mll",0.827194480072613
"246","KUR","TempWarm-5psu",123,"full",0.522123975538176
"247","HOG","TempWarm-5psu",124,"mll",1.94302269963114
"248","HOG","TempWarm-5psu",124,"full",1.6600136022522
"249","VAT","TempWarm-5psu",125,"mll",2.77312261750952
"250","VAT","TempWarm-5psu",125,"full",2.40441920793235
"251","KAL","TempWarm-5psu",126,"mll",0.625408101428176
"252","KAL","TempWarm-5psu",126,"full",0.335702534816512
"253","BAR","TempWarm-5psu",127,"mll",1.72982244228927
"254","BAR","TempWarm-5psu",127,"full",1.39877406444276
"255","VIK","TempWarm-5psu",128,"mll",2.57239318142822
"256","VIK","TempWarm-5psu",128,"full",2.42921882383248
"257","BAR","TempWarm-16psu",129,"mll",0.781025943135153
"258","BAR","TempWarm-16psu",129,"full",1.28217127604842
"259","HOG","TempWarm-16psu",130,"mll",0.620888619207306
"260","HOG","TempWarm-16psu",130,"full",1.04919707785812
"261","HOR","TempWarm-16psu",131,"mll",2.14514701100304
"262","HOR","TempWarm-16psu",131,"full",2.74324853414486
"263","VAT","TempWarm-16psu",132,"mll",0.425357215845689
"264","VAT","TempWarm-16psu",132,"full",0.271268650227024
"265","BJO","TempWarm-16psu",133,"mll",2.17865072288536
"266","BJO","TempWarm-16psu",133,"full",2.750682748248
"267","KAL","TempWarm-16psu",134,"mll",1.86823759108982
"268","KAL","TempWarm-16psu",134,"full",2.32272943037737
"269","VIK","TempWarm-16psu",135,"mll",0.342426887239617
"270","VIK","TempWarm-16psu",135,"full",0.178434426444966
"271","KUR","TempWarm-16psu",136,"mll",1.61172122262919
"272","KUR","TempWarm-16psu",136,"full",2.08027179240747
"273","KAL","TempWarm-5psu",137,"mll",0.469834254734662
"274","KAL","TempWarm-5psu",137,"full",0.198768602920425
"275","BAR","TempWarm-5psu",138,"mll",1.54384159525502
"276","BAR","TempWarm-5psu",138,"full",1.21681338195206
"277","KUR","TempWarm-5psu",139,"mll",0.635723806512336
"278","KUR","TempWarm-5psu",139,"full",0.34016329304748
"279","HOR","TempWarm-5psu",140,"mll",0.245884193095068
"280","HOR","TempWarm-5psu",140,"full",0.215998536525231
"281","BJO","TempWarm-5psu",141,"mll",0.312218947764984
"282","BJO","TempWarm-5psu",141,"full",0.245946125925676
"283","VAT","TempWarm-5psu",142,"mll",2.57102671165212
"284","VAT","TempWarm-5psu",142,"full",2.19994515014436
"285","VIK","TempWarm-5psu",143,"mll",2.39542110519865
"286","VIK","TempWarm-5psu",143,"full",2.25301010566362
"287","HOG","TempWarm-5psu",144,"mll",1.71750707558693
"288","HOG","TempWarm-5psu",144,"full",1.4330261691669
"289","BJO","TempWarm-16psu",145,"mll",2.18447143790381
"290","BJO","TempWarm-16psu",145,"full",2.75643471256983
"291","VIK","TempWarm-16psu",146,"mll",0.346885471264748
"292","VIK","TempWarm-16psu",146,"full",0.167424979791329
"293","KUR","TempWarm-16psu",147,"mll",1.60591467865303
"294","KUR","TempWarm-16psu",147,"full",2.07451982808563
"295","KAL","TempWarm-16psu",148,"mll",1.7961550913106
"296","KAL","TempWarm-16psu",148,"full",2.2436853758418
"297","BAR","TempWarm-16psu",149,"mll",0.748586004207288
"298","BAR","TempWarm-16psu",149,"full",1.24289648977565
"299","HOR","TempWarm-16psu",150,"mll",2.11062044092134
"300","HOR","TempWarm-16psu",150,"full",2.70397374787209
"301","HOG","TempWarm-16psu",151,"mll",0.608215718534591
"302","HOG","TempWarm-16psu",151,"full",1.03243566688265
"303","VAT","TempWarm-16psu",152,"mll",0.4622604037222
"304","VAT","TempWarm-16psu",152,"full",0.220489935310586
"305","KUR","TempWarm-5psu",153,"mll",0.648996540365052
"306","KUR","TempWarm-5psu",153,"full",0.356924704022948
"307","BAR","TempWarm-5psu",154,"mll",1.54384159525502
"308","BAR","TempWarm-5psu",154,"full",1.21681338195206
"309","BJO","TempWarm-5psu",155,"mll",0.312218947764984
"310","BJO","TempWarm-5psu",155,"full",0.245946125925676
"311","HOG","TempWarm-5psu",156,"mll",1.71750707558693
"312","HOG","TempWarm-5psu",156,"full",1.4330261691669
"313","VAT","TempWarm-5psu",157,"mll",2.58531412065402
"314","VAT","TempWarm-5psu",157,"full",2.21670656111983
"315","VIK","TempWarm-5psu",158,"mll",2.40968335444006
"316","VIK","TempWarm-5psu",158,"full",2.26977151663909
"317","KAL","TempWarm-5psu",159,"mll",0.45722249403982
"318","KAL","TempWarm-5psu",159,"full",0.182007191944949
"319","HOR","TempWarm-5psu",160,"mll",0.242398095585009
"320","HOR","TempWarm-5psu",160,"full",0.22175050084707
"321","BAR","TempWarm-16psu",161,"mll",0.777169335230302
"322","BAR","TempWarm-16psu",161,"full",1.27694704861895
"323","HOG","TempWarm-16psu",162,"mll",0.638603556683638
"324","HOG","TempWarm-16psu",162,"full",1.07223819004778
"325","VAT","TempWarm-16psu",163,"mll",0.421493542167958
"326","VAT","TempWarm-16psu",163,"full",0.26029245847572
"327","KAL","TempWarm-16psu",164,"mll",1.99160310247922
"328","KAL","TempWarm-16psu",164,"full",2.45307993672174
"329","VIK","TempWarm-16psu",165,"mll",0.323530729053318
"330","VIK","TempWarm-16psu",165,"full",0.189971609990965
"331","KUR","TempWarm-16psu",166,"mll",1.65061418035884
"332","KUR","TempWarm-16psu",166,"full",2.1200743155726
"333","BJO","TempWarm-16psu",167,"mll",2.16325767862244
"334","BJO","TempWarm-16psu",167,"full",2.72869710984306
"335","HOR","TempWarm-16psu",168,"mll",2.10418486725191
"336","HOR","TempWarm-16psu",168,"full",2.69299755612078
"337","KAL","TempWarm-5psu",169,"mll",0.445300797880233
"338","KAL","TempWarm-5psu",169,"full",0.181479455052594
"339","HOR","TempWarm-5psu",170,"mll",0.223440930244482
"340","HOR","TempWarm-5psu",170,"full",0.233287684393062
"341","VIK","TempWarm-5psu",171,"mll",2.39328884371008
"342","VIK","TempWarm-5psu",171,"full",2.25823433309309
"343","KUR","TempWarm-5psu",172,"mll",0.638143602031415
"344","KUR","TempWarm-5psu",172,"full",0.356396967130593
"345","BAR","TempWarm-5psu",173,"mll",1.53514833019999
"346","BAR","TempWarm-5psu",173,"full",1.2162856450597
"347","BJO","TempWarm-5psu",174,"mll",0.292057029010598
"348","BJO","TempWarm-5psu",174,"full",0.268987238115339
"349","VAT","TempWarm-5psu",175,"mll",2.56319092584358
"350","VAT","TempWarm-5psu",175,"full",2.199417413252
"351","HOG","TempWarm-5psu",176,"mll",1.69470051903791
"352","HOG","TempWarm-5psu",176,"full",1.41573702129907
"353","KAL","TempWarm-16psu",177,"mll",1.85306839823038
"354","KAL","TempWarm-16psu",177,"full",2.30074379197243
"355","HOG","TempWarm-16psu",178,"mll",0.628207419544082
"356","HOG","TempWarm-16psu",178,"full",1.06073426140412
"357","BJO","TempWarm-16psu",179,"mll",2.19765139052329
"358","BJO","TempWarm-16psu",179,"full",2.76797189611583
"359","KUR","TempWarm-16psu",180,"mll",1.64479598746643
"360","KUR","TempWarm-16psu",180,"full",2.11432235125076
"361","VIK","TempWarm-16psu",181,"mll",0.320279557871715
"362","VIK","TempWarm-16psu",181,"full",0.195723574312798
"363","BAR","TempWarm-16psu",182,"mll",0.763573949337714
"364","BAR","TempWarm-16psu",182,"full",1.26018563764348
"365","HOR","TempWarm-16psu",183,"mll",2.13610642187522
"366","HOR","TempWarm-16psu",183,"full",2.72701486006175
"367","VAT","TempWarm-16psu",184,"mll",0.42627531239828
"368","VAT","TempWarm-16psu",184,"full",0.254540494153887
"369","BJO","TempWarm-5psu",185,"mll",0.289012227433462
"370","BJO","TempWarm-5psu",185,"full",0.285748649090808
"371","KUR","TempWarm-5psu",186,"mll",0.6247869315983
"372","KUR","TempWarm-5psu",186,"full",0.339635556155117
"373","KAL","TempWarm-5psu",187,"mll",0.432663897566268
"374","KAL","TempWarm-5psu",187,"full",0.164718044077118
"375","HOR","TempWarm-5psu",188,"mll",0.193726277742807
"376","HOR","TempWarm-5psu",188,"full",0.312331738928636
"377","VAT","TempWarm-5psu",189,"mll",2.56319092584358
"378","VAT","TempWarm-5psu",189,"full",2.199417413252
"379","VIK","TempWarm-5psu",190,"mll",2.38741142538915
"380","VIK","TempWarm-5psu",190,"full",2.25248236877125
"381","HOG","TempWarm-5psu",191,"mll",1.69470051903791
"382","HOG","TempWarm-5psu",191,"full",1.41573702129907
"383","BAR","TempWarm-5psu",192,"mll",1.53514833019999
"384","BAR","TempWarm-5psu",192,"full",1.2162856450597
"385","HOR","TempWarm-16psu",193,"mll",2.09902525340934
"386","HOR","TempWarm-16psu",193,"full",2.68672276980214
"387","KUR","TempWarm-16psu",194,"mll",1.66032512209252
"388","KUR","TempWarm-16psu",194,"full",2.13056094022942
"389","BJO","TempWarm-16psu",195,"mll",2.17025215528734
"390","BJO","TempWarm-16psu",195,"full",2.73392625216808
"391","KAL","TempWarm-16psu",196,"mll",1.8709494324949
"392","KAL","TempWarm-16psu",196,"full",2.32223986328289
"393","BAR","TempWarm-16psu",197,"mll",0.737430089438089
"394","BAR","TempWarm-16psu",197,"full",1.2256455117057
"395","VIK","TempWarm-16psu",198,"mll",0.3410546572979
"396","VIK","TempWarm-16psu",198,"full",0.172687377018682
"397","HOG","TempWarm-16psu",199,"mll",0.610223786289179
"398","HOG","TempWarm-16psu",199,"full",1.03194609978817
"399","VAT","TempWarm-16psu",200,"mll",0.433612509004026
"400","VAT","TempWarm-16psu",200,"full",0.254017672157075
"401","VAT","TempWarm-5psu",201,"mll",2.59078759673703
"402","VAT","TempWarm-5psu",201,"full",2.22820557486794
"403","BJO","TempWarm-5psu",202,"mll",0.306643594289964
"404","BJO","TempWarm-5psu",202,"full",0.256960487474861
"405","KUR","TempWarm-5psu",203,"mll",0.653756922749518
"406","KUR","TempWarm-5psu",203,"full",0.368423717771065
"407","HOG","TempWarm-5psu",204,"mll",1.71116296284967
"408","HOG","TempWarm-5psu",204,"full",1.43302125427135
"409","HOR","TempWarm-5psu",205,"mll",0.248122316905183
"410","HOR","TempWarm-5psu",205,"full",0.204499522777114
"411","KAL","TempWarm-5psu",206,"mll",0.466857508873214
"412","KAL","TempWarm-5psu",206,"full",0.199258170014905
"413","VIK","TempWarm-5psu",207,"mll",2.41512967491941
"414","VIK","TempWarm-5psu",207,"full",2.2812705303872
"415","BAR","TempWarm-5psu",208,"mll",1.55746258356368
"416","BAR","TempWarm-5psu",208,"full",1.23932184235382
"417","VIK","TempWarm-16psu",209,"mll",0.344468695081764
"418","VIK","TempWarm-16psu",209,"full",0.16693541269685
"419","BAR","TempWarm-16psu",210,"mll",0.74285597348987
"420","BAR","TempWarm-16psu",210,"full",1.23139747602753
"421","HOG","TempWarm-16psu",211,"mll",0.602654751775083
"422","HOG","TempWarm-16psu",211,"full",1.02093665313453
"423","KUR","TempWarm-16psu",212,"mll",1.65769215360319
"424","KUR","TempWarm-16psu",212,"full",2.12530345789762
"425","BJO","TempWarm-16psu",213,"mll",2.14697240894744
"426","BJO","TempWarm-16psu",213,"full",2.71091839488074
"427","KAL","TempWarm-16psu",214,"mll",1.90277521779755
"428","KAL","TempWarm-16psu",214,"full",2.35625716722386
"429","HOR","TempWarm-16psu",215,"mll",2.09317019225461
"430","HOR","TempWarm-16psu",215,"full",2.6809708054803
"431","VAT","TempWarm-16psu",216,"mll",0.44311670284428
"432","VAT","TempWarm-16psu",216,"full",0.24251374351341
"433","KUR","TempWarm-5psu",217,"mll",0.667103018380941
"434","KUR","TempWarm-5psu",217,"full",0.385185128746541
"435","VAT","TempWarm-5psu",218,"mll",2.57649896377627
"436","VAT","TempWarm-5psu",218,"full",2.21144416389247
"437","BAR","TempWarm-5psu",219,"mll",1.5491636599316
"438","BAR","TempWarm-5psu",219,"full",1.22831239570018
"439","HOG","TempWarm-5psu",220,"mll",1.71700019023506
"440","HOG","TempWarm-5psu",220,"full",1.43877321859318
"441","KAL","TempWarm-5psu",221,"mll",0.456294922020135
"442","KAL","TempWarm-5psu",221,"full",0.187754241371233
"443","VIK","TempWarm-5psu",222,"mll",2.40086589350594
"444","VIK","TempWarm-5psu",222,"full",2.26450911941173
"445","HOR","TempWarm-5psu",223,"mll",0.248122316905183
"446","HOR","TempWarm-5psu",223,"full",0.204499522777114
"447","BJO","TempWarm-5psu",224,"mll",0.310739940593329
"448","BJO","TempWarm-5psu",224,"full",0.240199076499392
"449","BJO","TempWarm-16psu",225,"mll",2.21843966907215
"450","BJO","TempWarm-16psu",225,"full",2.77900225752801
"451","HOG","TempWarm-16psu",226,"mll",0.626442877469684
"452","HOG","TempWarm-16psu",226,"full",1.049251247519
"453","HOR","TempWarm-16psu",227,"mll",2.10513901009512
"454","HOR","TempWarm-16psu",227,"full",2.68151454223567
"455","VAT","TempWarm-16psu",228,"mll",0.378139101650217
"456","VAT","TempWarm-16psu",228,"full",0.304845641838845
"457","KUR","TempWarm-16psu",229,"mll",1.61365858461741
"458","KUR","TempWarm-16psu",229,"full",2.06882203342468
"459","BAR","TempWarm-16psu",230,"mll",0.776315481311898
"460","BAR","TempWarm-16psu",230,"full",1.26546403473383
"461","VIK","TempWarm-16psu",231,"mll",0.309284336984404
