"","pop","trt","bagnum","cc","offset"
"462","VIK","TempWarm-16psu",231,"full",0.522148171661457
"463","KAL","TempWarm-16psu",232,"mll",10.8765251411171
"464","KAL","TempWarm-16psu",232,"full",12.6813382800759
"465","BJO","TempWarm-5psu",233,"mll",0.82719997406524
"466","BJO","TempWarm-5psu",233,"full",1.31340739569303
"467","HOR","TempWarm-5psu",234,"mll",0.857035605881983
"468","HOR","TempWarm-5psu",234,"full",0.574828492444767
"469","BAR","TempWarm-5psu",235,"mll",9.04918629582927
"470","BAR","TempWarm-5psu",235,"full",7.90562009740407
"471","VAT","TempWarm-5psu",236,"mll",15.7669816586842
"472","VAT","TempWarm-5psu",236,"full",14.4457705479398
"473","VIK","TempWarm-5psu",237,"mll",13.4406964437145
"474","VIK","TempWarm-5psu",237,"full",13.0572969480108
"475","KAL","TempWarm-5psu",238,"mll",1.93128315466786
"476","KAL","TempWarm-5psu",238,"full",1.09691200543616
"477","KUR","TempWarm-5psu",239,"mll",3.11535581836783
"478","KUR","TempWarm-5psu",239,"full",2.22199047690907
"479","HOG","TempWarm-5psu",240,"mll",9.79392007287175
"480","HOG","TempWarm-5psu",240,"full",8.81833102785174
"481","KAL","TempWarm-16psu",241,"mll",10.838747330442
"482","KAL","TempWarm-16psu",241,"full",12.6443961889487
"483","HOR","TempWarm-16psu",242,"mll",11.8375214269508
"484","HOR","TempWarm-16psu",242,"full",14.1401789019135
"485","KUR","TempWarm-16psu",243,"mll",9.33144151471076
"486","KUR","TempWarm-16psu",243,"full",11.1814968578471
"487","BAR","TempWarm-16psu",244,"mll",3.66264075856305
"488","BAR","TempWarm-16psu",244,"full",5.7477092045227
"489","VIK","TempWarm-16psu",245,"mll",1.29785751319376
"490","VIK","TempWarm-16psu",245,"full",0.434169279203392
"491","HOG","TempWarm-16psu",246,"mll",2.966866055889
"492","HOG","TempWarm-16psu",246,"full",4.83499827407503
"493","VAT","TempWarm-16psu",247,"mll",3.30638799984126
"494","VAT","TempWarm-16psu",247,"full",0.82938333714029
"495","BJO","TempWarm-16psu",248,"mll",12.7706577735613
"496","BJO","TempWarm-16psu",248,"full",15.0547155900779
"497","BAR","TempWarm-5psu",249,"mll",9.01138246777358
"498","BAR","TempWarm-5psu",249,"full",7.86867800627682
"499","HOG","TempWarm-5psu",250,"mll",9.79392007287175
"500","HOG","TempWarm-5psu",250,"full",8.81833102785174
"501","VIK","TempWarm-5psu",251,"mll",13.5555658671241
"502","VIK","TempWarm-5psu",251,"full",13.1822179315961
"503","VAT","TempWarm-5psu",252,"mll",15.8440440239107
"504","VAT","TempWarm-5psu",252,"full",14.5337494403979
"505","BJO","TempWarm-5psu",253,"mll",0.839365867701655
"506","BJO","TempWarm-5psu",253,"full",1.4013862881511
"507","KUR","TempWarm-5psu",254,"mll",3.11535581836783
"508","KUR","TempWarm-5psu",254,"full",2.22199047690907
"509","KAL","TempWarm-5psu",255,"mll",1.96762819123751
"510","KAL","TempWarm-5psu",255,"full",1.1338540965634
"511","HOR","TempWarm-5psu",256,"mll",0.857035605881983
"512","HOR","TempWarm-5psu",256,"full",0.574828492444767
"513","KUR","TempControl-21psu",257,"mll",15.2472728113387
"514","KUR","TempControl-21psu",257,"full",16.964252872638
"515","BJO","TempControl-21psu",258,"mll",18.2647109866324
"516","BJO","TempControl-21psu",258,"full",20.3888244718584
"517","KAL","TempControl-21psu",259,"mll",16.4925744514593
"518","KAL","TempControl-21psu",259,"full",18.1403681454418
"519","HOR","TempControl-21psu",260,"mll",17.6499829630576
"520","HOR","TempControl-21psu",260,"full",19.8121086433227
"521","VIK","TempControl-21psu",261,"mll",4.78165087486959
"522","VIK","TempControl-21psu",261,"full",6.01812012815455
"523","BAR","TempControl-21psu",262,"mll",9.32560381450466
"524","BAR","TempControl-21psu",262,"full",11.3316600534739
"525","VAT","TempControl-21psu",263,"mll",2.61734098476386
"526","VAT","TempControl-21psu",263,"full",4.79150960293811
"527","HOG","TempControl-21psu",264,"mll",8.51209921516528
"528","HOG","TempControl-21psu",264,"full",10.3309702305681
"529","VIK","TempControl-7psu",265,"mll",11.3586173798575
"530","VIK","TempControl-7psu",265,"full",11.4708175737898
"531","VAT","TempControl-7psu",266,"mll",13.5348490142018
"532","VAT","TempControl-7psu",266,"full",12.6974280990062
"533","BJO","TempControl-7psu",267,"mll",2.2971847994238
"534","BJO","TempControl-7psu",267,"full",3.02480775349937
"535","BAR","TempControl-7psu",268,"mll",6.8074010612123
"536","BAR","TempControl-7psu",268,"full",6.15727764847048
"537","HOG","TempControl-7psu",269,"mll",7.59066681401544
"538","HOG","TempControl-7psu",269,"full",7.12102538024898
"539","HOR","TempControl-7psu",270,"mll",1.53941108447238
"540","HOR","TempControl-7psu",270,"full",2.32317094137835
"541","KUR","TempControl-7psu",271,"mll",0.751426442548295
"542","KUR","TempControl-7psu",271,"full",0.34872704439017
"543","KAL","TempControl-7psu",272,"mll",0.414593766300234
"544","KAL","TempControl-7psu",272,"full",0.651430443497428
"545","VAT","TempControl-21psu",273,"mll",2.73106811872841
"546","VAT","TempControl-21psu",273,"full",4.91643058652343
"547","HOG","TempControl-21psu",274,"mll",8.62702397052323
"548","HOG","TempControl-21psu",274,"full",10.4558912141534
"549","HOR","TempControl-21psu",275,"mll",17.7257343431866
"550","HOR","TempControl-21psu",275,"full",19.8859928255772
"551","BAR","TempControl-21psu",276,"mll",9.44059934743234
"552","BAR","TempControl-21psu",276,"full",11.4565810370592
"553","BJO","TempControl-21psu",277,"mll",18.2647109866324
"554","BJO","TempControl-21psu",277,"full",20.3888244718584
"555","KUR","TempControl-21psu",278,"mll",15.4395746601492
"556","KUR","TempControl-21psu",278,"full",17.1771527486814
"557","KAL","TempControl-21psu",279,"mll",16.5304446699212
"558","KAL","TempControl-21psu",279,"full",18.177310236569
"559","VIK","TempControl-21psu",280,"mll",4.70299029252893
"560","VIK","TempControl-21psu",280,"full",5.9160465254929
"561","KUR","TempControl-7psu",281,"mll",0.751426442548295
"562","KUR","TempControl-7psu",281,"full",0.34872704439017
"563","KAL","TempControl-7psu",282,"mll",0.486369000284886
"564","KAL","TempControl-7psu",282,"full",0.739409335955497
"565","VIK","TempControl-7psu",283,"mll",11.3586173798575
"566","VIK","TempControl-7psu",283,"full",11.4708175737898
"567","HOG","TempControl-7psu",284,"mll",7.55151358521658
"568","HOG","TempControl-7psu",284,"full",7.06998857891816
"569","BJO","TempControl-7psu",285,"mll",2.22104017557935
"570","BJO","TempControl-7psu",285,"full",2.9368288610413
"571","VAT","TempControl-7psu",286,"mll",13.6498924429651
"572","VAT","TempControl-7psu",286,"full",12.8223490825915
"573","HOR","TempControl-7psu",287,"mll",1.42456999397412
"574","HOR","TempControl-7psu",287,"full",2.19824995779304
"575","BAR","TempControl-7psu",288,"mll",6.8074010612123
"576","BAR","TempControl-7psu",288,"full",6.15727764847048
"577","BJO","TempControl-21psu",289,"mll",18.4343566897487
"578","BJO","TempControl-21psu",289,"full",20.5657562735689
"579","HOG","TempControl-21psu",290,"mll",8.68708612867989
"580","HOG","TempControl-21psu",290,"full",10.5219967424822
"581","BAR","TempControl-21psu",291,"mll",9.38269013683944
"582","BAR","TempControl-21psu",291,"full",11.3836708715991
"583","KUR","TempControl-21psu",292,"mll",15.4950017714811
"584","KUR","TempControl-21psu",292,"full",17.2432582770102
"585","HOR","TempControl-21psu",293,"mll",17.3968825433366
"586","HOR","TempControl-21psu",293,"full",19.5403933120228
"587","VIK","TempControl-21psu",294,"mll",4.76918022791307
"588","VIK","TempControl-21psu",294,"full",5.99624676402525
"589","VAT","TempControl-21psu",295,"mll",2.61390901089705
"590","VAT","TempControl-21psu",295,"full",4.76963623880881
"591","KAL","TempControl-21psu",296,"mll",16.5474245093414
"592","KAL","TempControl-21psu",296,"full",18.2064736737705
"593","VIK","TempControl-7psu",297,"mll",11.6172018871768
"594","VIK","TempControl-7psu",297,"full",11.7425329050897
"595","HOG","TempControl-7psu",298,"mll",7.81269684901098
"596","HOG","TempControl-7psu",298,"full",7.34170391021809
"597","HOR","TempControl-7psu",299,"mll",1.14696848102177
"598","HOR","TempControl-7psu",299,"full",1.87549782516229
"599","BJO","TempControl-7psu",300,"mll",2.07240018783817
"600","BJO","TempControl-7psu",300,"full",2.75309242219944
"601","BAR","TempControl-7psu",301,"mll",7.06823461367554
"602","BAR","TempControl-7psu",301,"full",6.42899297977041
"603","VAT","TempControl-7psu",302,"mll",13.90766263198
"604","VAT","TempControl-7psu",302,"full",13.0940644138915
"605","KUR","TempControl-7psu",303,"mll",1.13729941484009
"606","KUR","TempControl-7psu",303,"full",0.745363359275414
"607","KAL","TempControl-7psu",304,"mll",0.295901259565369
"608","KAL","TempControl-7psu",304,"full",0.342773021070254
"609","VIK","TempControl-21psu",305,"mll",3.98401285844647
"610","VIK","TempControl-21psu",305,"full",4.97551073740878
"611","BJO","TempControl-21psu",306,"mll",18.3965141546191
"612","BJO","TempControl-21psu",306,"full",20.5288141824417
"613","HOG","TempControl-21psu",307,"mll",8.57225092960595
"614","HOG","TempControl-21psu",307,"full",10.3970757588969
"615","BAR","TempControl-21psu",308,"mll",9.38269013683944
"616","BAR","TempControl-21psu",308,"full",11.3836708715991
"617","VAT","TempControl-21psu",309,"mll",2.61390901089705
"618","VAT","TempControl-21psu",309,"full",4.76963623880881
"619","KAL","TempControl-21psu",310,"mll",16.4323453749139
"620","KAL","TempControl-21psu",310,"full",18.0815526901852
"621","KUR","TempControl-21psu",311,"mll",15.2648685309436
"622","KUR","TempControl-21psu",311,"full",16.9934163098396
"623","HOR","TempControl-21psu",312,"mll",17.6270580225359
"624","HOR","TempControl-21psu",312,"full",19.7902352791934
"625","VAT","TempControl-7psu",313,"mll",13.90766263198
"626","VAT","TempControl-7psu",313,"full",13.0940644138915
"627","KAL","TempControl-7psu",314,"mll",0.295901259565369
"628","KAL","TempControl-7psu",314,"full",0.342773021070254
"629","KUR","TempControl-7psu",315,"mll",1.0648651913866
"630","KUR","TempControl-7psu",315,"full",0.671479177020921
"631","BJO","TempControl-7psu",316,"mll",2.07240018783817
"632","BJO","TempControl-7psu",316,"full",2.75309242219944
"633","VIK","TempControl-7psu",317,"mll",11.6172018871768
"634","VIK","TempControl-7psu",317,"full",11.7425329050897
"635","HOG","TempControl-7psu",318,"mll",7.69792388472515
"636","HOG","TempControl-7psu",318,"full",7.21678292663277
"637","HOR","TempControl-7psu",319,"mll",1.29938980194959
"638","HOR","TempControl-7psu",319,"full",2.05145561007842
"639","BAR","TempControl-7psu",320,"mll",7.06823461367554
"640","BAR","TempControl-7psu",320,"full",6.42899297977041
"641","VIK","TempControl-21psu",321,"mll",5.34096916167543
"642","VIK","TempControl-21psu",321,"full",6.60744884905438
"643","VAT","TempControl-21psu",322,"mll",3.16531331378864
"644","VAT","TempControl-21psu",322,"full",5.38083832383794
"645","BJO","TempControl-21psu",323,"mll",18.8728122658586
"646","BJO","TempControl-21psu",323,"full",21.0150952838855
"647","KAL","TempControl-21psu",324,"mll",17.1046490547405
"648","KAL","TempControl-21psu",324,"full",18.7807336676724
"649","BAR","TempControl-21psu",325,"mll",9.89275778567106
"650","BAR","TempControl-21psu",325,"full",11.9209887743737
"651","HOG","TempControl-21psu",326,"mll",9.11607421348409
"652","HOG","TempControl-21psu",326,"full",10.9713357527988
"653","KUR","TempControl-21psu",327,"mll",15.8584334862725
"654","KUR","TempControl-21psu",327,"full",17.6046183948687
"655","HOR","TempControl-21psu",328,"mll",18.0706114271196
"656","HOR","TempControl-21psu",328,"full",20.23957428951
"657","BAR","TempControl-7psu",329,"mll",6.37833149742556
"658","BAR","TempControl-7psu",329,"full",5.72981200228322
"659","HOG","TempControl-7psu",330,"mll",7.12136247120431
"660","HOG","TempControl-7psu",330,"full",6.6425229327309
"661","VIK","TempControl-7psu",331,"mll",10.9323436863933
"662","VIK","TempControl-7psu",331,"full",11.0433519276025
"663","VAT","TempControl-7psu",332,"mll",13.1868590148508
"664","VAT","TempControl-7psu",332,"full",12.357941345277
"665","KUR","TempControl-7psu",333,"mll",0.294885244315476
"666","KUR","TempControl-7psu",333,"full",0.0787386017970916
"667","BJO","TempControl-7psu",334,"mll",2.68993997367468
"668","BJO","TempControl-7psu",334,"full",3.45227339968663
"669","KAL","TempControl-7psu",335,"mll",0.722387640584928
"670","KAL","TempControl-7psu",335,"full",0.99091719722662
"671","HOR","TempControl-7psu",336,"mll",1.95958308245752
"672","HOR","TempControl-7psu",336,"full",2.75063658756561
"673","KAL","TempControl-21psu",337,"mll",17.0274356791204
"674","KAL","TempControl-21psu",337,"full",18.6927547752143
"675","HOG","TempControl-21psu",338,"mll",9.15391416621957
"676","HOG","TempControl-21psu",338,"full",11.008277843926
"677","BAR","TempControl-21psu",339,"mll",9.81554046687828
"678","BAR","TempControl-21psu",339,"full",11.8330098819156
"679","VIK","TempControl-21psu",340,"mll",5.22597466063903
"680","VIK","TempControl-21psu",340,"full",6.48252786546906
"681","HOR","TempControl-21psu",341,"mll",18.1857056538326
"682","HOR","TempControl-21psu",341,"full",20.3644952730953
"683","BJO","TempControl-21psu",342,"mll",18.8349423397674
"684","BJO","TempControl-21psu",342,"full",20.9781531927582
"685","VAT","TempControl-21psu",343,"mll",3.16531331378864
"686","VAT","TempControl-21psu",343,"full",5.38083832383794
"687","KUR","TempControl-21psu",344,"mll",15.6632050566838
"688","KUR","TempControl-21psu",344,"full",17.3635290984181
"689","KUR","TempControl-7psu",345,"mll",0.409433379092109
"690","KUR","TempControl-7psu",345,"full",0.0461823817882244
"691","BJO","TempControl-7psu",346,"mll",2.57517348746812
"692","BJO","TempControl-7psu",346,"full",3.32735241610131
"693","HOG","TempControl-7psu",347,"mll",7.12136247120431
"694","HOG","TempControl-7psu",347,"full",6.6425229327309
"695","BAR","TempControl-7psu",348,"mll",6.49337719607925
"696","BAR","TempControl-7psu",348,"full",5.85473298586854
"697","HOR","TempControl-7psu",349,"mll",1.95958308245752
"698","HOR","TempControl-7psu",349,"full",2.75063658756561
"699","KAL","TempControl-7psu",350,"mll",0.761611268260826
"700","KAL","TempControl-7psu",350,"full",1.04195399855744
"701","VAT","TempControl-7psu",351,"mll",13.2247488357075
"702","VAT","TempControl-7psu",351,"full",12.3948834364043
"703","VIK","TempControl-7psu",352,"mll",11.0474161260065
"704","VIK","TempControl-7psu",352,"full",11.1682729111878
"705","KAL","TempControl-21psu",353,"mll",16.6430701162097
"706","KAL","TempControl-21psu",353,"full",18.3214483327372
"707","BJO","TempControl-21psu",354,"mll",17.9457525981085
"708","BJO","TempControl-21psu",354,"full",19.9715577533875
"709","HOR","TempControl-21psu",355,"mll",17.3291015095292
"710","HOR","TempControl-21psu",355,"full",19.3948419248518
"711","VIK","TempControl-21psu",356,"mll",4.47315634103418
"712","VIK","TempControl-21psu",356,"full",5.60085340968365
"713","HOG","TempControl-21psu",357,"mll",8.2749463475385
"714","HOG","TempControl-21psu",357,"full",10.0016824045553
"715","BAR","TempControl-21psu",358,"mll",8.93403285065887
"716","BAR","TempControl-21psu",358,"full",10.8405091527485
"717","VAT","TempControl-21psu",359,"mll",2.13750085906009
"718","VAT","TempControl-21psu",359,"full",4.1754377186274
"719","KUR","TempControl-21psu",360,"mll",14.4946063043284
"720","KUR","TempControl-21psu",360,"full",15.9855813395281
"721","VAT","TempControl-7psu",361,"mll",14.0051301847869
"722","VAT","TempControl-7psu",361,"full",13.1919896309682
"723","KAL","TempControl-7psu",362,"mll",0.299104657341427
"724","KAL","TempControl-7psu",362,"full",0.281789895120746
"725","KUR","TempControl-7psu",363,"mll",1.01720452730094
"726","KUR","TempControl-7psu",363,"full",0.607541319385111
"727","HOG","TempControl-7psu",364,"mll",7.8348646459729
"728","HOG","TempControl-7psu",364,"full",7.36574494504035
"729","BAR","TempControl-7psu",365,"mll",7.20389606784485
"730","BAR","TempControl-7psu",365,"full",6.56386028797441
"731","BJO","TempControl-7psu",366,"mll",2.05748843023426
"732","BJO","TempControl-7psu",366,"full",2.74314609758076
"733","VIK","TempControl-7psu",367,"mll",11.7526484154832
"734","VIK","TempControl-7psu",367,"full",11.8774002132937
"735","HOR","TempControl-7psu",368,"mll",1.16966427070228
"736","HOR","TempControl-7psu",368,"full",1.91658830187442
"737","VIK","TempControl-21psu",369,"mll",4.36067146955309
"738","VIK","TempControl-21psu",369,"full",5.49002713630191
"739","HOR","TempControl-21psu",370,"mll",17.2912337543772
"740","HOR","TempControl-21psu",370,"full",19.3578998337245
"741","BJO","TempControl-21psu",371,"mll",18.4923128742884
"742","BJO","TempControl-21psu",371,"full",20.6437888414083
"743","HOG","TempControl-21psu",372,"mll",8.58981039880736
"744","HOG","TempControl-21psu",372,"full",10.4099768152019
"745","VAT","TempControl-21psu",373,"mll",2.24925323870334
"746","VAT","TempControl-21psu",373,"full",4.30035870221272
"747","KAL","TempControl-21psu",374,"mll",16.1344088959847
"748","KAL","TempControl-21psu",374,"full",17.6861593358436
"749","KUR","TempControl-21psu",375,"mll",15.2440200753243
"750","KUR","TempControl-21psu",375,"full",16.9693752750173
"751","BAR","TempControl-21psu",376,"mll",9.28834656976238
"752","BAR","TempControl-21psu",376,"full",11.2998403647259
"753","HOG","TempControl-7psu",377,"mll",7.68102177485155
"754","HOG","TempControl-7psu",377,"full",7.18978716012421
"755","VAT","TempControl-7psu",378,"mll",13.7372260409205
"756","VAT","TempControl-7psu",378,"full",12.9052055726703
"757","BAR","TempControl-7psu",379,"mll",7.08910638492077
"758","BAR","TempControl-7psu",379,"full",6.4389393043891
"759","KAL","TempControl-7psu",380,"mll",0.306879299355882
"760","KAL","TempControl-7psu",380,"full",0.33282669645157
"761","HOR","TempControl-7psu",381,"mll",1.39617873878226
"762","HOR","TempControl-7psu",381,"full",2.16643026904506
"763","KUR","TempControl-7psu",382,"mll",0.945390553392689
"764","KUR","TempControl-7psu",382,"full",0.505467716723464
"765","VIK","TempControl-7psu",383,"mll",11.829738324696
"766","VIK","TempControl-7psu",383,"full",11.9653791057518
"767","BJO","TempControl-7psu",384,"mll",2.05748843023426
"768","BJO","TempControl-7psu",384,"full",2.74314609758076
