"","pop","trt","bagnum_text","tank_ID","gg_mll_ind","gg_full_ind","method"
"74","HOR","TempWarm-5psu",74,"A3",0.014953932360336,0.0127531001971511,"lea_offset"
"75","VAT","TempWarm-5psu",75,"A3",0.0196799818745011,0.0161717933421818,"lea_offset"
"76","BAR","TempWarm-5psu",76,"A3",0.014672389120266,0.0134037202674218,"lea_offset"
"77","VIK","TempWarm-5psu",77,"A3",0.0135225054801857,0.0141784335279921,"lea_offset"
"78","KUR","TempWarm-5psu",78,"A3",0.0131645887365044,0.0128184593528398,"lea_offset"
"79","BJO","TempWarm-5psu",79,"A3",0.0183845930075557,0.0180381625141999,"lea_offset"
"80","HOG","TempWarm-5psu",80,"A3",0.0147008443299607,0.0142066965304867,"lea_offset"
"81","KAL","TempWarm-16psu",81,"A3",0.0108110725663296,0.0125122327189249,"lea_offset"
"82","BJO","TempWarm-16psu",82,"A3",0.0194921543800158,0.0217796414120962,"lea_offset"
"83","BAR","TempWarm-16psu",83,"A3",0.0154003589322974,0.0165776849298819,"lea_offset"
"84","HOR","TempWarm-16psu",84,"A3",0.0158768248534873,0.0155087605072003,"lea_offset"
"85","HOG","TempWarm-16psu",85,"A3",0.0152566183202483,0.0168750920743997,"lea_offset"
"86","VIK","TempWarm-16psu",86,"A3",0.0132097142250647,0.0136739277499412,"lea_offset"
"87","VAT","TempWarm-16psu",87,"A3",0.0199320494151207,0.0179137520147482,"lea_offset"
"88","KUR","TempWarm-16psu",88,"A3",0.0137608032043611,0.014763905925884,"lea_offset"
"89","HOG","TempWarm-5psu",89,"A3",0.0147008443299607,0.0142066965304867,"lea_offset"
"90","BAR","TempWarm-5psu",90,"A3",0.0146760325602081,0.0134049444098649,"lea_offset"
"91","BJO","TempWarm-5psu",91,"A3",0.0183845930075557,0.0180381625141999,"lea_offset"
"92","KUR","TempWarm-5psu",92,"A3",0.0131587277411144,0.0127919918143275,"lea_offset"
"93","KAL","TempWarm-5psu",93,"A3",0.0100582098421323,0.00995432769853172,"lea_offset"
"94","VIK","TempWarm-5psu",94,"A3",0.0135225054801857,0.0141784335279921,"lea_offset"
"95","HOR","TempWarm-5psu",95,"A3",0.0149553139706868,0.012762195695589,"lea_offset"
"96","VAT","TempWarm-5psu",96,"A3",0.0196799818745011,0.0161717933421818,"lea_offset"
"97","HOG","TempWarm-16psu",97,"A4",0.0195471333139686,0.0221612403867616,"lea_offset"
"98","BJO","TempWarm-16psu",98,"A4",0.0244509602429046,0.0278343125819835,"lea_offset"
"99","VAT","TempWarm-16psu",99,"A4",0.0240934746032,0.0229558085536815,"lea_offset"
"100","BAR","TempWarm-16psu",100,"A4",0.0194979473166095,0.0215545122951615,"lea_offset"
"101","VIK","TempWarm-16psu",101,"A4",0.0174088238858925,0.018816285604317,"lea_offset"
"102","HOR","TempWarm-16psu",102,"A4",0.0199231019865103,0.0202881462472734,"lea_offset"
"103","KAL","TempWarm-16psu",103,"A4",0.0146207032470671,0.017288515584204,"lea_offset"
"104","KUR","TempWarm-16psu",104,"A4",0.0179406737600609,0.0198308929717518,"lea_offset"
"105","KAL","TempWarm-5psu",105,"A4",0.0138867446061237,0.0146500150439297,"lea_offset"
"106","VIK","TempWarm-5psu",106,"A4",0.0177873628354373,0.0194219557957001,"lea_offset"
"107","BJO","TempWarm-5psu",107,"A4",0.0234115756292028,0.0242039253740371,"lea_offset"
"108","KUR","TempWarm-5psu",108,"A4",0.0174226878383464,0.018018054195387,"lea_offset"
"109","VAT","TempWarm-5psu",109,"A4",0.0238739478063568,0.021206455352884,"lea_offset"
"110","BAR","TempWarm-5psu",110,"A4",0.0188388830905187,0.0184812119277508,"lea_offset"
"111","HOR","TempWarm-5psu",111,"A4",0.0191088561216175,0.0177535542152471,"lea_offset"
"112","HOG","TempWarm-5psu",112,"A4",0.0190469727375514,0.0195445212512885,"lea_offset"
"113","KAL","TempWarm-16psu",113,"A4",0.0146249568185777,0.0172895697001097,"lea_offset"
"114","BAR","TempWarm-16psu",114,"A4",0.019482380247684,0.0214930788308528,"lea_offset"
"115","KUR","TempWarm-16psu",115,"A4",0.0179675955479587,0.0199305105612471,"lea_offset"
"116","HOR","TempWarm-16psu",116,"A4",0.0199569950524518,0.0204031822967259,"lea_offset"
"117","HOG","TempWarm-16psu",117,"A4",0.0195361203964073,0.0221118711935111,"lea_offset"
"118","BJO","TempWarm-16psu",118,"A4",0.0244270126649204,0.0277654865284384,"lea_offset"
"119","VAT","TempWarm-16psu",119,"A4",0.0240934746032,0.0229558085536815,"lea_offset"
"120","VIK","TempWarm-16psu",120,"A4",0.0174088238858925,0.018816285604317,"lea_offset"
"121","HOR","TempWarm-5psu",121,"A4",0.0191088561216175,0.0177535542152471,"lea_offset"
"122","BJO","TempWarm-5psu",122,"A4",0.0234115756292028,0.0242039253740371,"lea_offset"
"123","KUR","TempWarm-5psu",123,"A4",0.0174226878383464,0.018018054195387,"lea_offset"
"124","HOG","TempWarm-5psu",124,"A4",0.0190575001003554,0.0195656318042129,"lea_offset"
"125","VAT","TempWarm-5psu",125,"A4",0.0238817033828062,0.0212246610876246,"lea_offset"
"126","KAL","TempWarm-5psu",126,"A4",0.0138973540400157,0.0146814014544842,"lea_offset"
"127","BAR","TempWarm-5psu",127,"A4",0.0188388830905187,0.0184812119277508,"lea_offset"
"128","VIK","TempWarm-5psu",128,"A4",0.0178006578403513,0.0194721079873667,"lea_offset"
"129","BAR","TempWarm-16psu",129,"B1",0.0150772508381723,0.016108590084734,"lea_offset"
"130","HOG","TempWarm-16psu",130,"B1",0.0148898727082209,0.0163510644836207,"lea_offset"
"131","HOR","TempWarm-16psu",131,"B1",0.0155563455433717,0.0150309627795756,"lea_offset"
"132","VAT","TempWarm-16psu",132,"B1",0.0196305645113858,0.0174343779581876,"lea_offset"
"133","BJO","TempWarm-16psu",133,"B1",0.0190216906817875,0.0210758895544731,"lea_offset"
"134","KAL","TempWarm-16psu",134,"B1",0.0105145835674709,0.0121677185092391,"lea_offset"
"135","VIK","TempWarm-16psu",135,"B1",0.0128099159542597,0.0130568964002341,"lea_offset"
"136","KUR","TempWarm-16psu",136,"B1",0.0133449212987624,0.0140821041770461,"lea_offset"
"137","KAL","TempWarm-5psu",137,"B1",0.00970475875394006,0.00945112931289715,"lea_offset"
"138","BAR","TempWarm-5psu",138,"B1",0.0143145644097473,0.0128445687164833,"lea_offset"
"139","KUR","TempWarm-5psu",139,"B1",0.0127596378770661,0.0121988237843778,"lea_offset"
"140","HOR","TempWarm-5psu",140,"B1",0.014605514153118,0.0122057776352457,"lea_offset"
"141","BJO","TempWarm-5psu",141,"B1",0.0178989007021976,0.0173211796405334,"lea_offset"
"142","VAT","TempWarm-5psu",142,"B1",0.0193615535412588,0.0156399235510561,"lea_offset"
"143","VIK","TempWarm-5psu",143,"B1",0.013115940818545,0.0135818337844643,"lea_offset"
"144","HOG","TempWarm-5psu",144,"B1",0.014302697824603,0.01360488724488,"lea_offset"
"145","BJO","TempWarm-16psu",145,"B1",0.0190225572077089,0.0210750529320058,"lea_offset"
"146","VIK","TempWarm-16psu",146,"B1",0.0127998081376452,0.013024923020209,"lea_offset"
"147","KUR","TempWarm-16psu",147,"B1",0.0133446274425996,0.0140826812618983,"lea_offset"
"148","KAL","TempWarm-16psu",148,"B1",0.010463154653825,0.0119971594999981,"lea_offset"
"149","BAR","TempWarm-16psu",149,"B1",0.015040137140682,0.0159755353713144,"lea_offset"
"150","HOR","TempWarm-16psu",150,"B1",0.0155186513589393,0.0149106638601018,"lea_offset"
"151","HOG","TempWarm-16psu",151,"B1",0.014871748994269,0.0162866508545256,"lea_offset"
"152","VAT","TempWarm-16psu",152,"B1",0.0196147655694943,0.017345900076143,"lea_offset"
"153","KUR","TempWarm-5psu",153,"B1",0.0127642346676123,0.0122194742555876,"lea_offset"
"154","BAR","TempWarm-5psu",154,"B1",0.0143145644097473,0.0128445687164833,"lea_offset"
"155","BJO","TempWarm-5psu",155,"B1",0.0178989007021976,0.0173211796405334,"lea_offset"
"156","HOG","TempWarm-5psu",156,"B1",0.014302697824603,0.01360488724488,"lea_offset"
"157","VAT","TempWarm-5psu",157,"B1",0.0193603894165979,0.0156521092144445,"lea_offset"
"158","VIK","TempWarm-5psu",158,"B1",0.0131268715373864,0.0136238826504483,"lea_offset"
"159","KAL","TempWarm-5psu",159,"B1",0.0097014156134062,0.00943691222149456,"lea_offset"
"160","HOR","TempWarm-5psu",160,"B1",0.0146044308265545,0.0122092278798419,"lea_offset"
"161","BAR","TempWarm-16psu",161,"B2",0.014209302179715,0.0151355460086752,"lea_offset"
"162","HOG","TempWarm-16psu",162,"B2",0.0140077918382316,0.0153862406861988,"lea_offset"
"163","VAT","TempWarm-16psu",163,"B2",0.018726234600895,0.016472378517033,"lea_offset"
"164","KAL","TempWarm-16psu",164,"B2",0.00984006440037354,0.0115817969401337,"lea_offset"
"165","VIK","TempWarm-16psu",165,"B2",0.011961447750015,0.0121169926143665,"lea_offset"
"166","KUR","TempWarm-16psu",166,"B2",0.0125084009405903,0.0132022761638793,"lea_offset"
"167","BJO","TempWarm-16psu",167,"B2",0.0179597164457774,0.0198139888591073,"lea_offset"
"168","HOR","TempWarm-16psu",168,"B2",0.0146443207015868,0.0139562718700498,"lea_offset"
"169","KAL","TempWarm-5psu",169,"B2",0.00894708131050116,0.00860747392276008,"lea_offset"
"170","HOR","TempWarm-5psu",170,"B2",0.0137365967791265,0.0112832365295098,"lea_offset"
"171","VIK","TempWarm-5psu",171,"B2",0.012266546766261,0.0126536616056954,"lea_offset"
"172","KUR","TempWarm-5psu",172,"B2",0.0119061461842912,0.0112859115836831,"lea_offset"
"173","BAR","TempWarm-5psu",173,"B2",0.0134504764752829,0.0119133007145699,"lea_offset"
"174","BJO","TempWarm-5psu",174,"B2",0.0168654529920847,0.0161756200500897,"lea_offset"
"175","VAT","TempWarm-5psu",175,"B2",0.0184487355328159,0.0147054498830323,"lea_offset"
"176","HOG","TempWarm-5psu",176,"B2",0.0134127863061115,0.0126222411827729,"lea_offset"
"177","KAL","TempWarm-16psu",177,"B2",0.00973487868625656,0.011230745398513,"lea_offset"
"178","HOG","TempWarm-16psu",178,"B2",0.0140145970978087,0.0153989089875777,"lea_offset"
"179","BJO","TempWarm-16psu",179,"B2",0.0179986163378083,0.0199500272312711,"lea_offset"
"180","KUR","TempWarm-16psu",180,"B2",0.0125083134588569,0.0132032169685298,"lea_offset"
"181","VIK","TempWarm-16psu",181,"B2",0.0119594332906115,0.0121145958487985,"lea_offset"
"182","BAR","TempWarm-16psu",182,"B2",0.0141884155459183,0.0150651652517692,"lea_offset"
"183","HOR","TempWarm-16psu",183,"B2",0.0146592037460989,0.0140093682765822,"lea_offset"
"184","VAT","TempWarm-16psu",184,"B2",0.0187348488560482,0.0164832554529172,"lea_offset"
"185","BJO","TempWarm-5psu",185,"B2",0.0168650497418886,0.0161712119953791,"lea_offset"
"186","KUR","TempWarm-5psu",186,"B2",0.0119016505725781,0.0112650371467063,"lea_offset"
"187","KAL","TempWarm-5psu",187,"B2",0.00894404558046003,0.00859379013061422,"lea_offset"
"188","HOR","TempWarm-5psu",188,"B2",0.0137311220060945,0.0112651600815432,"lea_offset"
"189","VAT","TempWarm-5psu",189,"B2",0.0184487355328159,0.0147054498830323,"lea_offset"
"190","VIK","TempWarm-5psu",190,"B2",0.012264864793147,0.0126570445327591,"lea_offset"
"191","HOG","TempWarm-5psu",191,"B2",0.0134127863061115,0.0126222411827729,"lea_offset"
"192","BAR","TempWarm-5psu",192,"B2",0.0134504764752829,0.0119133007145699,"lea_offset"
"193","HOR","TempWarm-16psu",193,"B3",0.0151587918147903,0.0146516492360926,"lea_offset"
"194","KUR","TempWarm-16psu",194,"B3",0.0130649934156372,0.0139840428207234,"lea_offset"
"195","BJO","TempWarm-16psu",195,"B3",0.0186225020738216,0.0207050279530328,"lea_offset"
"196","KAL","TempWarm-16psu",196,"B3",0.0102497210955531,0.0120098471982399,"lea_offset"
"197","BAR","TempWarm-16psu",197,"B3",0.0146938633405375,0.0157212386557584,"lea_offset"
"198","VIK","TempWarm-16psu",198,"B3",0.012487694207845,0.012798616482251,"lea_offset"
"199","HOG","TempWarm-16psu",199,"B3",0.0145489783239494,0.0160909997465161,"lea_offset"
"200","VAT","TempWarm-16psu",200,"B3",0.0192275148966409,0.0171564798114734,"lea_offset"
"201","VAT","TempWarm-5psu",201,"B3",0.0189505861718149,0.0153567274867738,"lea_offset"
"202","BJO","TempWarm-5psu",202,"B3",0.0175187298734206,0.0170133794821382,"lea_offset"
"203","KUR","TempWarm-5psu",203,"B3",0.0124409189691984,0.011959772835487,"lea_offset"
"204","HOG","TempWarm-5psu",204,"B3",0.0139545813241469,0.0133313767401993,"lea_offset"
"205","HOR","TempWarm-5psu",205,"B3",0.0142459207578263,0.0119375532054839,"lea_offset"
"206","KAL","TempWarm-5psu",206,"B3",0.00942129534441188,0.00920558142765421,"lea_offset"
"207","VIK","TempWarm-5psu",207,"B3",0.0128080994571351,0.0133607965166728,"lea_offset"
"208","BAR","TempWarm-5psu",208,"B3",0.013961009790764,0.012578197863279,"lea_offset"
"209","VIK","TempWarm-16psu",209,"B3",0.0124894363203655,0.0128006800655757,"lea_offset"
"210","BAR","TempWarm-16psu",210,"B3",0.0146896867981936,0.0157139686981198,"lea_offset"
"211","HOG","TempWarm-16psu",211,"B3",0.0145277461617876,0.0160204510950794,"lea_offset"
"212","KUR","TempWarm-16psu",212,"B3",0.0130507787179149,0.0139300235822908,"lea_offset"
"213","BJO","TempWarm-16psu",213,"B3",0.0186187992824388,0.0207081497846996,"lea_offset"
"214","KAL","TempWarm-16psu",214,"B3",0.010268114767874,0.012066361740695,"lea_offset"
"215","HOR","TempWarm-16psu",215,"B3",0.0151601416551896,0.0146540092216831,"lea_offset"
"216","VAT","TempWarm-16psu",216,"B3",0.0192442790242623,0.0171777846579422,"lea_offset"
"217","KUR","TempWarm-5psu",217,"B3",0.0124457811596473,0.0119811025051457,"lea_offset"
"218","VAT","TempWarm-5psu",218,"B3",0.0189516911282327,0.0153446198899603,"lea_offset"
"219","BAR","TempWarm-5psu",219,"B3",0.0139657338100716,0.0125761626044962,"lea_offset"
"220","HOG","TempWarm-5psu",220,"B3",0.0139574136323171,0.0133316013210614,"lea_offset"
"221","KAL","TempWarm-5psu",221,"B3",0.00942300315545789,0.00921424055530382,"lea_offset"
"222","VIK","TempWarm-5psu",222,"B3",0.0127971095700506,0.0133188257172637,"lea_offset"
"223","HOR","TempWarm-5psu",223,"B3",0.0142459207578263,0.0119375532054839,"lea_offset"
"224","BJO","TempWarm-5psu",224,"B3",0.0175194997023524,0.0170182427695307,"lea_offset"
"225","BJO","TempWarm-16psu",225,"B4",0.0169522738634111,0.0190782258083922,"lea_offset"
"226","HOG","TempWarm-16psu",226,"B4",0.0130686115298842,0.0145788711854572,"lea_offset"
"227","HOR","TempWarm-16psu",227,"B4",0.0136728617348137,0.0131693213077761,"lea_offset"
"228","VAT","TempWarm-16psu",228,"B4",0.0176876586856988,0.0157895635101689,"lea_offset"
"229","KUR","TempWarm-16psu",229,"B4",0.0115979077364118,0.0123754054175031,"lea_offset"
"230","BAR","TempWarm-16psu",230,"B4",0.0132585219707263,0.0143395984850411,"lea_offset"
"231","VIK","TempWarm-16psu",231,"B4",0.0110822774898754,0.0113577636100111,"lea_offset"
"232","KAL","TempWarm-16psu",232,"B4",0.00897935889076079,0.0106152012176137,"lea_offset"
"233","BJO","TempWarm-5psu",233,"B4",0.0157979241094445,0.0152143487795301,"lea_offset"
"234","HOR","TempWarm-5psu",234,"B4",0.0127650800043002,0.0104688950545712,"lea_offset"
"235","BAR","TempWarm-5psu",235,"B4",0.0125049021858205,0.0111001035113211,"lea_offset"
"236","VAT","TempWarm-5psu",236,"B4",0.0173651504868885,0.0138258760191332,"lea_offset"
"237","VIK","TempWarm-5psu",237,"B4",0.011367796279295,0.0118054723919625,"lea_offset"
"238","KAL","TempWarm-5psu",238,"B4",0.0081714816895714,0.00789677081521884,"lea_offset"
"239","KUR","TempWarm-5psu",239,"B4",0.0110055513968286,0.0104609195713002,"lea_offset"
"240","HOG","TempWarm-5psu",240,"B4",0.012469745545847,0.0117867056257275,"lea_offset"
"241","KAL","TempWarm-16psu",241,"B4",0.00897903045780626,0.0106170779382359,"lea_offset"
"242","HOR","TempWarm-16psu",242,"B4",0.0136728617348137,0.0131693213077761,"lea_offset"
"243","KUR","TempWarm-16psu",243,"B4",0.0115831112748765,0.012323792097758,"lea_offset"
"244","BAR","TempWarm-16psu",244,"B4",0.0132420580654215,0.014276636365341,"lea_offset"
"245","VIK","TempWarm-16psu",245,"B4",0.011073430204341,0.0113261241621461,"lea_offset"
"246","HOG","TempWarm-16psu",246,"B4",0.0130535636750226,0.0145199872030128,"lea_offset"
"247","VAT","TempWarm-16psu",247,"B4",0.0176711687722301,0.0156981974443743,"lea_offset"
"248","BJO","TempWarm-16psu",248,"B4",0.016911665657722,0.0189429352421088,"lea_offset"
"249","BAR","TempWarm-5psu",249,"B4",0.0125008057429014,0.011098146024571,"lea_offset"
"250","HOG","TempWarm-5psu",250,"B4",0.012469745545847,0.0117867056257275,"lea_offset"
"251","VIK","TempWarm-5psu",251,"B4",0.0113800974670611,0.0118434051715573,"lea_offset"
"252","VAT","TempWarm-5psu",252,"B4",0.0173636948180565,0.0138371944836962,"lea_offset"
"253","BJO","TempWarm-5psu",253,"B4",0.0157975049929268,0.0152102746243882,"lea_offset"
"254","KUR","TempWarm-5psu",254,"B4",0.0110055513968286,0.0104609195713002,"lea_offset"
"255","KAL","TempWarm-5psu",255,"B4",0.00817086772639741,0.00789288981069703,"lea_offset"
"256","HOR","TempWarm-5psu",256,"B4",0.0127650800043002,0.0104688950545712,"lea_offset"
"257","KUR","TempControl-21psu",257,"C1",0.00288959096852447,0.007081664555669,"lea_offset"
"258","BJO","TempControl-21psu",258,"C1",0.00545936609536835,0.011418207254113,"lea_offset"
"259","KAL","TempControl-21psu",259,"C1",0.00237485370096974,0.00742282300980467,"lea_offset"
"260","HOR","TempControl-21psu",260,"C1",0.00416400904025985,0.00841611684065505,"lea_offset"
"261","VIK","TempControl-21psu",261,"C1",0.00207219191850401,0.00473479880558265,"lea_offset"
"262","BAR","TempControl-21psu",262,"C1",0.00395571796678534,0.00955519852845359,"lea_offset"
"263","VAT","TempControl-21psu",263,"C1",0.00620029057231554,0.00956561418314954,"lea_offset"
"264","HOG","TempControl-21psu",264,"C1",0.00359842551369707,0.00895312138122428,"lea_offset"
"265","VIK","TempControl-7psu",265,"C1",0.00152308536552453,0.00184646661096024,"lea_offset"
"266","VAT","TempControl-7psu",266,"C1",0.00486464353206505,0.0036154433704892,"lea_offset"
"267","BJO","TempControl-7psu",267,"C1",0.00314016842662706,0.00326470264327028,"lea_offset"
"268","BAR","TempControl-7psu",268,"C1",0.00206065965294695,0.00192000404919471,"lea_offset"
"269","HOG","TempControl-7psu",269,"C1",0.00192288072472678,0.00197758397967475,"lea_offset"
"270","HOR","TempControl-7psu",270,"C1",0.00202831019311134,0.00132014163440041,"lea_offset"
"271","KUR","TempControl-7psu",271,"C1",0.0011927558302261,0.00111180582329515,"lea_offset"
"272","KAL","TempControl-7psu",272,"C1",0.00041676723292914,0.000458279932789722,"lea_offset"
"273","VAT","TempControl-21psu",273,"C1",0.00622221766254205,0.00965144298285826,"lea_offset"
"274","HOG","TempControl-21psu",274,"C1",0.00362275382765706,0.00904624066913969,"lea_offset"
"275","HOR","TempControl-21psu",275,"C1",0.00415936540519787,0.00839911521070801,"lea_offset"
"276","BAR","TempControl-21psu",276,"C1",0.00398164085182319,0.00965306321149507,"lea_offset"
"277","BJO","TempControl-21psu",277,"C1",0.00545936609536835,0.011418207254113,"lea_offset"
"278","KUR","TempControl-21psu",278,"C1",0.00293944071249473,0.00726106746741067,"lea_offset"
"279","KAL","TempControl-21psu",279,"C1",0.00237442803210331,0.00741526937649506,"lea_offset"
"280","VIK","TempControl-21psu",280,"C1",0.00202926734398816,0.00457632929199605,"lea_offset"
"281","KUR","TempControl-7psu",281,"C1",0.0011927558302261,0.00111180582329515,"lea_offset"
"282","KAL","TempControl-7psu",282,"C1",0.000418600810104914,0.00046558178728345,"lea_offset"
"283","VIK","TempControl-7psu",283,"C1",0.00152308536552453,0.00184646661096024,"lea_offset"
"284","HOG","TempControl-7psu",284,"C1",0.00193009179197455,0.00199414917100624,"lea_offset"
"285","BJO","TempControl-7psu",285,"C1",0.00313608712190044,0.00324954957423524,"lea_offset"
"286","VAT","TempControl-7psu",286,"C1",0.00486748995028802,0.00361626973001702,"lea_offset"
