"","pop","trt","bagnum","offset_mll","offset_full","method"
"1","HOR","TempControl-21psu",1,17.6254066382247,20.0002430380066,"rda_offset"
"2","KUR","TempControl-21psu",2,15.3473452814786,17.2804180698803,"rda_offset"
"3","BAR","TempControl-21psu",3,9.55231027013601,11.6693455702287,"rda_offset"
"4","HOG","TempControl-21psu",4,8.95047765047784,10.9052802916149,"rda_offset"
"5","VIK","TempControl-21psu",5,5.06626705144846,6.36990267119564,"rda_offset"
"6","VAT","TempControl-21psu",6,3.10362226755788,5.29124768532936,"rda_offset"
"7","KAL","TempControl-21psu",7,16.5052783059964,18.3935787623209,"rda_offset"
"8","BJO","TempControl-21psu",8,17.9117687739973,20.2561968133637,"rda_offset"
"9","KAL","TempControl-7psu",9,0.702957824767581,0.974052618643594,"rda_offset"
"10","KUR","TempControl-7psu",10,0.639999957208105,0.363019543337197,"rda_offset"
"11","BJO","TempControl-7psu",11,2.55847081592876,3.32030448608486,"rda_offset"
"12","VIK","TempControl-7psu",12,10.4128517966919,10.6887914313503,"rda_offset"
"13","VAT","TempControl-7psu",13,12.7085447235734,12.1446292469716,"rda_offset"
"14","HOR","TempControl-7psu",14,1.5292110406067,2.26453430483462,"rda_offset"
"15","HOG","TempControl-7psu",15,6.86207150098654,6.51872190978644,"rda_offset"
"16","BAR","TempControl-7psu",16,6.07247477467958,5.56205020566579,"rda_offset"
"17","VIK","TempControl-21psu",17,5.17666125593084,6.49174532225223,"rda_offset"
"18","HOG","TempControl-21psu",18,8.72956918268672,10.661588937598,"rda_offset"
"19","VAT","TempControl-21psu",19,3.10362226755788,5.29124768532936,"rda_offset"
"20","BJO","TempControl-21psu",20,17.8739398786376,20.2063438432888,"rda_offset"
