"DNA_label","new_label","pop","genet","bagnum","tank_ID","sal_full","temp_full","trt","nbr_leaves_start","sideShoot","nbr_sideShootLeaves_start","length_longest_leaf_start","weight_start","IsBlackLesions_start","nbr_leaves_end","nbr_new_leaves","width_leaf","Growth_leaf1","Growth_leaf2","Growth_leaf3","Growth_leaf4","Growth_leaf5","Growth_leaf6","Growth_leaf7","Length_new_leaf1","Length_new_leaf2","Length_new_leaf3","Length_new_leaf4","Length_new_leaf5","Length_new_leaf6","Nbr_new_shoots","Nbr_leaves_new_shoot1","Length_new_shoot1_leaf1","Length_new_shoot1_leaf2","Length_new_shoot1_leaf3","Length_new_shoot1_leaf4","Length_new_shoot1_leaf5","Length_new_shoot1_leaf6","Nbr_leaves_new_shoot2","Length_new_shoot2_leaf1","Length_new_shoot2_leaf2","Length_new_shoot2_leaf3","Length_new_shoot2_leaf4","Length_new_shoot2_leaf5","below_ground_weight","above_ground_weight","weight_new_shoot1","weight_new_shoot2","total_weight","lesions.","isAlive","Length_flower1","Length_bract1","pop_trt","block","mean_sal","median_sal","min_sal","max_sal","sd_sal","mean_temp","median_temp","min_temp","max_temp","sd_temp","x_coord","y_coord","position","length_growth","length_std_change","weight_change","weight_std_change","above_below_weight_ratio"
"HOG_gen-45","357_C4_HOG_gen-45_TempControl-21psu","HOG","gen-45",357,"C4","21psu","TempControl","TempControl_21psu",5,FALSE,0,56.5,5.7,FALSE,4,1,0.4,0.2,10,6.6,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,1,5,11.9,20.1,12,21.4,0.2,NA,NA,NA,NA,NA,NA,NA,2.14,1.07,0.46,0,3.67,"Y",1,NA,NA,"HOG_TempControl_21psu","21",21.15,21.4,20.4,21.4,0.5,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,18,13,"18_13",84.8,1.50088495575221,-2.03,-0.356140350877193,0.5
"HOG_gen-46","364_C4_HOG_gen-46_TempControl-7psu","HOG","gen-46",364,"C4","7psu","TempControl","TempControl_7psu",5,FALSE,0,39.8,2.8,FALSE,5,4,0.35,26.5,NA,NA,NA,NA,NA,NA,27.8,12.5,23.7,1.2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78,0.82,0,0,2.6,"N",1,NA,NA,"HOG_TempControl_7psu","22",7.15,7.15,7,7.3,0.173205080756888,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,19,16,"19_16",91.7,2.30402010050251,-0.2,-0.0714285714285713,0.460674157303371
"HOG_gen-48","377_C4_HOG_gen-48_TempControl-7psu","HOG","gen-48",377,"C4","7psu","TempControl","TempControl_7psu",5,FALSE,0,29,2.18,FALSE,5,4,0.35,15,NA,NA,NA,NA,NA,NA,25.6,3.5,13.6,26.8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,0.81,0,0,2.09,"N",1,NA,NA,"HOG_TempControl_7psu","24",7.25,7.25,7.2,7.3,0.0577350269189624,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,23,13,"23_13",84.5,2.91379310344828,-0.0900000000000003,-0.0412844036697249,0.6328125
"HOR_gen-01","001_A1_HOR_gen-01_TempControl-21psu","HOR","gen-01",1,"A1","21psu","TempControl","TempControl_21psu",5,FALSE,0,43,2.69,FALSE,5,2,0.4,0.3,25,7.4,NA,NA,NA,NA,32.1,47.8,NA,NA,NA,NA,1,3,13.5,4.1,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44,1.16,0.11,0,2.71,"Y",1,NA,NA,"HOR_TempControl_21psu","1",21.4,21.4,21.3,21.5,0.0707106781186545,20.0156771811542,20.117509765625,16.04197265625,24.193046875,1.7119521433729,1,1,"1_1",151.1,3.51395348837209,0.02,0.00743494423791822,0.805555555555556
"HOR_gen-02","014_A1_HOR_gen-02_TempControl-7psu","HOR","gen-02",14,"A1","7psu","TempControl","TempControl_7psu",5,FALSE,0,36.7,2.2,FALSE,5,4,0.3,5,17.1,NA,NA,NA,NA,NA,4.6,25.1,21.4,17.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,0.99,0,0,2.76,"Y",1,NA,NA,"HOR_TempControl_7psu","2",6.84,6.9,6.6,6.9,0.134164078649988,20.0156771811542,20.117509765625,16.04197265625,24.193046875,1.7119521433729,4,2,"4_2",90.7,2.47138964577657,0.56,0.254545454545454,0.559322033898305
"HOR_gen-03","023_A1_HOR_gen-03_TempControl-21psu","HOR","gen-03",23,"A1","21psu","TempControl","TempControl_21psu",5,FALSE,0,31.5,2.99,FALSE,5,2,0.3,1.5,34,12.6,NA,NA,NA,NA,12.1,32.6,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,1.06,0,0,3.81,"Y",1,NA,NA,"HOR_TempControl_21psu","3",21.32,21.3,21.3,21.4,0.0447213595499948,20.0156771811542,20.117509765625,16.04197265625,24.193046875,1.7119521433729,6,3,"6_3",92.8,2.94603174603175,0.82,0.274247491638796,0.385454545454545
"HOR_gen-05","035_A2_HOR_gen-05_TempControl-21psu","HOR","gen-05",35,"A2","21psu","TempControl","TempControl_21psu",5,FALSE,0,44.5,2.56,FALSE,4,2,0.3,0,8.3,NA,NA,NA,NA,NA,17.7,36.8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,1.24,0,0,2.56,"Y",1,NA,NA,"HOR_TempControl_21psu","5",21.26,21.3,21,21.4,0.151657508881031,19.9674754033708,20.117509765625,15.999072265625,24.62205078125,1.72075764002812,1,7,"1_7",62.8,1.41123595505618,0,0,0.939393939393939
"HOR_gen-06","048_A2_HOR_gen-06_TempControl-7psu","HOR","gen-06",48,"A2","7psu","TempControl","TempControl_7psu",5,FALSE,0,33.5,1.69,FALSE,3,3,0.3,NA,NA,NA,NA,NA,NA,NA,14,5.8,13.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,0.21,0,0,1.18,"Y",1,NA,NA,"HOR_TempControl_7psu","6",7.02,7,7,7.1,0.0447213595499956,19.9674754033708,20.117509765625,15.999072265625,24.62205078125,1.72075764002812,4,8,"4_8",33.7,1.00597014925373,-0.51,-0.301775147928994,0.216494845360825
"HOR_gen-07","051_A2_HOR_gen-07_TempControl-21psu","HOR","gen-07",51,"A2","21psu","TempControl","TempControl_21psu",5,FALSE,0,36.8,2.55,FALSE,5,2,0.4,7.2,20.8,0,NA,NA,NA,NA,26.1,18.9,NA,NA,NA,NA,1,3,13.3,4.7,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,1.15,0.12,0,2.34,"N",1,NA,NA,"HOR_TempControl_21psu","7",21.42,21.4,21.3,21.5,0.0836660026534075,19.9674754033708,20.117509765625,15.999072265625,24.62205078125,1.72075764002812,5,7,"5_7",105.7,2.87228260869565,-0.21,-0.0823529411764706,1.07476635514019
"HOR_gen-09","072_A3_HOR_gen-09_TempWarm-16psu","HOR","gen-09",72,"A3","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,32,1.61,FALSE,4,3,0.3,5.9,NA,NA,NA,NA,NA,NA,20.1,9.6,24.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,0.57,0,0,1.65,"N",1,NA,NA,"HOR_TempWarm_16psu","9",16.16,16.2,16.1,16.2,0.0547722557505154,25.8025284445741,26.123564453125,15.827470703125,32.34412109375,2.39952191130576,2,12,"2_12",59.8,1.86875,0.0399999999999998,0.0248447204968943,0.527777777777778
"HOR_gen-11","084_A3_HOR_gen-11_TempWarm-16psu","HOR","gen-11",84,"A3","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,44,2.44,FALSE,5,2,0.3,34.7,14.5,0.2,NA,NA,NA,NA,14.4,34.9,NA,NA,NA,NA,1,3,13.5,8.3,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,0.66,0.52,0,2.39,"N",1,NA,NA,"HOR_TempWarm_16psu","11",16.12,16.1,16.1,16.2,0.0447213595499948,25.8025284445741,26.123564453125,15.827470703125,32.34412109375,2.39952191130576,5,12,"5_12",128.4,2.91818181818182,-0.0499999999999998,-0.0204918032786885,0.545454545454546
"HOR_gen-13","102_A4_HOR_gen-13_TempWarm-16psu","HOR","gen-13",102,"A4","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,23.5,1.36,FALSE,4,3,0.3,0.4,NA,NA,NA,NA,NA,NA,22.6,5.8,20,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,0.13,0,0,0.94,"N",1,NA,NA,"HOR_TempWarm_16psu","13",15.98,16,15.9,16,0.0447213595499956,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,2,14,"2_14",48.8,2.07659574468085,-0.42,-0.308823529411765,0.160493827160494
"HOR_gen-17","131_B1_HOR_gen-17_TempWarm-16psu","HOR","gen-17",131,"B1","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,32,2.6,FALSE,3,2,0.3,19.2,NA,NA,NA,NA,NA,NA,11.8,1.9,NA,NA,NA,NA,1,3,13.7,6.1,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,0.18,0.09,0,1.57,"N",1,NA,NA,"HOR_TempWarm_16psu","17",16.325,16.25,16.2,16.6,0.18929694486001,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,9,3,"9_3",64.5,2.015625,-1.03,-0.396153846153846,0.138461538461538
"HOR_gen-19","150_B1_HOR_gen-19_TempWarm-16psu","HOR","gen-19",150,"B1","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,35,2.29,FALSE,4,3,0.3,17.5,NA,NA,NA,NA,NA,NA,32.8,13.5,0.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,0.45,0,0,1.33,"N",1,NA,NA,"HOR_TempWarm_16psu","19",16.125,16.1,16,16.3,0.125830573921179,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,14,2,"14_2",64,1.82857142857143,-0.96,-0.419213973799127,0.511363636363636
"HOR_gen-23","183_B2_HOR_gen-23_TempWarm-16psu","HOR","gen-23",183,"B2","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,55.7,3.48,TRUE,4,2,0.35,28,12.8,NA,NA,NA,NA,NA,34.3,4.9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48,1.59,0,0,4.07,"Y",1,NA,NA,"HOR_TempWarm_16psu","23",16.175,16.15,16,16.4,0.170782512765992,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,14,7,"14_7",80,1.43626570915619,0.59,0.169540229885058,0.641129032258065
"HOR_gen-25","193_B3_HOR_gen-25_TempWarm-16psu","HOR","gen-25",193,"B3","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,27.1,2.28,FALSE,4,2,0.3,17,5.6,NA,NA,NA,NA,NA,21.8,9.3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,0.45,0,0,1.56,"N",1,NA,NA,"HOR_TempWarm_16psu","1",16.125,16.05,16,16.4,0.189296944860008,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,9,9,"9_9",53.7,1.98154981549816,-0.72,-0.31578947368421,0.405405405405405
"HOR_gen-27","215_B3_HOR_gen-27_TempWarm-16psu","HOR","gen-27",215,"B3","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,40.2,2.58,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,17,10.6,14.8,3.1,NA,NA,NA,NA,NA,NA,NA,NA,1.48,0,0.24,0,1.72,"N",1,NA,NA,"HOR_TempWarm_16psu","3",16.1,16,16,16.3,0.173205080756888,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,14,11,"14_11",45.5,1.1318407960199,-0.86,-0.333333333333333,0
"HOR_gen-33","260_C1_HOR_gen-33_TempControl-21psu","HOR","gen-33",260,"C1","21psu","TempControl","TempControl_21psu",4,FALSE,0,34.5,2.57,FALSE,5,4,0.3,6.8,NA,NA,NA,NA,NA,NA,27.1,23.5,17.1,29.6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02,1.24,0,0,3.26,"Y",1,NA,NA,"HOR_TempControl_21psu","9",21.15,21.1,21.1,21.3,0.0999999999999996,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,17,4,"17_4",104.1,3.01739130434783,0.69,0.268482490272374,0.613861386138614
"HOR_gen-35","275_C1_HOR_gen-35_TempControl-21psu","HOR","gen-35",275,"C1","21psu","TempControl","TempControl_21psu",4,FALSE,0,29,1.99,FALSE,4,2,0.4,17.3,6.4,NA,NA,NA,NA,NA,9.1,27.1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,0.52,0,0,1.87,"N",1,NA,NA,"HOR_TempControl_21psu","11",21.2,21.2,21.1,21.3,0.0816496580927723,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,21,3,"21_3",59.9,2.06551724137931,-0.12,-0.0603015075376884,0.385185185185185
"HOR_gen-36","287_C1_HOR_gen-36_TempControl-7psu","HOR","gen-36",287,"C1","7psu","TempControl","TempControl_7psu",4,FALSE,0,45.8,2.38,FALSE,4,3,0.3,13.7,NA,NA,NA,NA,NA,NA,16.3,4.1,12.8,NA,NA,NA,2,1,1.6,NA,NA,NA,NA,NA,5,14,11.9,2.2,18,11.9,1.12,0.45,0.01,0.22,1.8,"N",1,NA,NA,"HOR_TempControl_7psu","12",7.025,7,7,7.1,0.0499999999999998,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,24,3,"24_3",106.5,2.32532751091703,-0.58,-0.243697478991597,0.401785714285714
"HOR_gen-39","312_C2_HOR_gen-39_TempControl-21psu","HOR","gen-39",312,"C2","21psu","TempControl","TempControl_21psu",5,FALSE,0,34.8,1.98,FALSE,5,3,0.2,1.9,11,NA,NA,NA,NA,NA,13.3,9.1,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.83,0,0,2.03,"Y",1,NA,NA,"HOR_TempControl_21psu","15",21.3,21.3,21.3,21.3,0,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,22,8,"22_8",39.3,1.12931034482759,0.0499999999999998,0.0252525252525252,0.691666666666667
"HOR_gen-40","319_C2_HOR_gen-40_TempControl-7psu","HOR","gen-40",319,"C2","7psu","TempControl","TempControl_7psu",5,FALSE,0,48,2.54,FALSE,5,3,0.3,15.4,12.4,NA,NA,NA,NA,NA,19.9,2,26.9,NA,NA,NA,1,4,10.2,8.6,8.2,0.9,NA,NA,NA,NA,NA,NA,NA,NA,1.08,0.96,0.09,0,2.13,"N",1,NA,NA,"HOR_TempControl_7psu","16",7.13333333333333,7.1,7.1,7.2,0.0577350269189629,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,24,7,"24_7",104.5,2.17708333333333,-0.41,-0.161417322834646,0.888888888888889
"HOR_gen-41","328_C3_HOR_gen-41_TempControl-21psu","HOR","gen-41",328,"C3","21psu","TempControl","TempControl_21psu",5,FALSE,0,37.8,2.01,FALSE,5,3,0.3,15.5,3,NA,NA,NA,NA,NA,30.2,13.2,33,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,0.9,0,0,2.36,"N",1,NA,NA,"HOR_TempControl_21psu","17",21.1,21.1,21.1,21.1,0,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,18,12,"18_12",94.9,2.51058201058201,0.35,0.174129353233831,0.616438356164384
"HOR_gen-42","336_C3_HOR_gen-42_TempControl-7psu","HOR","gen-42",336,"C3","7psu","TempControl","TempControl_7psu",4,FALSE,0,37,2.05,FALSE,3,3,0.2,NA,NA,NA,NA,NA,NA,NA,22.6,7.8,19.4,NA,NA,NA,1,4,13.9,15.2,13.1,13.2,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.32,0.23,0,1.58,"N",1,NA,NA,"HOR_TempControl_7psu","18",7.1,7.1,7.1,7.1,0,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,20,12,"20_12",105.2,2.84324324324324,-0.47,-0.229268292682927,0.310679611650485
"HOR_gen-43","341_C3_HOR_gen-43_TempControl-21psu","HOR","gen-43",341,"C3","21psu","TempControl","TempControl_21psu",4,FALSE,0,37.9,1.93,FALSE,5,2,0.3,0.8,23,7,NA,NA,NA,NA,10.5,22.9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37,0.71,0,0,2.08,"N",1,NA,NA,"HOR_TempControl_21psu","19",21.2,21.2,21.2,21.2,0,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,22,9,"22_9",64.2,1.69393139841689,0.15,0.0777202072538861,0.518248175182482
"HOR_gen-44","349_C3_HOR_gen-44_TempControl-7psu","HOR","gen-44",349,"C3","7psu","TempControl","TempControl_7psu",4,FALSE,0,38.2,2.26,FALSE,4,3,0.3,15.2,NA,NA,NA,NA,NA,NA,24.4,2.5,18.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,0.53,0,0,1.81,"N",1,NA,NA,"HOR_TempControl_7psu","20",7.1,7.1,7.1,7.1,0,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,24,9,"24_9",60.3,1.57853403141361,-0.45,-0.199115044247788,0.4140625
"HOR_gen-45","355_C4_HOR_gen-45_TempControl-21psu","HOR","gen-45",355,"C4","21psu","TempControl","TempControl_21psu",4,FALSE,0,28.4,1.78,FALSE,4,2,0.3,23.5,7.4,NA,NA,NA,NA,NA,16.3,30.3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47,0.72,0,0,2.19,"N",1,NA,NA,"HOR_TempControl_21psu","21",21.15,21.4,20.4,21.4,0.5,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,17,15,"17_15",77.5,2.72887323943662,0.41,0.230337078651685,0.489795918367347
"HOR_gen-47","370_C4_HOR_gen-47_TempControl-21psu","HOR","gen-47",370,"C4","21psu","TempControl","TempControl_21psu",5,FALSE,0,25.7,1.89,TRUE,6,3,0.3,0.3,21.2,10.3,NA,NA,NA,NA,18,2,28.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36,0.77,0,0,2.13,"N",1,NA,NA,"HOR_TempControl_21psu","23",21.125,21.35,20.4,21.4,0.485626742811116,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,21,14,"21_14",80.4,3.1284046692607,0.24,0.126984126984127,0.566176470588235
"KAL_gen-01","007_A1_KAL_gen-01_TempControl-21psu","KAL","gen-01",7,"A1","21psu","TempControl","TempControl_21psu",5,FALSE,0,56.7,3.49,FALSE,5,3,0.3,10,34.5,NA,NA,NA,NA,NA,53.8,23,48,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11,1.63,0,0,4.74,"N",1,NA,NA,"KAL_TempControl_21psu","1",21.32,21.3,21.3,21.4,0.0447213595499948,20.0156771811542,20.117509765625,16.04197265625,24.193046875,1.7119521433729,2,3,"2_3",169.3,2.98589065255732,1.25,0.358166189111748,0.52411575562701
"KAL_gen-03","022_A1_KAL_gen-03_TempControl-21psu","KAL","gen-03",22,"A1","21psu","TempControl","TempControl_21psu",4,FALSE,0,51.8,2.79,FALSE,6,4,0.4,2.1,15,NA,NA,NA,NA,NA,32.9,16.7,31.4,1.7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,1.3,0,0,2.71,"N",1,NA,NA,"KAL_TempControl_21psu","3",21.22,21.2,21.2,21.3,0.0447213595499964,20.0156771811542,20.117509765625,16.04197265625,24.193046875,1.7119521433729,6,2,"6_2",99.8,1.92664092664093,-0.0800000000000001,-0.028673835125448,0.921985815602837
"KAL_gen-05","037_A2_KAL_gen-05_TempControl-21psu","KAL","gen-05",37,"A2","21psu","TempControl","TempControl_21psu",6,FALSE,0,69.1,4.66,FALSE,6,3,0.4,5,55.3,26,NA,NA,NA,NA,9.6,38.3,54.9,8.6,NA,NA,1,4,12.6,15.7,4.8,14,NA,NA,NA,NA,NA,NA,NA,NA,2.02,2.46,0.2,0,4.68,"N",1,NA,NA,"KAL_TempControl_21psu","5",21.175,21.2,21.1,21.2,0.0499999999999989,19.9674754033708,20.117509765625,15.999072265625,24.62205078125,1.72075764002812,2,5,"2_5",244.8,3.54269175108538,0.0199999999999996,0.00429184549356214,1.21782178217822
"KAL_gen-06","047_A2_KAL_gen-06_TempControl-7psu","KAL","gen-06",47,"A2","7psu","TempControl","TempControl_7psu",4,FALSE,0,65.8,3.73,FALSE,5,3,0.45,36,13,NA,NA,NA,NA,NA,30.6,6.7,45.6,NA,NA,NA,1,3,11.7,4.2,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45,1.13,0.7,0,4.28,"N",1,NA,NA,"KAL_TempControl_7psu","6",6.98,7,6.9,7,0.0447213595499956,19.9674754033708,20.117509765625,15.999072265625,24.62205078125,1.72075764002812,4,7,"4_7",160.9,2.44528875379939,0.55,0.14745308310992,0.461224489795918
"KAL_gen-07","052_A2_KAL_gen-07_TempControl-21psu","KAL","gen-07",52,"A2","21psu","TempControl","TempControl_21psu",5,FALSE,0,62.2,3.23,FALSE,5,3,0.4,28.2,50.8,NA,NA,NA,NA,NA,36.2,8.6,6.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48,1.17,0,0,2.65,"N",1,NA,NA,"KAL_TempControl_21psu","7",21.34,21.3,21.3,21.4,0.0547722557505154,19.9674754033708,20.117509765625,15.999072265625,24.62205078125,1.72075764002812,5,8,"5_8",130.3,2.09485530546624,-0.58,-0.179566563467492,0.79054054054054
"KAL_gen-11","081_A3_KAL_gen-11_TempWarm-16psu","KAL","gen-11",81,"A3","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,58.3,2.89,FALSE,5,3,0.5,9.5,29.5,NA,NA,NA,NA,NA,39.8,5.9,24.3,NA,NA,NA,1,2,2.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,1.4,0,0,2.64,"N",1,NA,NA,"KAL_TempWarm_16psu","11",15.92,15.9,15.8,16,0.0836660026534073,25.8025284445741,26.123564453125,15.827470703125,32.34412109375,2.39952191130576,5,9,"5_9",120.3,2.06346483704974,-0.25,-0.0865051903114187,1.12903225806452
"KAL_gen-15","113_A4_KAL_gen-15_TempWarm-16psu","KAL","gen-15",113,"A4","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,35.5,1.5,FALSE,5,2,0.3,35.1,13.9,NA,NA,NA,NA,NA,20.1,34.1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.8,0,0,1.47,"N",1,NA,NA,"KAL_TempWarm_16psu","15",16.2,16.2,16.1,16.3,0.0707106781186545,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,5,13,"5_13",104.2,2.93521126760563,-0.03,-0.02,1.19402985074627
"KAL_gen-16","126_A4_KAL_gen-16_TempWarm-5psu","KAL","gen-16",126,"A4","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,78.8,3.88,FALSE,4,2,0.4,20.2,NA,NA,NA,NA,NA,NA,27.5,13.7,1.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,0.54,0,0,1.63,"N",1,NA,NA,"KAL_TempWarm_5psu","16",5.18,5.2,5.1,5.2,0.044721359549996,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,8,14,"8_14",62.9,0.798223350253807,-2.25,-0.579896907216495,0.495412844036697
"KAL_gen-17","134_B1_KAL_gen-17_TempWarm-16psu","KAL","gen-17",134,"B1","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,73.8,4.28,FALSE,5,3,0.4,12.6,37.7,NA,NA,NA,NA,NA,45,7.1,29.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,1.22,0,0,2.95,"N",1,NA,NA,"KAL_TempWarm_16psu","17",16.25,16.2,16.1,16.5,0.191485421551267,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,10,2,"10_2",131.9,1.78726287262873,-1.33,-0.310747663551402,0.705202312138728
"KAL_gen-19","148_B1_KAL_gen-19_TempWarm-16psu","KAL","gen-19",148,"B1","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,81.6,3.84,FALSE,6,3,0.35,5.2,25,36,NA,NA,NA,NA,40.6,20,1.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,1.65,0,0,2.83,"N",1,NA,NA,"KAL_TempWarm_16psu","19",15.875,15.8,15.8,16.1,0.15,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,13,4,"13_4",128.3,1.57230392156863,-1.01,-0.263020833333333,1.39830508474576
"KAL_gen-23","177_B2_KAL_gen-23_TempWarm-16psu","KAL","gen-23",177,"B2","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,46,2.09,FALSE,4,1,0.4,2,NA,NA,NA,NA,NA,NA,30.2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,0.62,0,0,1.79,"N",1,NA,NA,"KAL_TempWarm_16psu","23",16.075,16.05,15.9,16.3,0.170782512765994,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,13,5,"13_5",32.2,0.7,-0.3,-0.143540669856459,0.52991452991453
"KAL_gen-25","196_B3_KAL_gen-25_TempWarm-16psu","KAL","gen-25",196,"B3","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,52.5,2.87,FALSE,4,2,0.4,7.6,35,NA,NA,NA,NA,NA,37.9,12.8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26,0.95,0,0,2.21,"Y",1,NA,NA,"KAL_TempWarm_16psu","1",16.3,16.2,16.2,16.5,0.173205080756888,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,9,12,"9_12",93.3,1.77714285714286,-0.66,-0.229965156794425,0.753968253968254
"KAL_gen-27","214_B3_KAL_gen-27_TempWarm-16psu","KAL","gen-27",214,"B3","16psu","TempWarm","TempWarm_16psu",6,FALSE,0,59,3.4,FALSE,5,3,0.4,22,36.5,NA,NA,NA,NA,NA,33,13.5,0.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77,1.19,0,0,3.96,"N",1,NA,NA,"KAL_TempWarm_16psu","3",16.425,16.4,16.3,16.6,0.12583057392118,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,14,10,"14_10",105.8,1.79322033898305,0.56,0.164705882352941,0.429602888086643
