"DNA_label","new_label","pop","genet","bagnum","tank_ID","sal_full","temp_full","trt","nbr_leaves_start","sideShoot","nbr_sideShootLeaves_start","length_longest_leaf_start","weight_start","IsBlackLesions_start","nbr_leaves_end","nbr_new_leaves","width_leaf","Growth_leaf1","Growth_leaf2","Growth_leaf3","Growth_leaf4","Growth_leaf5","Growth_leaf6","Growth_leaf7","Length_new_leaf1","Length_new_leaf2","Length_new_leaf3","Length_new_leaf4","Length_new_leaf5","Length_new_leaf6","Nbr_new_shoots","Nbr_leaves_new_shoot1","Length_new_shoot1_leaf1","Length_new_shoot1_leaf2","Length_new_shoot1_leaf3","Length_new_shoot1_leaf4","Length_new_shoot1_leaf5","Length_new_shoot1_leaf6","Nbr_leaves_new_shoot2","Length_new_shoot2_leaf1","Length_new_shoot2_leaf2","Length_new_shoot2_leaf3","Length_new_shoot2_leaf4","Length_new_shoot2_leaf5","below_ground_weight","above_ground_weight","weight_new_shoot1","weight_new_shoot2","total_weight","lesions.","isAlive","Length_flower1","Length_bract1","pop_trt","block","mean_sal","median_sal","min_sal","max_sal","sd_sal","mean_temp","median_temp","min_temp","max_temp","sd_temp","x_coord","y_coord","position","length_growth","length_std_change","weight_change","weight_std_change","above_below_weight_ratio"
"BJO_gen-06","043_A2_BJO_gen-06_TempControl-7psu","BJO","gen-06",43,"A2","7psu","TempControl","TempControl_7psu",5,FALSE,0,42.5,3.31,FALSE,4,2,0.25,12.5,4.4,NA,NA,NA,NA,NA,6.6,12.4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46,0.32,0,0,2.78,"N",1,NA,NA,"BJO_TempControl_7psu","6",7.2,7.2,7.2,7.2,0,19.9674754033708,20.117509765625,15.999072265625,24.62205078125,1.72075764002812,3,7,"3_7",35.9,0.844705882352941,-0.53,-0.16012084592145,0.130081300813008
"BJO_gen-07","050_A2_BJO_gen-07_TempControl-21psu","BJO","gen-07",50,"A2","21psu","TempControl","TempControl_21psu",4,FALSE,0,34,2.65,FALSE,4,2,0.35,19.9,4.9,NA,NA,NA,NA,NA,27.6,10.7,NA,NA,NA,NA,1,1,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62,0.69,0.07,0,2.38,"N",1,NA,NA,"BJO_TempControl_21psu","7",20.88,20.9,20.8,20.9,0.0447213595499948,19.9674754033708,20.117509765625,15.999072265625,24.62205078125,1.72075764002812,5,6,"5_6",68.8,2.02352941176471,-0.27,-0.10188679245283,0.425925925925926
"BJO_gen-08","058_A2_BJO_gen-08_TempControl-7psu","BJO","gen-08",58,"A2","7psu","TempControl","TempControl_7psu",6,TRUE,2,34.5,3.37,FALSE,4,2,0.4,8.2,18,NA,NA,NA,NA,NA,18.5,10,NA,NA,NA,NA,2,4,14.5,7.4,13.8,13.8,NA,NA,3,9,1.9,8.8,NA,NA,2.04,0.64,0.2,0.09,2.97,"N",1,NA,NA,"BJO_TempControl_7psu","8",6.98,7,6.9,7,0.0447213595499956,19.9674754033708,20.117509765625,15.999072265625,24.62205078125,1.72075764002812,7,6,"7_6",123.9,3.59130434782609,-0.4,-0.118694362017804,0.313725490196078
"BJO_gen-09","069_A3_BJO_gen-09_TempWarm-16psu","BJO","gen-09",69,"A3","16psu","TempWarm","TempWarm_16psu",6,FALSE,0,36.7,2.97,FALSE,3,2,0.3,21,NA,NA,NA,NA,NA,NA,4.7,17.4,NA,NA,NA,NA,1,3,10.5,2.1,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,0.29,0.05,0,2.04,"N",1,NA,NA,"BJO_TempWarm_16psu","9",15.74,15.7,15.7,15.8,0.0547722557505174,25.8025284445741,26.123564453125,15.827470703125,32.34412109375,2.39952191130576,2,9,"2_9",67.9,1.85013623978202,-0.93,-0.313131313131313,0.170588235294118
"BJO_gen-13","098_A4_BJO_gen-13_TempWarm-16psu","BJO","gen-13",98,"A4","16psu","TempWarm","TempWarm_16psu",7,TRUE,2,33,3.33,FALSE,3,1,0.3,21.9,11,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89,0.53,0,0,2.42,"N",1,NA,NA,"BJO_TempWarm_16psu","13",16.26,16.3,16.2,16.3,0.0547722557505174,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,1,14,"1_14",44.6,1.35151515151515,-0.91,-0.273273273273273,0.28042328042328
"BJO_gen-17","133_B1_BJO_gen-17_TempWarm-16psu","BJO","gen-17",133,"B1","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,29.7,2.26,FALSE,4,2,0.35,2.5,11.7,NA,NA,NA,NA,NA,9.4,0.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56,0.31,0,0,1.87,"Y",1,NA,NA,"BJO_TempWarm_16psu","17",16.3,16.25,16.2,16.5,0.14142135623731,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,10,1,"10_1",24.1,0.811447811447812,-0.39,-0.172566371681416,0.198717948717949
"BJO_gen-29","225_B4_BJO_gen-29_TempWarm-16psu","BJO","gen-29",225,"B4","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,24.3,1.45,FALSE,3,1,0.3,15.6,6.2,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.27,0,0,0.95,"Y",1,NA,NA,"BJO_TempWarm_16psu","5",16.425,16.4,16.3,16.6,0.12583057392118,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,9,13,"9_13",24.9,1.02469135802469,-0.5,-0.344827586206897,0.397058823529412
"BJO_gen-31","248_B4_BJO_gen-31_TempWarm-16psu","BJO","gen-31",248,"B4","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,24,1.93,FALSE,4,2,0.3,4.8,15.2,NA,NA,NA,NA,NA,10.2,0.4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.38,0,0,1.58,"N",1,NA,NA,"BJO_TempWarm_16psu","7",16.225,16.15,16.1,16.5,0.189296944860009,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,14,16,"14_16",30.6,1.275,-0.35,-0.181347150259067,0.316666666666667
"BJO_gen-33","258_C1_BJO_gen-33_TempControl-21psu","BJO","gen-33",258,"C1","21psu","TempControl","TempControl_21psu",6,TRUE,2,40.2,4.41,TRUE,3,2,0.3,17.2,NA,NA,NA,NA,NA,NA,33,18.9,NA,NA,NA,NA,2,2,1.8,7.8,NA,NA,NA,NA,3,10.6,4.5,10.5,NA,NA,1.96,0.56,0.07,0.09,2.68,"Y",1,NA,NA,"BJO_TempControl_21psu","9",21.025,21,21,21.1,0.0500000000000007,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,17,2,"17_2",104.3,2.59452736318408,-1.73,-0.392290249433107,0.285714285714286
"BJO_gen-35","277_C1_BJO_gen-35_TempControl-21psu","BJO","gen-35",277,"C1","21psu","TempControl","TempControl_21psu",6,FALSE,0,38.5,2.57,TRUE,3,2,0.3,21,NA,NA,NA,NA,NA,NA,36.9,10.4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,0.54,0,0,2.31,"Y",1,NA,NA,"BJO_TempControl_21psu","11",21,21,21,21,0,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,22,1,"22_1",68.3,1.77402597402597,-0.26,-0.101167315175097,0.305084745762712
"BJO_gen-37","289_C2_BJO_gen-37_TempControl-21psu","BJO","gen-37",289,"C2","21psu","TempControl","TempControl_21psu",6,TRUE,2,36.7,3.33,TRUE,4,2,0.35,9,25.7,NA,NA,NA,NA,NA,14.5,30.6,NA,NA,NA,NA,1,4,12.4,0.9,9.4,11.4,NA,NA,NA,NA,NA,NA,NA,NA,1.66,0.71,0.13,0,2.5,"Y",1,NA,NA,"BJO_TempControl_21psu","13",21.4,21.4,21.3,21.5,0.0999999999999996,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,17,5,"17_5",113.9,3.10354223433243,-0.83,-0.249249249249249,0.427710843373494
"BJO_gen-38","300_C2_BJO_gen-38_TempControl-7psu","BJO","gen-38",300,"C2","7psu","TempControl","TempControl_7psu",5,FALSE,0,40.8,3.34,FALSE,4,3,0.4,21,NA,NA,NA,NA,NA,NA,33.1,15,31.7,NA,NA,NA,1,4,14.6,13,4,14.7,NA,NA,NA,NA,NA,NA,NA,NA,2.52,0.12,0.26,0,2.9,"N",1,NA,NA,"BJO_TempControl_7psu","14",7.1,7.1,7.1,7.1,0,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,19,8,"19_8",147.1,3.60539215686274,-0.44,-0.131736526946108,0.0476190476190476
"BJO_gen-39","306_C2_BJO_gen-39_TempControl-21psu","BJO","gen-39",306,"C2","21psu","TempControl","TempControl_21psu",5,FALSE,0,42,3.32,FALSE,5,3,0.35,15.2,35,NA,NA,NA,NA,NA,43.8,1.8,25.6,NA,NA,NA,1,4,18.4,5.2,17.5,12.9,NA,NA,NA,NA,NA,NA,NA,NA,2.26,1.42,0.34,0,4.02,"Y",1,NA,NA,"BJO_TempControl_21psu","15",21.35,21.35,21.3,21.4,0.0577350269189613,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,21,6,"21_6",175.4,4.17619047619048,0.7,0.210843373493976,0.628318584070796
"BJO_gen-40","316_C2_BJO_gen-40_TempControl-7psu","BJO","gen-40",316,"C2","7psu","TempControl","TempControl_7psu",6,TRUE,2,33.3,2.39,FALSE,5,3,0.35,27.3,13.4,NA,NA,NA,NA,NA,19.1,3.3,29,NA,NA,NA,1,4,11.4,11.5,3.5,12.6,NA,NA,NA,NA,NA,NA,NA,NA,1.79,0.94,0.22,0,2.95,"N",1,NA,NA,"BJO_TempControl_7psu","16",7.1,7.1,7.1,7.1,0,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,23,8,"23_8",131.1,3.93693693693694,0.56,0.234309623430962,0.525139664804469
"BJO_gen-41","323_C3_BJO_gen-41_TempControl-21psu","BJO","gen-41",323,"C3","21psu","TempControl","TempControl_21psu",4,FALSE,0,40.5,3.2,FALSE,6,3,0.4,0.3,24.8,7.5,NA,NA,NA,NA,33,6.8,43.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27,1.86,0,0,4.13,"N",1,NA,NA,"BJO_TempControl_21psu","17",21.175,21.2,21.1,21.2,0.0499999999999989,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,17,11,"17_11",115.7,2.85679012345679,0.93,0.290625,0.819383259911894
"BJO_gen-43","342_C3_BJO_gen-43_TempControl-21psu","BJO","gen-43",342,"C3","21psu","TempControl","TempControl_21psu",3,FALSE,0,35,2.61,FALSE,5,3,0.3,20.4,6,NA,NA,NA,NA,NA,27.4,30.4,12.4,NA,NA,NA,1,1,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33,0.79,0.04,0,3.16,"N",1,NA,NA,"BJO_TempControl_21psu","19",21.15,21.15,21.1,21.2,0.0577350269189613,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,22,10,"22_10",107,3.05714285714286,0.55,0.210727969348659,0.339055793991416
"BJO_gen-45","354_C4_BJO_gen-45_TempControl-21psu","BJO","gen-45",354,"C4","21psu","TempControl","TempControl_21psu",4,FALSE,0,38,2.64,FALSE,2,3,0.3,23.8,7.3,NA,NA,NA,NA,NA,19.6,23.6,0.1,NA,NA,NA,1,2,9.3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,0.68,0.06,0,2.47,"Y",1,NA,NA,"BJO_TempControl_21psu","21",21.05,21.3,20.3,21.3,0.5,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,17,14,"17_14",93.7,2.46578947368421,-0.17,-0.0643939393939394,0.393063583815029
"BJO_gen-46","366_C4_BJO_gen-46_TempControl-7psu","BJO","gen-46",366,"C4","7psu","TempControl","TempControl_7psu",4,FALSE,0,28,2.97,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,17.8,9.1,17.7,14.1,0.3,NA,NA,NA,NA,NA,NA,NA,1.4,0,0.32,0,1.72,"N",1,NA,NA,"BJO_TempControl_7psu","22",7.1,7.1,7.1,7.1,0,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,20,14,"20_14",59,2.10714285714286,-1.25,-0.420875420875421,0
"BJO_gen-47","371_C4_BJO_gen-47_TempControl-21psu","BJO","gen-47",371,"C4","21psu","TempControl","TempControl_21psu",4,FALSE,0,34.5,2.22,FALSE,4,2,0.3,23.6,6.9,NA,NA,NA,NA,NA,13.7,32.1,NA,NA,NA,NA,1,2,8,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96,1.03,0.41,0,4.4,"Y",1,NA,NA,"BJO_TempControl_21psu","23",21.5,21.45,21.4,21.7,0.14142135623731,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,21,15,"21_15",96,2.78260869565217,2.18,0.981981981981982,0.347972972972973
"HOG_gen-01","004_A1_HOG_gen-01_TempControl-21psu","HOG","gen-01",4,"A1","21psu","TempControl","TempControl_21psu",5,FALSE,0,37.5,3.49,FALSE,5,3,0.3,5.2,15.6,NA,NA,NA,NA,NA,23.6,20.5,26,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92,1.1,0,0,4.02,"N",1,NA,NA,"HOG_TempControl_21psu","1",21.4,21.4,21.4,21.4,0,20.0156771811542,20.117509765625,16.04197265625,24.193046875,1.7119521433729,1,4,"1_4",90.9,2.424,0.529999999999999,0.151862464183381,0.376712328767123
"HOG_gen-02","015_A1_HOG_gen-02_TempControl-7psu","HOG","gen-02",15,"A1","7psu","TempControl","TempControl_7psu",5,FALSE,0,33.2,2.94,FALSE,4,2,0.3,23.6,14.8,NA,NA,NA,NA,NA,6.9,24.9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35,0.74,0,0,3.09,"N",1,NA,NA,"HOG_TempControl_7psu","2",7.1,7.1,7.1,7.1,0,20.0156771811542,20.117509765625,16.04197265625,24.193046875,1.7119521433729,4,3,"4_3",70.2,2.1144578313253,0.15,0.0510204081632653,0.314893617021277
"HOG_gen-03","018_A1_HOG_gen-03_TempControl-21psu","HOG","gen-03",18,"A1","21psu","TempControl","TempControl_21psu",5,FALSE,0,41.5,2.22,FALSE,6,3,0.25,0.5,28.1,10.8,NA,NA,NA,NA,22.4,3.2,32.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89,0.99,0,0,2.88,"N",1,NA,NA,"HOG_TempControl_21psu","3",21.26,21.2,21.2,21.4,0.0894427190999915,20.0156771811542,20.117509765625,16.04197265625,24.193046875,1.7119521433729,5,2,"5_2",97.5,2.34939759036145,0.66,0.297297297297297,0.523809523809524
"HOG_gen-04","026_A1_HOG_gen-04_TempControl-7psu","HOG","gen-04",26,"A1","7psu","TempControl","TempControl_7psu",5,FALSE,0,33.4,4.74,FALSE,5,3,0.45,3.7,13.7,NA,NA,NA,NA,NA,25,8.2,22.4,NA,NA,NA,1,5,15.6,6.5,14.5,8,0.1,NA,NA,NA,NA,NA,NA,NA,3.85,1.14,0.34,0,5.33,"N",1,NA,NA,"HOG_TempControl_7psu","4",7.1,7.1,7.1,7.1,0,20.0156771811542,20.117509765625,16.04197265625,24.193046875,1.7119521433729,7,2,"7_2",117.7,3.52395209580838,0.59,0.124472573839662,0.296103896103896
"HOG_gen-05","039_A2_HOG_gen-05_TempControl-21psu","HOG","gen-05",39,"A2","21psu","TempControl","TempControl_21psu",9,TRUE,5,21.5,3.49,FALSE,3,2,0.3,18.4,NA,NA,NA,NA,NA,NA,7.8,18.7,NA,NA,NA,NA,2,2,2.5,6.4,NA,NA,NA,NA,3,14.6,7.45,11.8,NA,NA,2.71,0.31,0.01,0.37,3.4,"N",1,NA,NA,"HOG_TempControl_21psu","5",21.28,21.3,21.2,21.3,0.0447213595499964,19.9674754033708,20.117509765625,15.999072265625,24.62205078125,1.72075764002812,2,7,"2_7",87.65,4.07674418604651,-0.0900000000000003,-0.0257879656160459,0.114391143911439
"HOG_gen-06","042_A2_HOG_gen-06_TempControl-7psu","HOG","gen-06",42,"A2","7psu","TempControl","TempControl_7psu",5,FALSE,0,27.6,2.11,FALSE,4,4,0.2,NA,NA,NA,NA,NA,NA,NA,15.5,0.6,10.5,16.1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,1.9,0,0,3.94,"N",1,NA,NA,"HOG_TempControl_7psu","6",7.1,7.1,7.1,7.1,0,19.9674754033708,20.117509765625,15.999072265625,24.62205078125,1.72075764002812,3,6,"3_6",42.7,1.54710144927536,1.83,0.867298578199052,0.931372549019608
"HOG_gen-07","049_A2_HOG_gen-07_TempControl-21psu","HOG","gen-07",49,"A2","21psu","TempControl","TempControl_21psu",5,FALSE,0,50,3.52,FALSE,5,3,0.2,16,4.7,NA,NA,NA,NA,NA,31.2,11.4,36.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,1.11,0,0,3.03,"Y",1,NA,NA,"HOG_TempControl_21psu","7",21.42,21.4,21.3,21.5,0.0836660026534075,19.9674754033708,20.117509765625,15.999072265625,24.62205078125,1.72075764002812,5,5,"5_5",100,2,-0.49,-0.139204545454546,0.578125
"HOG_gen-09","067_A3_HOG_gen-09_TempWarm-16psu","HOG","gen-09",67,"A3","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,37.5,3.04,FALSE,3,2,0.3,18.4,NA,NA,NA,NA,NA,NA,15.5,2.4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,0.34,0,0,2.24,"N",1,NA,NA,"HOG_TempWarm_16psu","9",16.22,16.2,16.1,16.4,0.109544511501032,25.8025284445741,26.123564453125,15.827470703125,32.34412109375,2.39952191130576,1,11,"1_11",36.3,0.968,-0.8,-0.263157894736842,0.178947368421053
"HOG_gen-11","085_A3_HOG_gen-11_TempWarm-16psu","HOG","gen-11",85,"A3","16psu","TempWarm","TempWarm_16psu",7,FALSE,0,43.6,5.05,FALSE,5,3,0.35,3.5,18.8,NA,NA,NA,NA,NA,29.4,18.1,2.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58,0.45,0,0,2.03,"Y",1,NA,NA,"HOG_TempWarm_16psu","11",16.12,16.1,16,16.2,0.083666002653407,25.8025284445741,26.123564453125,15.827470703125,32.34412109375,2.39952191130576,6,9,"6_9",72.1,1.65366972477064,-3.02,-0.598019801980198,0.284810126582278
"HOG_gen-13","097_A4_HOG_gen-13_TempWarm-16psu","HOG","gen-13",97,"A4","16psu","TempWarm","TempWarm_16psu",6,FALSE,0,31.3,3.98,FALSE,4,3,0.3,16.5,NA,NA,NA,NA,NA,NA,21.2,7.2,26.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61,0.7,0,0,2.31,"N",1,NA,NA,"HOG_TempWarm_16psu","13",16.16,16.2,16.1,16.2,0.0547722557505154,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,1,13,"1_13",71.8,2.29392971246006,-1.67,-0.419597989949749,0.434782608695652
"HOG_gen-15","117_A4_HOG_gen-15_TempWarm-16psu","HOG","gen-15",117,"A4","16psu","TempWarm","TempWarm_16psu",6,FALSE,0,32.6,2.34,FALSE,4,3,0.3,16.9,NA,NA,NA,NA,NA,NA,32.9,6.9,23.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,0.66,0,0,1.63,"N",1,NA,NA,"HOG_TempWarm_16psu","15",16,16,16,16,0,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,6,13,"6_13",80.1,2.45705521472393,-0.71,-0.303418803418803,0.680412371134021
"HOG_gen-16","124_A4_HOG_gen-16_TempWarm-5psu","HOG","gen-16",124,"A4","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,51.3,4.66,FALSE,4,2,0.35,24,10.2,NA,NA,NA,NA,NA,25.5,8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37,0.97,0,0,2.34,"N",1,NA,NA,"HOG_TempWarm_5psu","16",4.92,4.9,4.9,5,0.0447213595499956,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,7,16,"7_16",67.7,1.31968810916179,-2.32,-0.497854077253219,0.708029197080292
"HOG_gen-19","151_B1_HOG_gen-19_TempWarm-16psu","HOG","gen-19",151,"B1","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,42,3.5,FALSE,4,3,0.3,21.6,NA,NA,NA,NA,NA,NA,23.6,8.4,32.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74,0.87,0,0,2.61,"N",1,NA,NA,"HOG_TempWarm_16psu","19",16.15,16.1,16,16.4,0.173205080756887,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,14,3,"14_3",86.1,2.05,-0.89,-0.254285714285714,0.5
"HOG_gen-21","162_B2_HOG_gen-21_TempWarm-16psu","HOG","gen-21",162,"B2","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,49,2.66,FALSE,4,3,0.2,12.1,NA,NA,NA,NA,NA,NA,17.4,2.5,10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,0.39,0,0,1.84,"N",1,NA,NA,"HOG_TempWarm_16psu","21",16.25,16.2,16.1,16.5,0.173205080756887,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,9,6,"9_6",42,0.857142857142857,-0.82,-0.308270676691729,0.268965517241379
"HOG_gen-23","178_B2_HOG_gen-23_TempWarm-16psu","HOG","gen-23",178,"B2","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,19.4,1.89,FALSE,3,2,0.3,17.7,NA,NA,NA,NA,NA,NA,5.6,15.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,0.3,0,0,1.96,"N",1,NA,NA,"HOG_TempWarm_16psu","23",16.175,16.1,16.1,16.4,0.149999999999999,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,13,6,"13_6",38.8,2,0.0700000000000001,0.0370370370370371,0.180722891566265
"HOG_gen-27","211_B3_HOG_gen-27_TempWarm-16psu","HOG","gen-27",211,"B3","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,36.5,2.78,FALSE,4,4,0.3,NA,NA,NA,NA,NA,NA,NA,10.6,5.6,13.8,0.7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,0.29,0,0,1.96,"N",1,NA,NA,"HOG_TempWarm_16psu","3",16.1666666666667,16.1,16,16.4,0.208166599946612,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,13,11,"13_11",30.7,0.841095890410959,-0.82,-0.294964028776978,0.173652694610778
"HOG_gen-33","264_C1_HOG_gen-33_TempControl-21psu","HOG","gen-33",264,"C1","21psu","TempControl","TempControl_21psu",5,FALSE,0,63.2,5.44,TRUE,5,5,0.2,NA,NA,NA,NA,NA,NA,NA,1.1,5.8,4.7,5.6,2.4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33,0.19,0,0,2.52,"N",1,NA,NA,"HOG_TempControl_21psu","9",21.05,21.05,21,21.1,0.0577350269189634,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,18,4,"18_4",19.6,0.310126582278481,-2.92,-0.536764705882353,0.0815450643776824
"HOG_gen-34","269_C1_HOG_gen-34_TempControl-7psu","HOG","gen-34",269,"C1","7psu","TempControl","TempControl_7psu",4,FALSE,0,16.7,0.92,FALSE,4,3,0.25,12.9,NA,NA,NA,NA,NA,NA,16,11.9,2.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.2,0,0,0.76,"N",1,NA,NA,"HOG_TempControl_7psu","10",7.06666666666667,7.1,7,7.1,0.0577350269189624,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,20,1,"20_1",43.6,2.61077844311377,-0.16,-0.173913043478261,0.357142857142857
"HOG_gen-37","290_C2_HOG_gen-37_TempControl-21psu","HOG","gen-37",290,"C2","21psu","TempControl","TempControl_21psu",5,FALSE,0,38.1,2.53,FALSE,5,3,0.3,26.1,7.3,NA,NA,NA,NA,NA,4,23,35.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,0.89,0,0,2.54,"N",1,NA,NA,"HOG_TempControl_21psu","13",21.4,21.4,21.4,21.4,0,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,17,6,"17_6",95.6,2.50918635170604,0.0100000000000002,0.00395256916996057,0.539393939393939
"HOG_gen-39","307_C2_HOG_gen-39_TempControl-21psu","HOG","gen-39",307,"C2","21psu","TempControl","TempControl_21psu",4,FALSE,0,37.5,2.72,FALSE,4,3,0.3,20.5,NA,NA,NA,NA,NA,NA,33.1,7.6,28.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,0.79,0,0,2.46,"N",1,NA,NA,"HOG_TempControl_21psu","15",21.3333333333333,21.3,21.3,21.4,0.0577350269189613,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,21,7,"21_7",89.5,2.38666666666667,-0.26,-0.0955882352941177,0.473053892215569
"HOG_gen-41","326_C3_HOG_gen-41_TempControl-21psu","HOG","gen-41",326,"C3","21psu","TempControl","TempControl_21psu",5,FALSE,0,49.5,3.59,FALSE,5,2,0.4,0.3,33.6,13,NA,NA,NA,NA,15.5,38.3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41,1.31,0,0,3.72,"N",1,NA,NA,"HOG_TempControl_21psu","17",21.2,21.2,21.2,21.2,0,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,18,10,"18_10",100.7,2.03434343434343,0.13,0.0362116991643455,0.54356846473029
"HOG_gen-43","338_C3_HOG_gen-43_TempControl-21psu","HOG","gen-43",338,"C3","21psu","TempControl","TempControl_21psu",5,FALSE,0,38.4,3.26,FALSE,5,4,0.3,7.1,NA,NA,NA,NA,NA,NA,1.8,15.2,7.9,14,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,0.3,0,0,1.23,"N",1,NA,NA,"HOG_TempControl_21psu","19",21.25,21.25,21.2,21.3,0.0577350269189634,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,21,10,"21_10",46,1.19791666666667,-2.03,-0.622699386503067,0.32258064516129
