"","DNA_label","tank_ID","setupKey","setupLabel","bagKey","setupTimestamp","nbr_leaves_start","sideShoot","nbr_sideShootLeaves_start","length_longest_leaf_start","leaf_width_hole","weight_start","IsBlackLesions_start","bagnum","pop","genet","bagnum_num","new_label","need.DNA..","sal_full","temp_full","nbr_leaves","length_longest_leaf","nbr_leaves_end","nbr_new_leaves","width_leaf","Growth_leaf1","Growth_leaf2","Growth_leaf3","Growth_leaf4","Growth_leaf5","Growth_leaf6","Growth_leaf7","Length_new_leaf1","Length_new_leaf2","Length_new_leaf3","Length_new_leaf4","Length_new_leaf5","Length_new_leaf6","Nbr_new_shoots","Nbr_leaves_new_shoot1","Length_new_shoot1_leaf1","Length_new_shoot1_leaf2","Length_new_shoot1_leaf3","Length_new_shoot1_leaf4","Length_new_shoot1_leaf5","Length_new_shoot1_leaf6","Nbr_leaves_new_shoot2","Length_new_shoot2_leaf1","Length_new_shoot2_leaf2","Length_new_shoot2_leaf3","Length_new_shoot2_leaf4","Length_new_shoot2_leaf5","Length_flower1","Length_bract1","Length_flower2","Length_bract2","Length_flower3","Length_bract3","below_ground_weight","above_ground_weight","weight_new_shoot1","weight_new_shoot2","total_weight","lesions.","picture.","isAlive","Comment","trt"
"213","KAL_gen-22","B2","a74a384d","169_B2_KAL_gen-22_TempWarm-5psu07/04/2024 12:21:00","330374F3","7/4/2024 12:21:00",5,FALSE,0,51.4,NA,3.02,FALSE,"169","KAL","gen-22",169,"169_B2_KAL_gen-22_TempWarm-5psu","","5psu","TempWarm",5,51.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"214","KAL_gen-23","B2","9e93398e","177_B2_KAL_gen-23_TempWarm-16psu07/04/2024 12:21:51","5F9A287E","7/4/2024 12:21:51",4,FALSE,0,46,NA,2.09,FALSE,"177","KAL","gen-23",177,"177_B2_KAL_gen-23_TempWarm-16psu","absolutely yes","16psu","TempWarm",4,46,4,1,0.4,2,NA,NA,NA,NA,NA,NA,30.2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,0.62,0,0,1.79,"N","Y",TRUE,"leaves have been eaten; 2 leaves too eaten to measure","TempWarm_16psu"
"215","KAL_gen-24","B2","95d9ad90","187_B2_KAL_gen-24_TempWarm-5psu07/04/2024 12:23:37","E730A918","7/4/2024 12:23:37",5,FALSE,0,66.9,NA,4.1,FALSE,"187","KAL","gen-24",187,"187_B2_KAL_gen-24_TempWarm-5psu","","5psu","TempWarm",5,66.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"216","KAL_gen-25","B3","725e7b18","196_B3_KAL_gen-25_TempWarm-16psu07/05/2024 10:38:41","1605D38B","7/5/2024 10:38:41",5,FALSE,0,52.5,NA,2.87,FALSE,"196","KAL","gen-25",196,"196_B3_KAL_gen-25_TempWarm-16psu","","16psu","TempWarm",5,52.5,4,2,0.4,7.6,35,NA,NA,NA,NA,NA,37.9,12.8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26,0.95,0,0,2.21,"Y","Y",TRUE,"","TempWarm_16psu"
"217","KAL_gen-26","B3","34ab5335","206_B3_KAL_gen-26_TempWarm-5psu07/05/2024 10:41:24","4A5525A0","7/5/2024 10:41:24",5,FALSE,0,53.5,NA,2.36,TRUE,"206","KAL","gen-26",206,"206_B3_KAL_gen-26_TempWarm-5psu","absolutely yes","5psu","TempWarm",5,53.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"218","KAL_gen-27","B3","d40cfd03","214_B3_KAL_gen-27_TempWarm-16psu07/05/2024 10:42:23","8A6EA6F4","7/5/2024 10:42:23",6,FALSE,0,59,NA,3.4,FALSE,"214","KAL","gen-27",214,"214_B3_KAL_gen-27_TempWarm-16psu","","16psu","TempWarm",6,59,5,3,0.4,22,36.5,NA,NA,NA,NA,NA,33,13.5,0.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77,1.19,0,0,3.96,"N","Y",TRUE,"","TempWarm_16psu"
"219","KAL_gen-28","B3","b4295610","221_B3_KAL_gen-28_TempWarm-5psu07/05/2024 10:44:09","E60EB8F1","7/5/2024 10:44:09",5,FALSE,0,35.3,NA,1.69,FALSE,"221","KAL","gen-28",221,"221_B3_KAL_gen-28_TempWarm-5psu","","5psu","TempWarm",5,35.3,5,3,0.35,24.4,12.1,NA,NA,NA,NA,NA,9.3,23.1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,0.87,0,0,2.01,"N","Y",TRUE,"super baby leaf, too small to measure","TempWarm_5psu"
"220","KAL_gen-29","B4","9f917ff5","232_B4_KAL_gen-29_TempWarm-16psu07/05/2024 10:45:36","B901DB9B","7/5/2024 10:45:36",5,FALSE,0,69.7,NA,4.31,FALSE,"232","KAL","gen-29",232,"232_B4_KAL_gen-29_TempWarm-16psu","","16psu","TempWarm",5,69.7,4,2,0.4,33.3,13.4,NA,NA,NA,NA,NA,19.5,40.3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,1.26,0,0,2.81,"N","Y",TRUE,"super baby leaf, too small to measure","TempWarm_16psu"
"221","KAL_gen-30","B4","59660e7d","238_B4_KAL_gen-30_TempWarm-5psu07/05/2024 10:50:23","5CFF0850","7/5/2024 10:50:23",5,FALSE,0,49.7,NA,2.4,FALSE,"238","KAL","gen-30",238,"238_B4_KAL_gen-30_TempWarm-5psu","","5psu","TempWarm",5,49.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"222","KAL_gen-31","B4","57f0af0f","241_B4_KAL_gen-31_TempWarm-16psu07/05/2024 10:51:44","517E8522","7/5/2024 10:51:44",5,FALSE,0,44.8,NA,2.24,FALSE,"241","KAL","gen-31",241,"241_B4_KAL_gen-31_TempWarm-16psu","","16psu","TempWarm",5,44.8,5,3,0.3,13.5,32,NA,NA,NA,NA,NA,38.5,21.6,1.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,0.97,0,0,2.03,"Y","Y",TRUE,"","TempWarm_16psu"
"223","KAL_gen-32","B4","752932ce","255_B4_KAL_gen-32_TempWarm-5psu07/05/2024 10:52:39","BD0D83AC","7/5/2024 10:52:39",5,FALSE,0,45.9,NA,2.1,FALSE,"255","KAL","gen-32",255,"255_B4_KAL_gen-32_TempWarm-5psu","","5psu","TempWarm",5,45.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"224","KAL_gen-33","C1","bc814808","259_C1_KAL_gen-33_TempControl-21psu07/04/2024 17:56:46","18624A8C","7/4/2024 17:56:46",4,FALSE,0,62.2,NA,2.84,FALSE,"259","KAL","gen-33",259,"259_C1_KAL_gen-33_TempControl-21psu","","21psu","TempControl",4,62.2,5,3,0.45,2.1,15.3,NA,NA,NA,NA,NA,36.9,33,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34,1.33,0,0,2.67,"Y","Y",TRUE,"","TempControl_21psu"
"225","KAL_gen-34","C1","4d5fde24","272_C1_KAL_gen-34_TempControl-7psu07/04/2024 18:01:03","7E46526A","7/4/2024 18:01:03",5,FALSE,0,49.7,NA,3.07,FALSE,"272","KAL","gen-34",272,"272_C1_KAL_gen-34_TempControl-7psu","","7psu","TempControl",5,49.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"226","KAL_gen-35","C1","ae36b136","279_C1_KAL_gen-35_TempControl-21psu07/04/2024 18:02:36","3ADA9363","7/4/2024 18:02:36",4,FALSE,0,67.9,NA,4.47,TRUE,"279","KAL","gen-35",279,"279_C1_KAL_gen-35_TempControl-21psu","","21psu","TempControl",4,67.9,5,3,0.45,35,9.6,NA,NA,NA,NA,NA,29.4,7.9,39.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,1.56,0,0,3.21,"N","Y",TRUE,"","TempControl_21psu"
"227","KAL_gen-36","C1","6984c476","282_C1_KAL_gen-36_TempControl-7psu07/04/2024 18:05:12","1B1F77AF","7/4/2024 18:05:12",4,FALSE,0,50.5,NA,3.31,TRUE,"282","KAL","gen-36",282,"282_C1_KAL_gen-36_TempControl-7psu","yes","7psu","TempControl",4,50.5,5,3,0.4,13.8,28.1,NA,NA,NA,NA,NA,31.3,26.1,7.3,NA,NA,NA,1,4,12.5,10.9,9.9,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,0.88,0.14,0,2.65,"N","Y",TRUE,"","TempControl_7psu"
"228","KAL_gen-37","C2","8ef3d7fd","296_C2_KAL_gen-37_TempControl-21psu07/04/2024 18:07:04","B3E28AF0","7/4/2024 18:07:04",5,FALSE,0,48,NA,3.15,FALSE,"296","KAL","gen-37",296,"296_C2_KAL_gen-37_TempControl-21psu","yes","21psu","TempControl",5,48,5,3,0.4,18.2,6.7,NA,NA,NA,NA,NA,22.4,7.5,29.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,0.73,0,0,2.36,"N","Y",TRUE,"","TempControl_21psu"
"229","KAL_gen-38","C2","2e148f8c","304_C2_KAL_gen-38_TempControl-7psu07/04/2024 18:08:11","385237C3","7/4/2024 18:08:11",4,FALSE,0,46.5,NA,2.17,FALSE,"304","KAL","gen-38",304,"304_C2_KAL_gen-38_TempControl-7psu","","7psu","TempControl",4,46.5,5,4,0.4,19.6,NA,NA,NA,NA,NA,NA,31,15.7,31,0.7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57,0.79,0,0,2.36,"N","Y",TRUE,"","TempControl_7psu"
"230","KAL_gen-39","C2","ebd61e41","310_C2_KAL_gen-39_TempControl-21psu07/04/2024 18:09:48","6BCE4CD3","7/4/2024 18:09:48",4,FALSE,0,12.8,NA,0.99,FALSE,"310","KAL","gen-39",310,"310_C2_KAL_gen-39_TempControl-21psu","absolutely yes","21psu","TempControl",4,12.8,4,3,0.2,6.9,NA,NA,NA,NA,NA,NA,14.9,7.4,15.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.3,0,0,0.73,"N","Y",TRUE,"","TempControl_21psu"
"231","KAL_gen-40","C2","d34a427f","314_C2_KAL_gen-40_TempControl-7psu07/04/2024 18:11:06","1F23BCE1","7/4/2024 18:11:06",5,FALSE,0,58.5,NA,4.59,TRUE,"314","KAL","gen-40",314,"314_C2_KAL_gen-40_TempControl-7psu","","7psu","TempControl",5,58.5,5,5,0.4,NA,NA,NA,NA,NA,NA,NA,33.6,1,12.6,32.2,7.9,NA,2,1,8.8,NA,NA,NA,NA,NA,3,16.8,9.3,16.4,NA,NA,NA,NA,NA,NA,NA,NA,3.61,1.52,0.06,0.29,5.48,"N","Y",TRUE,"","TempControl_7psu"
"232","KAL_gen-41","C3","5a46880c","324_C3_KAL_gen-41_TempControl-21psu07/05/2024 10:54:06","C76DB90F","7/5/2024 10:54:06",5,FALSE,0,55.2,NA,4.65,FALSE,"324","KAL","gen-41",324,"324_C3_KAL_gen-41_TempControl-21psu","","21psu","TempControl",5,55.2,5,3,0.45,4.6,9.3,NA,NA,NA,NA,NA,9.1,2.9,NA,NA,NA,NA,1,6,3.7,10.2,18.5,9.9,17.1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92,0.99,0.38,0,4.29,"N","Y",TRUE,"","TempControl_21psu"
"233","KAL_gen-42","C3","116c0c09","335_C3_KAL_gen-42_TempControl-7psu07/05/2024 10:55:23","53558C76","7/5/2024 10:55:23",4,FALSE,0,45,NA,1.99,FALSE,"335","KAL","gen-42",335,"335_C3_KAL_gen-42_TempControl-7psu","absolutely yes","7psu","TempControl",4,45,6,4,0.4,31,12.8,NA,NA,NA,NA,NA,38.1,19.1,37.4,1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,1.58,0,0,2.96,"N","Y",TRUE,"","TempControl_7psu"
"234","KAL_gen-43","C3","5716ecdd","337_C3_KAL_gen-43_TempControl-21psu07/05/2024 10:57:14","53A0B1FD","7/5/2024 10:57:14",4,FALSE,0,44,NA,1.81,FALSE,"337","KAL","gen-43",337,"337_C3_KAL_gen-43_TempControl-21psu","yes","21psu","TempControl",4,44,5,4,0.35,15.3,NA,NA,NA,NA,NA,NA,38.2,38.1,5.6,36.3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,0.92,0,0,2.3,"N","Y",TRUE,"","TempControl_21psu"
"235","KAL_gen-44","C3","e44d6a29","350_C3_KAL_gen-44_TempControl-7psu07/05/2024 11:00:10","73E94BE4","7/5/2024 11:00:10",5,FALSE,0,41.5,NA,2.54,FALSE,"350","KAL","gen-44",350,"350_C3_KAL_gen-44_TempControl-7psu","","7psu","TempControl",5,41.5,5,4,0.3,10.9,NA,NA,NA,NA,NA,NA,25.8,5.9,21.2,26.6,NA,NA,1,4,11,7.4,9.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13,0.76,0.07,0,2.96,"N","Y",TRUE,"","TempControl_7psu"
"236","KAL_gen-45","C4","54cd798e","353_C4_KAL_gen-45_TempControl-21psu07/05/2024 11:01:34","A73247B3","7/5/2024 11:01:34",5,FALSE,0,63.3,NA,4.12,FALSE,"353","KAL","gen-45",353,"353_C4_KAL_gen-45_TempControl-21psu","","21psu","TempControl",5,63.3,6,4,0.4,37.5,10.6,NA,NA,NA,NA,NA,45.6,51.6,21.4,2.9,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34,1.53,0,0,3.87,"N","Y",TRUE,"","TempControl_21psu"
"237","KAL_gen-46","C4","768ec4de","362_C4_KAL_gen-46_TempControl-7psu07/05/2024 11:02:54","9E7F7C5E","7/5/2024 11:02:54",5,FALSE,0,49.6,NA,3.15,FALSE,"362","KAL","gen-46",362,"362_C4_KAL_gen-46_TempControl-7psu","","7psu","TempControl",5,49.6,5,3,0.4,11.4,26.6,NA,NA,NA,NA,NA,34,12.1,28.8,NA,NA,NA,1,5,1.5,10.8,5.4,14.1,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85,1.01,0.15,0,3.01,"N","Y",TRUE,"","TempControl_7psu"
"238","KAL_gen-47","C4","fb277847","374_C4_KAL_gen-47_TempControl-21psu07/05/2024 11:03:56","F7C4D06A","7/5/2024 11:03:56",5,FALSE,0,80.6,NA,4.91,TRUE,"374","KAL","gen-47",374,"374_C4_KAL_gen-47_TempControl-21psu","","21psu","TempControl",5,80.6,6,4,0.4,15.2,41.2,NA,NA,NA,NA,NA,47.9,18.9,40.8,2.2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29,1.62,0,0,3.91,"N","Y",TRUE,"","TempControl_21psu"
"239","KAL_gen-48","C4","2678d51a","380_C4_KAL_gen-48_TempControl-7psu07/05/2024 11:05:04","5FB53E08","7/5/2024 11:05:04",5,FALSE,0,51,NA,3.18,TRUE,"380","KAL","gen-48",380,"380_C4_KAL_gen-48_TempControl-7psu","","7psu","TempControl",5,51,6,4,0.4,7.3,23.6,NA,NA,NA,NA,NA,37,25.3,5.2,39,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01,1.27,0,0,3.28,"N","Y",TRUE,"","TempControl_7psu"
"240","KUR_gen-01","A1","6b562790","002_A1_KUR_gen-01_TempControl-21psu07/04/2024 13:19:22","6D4F9AB3","7/4/2024 13:19:22",6,TRUE,2,15.5,NA,0.95,FALSE,"002","KUR","gen-01",2,"002_A1_KUR_gen-01_TempControl-21psu","","21psu","TempControl",6,15.5,4,2,0.2,6.1,18.7,0,NA,NA,NA,NA,13.6,18.4,NA,NA,NA,NA,1,3,12.5,6.1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,0.33,0.07,0,1.31,"N","Y",TRUE,"new leaf coming in on old shoot","TempControl_21psu"
"241","KUR_gen-02","A1","561c7c70","010_A1_KUR_gen-02_TempControl-7psu07/04/2024 13:22:13","9F479928","7/4/2024 13:22:13",5,FALSE,0,20.9,NA,1.14,FALSE,"010","KUR","gen-02",10,"010_A1_KUR_gen-02_TempControl-7psu","yes","7psu","TempControl",5,20.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"242","KUR_gen-03","A1","e5a5964b","024_A1_KUR_gen-03_TempControl-21psu07/04/2024 13:23:25","15BE5A7B","7/4/2024 13:23:25",5,FALSE,0,15.4,NA,1.18,FALSE,"024","KUR","gen-03",24,"024_A1_KUR_gen-03_TempControl-21psu","absolutely yes","21psu","TempControl",5,15.4,4,2,0.2,12.7,1.5,NA,NA,NA,NA,NA,4.7,19,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,0.19,0.01,0,1.22,"N","Y",TRUE,"","TempControl_21psu"
"243","KUR_gen-04","A1","add14c66","029_A1_KUR_gen-04_TempControl-7psu07/04/2024 13:25:05","5B3B94A7","7/4/2024 13:25:05",5,FALSE,0,20.9,NA,1.2,FALSE,"029","KUR","gen-04",29,"029_A1_KUR_gen-04_TempControl-7psu","","7psu","TempControl",5,20.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"244","KUR_gen-05","A2","88b45895","040_A2_KUR_gen-05_TempControl-21psu07/04/2024 13:26:39","2BA43506","7/4/2024 13:26:39",5,FALSE,0,19.9,NA,1.51,FALSE,"040","KUR","gen-05",40,"040_A2_KUR_gen-05_TempControl-21psu","yes","21psu","TempControl",5,19.9,4,3,0.2,6,NA,NA,NA,NA,NA,NA,14.4,16.7,1.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.17,0,0,1.15,"N","Y",TRUE,"","TempControl_21psu"
"245","KUR_gen-06","A2","0d6c218d","044_A2_KUR_gen-06_TempControl-7psu07/04/2024 13:27:48","6794474F","7/4/2024 13:27:48",5,FALSE,0,23.5,NA,1.33,FALSE,"044","KUR","gen-06",44,"044_A2_KUR_gen-06_TempControl-7psu","","7psu","TempControl",5,23.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"246","KUR_gen-07","A2","72aa6968","054_A2_KUR_gen-07_TempControl-21psu07/04/2024 13:29:04","05A62A4B","7/4/2024 13:29:04",4,FALSE,0,24.5,NA,1.41,FALSE,"054","KUR","gen-07",54,"054_A2_KUR_gen-07_TempControl-21psu","","21psu","TempControl",4,24.5,4,2,0.25,3.1,14.8,NA,NA,NA,NA,NA,32,17.5,NA,NA,NA,NA,1,2,7.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,0.34,0.04,0,1.65,"N","Y",TRUE,"","TempControl_21psu"
"247","KUR_gen-08","A2","b8841040","057_A2_KUR_gen-08_TempControl-7psu07/04/2024 13:33:31","71C82EA8","7/4/2024 13:33:31",5,FALSE,0,17.7,NA,0.83,TRUE,"057","KUR","gen-08",57,"057_A2_KUR_gen-08_TempControl-7psu","","7psu","TempControl",5,17.7,4,3,0.2,12.3,NA,NA,NA,NA,NA,NA,21,3.9,21.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.35,0,0,1.03,"N","Y",TRUE,"","TempControl_7psu"
"248","KUR_gen-09","A3","c5586cca","068_A3_KUR_gen-09_TempWarm-16psu07/04/2024 13:35:49","DEE179F7","7/4/2024 13:35:49",6,TRUE,2,30.3,NA,1.58,FALSE,"068","KUR","gen-09",68,"068_A3_KUR_gen-09_TempWarm-16psu","yes","16psu","TempWarm",6,30.3,4,2,0.25,14.8,6.5,NA,NA,NA,NA,NA,2,12.3,NA,NA,NA,NA,1,4,8,10.5,5.7,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,0.32,0.08,0,1.46,"N","Y",TRUE,"","TempWarm_16psu"
"249","KUR_gen-10","A3","b2f26ba8","078_A3_KUR_gen-10_TempWarm-5psu07/04/2024 13:37:54","D0DC85DA","7/4/2024 13:37:54",5,FALSE,0,17.3,NA,1.01,TRUE,"078","KUR","gen-10",78,"078_A3_KUR_gen-10_TempWarm-5psu","yes","5psu","TempWarm",5,17.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"250","KUR_gen-11","A3","bb7a69d5","088_A3_KUR_gen-11_TempWarm-16psu07/04/2024 13:39:06","9A8E6AF9","7/4/2024 13:39:06",4,FALSE,0,23,NA,1.59,FALSE,"088","KUR","gen-11",88,"088_A3_KUR_gen-11_TempWarm-16psu","","16psu","TempWarm",4,23,5,3,0.25,21.4,4.8,NA,NA,NA,NA,NA,24.6,7.6,30.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,0.65,0,0,2.35,"N","Y",TRUE,"","TempWarm_16psu"
"251","KUR_gen-12","A3","fc5ca560","092_A3_KUR_gen-12_TempWarm-5psu07/04/2024 13:40:12","B34EC89F","7/4/2024 13:40:12",5,FALSE,0,11.6,NA,0.91,FALSE,"092","KUR","gen-12",92,"092_A3_KUR_gen-12_TempWarm-5psu","yes","5psu","TempWarm",5,11.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"252","KUR_gen-13","A4","d0470d20","104_A4_KUR_gen-13_TempWarm-16psu07/04/2024 13:41:07","C62E3D4F","7/4/2024 13:41:07",4,FALSE,0,17.4,NA,0.74,FALSE,"104","KUR","gen-13",104,"104_A4_KUR_gen-13_TempWarm-16psu","yes","16psu","TempWarm",4,17.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_16psu"
"253","KUR_gen-14","A4","46ad10fc","108_A4_KUR_gen-14_TempWarm-5psu07/04/2024 13:42:43","C443225D","7/4/2024 13:42:43",5,FALSE,0,17.8,NA,1.21,FALSE,"108","KUR","gen-14",108,"108_A4_KUR_gen-14_TempWarm-5psu","","5psu","TempWarm",5,17.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"254","KUR_gen-15","A4","dea25dd2","115_A4_KUR_gen-15_TempWarm-16psu07/04/2024 13:43:29","95F8100F","7/4/2024 13:43:29",5,FALSE,0,15,NA,0.95,TRUE,"115","KUR","gen-15",115,"115_A4_KUR_gen-15_TempWarm-16psu","absolutely yes","16psu","TempWarm",5,15,3,2,0.3,13.8,NA,NA,NA,NA,NA,NA,2.8,14.7,NA,NA,NA,NA,1,1,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,0.12,0.01,0,0.5,"N","Y",TRUE,"","TempWarm_16psu"
"255","KUR_gen-16","A4","54db3ce3","123_A4_KUR_gen-16_TempWarm-5psu07/04/2024 13:45:09","A10A3239","7/4/2024 13:45:09",4,FALSE,0,20.8,NA,1.05,FALSE,"123","KUR","gen-16",123,"123_A4_KUR_gen-16_TempWarm-5psu","","5psu","TempWarm",4,20.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
