"DNA_label","new_label","pop","genet","bagnum","tank_ID","sal_full","temp_full","trt","nbr_leaves_start","sideShoot","nbr_sideShootLeaves_start","length_longest_leaf_start","weight_start","IsBlackLesions_start","nbr_leaves_end","nbr_new_leaves","width_leaf","Growth_leaf1","Growth_leaf2","Growth_leaf3","Growth_leaf4","Growth_leaf5","Growth_leaf6","Growth_leaf7","Length_new_leaf1","Length_new_leaf2","Length_new_leaf3","Length_new_leaf4","Length_new_leaf5","Length_new_leaf6","Nbr_new_shoots","Nbr_leaves_new_shoot1","Length_new_shoot1_leaf1","Length_new_shoot1_leaf2","Length_new_shoot1_leaf3","Length_new_shoot1_leaf4","Length_new_shoot1_leaf5","Length_new_shoot1_leaf6","Nbr_leaves_new_shoot2","Length_new_shoot2_leaf1","Length_new_shoot2_leaf2","Length_new_shoot2_leaf3","Length_new_shoot2_leaf4","Length_new_shoot2_leaf5","below_ground_weight","above_ground_weight","weight_new_shoot1","weight_new_shoot2","total_weight","lesions.","isAlive","Length_flower1","Length_bract1","pop_trt"
"KAL_gen-44","350_C3_KAL_gen-44_TempControl-7psu","KAL","gen-44",350,"C3","7psu","TempControl","TempControl_7psu",5,FALSE,0,41.5,2.54,FALSE,5,4,0.3,10.9,NA,NA,NA,NA,NA,NA,25.8,5.9,21.2,26.6,NA,NA,1,4,11,7.4,9.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2.13,0.76,0.07,0,2.96,"N",1,NA,NA,"KAL_TempControl_7psu"
"KAL_gen-45","353_C4_KAL_gen-45_TempControl-21psu","KAL","gen-45",353,"C4","21psu","TempControl","TempControl_21psu",5,FALSE,0,63.3,4.12,FALSE,6,4,0.4,37.5,10.6,NA,NA,NA,NA,NA,45.6,51.6,21.4,2.9,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34,1.53,0,0,3.87,"N",1,NA,NA,"KAL_TempControl_21psu"
"KAL_gen-46","362_C4_KAL_gen-46_TempControl-7psu","KAL","gen-46",362,"C4","7psu","TempControl","TempControl_7psu",5,FALSE,0,49.6,3.15,FALSE,5,3,0.4,11.4,26.6,NA,NA,NA,NA,NA,34,12.1,28.8,NA,NA,NA,1,5,1.5,10.8,5.4,14.1,15.2,NA,NA,NA,NA,NA,NA,NA,1.85,1.01,0.15,0,3.01,"N",1,NA,NA,"KAL_TempControl_7psu"
"KAL_gen-47","374_C4_KAL_gen-47_TempControl-21psu","KAL","gen-47",374,"C4","21psu","TempControl","TempControl_21psu",5,FALSE,0,80.6,4.91,TRUE,6,4,0.4,15.2,41.2,NA,NA,NA,NA,NA,47.9,18.9,40.8,2.2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29,1.62,0,0,3.91,"N",1,NA,NA,"KAL_TempControl_21psu"
"KAL_gen-48","380_C4_KAL_gen-48_TempControl-7psu","KAL","gen-48",380,"C4","7psu","TempControl","TempControl_7psu",5,FALSE,0,51,3.18,TRUE,6,4,0.4,7.3,23.6,NA,NA,NA,NA,NA,37,25.3,5.2,39,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01,1.27,0,0,3.28,"N",1,NA,NA,"KAL_TempControl_7psu"
"KUR_gen-01","002_A1_KUR_gen-01_TempControl-21psu","KUR","gen-01",2,"A1","21psu","TempControl","TempControl_21psu",6,TRUE,2,15.5,0.95,FALSE,4,2,0.2,6.1,18.7,0,NA,NA,NA,NA,13.6,18.4,NA,NA,NA,NA,1,3,12.5,6.1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,0.33,0.07,0,1.31,"N",1,NA,NA,"KUR_TempControl_21psu"
"KUR_gen-02","010_A1_KUR_gen-02_TempControl-7psu","KUR","gen-02",10,"A1","7psu","TempControl","TempControl_7psu",5,FALSE,0,20.9,1.14,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempControl_7psu"
"KUR_gen-03","024_A1_KUR_gen-03_TempControl-21psu","KUR","gen-03",24,"A1","21psu","TempControl","TempControl_21psu",5,FALSE,0,15.4,1.18,FALSE,4,2,0.2,12.7,1.5,NA,NA,NA,NA,NA,4.7,19,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,0.19,0.01,0,1.22,"N",1,NA,NA,"KUR_TempControl_21psu"
"KUR_gen-04","029_A1_KUR_gen-04_TempControl-7psu","KUR","gen-04",29,"A1","7psu","TempControl","TempControl_7psu",5,FALSE,0,20.9,1.2,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempControl_7psu"
"KUR_gen-05","040_A2_KUR_gen-05_TempControl-21psu","KUR","gen-05",40,"A2","21psu","TempControl","TempControl_21psu",5,FALSE,0,19.9,1.51,FALSE,4,3,0.2,6,NA,NA,NA,NA,NA,NA,14.4,16.7,1.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.17,0,0,1.15,"N",1,NA,NA,"KUR_TempControl_21psu"
"KUR_gen-06","044_A2_KUR_gen-06_TempControl-7psu","KUR","gen-06",44,"A2","7psu","TempControl","TempControl_7psu",5,FALSE,0,23.5,1.33,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempControl_7psu"
"KUR_gen-07","054_A2_KUR_gen-07_TempControl-21psu","KUR","gen-07",54,"A2","21psu","TempControl","TempControl_21psu",4,FALSE,0,24.5,1.41,FALSE,4,2,0.25,3.1,14.8,NA,NA,NA,NA,NA,32,17.5,NA,NA,NA,NA,1,2,7.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,0.34,0.04,0,1.65,"N",1,NA,NA,"KUR_TempControl_21psu"
"KUR_gen-08","057_A2_KUR_gen-08_TempControl-7psu","KUR","gen-08",57,"A2","7psu","TempControl","TempControl_7psu",5,FALSE,0,17.7,0.83,TRUE,4,3,0.2,12.3,NA,NA,NA,NA,NA,NA,21,3.9,21.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.35,0,0,1.03,"N",1,NA,NA,"KUR_TempControl_7psu"
"KUR_gen-09","068_A3_KUR_gen-09_TempWarm-16psu","KUR","gen-09",68,"A3","16psu","TempWarm","TempWarm_16psu",6,TRUE,2,30.3,1.58,FALSE,4,2,0.25,14.8,6.5,NA,NA,NA,NA,NA,2,12.3,NA,NA,NA,NA,1,4,8,10.5,5.7,10.4,NA,NA,NA,NA,NA,NA,NA,NA,1.06,0.32,0.08,0,1.46,"N",1,NA,NA,"KUR_TempWarm_16psu"
"KUR_gen-10","078_A3_KUR_gen-10_TempWarm-5psu","KUR","gen-10",78,"A3","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,17.3,1.01,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempWarm_5psu"
"KUR_gen-11","088_A3_KUR_gen-11_TempWarm-16psu","KUR","gen-11",88,"A3","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,23,1.59,FALSE,5,3,0.25,21.4,4.8,NA,NA,NA,NA,NA,24.6,7.6,30.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,0.65,0,0,2.35,"N",1,NA,NA,"KUR_TempWarm_16psu"
"KUR_gen-12","092_A3_KUR_gen-12_TempWarm-5psu","KUR","gen-12",92,"A3","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,11.6,0.91,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempWarm_5psu"
"KUR_gen-13","104_A4_KUR_gen-13_TempWarm-16psu","KUR","gen-13",104,"A4","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,17.4,0.74,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempWarm_16psu"
"KUR_gen-14","108_A4_KUR_gen-14_TempWarm-5psu","KUR","gen-14",108,"A4","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,17.8,1.21,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempWarm_5psu"
"KUR_gen-15","115_A4_KUR_gen-15_TempWarm-16psu","KUR","gen-15",115,"A4","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,15,0.95,TRUE,3,2,0.3,13.8,NA,NA,NA,NA,NA,NA,2.8,14.7,NA,NA,NA,NA,1,1,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,0.12,0.01,0,0.5,"N",1,NA,NA,"KUR_TempWarm_16psu"
"KUR_gen-16","123_A4_KUR_gen-16_TempWarm-5psu","KUR","gen-16",123,"A4","5psu","TempWarm","TempWarm_5psu",4,FALSE,0,20.8,1.05,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempWarm_5psu"
"KUR_gen-17","136_B1_KUR_gen-17_TempWarm-16psu","KUR","gen-17",136,"B1","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,18.3,1.22,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempWarm_16psu"
"KUR_gen-18","139_B1_KUR_gen-18_TempWarm-5psu","KUR","gen-18",139,"B1","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,10,0.58,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempWarm_5psu"
"KUR_gen-19","147_B1_KUR_gen-19_TempWarm-16psu","KUR","gen-19",147,"B1","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,22.7,1.45,FALSE,4,3,0.2,13.5,NA,NA,NA,NA,NA,NA,15.2,0.9,9.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,0.19,0,0,1.02,"Y",1,NA,NA,"KUR_TempWarm_16psu"
"KUR_gen-20","153_B1_KUR_gen-20_TempWarm-5psu","KUR","gen-20",153,"B1","5psu","TempWarm","TempWarm_5psu",6,TRUE,2,20.4,1.22,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempWarm_5psu"
"KUR_gen-21","166_B2_KUR_gen-21_TempWarm-16psu","KUR","gen-21",166,"B2","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,13.8,0.81,FALSE,4,2,0.2,14.7,5.5,NA,NA,NA,NA,NA,11.9,1.7,NA,NA,NA,NA,1,2,8.6,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,0.14,0.04,0,0.87,"N",1,NA,NA,"KUR_TempWarm_16psu"
"KUR_gen-22","172_B2_KUR_gen-22_TempWarm-5psu","KUR","gen-22",172,"B2","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,35.4,1.23,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempWarm_5psu"
"KUR_gen-23","180_B2_KUR_gen-23_TempWarm-16psu","KUR","gen-23",180,"B2","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,19.2,1.12,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempWarm_16psu"
"KUR_gen-24","186_B2_KUR_gen-24_TempWarm-5psu","KUR","gen-24",186,"B2","5psu","TempWarm","TempWarm_5psu",4,FALSE,0,18.8,1.07,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempWarm_5psu"
"KUR_gen-25","194_B3_KUR_gen-25_TempWarm-16psu","KUR","gen-25",194,"B3","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,20.5,0.94,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempWarm_16psu"
"KUR_gen-26","203_B3_KUR_gen-26_TempWarm-5psu","KUR","gen-26",203,"B3","5psu","TempWarm","TempWarm_5psu",4,FALSE,0,14.2,0.68,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempWarm_5psu"
"KUR_gen-27","212_B3_KUR_gen-27_TempWarm-16psu","KUR","gen-27",212,"B3","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,24.7,1.36,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempWarm_16psu"
"KUR_gen-28","217_B3_KUR_gen-28_TempWarm-5psu","KUR","gen-28",217,"B3","5psu","TempWarm","TempWarm_5psu",5,FALSE,0,21.4,1.32,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempWarm_5psu"
"KUR_gen-29","229_B4_KUR_gen-29_TempWarm-16psu","KUR","gen-29",229,"B4","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,20.5,1.21,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempWarm_16psu"
"KUR_gen-30","239_B4_KUR_gen-30_TempWarm-5psu","KUR","gen-30",239,"B4","5psu","TempWarm","TempWarm_5psu",4,FALSE,0,14.8,0.82,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempWarm_5psu"
"KUR_gen-31","243_B4_KUR_gen-31_TempWarm-16psu","KUR","gen-31",243,"B4","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,32.3,1.68,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempWarm_16psu"
"KUR_gen-32","254_B4_KUR_gen-32_TempWarm-5psu","KUR","gen-32",254,"B4","5psu","TempWarm","TempWarm_5psu",4,FALSE,0,18.5,1.21,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempWarm_5psu"
"KUR_gen-33","257_C1_KUR_gen-33_TempControl-21psu","KUR","gen-33",257,"C1","21psu","TempControl","TempControl_21psu",5,TRUE,2,24,1.03,FALSE,5,3,0.3,4.6,17.3,NA,NA,NA,NA,NA,31.6,9,27.6,NA,NA,NA,1,4,15.1,12.5,22.2,8.2,NA,NA,NA,NA,NA,NA,NA,NA,1.04,0.39,0.15,0,1.58,"Y",1,NA,NA,"KUR_TempControl_21psu"
"KUR_gen-34","271_C1_KUR_gen-34_TempControl-7psu","KUR","gen-34",271,"C1","7psu","TempControl","TempControl_7psu",5,FALSE,0,23.7,1.37,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempControl_7psu"
"KUR_gen-35","278_C1_KUR_gen-35_TempControl-21psu","KUR","gen-35",278,"C1","21psu","TempControl","TempControl_21psu",5,FALSE,0,28,1.44,FALSE,5,3,0.2,0.9,11.5,NA,NA,NA,NA,NA,30.1,28.4,4.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0.66,0,0,1.76,"Y",1,NA,NA,"KUR_TempControl_21psu"
"KUR_gen-36","281_C1_KUR_gen-36_TempControl-7psu","KUR","gen-36",281,"C1","7psu","TempControl","TempControl_7psu",5,FALSE,0,22.2,1.18,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempControl_7psu"
"KUR_gen-37","292_C2_KUR_gen-37_TempControl-21psu","KUR","gen-37",292,"C2","21psu","TempControl","TempControl_21psu",3,FALSE,0,15.7,1.16,FALSE,4,2,0.2,14.6,3.3,NA,NA,NA,NA,NA,13.4,24.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.25,0,0,1.28,"N",1,NA,NA,"KUR_TempControl_21psu"
"KUR_gen-38","303_C2_KUR_gen-38_TempControl-7psu","KUR","gen-38",303,"C2","7psu","TempControl","TempControl_7psu",4,FALSE,0,15.8,0.84,FALSE,5,5,0.25,NA,NA,NA,NA,NA,NA,NA,19.1,11.8,13,4,17,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62,0.31,0,0,1.93,"N",1,NA,NA,"KUR_TempControl_7psu"
"KUR_gen-39","311_C2_KUR_gen-39_TempControl-21psu","KUR","gen-39",311,"C2","21psu","TempControl","TempControl_21psu",4,FALSE,0,16.4,0.91,FALSE,5,3,0.2,19.2,4.3,NA,NA,NA,NA,NA,24.1,7.3,27.9,NA,NA,NA,1,3,8.8,5.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.39,0.03,0,1.38,"N",1,NA,NA,"KUR_TempControl_21psu"
"KUR_gen-40","315_C2_KUR_gen-40_TempControl-7psu","KUR","gen-40",315,"C2","7psu","TempControl","TempControl_7psu",4,FALSE,0,15,0.76,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempControl_7psu"
"KUR_gen-41","327_C3_KUR_gen-41_TempControl-21psu","KUR","gen-41",327,"C3","21psu","TempControl","TempControl_21psu",5,FALSE,0,14.5,0.78,FALSE,5,3,0.1,2.5,9.5,NA,NA,NA,NA,NA,15,3.4,13.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.17,0,0,0.78,"N",1,NA,NA,"KUR_TempControl_21psu"
"KUR_gen-42","333_C3_KUR_gen-42_TempControl-7psu","KUR","gen-42",333,"C3","7psu","TempControl","TempControl_7psu",6,TRUE,2,23.6,1.09,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempControl_7psu"
"KUR_gen-43","344_C3_KUR_gen-43_TempControl-21psu","KUR","gen-43",344,"C3","21psu","TempControl","TempControl_21psu",5,FALSE,0,34.5,1.15,FALSE,5,4,0.3,16.3,NA,NA,NA,NA,NA,NA,15.9,27.8,31.8,1.2,NA,NA,1,5,8.3,19,2.5,15.9,14.4,NA,NA,NA,NA,NA,NA,NA,0.98,0.39,0.26,0,1.63,"N",1,NA,NA,"KUR_TempControl_21psu"
"KUR_gen-44","345_C3_KUR_gen-44_TempControl-7psu","KUR","gen-44",345,"C3","7psu","TempControl","TempControl_7psu",5,FALSE,0,20.8,1.1,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"KUR_TempControl_7psu"
"KUR_gen-45","360_C4_KUR_gen-45_TempControl-21psu","KUR","gen-45",360,"C4","21psu","TempControl","TempControl_21psu",5,FALSE,0,22.3,1.39,FALSE,4,2,0.2,6.4,21.7,NA,NA,NA,NA,NA,25.6,9.7,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.45,0,0,1.41,"N",1,NA,NA,"KUR_TempControl_21psu"
"KUR_gen-46","363_C4_KUR_gen-46_TempControl-7psu","KUR","gen-46",363,"C4","7psu","TempControl","TempControl_7psu",4,FALSE,0,13.2,0.68,FALSE,3,3,0.2,NA,NA,NA,NA,NA,NA,NA,1.2,7.1,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.1,0,0,0.31,"N",1,NA,NA,"KUR_TempControl_7psu"
"KUR_gen-47","375_C4_KUR_gen-47_TempControl-21psu","KUR","gen-47",375,"C4","21psu","TempControl","TempControl_21psu",5,FALSE,0,17.7,1.39,FALSE,5,4,0.2,9.6,21.7,NA,NA,NA,NA,NA,29.3,1.2,17.8,0.3,NA,NA,1,5,8,19,13.2,11.5,0.7,NA,NA,NA,NA,NA,NA,NA,1.08,0.37,0.14,0,1.59,"N",1,NA,NA,"KUR_TempControl_21psu"
"KUR_gen-48","382_C4_KUR_gen-48_TempControl-7psu","KUR","gen-48",382,"C4","7psu","TempControl","TempControl_7psu",4,FALSE,0,14.8,0.98,FALSE,5,4,0.2,11.2,NA,NA,NA,NA,NA,NA,24.2,8,23.5,19.4,NA,NA,1,5,8.2,15.5,10.6,10.3,1.5,NA,NA,NA,NA,NA,NA,NA,0.87,0.33,0.08,0,1.28,"Y",1,NA,NA,"KUR_TempControl_7psu"
"VAT_gen-01","006_A1_VAT_gen-01_TempControl-21psu","VAT","gen-01",6,"A1","21psu","TempControl","TempControl_21psu",5,FALSE,0,58.3,5.84,TRUE,5,2,0.6,1.4,17.5,13,NA,NA,NA,NA,27.1,18.2,NA,NA,NA,NA,1,4,7.9,5,9.4,10.5,NA,NA,NA,NA,NA,NA,NA,NA,3.97,2.29,0,0,6.26,"N",1,NA,NA,"VAT_TempControl_21psu"
"VAT_gen-02","013_A1_VAT_gen-02_TempControl-7psu","VAT","gen-02",13,"A1","7psu","TempControl","TempControl_7psu",5,FALSE,0,39.5,3.23,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempControl_7psu"
"VAT_gen-03","019_A1_VAT_gen-03_TempControl-21psu","VAT","gen-03",19,"A1","21psu","TempControl","TempControl_21psu",5,FALSE,0,48,5.63,TRUE,6,3,0.4,0.1,27.3,8.8,NA,NA,NA,NA,34.6,40.3,12,NA,NA,NA,1,3,12.6,12.7,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.89,2.58,0.36,0,7.83,"Y",1,NA,NA,"VAT_TempControl_21psu"
"VAT_gen-04","025_A1_VAT_gen-04_TempControl-7psu","VAT","gen-04",25,"A1","7psu","TempControl","TempControl_7psu",5,FALSE,0,57.3,6.53,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempControl_7psu"
"VAT_gen-05","034_A2_VAT_gen-05_TempControl-21psu","VAT","gen-05",34,"A2","21psu","TempControl","TempControl_21psu",4,FALSE,0,50.5,5.15,TRUE,5,3,0.5,13.5,6.4,NA,NA,NA,NA,NA,25.6,1.3,17.2,NA,NA,NA,1,4,9.2,8.2,1.2,12.3,NA,NA,NA,NA,NA,NA,NA,NA,3.4,1.9,0.26,0,5.56,"N",1,NA,NA,"VAT_TempControl_21psu"
"VAT_gen-06","041_A2_VAT_gen-06_TempControl-7psu","VAT","gen-06",41,"A2","7psu","TempControl","TempControl_7psu",5,FALSE,0,52.5,8.16,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempControl_7psu"
"VAT_gen-07","053_A2_VAT_gen-07_TempControl-21psu","VAT","gen-07",53,"A2","21psu","TempControl","TempControl_21psu",5,FALSE,0,35.3,4.19,TRUE,4,2,0.4,32,14.7,NA,NA,NA,NA,NA,3,23.1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85,1.33,0,0,4.18,"N",1,NA,NA,"VAT_TempControl_21psu"
"VAT_gen-08","064_A2_VAT_gen-08_TempControl-7psu","VAT","gen-08",64,"A2","7psu","TempControl","TempControl_7psu",5,FALSE,0,51.7,5.29,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"VAT_TempControl_7psu"
