"pop","trt","cc","lea_offset","rda_offset","gf_offset","env_dist","pop_trt","tank_ID","length_growth","length_std_change","weight_change","weight_std_change","above_below_weight_ratio"
"KAL","TempWarm-16psu","mll",0.0354382473421728,1.8564534288442,0.0802544635043475,5.3493,"KAL_TempWarm_16psu","B1",131.9,1.78726287262873,-1.33,-0.310747663551402,0.705202312138728
"KAL","TempWarm-16psu","mll",0.0354382473421728,1.8564534288442,0.0802544635043475,5.3493,"KAL_TempWarm_16psu","B1",128.3,1.57230392156863,-1.01,-0.263020833333333,1.39830508474576
"KAL","TempWarm-16psu","mll",0.0354382473421728,1.8564534288442,0.0802544635043475,5.3493,"KAL_TempWarm_16psu","B4",106.5,1.52797704447633,-1.5,-0.348027842227378,0.812903225806452
"KAL","TempWarm-16psu","mll",0.0354382473421728,1.8564534288442,0.0802544635043475,5.3493,"KAL_TempWarm_16psu","B3",105.8,1.79322033898305,0.56,0.164705882352941,0.429602888086643
"KAL","TempWarm-5psu","mll",0.0338300459996461,0.7712756896348,0.0744780182986624,4.7555,"KAL_TempWarm_5psu","A4",62.9,0.798223350253807,-2.25,-0.579896907216495,0.495412844036697
"KAL","TempWarm-5psu","mll",0.0338300459996461,0.7712756896348,0.0744780182986624,4.7555,"KAL_TempWarm_5psu","B3",68.9,1.95184135977337,0.32,0.189349112426035,0.763157894736842
"KAL","TempWarm-5psu","full",0.0271953438837387,0.398411958368648,0.109375031083921,4.7555,"KAL_TempWarm_5psu","A4",62.9,0.798223350253807,-2.25,-0.579896907216495,0.495412844036697
"KAL","TempWarm-5psu","full",0.0271953438837387,0.398411958368648,0.109375031083921,4.7555,"KAL_TempWarm_5psu","B3",68.9,1.95184135977337,0.32,0.189349112426035,0.763157894736842
"KUR","TempControl-21psu","full",0.0106292029067329,3.24806259688291,0.0819319947767753,3.9378,"KUR_TempControl_21psu","A1",84.4,5.44516129032258,0.36,0.378947368421053,0.362637362637363
"KUR","TempControl-21psu","full",0.0106292029067329,3.24806259688291,0.0819319947767753,3.9378,"KUR_TempControl_21psu","A1",39.9,2.59090909090909,0.04,0.0338983050847458,0.186274509803922
"KUR","TempControl-21psu","full",0.0106292029067329,3.24806259688291,0.0819319947767753,3.9378,"KUR_TempControl_21psu","A2",38.3,1.92462311557789,-0.36,-0.23841059602649,0.173469387755102
"KUR","TempControl-21psu","full",0.0106292029067329,3.24806259688291,0.0819319947767753,3.9378,"KUR_TempControl_21psu","A2",77.4,3.15918367346939,0.24,0.170212765957447,0.267716535433071
"KUR","TempControl-21psu","full",0.0106292029067329,3.24806259688291,0.0819319947767753,3.9378,"KUR_TempControl_21psu","C4",63.4,2.84304932735426,0.02,0.0143884892086331,0.46875
"KUR","TempControl-21psu","full",0.0106292029067329,3.24806259688291,0.0819319947767753,3.9378,"KUR_TempControl_21psu","C4",132.3,7.47457627118644,0.2,0.143884892086331,0.342592592592593
"KUR","TempControl-21psu","full",0.0106292029067329,3.24806259688291,0.0819319947767753,3.9378,"KUR_TempControl_21psu","C1",75.5,2.69642857142857,0.32,0.222222222222222,0.6
"KUR","TempControl-21psu","full",0.0106292029067329,3.24806259688291,0.0819319947767753,3.9378,"KUR_TempControl_21psu","C2",55.8,3.55414012738854,0.12,0.103448275862069,0.242718446601942
"KUR","TempControl-21psu","full",0.0106292029067329,3.24806259688291,0.0819319947767753,3.9378,"KUR_TempControl_21psu","C1",148.1,6.17083333333333,0.55,0.533980582524272,0.375
"KUR","TempControl-21psu","full",0.0106292029067329,3.24806259688291,0.0819319947767753,3.9378,"KUR_TempControl_21psu","C3",44.3,3.0551724137931,0,0,0.278688524590164
"KUR","TempControl-21psu","full",0.0106292029067329,3.24806259688291,0.0819319947767753,3.9378,"KUR_TempControl_21psu","C3",153.1,4.43768115942029,0.48,0.417391304347826,0.397959183673469
"KUR","TempControl-21psu","full",0.0106292029067329,3.24806259688291,0.0819319947767753,3.9378,"KUR_TempControl_21psu","C2",104,6.34146341463415,0.47,0.516483516483516,0.40625
"KUR","TempControl-21psu","mll",0.0101466007458098,2.72349363814396,0.0535413706865548,3.9378,"KUR_TempControl_21psu","A1",84.4,5.44516129032258,0.36,0.378947368421053,0.362637362637363
"KUR","TempControl-21psu","mll",0.0101466007458098,2.72349363814396,0.0535413706865548,3.9378,"KUR_TempControl_21psu","A1",39.9,2.59090909090909,0.04,0.0338983050847458,0.186274509803922
"KUR","TempControl-21psu","mll",0.0101466007458098,2.72349363814396,0.0535413706865548,3.9378,"KUR_TempControl_21psu","A2",38.3,1.92462311557789,-0.36,-0.23841059602649,0.173469387755102
"KUR","TempControl-21psu","mll",0.0101466007458098,2.72349363814396,0.0535413706865548,3.9378,"KUR_TempControl_21psu","A2",77.4,3.15918367346939,0.24,0.170212765957447,0.267716535433071
"KUR","TempControl-21psu","mll",0.0101466007458098,2.72349363814396,0.0535413706865548,3.9378,"KUR_TempControl_21psu","C4",63.4,2.84304932735426,0.02,0.0143884892086331,0.46875
"KUR","TempControl-21psu","mll",0.0101466007458098,2.72349363814396,0.0535413706865548,3.9378,"KUR_TempControl_21psu","C4",132.3,7.47457627118644,0.2,0.143884892086331,0.342592592592593
"KUR","TempControl-21psu","mll",0.0101466007458098,2.72349363814396,0.0535413706865548,3.9378,"KUR_TempControl_21psu","C1",75.5,2.69642857142857,0.32,0.222222222222222,0.6
"KUR","TempControl-21psu","mll",0.0101466007458098,2.72349363814396,0.0535413706865548,3.9378,"KUR_TempControl_21psu","C2",55.8,3.55414012738854,0.12,0.103448275862069,0.242718446601942
"KUR","TempControl-21psu","mll",0.0101466007458098,2.72349363814396,0.0535413706865548,3.9378,"KUR_TempControl_21psu","C1",148.1,6.17083333333333,0.55,0.533980582524272,0.375
"KUR","TempControl-21psu","mll",0.0101466007458098,2.72349363814396,0.0535413706865548,3.9378,"KUR_TempControl_21psu","C3",44.3,3.0551724137931,0,0,0.278688524590164
"KUR","TempControl-21psu","mll",0.0101466007458098,2.72349363814396,0.0535413706865548,3.9378,"KUR_TempControl_21psu","C3",153.1,4.43768115942029,0.48,0.417391304347826,0.397959183673469
