"trt","pop","cc","trt_pop","surv","order","coast","trt_name","method","offset","trt_ord","pop_ord","metric","cf_abs","cg_rel","cg_abs","cf_rel"
"TempControl-7psu","VAT","full","TempControl_7psu-VAT",0.0833333333333333,2,"West","Current E Coast","rda",2.03659970493134,2,1,"surv",0,-0.916666666666667,-0.916666666666667,0
"TempControl-7psu","VAT","full","TempControl_7psu-VAT",0.0833333333333333,2,"West","Current E Coast","gf",0.0713196542449804,2,1,"surv",0,-0.916666666666667,-0.916666666666667,0
"TempControl-7psu","VAT","full","TempControl_7psu-VAT",0.0833333333333333,2,"West","Current E Coast","env",4.5587,2,1,"surv",0,-0.916666666666667,-0.916666666666667,0
"TempControl-7psu","VAT","mll","TempControl_7psu-VAT",0.0833333333333333,2,"West","Current E Coast","lea",0.0136808216134053,2,1,"surv",0,-0.916666666666667,-0.916666666666667,0
"TempControl-7psu","VAT","mll","TempControl_7psu-VAT",0.0833333333333333,2,"West","Current E Coast","rda",2.23098962194305,2,1,"surv",0,-0.916666666666667,-0.916666666666667,0
"TempControl-7psu","VAT","mll","TempControl_7psu-VAT",0.0833333333333333,2,"West","Current E Coast","gf",0.048850145099321,2,1,"surv",0,-0.916666666666667,-0.916666666666667,0
"TempControl-7psu","VAT","mll","TempControl_7psu-VAT",0.0833333333333333,2,"West","Current E Coast","env",4.5587,2,1,"surv",0,-0.916666666666667,-0.916666666666667,0
"TempControl-7psu","VIK","full","TempControl_7psu-VIK",0.75,1,"West","Current E Coast","lea",0.00899849955586203,2,2,"surv",0,1.25,0.416666666666667,0
"TempControl-7psu","VIK","full","TempControl_7psu-VIK",0.75,1,"West","Current E Coast","rda",2.31495201494668,2,2,"surv",0,1.25,0.416666666666667,0
"TempControl-7psu","VIK","full","TempControl_7psu-VIK",0.75,1,"West","Current E Coast","gf",0.0604427054956303,2,2,"surv",0,1.25,0.416666666666667,0
"TempControl-7psu","VIK","full","TempControl_7psu-VIK",0.75,1,"West","Current E Coast","env",3.1674,2,2,"surv",0,1.25,0.416666666666667,0
"TempControl-7psu","VIK","mll","TempControl_7psu-VIK",0.75,1,"West","Current E Coast","lea",0.00937079354091767,2,2,"surv",0,1.25,0.416666666666667,0
"TempControl-7psu","VIK","mll","TempControl_7psu-VIK",0.75,1,"West","Current E Coast","rda",2.24669101595342,2,2,"surv",0,1.25,0.416666666666667,0
"TempControl-7psu","VIK","mll","TempControl_7psu-VIK",0.75,1,"West","Current E Coast","gf",0.0417944880358398,2,2,"surv",0,1.25,0.416666666666667,0
"TempControl-7psu","VIK","mll","TempControl_7psu-VIK",0.75,1,"West","Current E Coast","env",3.1674,2,2,"surv",0,1.25,0.416666666666667,0
"TempWarm-16psu","BAR","full","TempWarm_16psu-BAR",0.583333333333333,4,"West","Future W Coast","lea",0.0346272952586907,3,4,"surv",-0.416666666666667,-0.358333333333334,-0.325757575757576,-0.416666666666667
"TempWarm-16psu","BAR","full","TempWarm_16psu-BAR",0.583333333333333,4,"West","Future W Coast","rda",1.47194028052005,3,4,"surv",-0.416666666666667,-0.358333333333334,-0.325757575757576,-0.416666666666667
"TempWarm-16psu","BAR","full","TempWarm_16psu-BAR",0.583333333333333,4,"West","Future W Coast","gf",0.130291719636577,3,4,"surv",-0.416666666666667,-0.358333333333334,-0.325757575757576,-0.416666666666667
"TempWarm-16psu","BAR","full","TempWarm_16psu-BAR",0.583333333333333,4,"West","Future W Coast","env",5.7974,3,4,"surv",-0.416666666666667,-0.358333333333334,-0.325757575757576,-0.416666666666667
"TempWarm-16psu","BAR","mll","TempWarm_16psu-BAR",0.583333333333333,4,"West","Future W Coast","lea",0.0430151243295878,3,4,"surv",-0.416666666666667,-0.358333333333334,-0.325757575757576,-0.416666666666667
"TempWarm-16psu","BAR","mll","TempWarm_16psu-BAR",0.583333333333333,4,"West","Future W Coast","rda",0.870765122925002,3,4,"surv",-0.416666666666667,-0.358333333333334,-0.325757575757576,-0.416666666666667
"TempWarm-16psu","BAR","mll","TempWarm_16psu-BAR",0.583333333333333,4,"West","Future W Coast","gf",0.0849818641213911,3,4,"surv",-0.416666666666667,-0.358333333333334,-0.325757575757576,-0.416666666666667
"TempWarm-16psu","BAR","mll","TempWarm_16psu-BAR",0.583333333333333,4,"West","Future W Coast","env",5.7974,3,4,"surv",-0.416666666666667,-0.358333333333334,-0.325757575757576,-0.416666666666667
