"","Pop","MLL_no","Indv_no","Pop_no","region","site_full","long","lat","temp_scaled","max_temp_scaled","sal_scaled","min_sal_scaled"
"182","SBR",161,"SBR-05","05","Göteborgs S skärgård","S. Brännö",1179115,5764159,1.10763193606798,-0.600992561019124,0.38031914273792,-1.97629045041242
"183","SBR",162,"SBR-07","07","Göteborgs S skärgård","S. Brännö",1179115,5764159,1.10763193606798,-0.600992561019124,0.38031914273792,-1.97629045041242
"184","SBR",163,"SBR-08","08","Göteborgs S skärgård","S. Brännö",1179115,5764159,1.10763193606798,-0.600992561019124,0.38031914273792,-1.97629045041242
"185","SBR",164,"SBR-09","09","Göteborgs S skärgård","S. Brännö",1179115,5764159,1.10763193606798,-0.600992561019124,0.38031914273792,-1.97629045041242
"186","SBR",165,"SBR-10","10","Göteborgs S skärgård","S. Brännö",1179115,5764159,1.10763193606798,-0.600992561019124,0.38031914273792,-1.97629045041242
"187","SBR",166,"SBR-11","11","Göteborgs S skärgård","S. Brännö",1179115,5764159,1.10763193606798,-0.600992561019124,0.38031914273792,-1.97629045041242
"188","SBR",167,"SBR-12","12","Göteborgs S skärgård","S. Brännö",1179115,5764159,1.10763193606798,-0.600992561019124,0.38031914273792,-1.97629045041242
"189","SBR",168,"SBR-13","13","Göteborgs S skärgård","S. Brännö",1179115,5764159,1.10763193606798,-0.600992561019124,0.38031914273792,-1.97629045041242
"190","SBR",169,"SBR-14","14","Göteborgs S skärgård","S. Brännö",1179115,5764159,1.10763193606798,-0.600992561019124,0.38031914273792,-1.97629045041242
"191","SBR",170,"SBR-15","15","Göteborgs S skärgård","S. Brännö",1179115,5764159,1.10763193606798,-0.600992561019124,0.38031914273792,-1.97629045041242
"192","SBR",171,"SBR-16","16","Göteborgs S skärgård","S. Brännö",1179115,5764159,1.10763193606798,-0.600992561019124,0.38031914273792,-1.97629045041242
"193","SBR",172,"SBR-17","17","Göteborgs S skärgård","S. Brännö",1179115,5764159,1.10763193606798,-0.600992561019124,0.38031914273792,-1.97629045041242
"194","SBR",173,"SBR-18","18","Göteborgs S skärgård","S. Brännö",1179115,5764159,1.10763193606798,-0.600992561019124,0.38031914273792,-1.97629045041242
"195","SBR",174,"SBR-19","19","Göteborgs S skärgård","S. Brännö",1179115,5764159,1.10763193606798,-0.600992561019124,0.38031914273792,-1.97629045041242
"196","SBR",175,"SBR-20","20","Göteborgs S skärgård","S. Brännö",1179115,5764159,1.10763193606798,-0.600992561019124,0.38031914273792,-1.97629045041242
"197","SKI",327,"SKI-01","01","Skillinge","Skillinge",142785,55457556,-2.95368516284794,-0.600992561019124,-1.03081389454179,-0.220125374525741
"198","SKI",336,"SKI-04","04","Skillinge","Skillinge",142785,55457556,-2.95368516284794,-0.600992561019124,-1.03081389454179,-0.220125374525741
"199","SKI",346,"SKI-14","14","Skillinge","Skillinge",142785,55457556,-2.95368516284794,-0.600992561019124,-1.03081389454179,-0.220125374525741
"200","SLI",597,"SLI-02","02","Gotland","Slite",18831167,57713318,-0.92302661338998,1.2756551779051,-1.18760645423953,-0.512819553840187
"201","SLI",594,"SLI-04","04","Gotland","Slite",18831167,57713318,-0.92302661338998,1.2756551779051,-1.18760645423953,-0.512819553840187
"202","SLI",606,"SLI-05","05","Gotland","Slite",18831167,57713318,-0.92302661338998,1.2756551779051,-1.18760645423953,-0.512819553840187
"203","STE",116,"STE-01","01","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.430745752915324,-0.600992561019124,1.16428194122665,1.24334552204649
"204","STE",117,"STE-03","03","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.430745752915324,-0.600992561019124,1.16428194122665,1.24334552204649
"205","STE",118,"STE-04","04","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.430745752915324,-0.600992561019124,1.16428194122665,1.24334552204649
"206","STE",119,"STE-05","05","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.430745752915324,-0.600992561019124,1.16428194122665,1.24334552204649
"207","STE",135,"STE-06","06","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.430745752915324,-0.600992561019124,1.16428194122665,1.24334552204649
"208","STE",121,"STE-07","07","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.430745752915324,-0.600992561019124,1.16428194122665,1.24334552204649
"209","STE",122,"STE-09","09","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.430745752915324,-0.600992561019124,1.16428194122665,1.24334552204649
"210","STE",123,"STE-11","11","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.430745752915324,-0.600992561019124,1.16428194122665,1.24334552204649
"211","STE",124,"STE-12","12","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.430745752915324,-0.600992561019124,1.16428194122665,1.24334552204649
"212","STE",126,"STE-14","14","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.430745752915324,-0.600992561019124,1.16428194122665,1.24334552204649
"213","STE",127,"STE-17","17","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.430745752915324,-0.600992561019124,1.16428194122665,1.24334552204649
"214","STE",137,"STE-18","18","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.430745752915324,-0.600992561019124,1.16428194122665,1.24334552204649
"215","STE",131,"STE-19","19","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.430745752915324,-0.600992561019124,1.16428194122665,1.24334552204649
"216","STE",132,"STE-20","20","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.430745752915324,-0.600992561019124,1.16428194122665,1.24334552204649
"217","STE",133,"STE-02","02","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.430745752915324,-0.600992561019124,1.16428194122665,1.24334552204649
"218","STE",136,"STE-08","08","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.430745752915324,-0.600992561019124,1.16428194122665,1.24334552204649
"219","TAL",785,"TAL-01","01","Estonia","Tallinn",245688,594576,-0.246140430237328,0.337331308442991,-1.34439901393728,-1.09820791246908
"220","TAL",801,"TAL-12","12","Estonia","Tallinn",245688,594576,-0.246140430237328,0.337331308442991,-1.34439901393728,-1.09820791246908
"221","VHA",92,"VHA-01","01","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.92302661338998,1.2756551779051,1.63465962031988,1.53603970136094
"222","VHA",93,"VHA-02","02","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.92302661338998,1.2756551779051,1.63465962031988,1.53603970136094
"223","VHA",94,"VHA-03","03","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.92302661338998,1.2756551779051,1.63465962031988,1.53603970136094
"224","VHA",96,"VHA-04","04","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.92302661338998,1.2756551779051,1.63465962031988,1.53603970136094
"225","VHA",97,"VHA-06","06","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.92302661338998,1.2756551779051,1.63465962031988,1.53603970136094
"226","VHA",98,"VHA-07","07","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.92302661338998,1.2756551779051,1.63465962031988,1.53603970136094
"227","VHA",99,"VHA-08","08","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.92302661338998,1.2756551779051,1.63465962031988,1.53603970136094
"228","VHA",100,"VHA-09","09","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.92302661338998,1.2756551779051,1.63465962031988,1.53603970136094
"229","VHA",101,"VHA-10","10","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.92302661338998,1.2756551779051,1.63465962031988,1.53603970136094
"230","VHA",102,"VHA-11","11","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.92302661338998,1.2756551779051,1.63465962031988,1.53603970136094
"231","VHA",104,"VHA-13","13","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.92302661338998,1.2756551779051,1.63465962031988,1.53603970136094
"232","VHA",106,"VHA-15","15","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.92302661338998,1.2756551779051,1.63465962031988,1.53603970136094
"233","VHA",107,"VHA-16","16","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.92302661338998,1.2756551779051,1.63465962031988,1.53603970136094
"234","VHA",108,"VHA-17","17","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.92302661338998,1.2756551779051,1.63465962031988,1.53603970136094
"235","VHA",110,"VHA-18","18","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.92302661338998,1.2756551779051,1.63465962031988,1.53603970136094
"236","VHA",112,"VHA-19","19","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.92302661338998,1.2756551779051,1.63465962031988,1.53603970136094
"237","VHA",115,"VHA-20","20","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.92302661338998,1.2756551779051,1.63465962031988,1.53603970136094
"238","YST",312,"YST-01","01","Gamla Staden-Sandskogen","Ystad",1384636159,5542155879,-0.246140430237328,-0.600992561019124,-1.03081389454179,-0.220125374525741
"239","YST",315,"YST-11","11","Gamla Staden-Sandskogen","Ystad",1384636159,5542155879,-0.246140430237328,-0.600992561019124,-1.03081389454179,-0.220125374525741
"240","YST",317,"YST-15","15","Gamla Staden-Sandskogen","Ystad",1384636159,5542155879,-0.246140430237328,-0.600992561019124,-1.03081389454179,-0.220125374525741
"241","YST",321,"YST-09","09","Gamla Staden-Sandskogen","Ystad",1384636159,5542155879,-0.246140430237328,-0.600992561019124,-1.03081389454179,-0.220125374525741
"242","YST",326,"YST-18","18","Gamla Staden-Sandskogen","Ystad",1384636159,5542155879,-0.246140430237328,-0.600992561019124,-1.03081389454179,-0.220125374525741
