"trt","mean_temp","median_temp","min_temp","max_temp","sd_temp"
"ctrl",20.0713383691548,20.16041015625,13.939853515625,27.02447265625,1.78296550495462
"heat",25.8003762629227,26.0806640625,15.827470703125,34.23173828125,2.41006007462374
