"","pop","mll_no","indv_no","pop_no","site_full","median_temp","max_temp","median_sal","min_sal"
"1","AHU",351,"AHU-01","01","Åhus",-0.197821480533931,0.240720707101644,-0.626816695284408,-0.293556837488065
"2","AHU",366,"AHU-02","02","Åhus",-0.197821480533931,0.240720707101644,-0.626816695284408,-0.293556837488065
"3","AHU",366,"AHU-03","03","Åhus",-0.197821480533931,0.240720707101644,-0.626816695284408,-0.293556837488065
"4","AHU",366,"AHU-04","04","Åhus",-0.197821480533931,0.240720707101644,-0.626816695284408,-0.293556837488065
"5","AHU",366,"AHU-06","06","Åhus",-0.197821480533931,0.240720707101644,-0.626816695284408,-0.293556837488065
"6","AHU",366,"AHU-07","07","Åhus",-0.197821480533931,0.240720707101644,-0.626816695284408,-0.293556837488065
"7","AHU",351,"AHU-08","08","Åhus",-0.197821480533931,0.240720707101644,-0.626816695284408,-0.293556837488065
"8","AHU",361,"AHU-09","09","Åhus",-0.197821480533931,0.240720707101644,-0.626816695284408,-0.293556837488065
"9","AHU",361,"AHU-10","10","Åhus",-0.197821480533931,0.240720707101644,-0.626816695284408,-0.293556837488065
"10","AHU",361,"AHU-11","11","Åhus",-0.197821480533931,0.240720707101644,-0.626816695284408,-0.293556837488065
"11","AHU",367,"AHU-13","13","Åhus",-0.197821480533931,0.240720707101644,-0.626816695284408,-0.293556837488065
"12","AHU",366,"AHU-14","14","Åhus",-0.197821480533931,0.240720707101644,-0.626816695284408,-0.293556837488065
"13","AHU",366,"AHU-15","15","Åhus",-0.197821480533931,0.240720707101644,-0.626816695284408,-0.293556837488065
"14","AHU",366,"AHU-16","16","Åhus",-0.197821480533931,0.240720707101644,-0.626816695284408,-0.293556837488065
"15","AHU",367,"AHU-17","17","Åhus",-0.197821480533931,0.240720707101644,-0.626816695284408,-0.293556837488065
"16","AHU",367,"AHU-18","18","Åhus",-0.197821480533931,0.240720707101644,-0.626816695284408,-0.293556837488065
"17","AHU",366,"AHU-19","19","Åhus",-0.197821480533931,0.240720707101644,-0.626816695284408,-0.293556837488065
"18","AHU",366,"AHU-20","20","Åhus",-0.197821480533931,0.240720707101644,-0.626816695284408,-0.293556837488065
"19","ALA",219,"ALA-01","01","Ålabadarna",0.284368378267527,-0.802402357005485,0.880119332419889,0.0880670512464196
"20","ALA",222,"ALA-02","02","Ålabadarna",0.284368378267527,-0.802402357005485,0.880119332419889,0.0880670512464196
"21","ALA",230,"ALA-03","03","Ålabadarna",0.284368378267527,-0.802402357005485,0.880119332419889,0.0880670512464196
"22","ALA",220,"ALA-04","04","Ålabadarna",0.284368378267527,-0.802402357005485,0.880119332419889,0.0880670512464196
"23","ALA",230,"ALA-07","07","Ålabadarna",0.284368378267527,-0.802402357005485,0.880119332419889,0.0880670512464196
"24","ALA",230,"ALA-08","08","Ålabadarna",0.284368378267527,-0.802402357005485,0.880119332419889,0.0880670512464196
"25","ALA",229,"ALA-09","09","Ålabadarna",0.284368378267527,-0.802402357005485,0.880119332419889,0.0880670512464196
"26","ALA",230,"ALA-10","10","Ålabadarna",0.284368378267527,-0.802402357005485,0.880119332419889,0.0880670512464196
"27","ALA",231,"ALA-11","11","Ålabadarna",0.284368378267527,-0.802402357005485,0.880119332419889,0.0880670512464196
"28","ALA",230,"ALA-12","12","Ålabadarna",0.284368378267527,-0.802402357005485,0.880119332419889,0.0880670512464196
"29","ALA",233,"ALA-13","13","Ålabadarna",0.284368378267527,-0.802402357005485,0.880119332419889,0.0880670512464196
"30","ALA",234,"ALA-14","14","Ålabadarna",0.284368378267527,-0.802402357005485,0.880119332419889,0.0880670512464196
"31","ALA",236,"ALA-15","15","Ålabadarna",0.284368378267527,-0.802402357005485,0.880119332419889,0.0880670512464196
"32","ALA",236,"ALA-16","16","Ålabadarna",0.284368378267527,-0.802402357005485,0.880119332419889,0.0880670512464196
