"trt","avg_temp","max_temp","avg_sal","min_sal","temp_scaled","max_temp_scaled","sal_scaled","min_sal_scaled"
"TempControl-21psu",20.0713383691548,27.02447265625,21,21,1.08061230009468,1.11126907488913,1.4476281337887,3.7884041226267
"TempControl-7psu",20.0713383691548,27.02447265625,7,7,1.08061230009468,1.11126907488913,-0.662732199384387,-0.117299280053907
"TempWarm-16psu",25.8003762629227,34.23173828125,16,16,3.08451165539688,4.04838935694092,0.693928014798315,2.39351005024077
"TempWarm-5psu",25.8003762629227,34.23173828125,5,5,3.08451165539688,4.04838935694092,-0.964212246980543,-0.67525690900828
