"","Pop","MLL_no","Indv_no","Pop_no","region","site_full","long","lat","temp_scaled","max_temp_scaled","sal_scaled","min_sal_scaled"
"1","AHU",351,"AHU-01","01","Kristianstad","Åhus",14.402056,55.973569,-0.225823264199096,0.251087555773246,-0.620947143365475,-0.292287566473704
"2","AHU",366,"AHU-02","02","Kristianstad","Åhus",14.402056,55.973569,-0.225823264199096,0.251087555773246,-0.620947143365475,-0.292287566473704
"3","AHU",366,"AHU-03","03","Kristianstad","Åhus",14.402056,55.973569,-0.225823264199096,0.251087555773246,-0.620947143365475,-0.292287566473704
"4","AHU",366,"AHU-04","04","Kristianstad","Åhus",14.402056,55.973569,-0.225823264199096,0.251087555773246,-0.620947143365475,-0.292287566473704
"5","AHU",366,"AHU-06","06","Kristianstad","Åhus",14.402056,55.973569,-0.225823264199096,0.251087555773246,-0.620947143365475,-0.292287566473704
"6","AHU",366,"AHU-07","07","Kristianstad","Åhus",14.402056,55.973569,-0.225823264199096,0.251087555773246,-0.620947143365475,-0.292287566473704
"7","AHU",351,"AHU-08","08","Kristianstad","Åhus",14.402056,55.973569,-0.225823264199096,0.251087555773246,-0.620947143365475,-0.292287566473704
"8","AHU",361,"AHU-09","09","Kristianstad","Åhus",14.402056,55.973569,-0.225823264199096,0.251087555773246,-0.620947143365475,-0.292287566473704
"9","AHU",361,"AHU-10","10","Kristianstad","Åhus",14.402056,55.973569,-0.225823264199096,0.251087555773246,-0.620947143365475,-0.292287566473704
"10","AHU",361,"AHU-11","11","Kristianstad","Åhus",14.402056,55.973569,-0.225823264199096,0.251087555773246,-0.620947143365475,-0.292287566473704
"11","AHU",367,"AHU-13","13","Kristianstad","Åhus",14.402056,55.973569,-0.225823264199096,0.251087555773246,-0.620947143365475,-0.292287566473704
"12","AHU",366,"AHU-14","14","Kristianstad","Åhus",14.402056,55.973569,-0.225823264199096,0.251087555773246,-0.620947143365475,-0.292287566473704
"13","AHU",366,"AHU-15","15","Kristianstad","Åhus",14.402056,55.973569,-0.225823264199096,0.251087555773246,-0.620947143365475,-0.292287566473704
"14","AHU",366,"AHU-16","16","Kristianstad","Åhus",14.402056,55.973569,-0.225823264199096,0.251087555773246,-0.620947143365475,-0.292287566473704
"15","AHU",367,"AHU-17","17","Kristianstad","Åhus",14.402056,55.973569,-0.225823264199096,0.251087555773246,-0.620947143365475,-0.292287566473704
"16","AHU",367,"AHU-18","18","Kristianstad","Åhus",14.402056,55.973569,-0.225823264199096,0.251087555773246,-0.620947143365475,-0.292287566473704
"17","AHU",366,"AHU-19","19","Kristianstad","Åhus",14.402056,55.973569,-0.225823264199096,0.251087555773246,-0.620947143365475,-0.292287566473704
"18","AHU",366,"AHU-20","20","Kristianstad","Åhus",14.402056,55.973569,-0.225823264199096,0.251087555773246,-0.620947143365475,-0.292287566473704
"19","ALA",219,"ALA-01","01","Øresund","Ålabadarna",12.771034,55.940683,0.262291617423795,-0.782977170961543,0.891932244437456,0.0844386303146258
"20","ALA",222,"ALA-02","02","Øresund","Ålabadarna",12.771034,55.940683,0.262291617423795,-0.782977170961543,0.891932244437456,0.0844386303146258
"21","ALA",230,"ALA-03","03","Øresund","Ålabadarna",12.771034,55.940683,0.262291617423795,-0.782977170961543,0.891932244437456,0.0844386303146258
"22","ALA",220,"ALA-04","04","Øresund","Ålabadarna",12.771034,55.940683,0.262291617423795,-0.782977170961543,0.891932244437456,0.0844386303146258
"23","ALA",230,"ALA-07","07","Øresund","Ålabadarna",12.771034,55.940683,0.262291617423795,-0.782977170961543,0.891932244437456,0.0844386303146258
"24","ALA",230,"ALA-08","08","Øresund","Ålabadarna",12.771034,55.940683,0.262291617423795,-0.782977170961543,0.891932244437456,0.0844386303146258
"25","ALA",229,"ALA-09","09","Øresund","Ålabadarna",12.771034,55.940683,0.262291617423795,-0.782977170961543,0.891932244437456,0.0844386303146258
"26","ALA",230,"ALA-10","10","Øresund","Ålabadarna",12.771034,55.940683,0.262291617423795,-0.782977170961543,0.891932244437456,0.0844386303146258
"27","ALA",231,"ALA-11","11","Øresund","Ålabadarna",12.771034,55.940683,0.262291617423795,-0.782977170961543,0.891932244437456,0.0844386303146258
"28","ALA",230,"ALA-12","12","Øresund","Ålabadarna",12.771034,55.940683,0.262291617423795,-0.782977170961543,0.891932244437456,0.0844386303146258
"29","ALA",233,"ALA-13","13","Øresund","Ålabadarna",12.771034,55.940683,0.262291617423795,-0.782977170961543,0.891932244437456,0.0844386303146258
"30","ALA",234,"ALA-14","14","Øresund","Ålabadarna",12.771034,55.940683,0.262291617423795,-0.782977170961543,0.891932244437456,0.0844386303146258
"31","ALA",236,"ALA-15","15","Øresund","Ålabadarna",12.771034,55.940683,0.262291617423795,-0.782977170961543,0.891932244437456,0.0844386303146258
"32","ALA",236,"ALA-16","16","Øresund","Ålabadarna",12.771034,55.940683,0.262291617423795,-0.782977170961543,0.891932244437456,0.0844386303146258
"33","ALA",237,"ALA-17","17","Øresund","Ålabadarna",12.771034,55.940683,0.262291617423795,-0.782977170961543,0.891932244437456,0.0844386303146258
"34","ALA",238,"ALA-18","18","Øresund","Ålabadarna",12.771034,55.940683,0.262291617423795,-0.782977170961543,0.891932244437456,0.0844386303146258
"35","ALA",239,"ALA-19","19","Øresund","Ålabadarna",12.771034,55.940683,0.262291617423795,-0.782977170961543,0.891932244437456,0.0844386303146258
"36","ALA",240,"ALA-20","20","Øresund","Ålabadarna",12.771034,55.940683,0.262291617423795,-0.782977170961543,0.891932244437456,0.0844386303146258
