"","pop","genet","coast","long","lat","median_temp_home","max_temp_home","median_sal_home","min_sal_home","median_temp_scaled","max_temp_scaled","median_sal_scaled","min_sal_scaled","DNA_label","new_label","bagnum","tank_ID","sal_full","temp_full","trt","nbr_leaves_start","sideShoot","nbr_sideShootLeaves_start","length_longest_leaf_start","weight_start","IsBlackLesions_start","nbr_leaves_end","nbr_new_leaves","width_leaf","Growth_leaf1","Growth_leaf2","Growth_leaf3","Growth_leaf4","Growth_leaf5","Growth_leaf6","Growth_leaf7","Length_new_leaf1","Length_new_leaf2","Length_new_leaf3","Length_new_leaf4","Length_new_leaf5","Length_new_leaf6","Nbr_new_shoots","Nbr_leaves_new_shoot1","Length_new_shoot1_leaf1","Length_new_shoot1_leaf2","Length_new_shoot1_leaf3","Length_new_shoot1_leaf4","Length_new_shoot1_leaf5","Length_new_shoot1_leaf6","Nbr_leaves_new_shoot2","Length_new_shoot2_leaf1","Length_new_shoot2_leaf2","Length_new_shoot2_leaf3","Length_new_shoot2_leaf4","Length_new_shoot2_leaf5","below_ground_weight","above_ground_weight","weight_new_shoot1","weight_new_shoot2","total_weight","lesions.","isAlive","Length_flower1","Length_bract1","pop_trt","block","mean_sal","median_sal","min_sal","max_sal","sd_sal","mean_temp","median_temp","min_temp","max_temp","sd_temp","x_coord","y_coord","position","sample","MLG","cf_trt"
"1","BAR","gen-01","West",12.90189,55.75528,16.9228,22.8748690287272,16.4911,6.60179917017619,-0.0260232196137987,-0.579786258855822,0.795837393034999,-0.222159339904854,"BAR_gen-01","003_A1_BAR_gen-01_TempControl-21psu",3,"A1","21psu","TempControl","TempControl_21psu",5,FALSE,0,36.5,1.78,FALSE,5,3,0.2,0.2,9.4,NA,NA,NA,NA,NA,24.1,18.2,29.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,0.73,0,0,1.92,"N",1,NA,NA,"BAR_TempControl_21psu","1",21.34,21.3,21.3,21.4,0.0547722557505154,20.0156771811542,20.117509765625,16.04197265625,24.193046875,1.7119521433729,1,3,"1_3","BAR-Zm01","200","current"
"2","BAR","gen-03","West",12.90189,55.75528,16.9228,22.8748690287272,16.4911,6.60179917017619,-0.0260232196137987,-0.579786258855822,0.795837393034999,-0.222159339904854,"BAR_gen-03","021_A1_BAR_gen-03_TempControl-21psu",21,"A1","21psu","TempControl","TempControl_21psu",5,FALSE,0,37,1.51,FALSE,5,3,0.2,0.3,9.8,NA,NA,NA,NA,NA,27.4,4.6,24.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.58,0,0,1.38,"N",1,NA,NA,"BAR_TempControl_21psu","3",21.3,21.3,21.3,21.3,0,20.0156771811542,20.117509765625,16.04197265625,24.193046875,1.7119521433729,6,1,"6_1","BAR-Zm03","226","current"
"3","BAR","gen-05","West",12.90189,55.75528,16.9228,22.8748690287272,16.4911,6.60179917017619,-0.0260232196137987,-0.579786258855822,0.795837393034999,-0.222159339904854,"BAR_gen-05","038_A2_BAR_gen-05_TempControl-21psu",38,"A2","21psu","TempControl","TempControl_21psu",4,FALSE,0,39.5,1.78,TRUE,3,2,0.3,14.7,NA,NA,NA,NA,NA,NA,8.6,34.6,NA,NA,NA,NA,1,1,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.42,0.01,0,1.32,"N",1,NA,NA,"BAR_TempControl_21psu","5",21.275,21.3,21.2,21.3,0.0500000000000007,19.9674754033708,20.117509765625,15.999072265625,24.62205078125,1.72075764002812,2,6,"2_6","BAR-Zm05","252","current"
"4","BAR","gen-07","West",12.90189,55.75528,16.9228,22.8748690287272,16.4911,6.60179917017619,-0.0260232196137987,-0.579786258855822,0.795837393034999,-0.222159339904854,"BAR_gen-07","056_A2_BAR_gen-07_TempControl-21psu",56,"A2","21psu","TempControl","TempControl_21psu",4,FALSE,0,36,1.6,FALSE,5,2,0.3,0,25.8,8,NA,NA,NA,NA,25.6,5.3,NA,NA,NA,NA,1,1,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.55,0.2,0,1.65,"N",1,NA,NA,"BAR_TempControl_21psu","7",21.2,21.2,21.1,21.3,0.0707106781186545,19.9674754033708,20.117509765625,15.999072265625,24.62205078125,1.72075764002812,6,8,"6_8","BAR-Zm07","278","current"
"5","BAR","gen-09","West",12.90189,55.75528,16.9228,22.8748690287272,16.4911,6.60179917017619,-0.0260232196137987,-0.579786258855822,0.795837393034999,-0.222159339904854,"BAR_gen-09","070_A3_BAR_gen-09_TempWarm-16psu",70,"A3","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,45.7,2.62,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"BAR_TempWarm_16psu","9",16.26,16.3,16.2,16.3,0.0547722557505174,25.8025284445741,26.123564453125,15.827470703125,32.34412109375,2.39952191130576,2,10,"2_10","BAR-Zm09","201","future"
"6","BAR","gen-11","West",12.90189,55.75528,16.9228,22.8748690287272,16.4911,6.60179917017619,-0.0260232196137987,-0.579786258855822,0.795837393034999,-0.222159339904854,"BAR_gen-11","083_A3_BAR_gen-11_TempWarm-16psu",83,"A3","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,37,1.93,FALSE,4,3,0.3,4.7,12.4,NA,NA,NA,NA,NA,17.5,9.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29,0.81,0,0,2.1,"N",1,NA,NA,"BAR_TempWarm_16psu","11",16.18,16.2,16.1,16.2,0.0447213595499948,25.8025284445741,26.123564453125,15.827470703125,32.34412109375,2.39952191130576,5,11,"5_11","BAR-Zm11","258","future"
"7","BAR","gen-13","West",12.90189,55.75528,16.9228,22.8748690287272,16.4911,6.60179917017619,-0.0260232196137987,-0.579786258855822,0.795837393034999,-0.222159339904854,"BAR_gen-13","100_A4_BAR_gen-13_TempWarm-16psu",100,"A4","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,33,2.33,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0.3,1.4,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,0,0.03,0,1.35,"N",1,NA,NA,"BAR_TempWarm_16psu","13",16.14,16.1,16.1,16.2,0.0547722557505154,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,1,16,"1_16","BAR-Zm13","201","future"
"8","BAR","gen-15","West",12.90189,55.75528,16.9228,22.8748690287272,16.4911,6.60179917017619,-0.0260232196137987,-0.579786258855822,0.795837393034999,-0.222159339904854,"BAR_gen-15","114_A4_BAR_gen-15_TempWarm-16psu",114,"A4","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,35,1.67,FALSE,3,2,0.25,12.6,NA,NA,NA,NA,NA,NA,14.6,2.1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.17,0,0,0.94,"N",1,NA,NA,"BAR_TempWarm_16psu","15",16.06,16,16,16.2,0.0894427190999915,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,5,14,"5_14","BAR-Zm15","278","future"
"9","BAR","gen-17","West",12.90189,55.75528,16.9228,22.8748690287272,16.4911,6.60179917017619,-0.0260232196137987,-0.579786258855822,0.795837393034999,-0.222159339904854,"BAR_gen-17","129_B1_BAR_gen-17_TempWarm-16psu",129,"B1","16psu","TempWarm","TempWarm_16psu",6,TRUE,2,39.2,2.19,TRUE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"BAR_TempWarm_16psu","17",16.25,16.2,16.2,16.4,0.0999999999999996,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,9,1,"9_1","BAR-Zm17","202","future"
"10","BAR","gen-19","West",12.90189,55.75528,16.9228,22.8748690287272,16.4911,6.60179917017619,-0.0260232196137987,-0.579786258855822,0.795837393034999,-0.222159339904854,"BAR_gen-19","149_B1_BAR_gen-19_TempWarm-16psu",149,"B1","16psu","TempWarm","TempWarm_16psu",6,TRUE,1,41.7,2.08,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"BAR_TempWarm_16psu","19",16.125,16.05,16,16.4,0.189296944860008,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,14,1,"14_1","BAR-Zm19","228","future"
"11","BAR","gen-21","West",12.90189,55.75528,16.9228,22.8748690287272,16.4911,6.60179917017619,-0.0260232196137987,-0.579786258855822,0.795837393034999,-0.222159339904854,"BAR_gen-21","161_B2_BAR_gen-21_TempWarm-16psu",161,"B2","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,39.5,2.09,FALSE,4,2,0.3,22.8,7.5,NA,NA,NA,NA,NA,5.6,27.6,NA,NA,NA,NA,1,2,3.6,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,0.45,0.04,0,1.56,"N",1,NA,NA,"BAR_TempWarm_16psu","21",16.175,16.1,16.1,16.4,0.149999999999999,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,9,5,"9_5","BAR-Zm21","254","future"
"12","BAR","gen-23","West",12.90189,55.75528,16.9228,22.8748690287272,16.4911,6.60179917017619,-0.0260232196137987,-0.579786258855822,0.795837393034999,-0.222159339904854,"BAR_gen-23","182_B2_BAR_gen-23_TempWarm-16psu",182,"B2","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,37,1.48,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"BAR_TempWarm_16psu","23",16.1,16.05,16,16.3,0.14142135623731,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,14,6,"14_6","BAR-Zm23","279","future"
"13","BAR","gen-25","West",12.90189,55.75528,16.9228,22.8748690287272,16.4911,6.60179917017619,-0.0260232196137987,-0.579786258855822,0.795837393034999,-0.222159339904854,"BAR_gen-25","197_B3_BAR_gen-25_TempWarm-16psu",197,"B3","16psu","TempWarm","TempWarm_16psu",4,FALSE,0,33.7,1.43,FALSE,3,2,0.3,13.6,NA,NA,NA,NA,NA,NA,33,19.1,NA,NA,NA,NA,1,2,5.8,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,0.39,0.03,0,1.57,"N",1,NA,NA,"BAR_TempWarm_16psu","1",16.075,16,16,16.3,0.15,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,10,9,"10_9","BAR-Zm25","254","future"
"14","BAR","gen-27","West",12.90189,55.75528,16.9228,22.8748690287272,16.4911,6.60179917017619,-0.0260232196137987,-0.579786258855822,0.795837393034999,-0.222159339904854,"BAR_gen-27","210_B3_BAR_gen-27_TempWarm-16psu",210,"B3","16psu","TempWarm","TempWarm_16psu",5,FALSE,0,38.1,2.25,FALSE,4,2,0.3,10,22,NA,NA,NA,NA,NA,12.5,3.4,NA,NA,NA,NA,1,2,8.3,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.47,0.11,0,1.56,"N",1,NA,NA,"BAR_TempWarm_16psu","3",16.1,16.05,16,16.3,0.14142135623731,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,13,10,"13_10","BAR-Zm27","265","future"
"15","BAR","gen-33","West",12.90189,55.75528,16.9228,22.8748690287272,16.4911,6.60179917017619,-0.0260232196137987,-0.579786258855822,0.795837393034999,-0.222159339904854,"BAR_gen-33","262_C1_BAR_gen-33_TempControl-21psu",262,"C1","21psu","TempControl","TempControl_21psu",5,FALSE,0,19.5,1.17,FALSE,5,3,0.2,13.6,5.9,NA,NA,NA,NA,NA,17.3,6.8,20.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,0.39,0,0,1.27,"N",1,NA,NA,"BAR_TempControl_21psu","9",21.1,21.1,21.1,21.1,0,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,18,2,"18_2","BAR-Zm33","280","current"
"16","BAR","gen-35","West",12.90189,55.75528,16.9228,22.8748690287272,16.4911,6.60179917017619,-0.0260232196137987,-0.579786258855822,0.795837393034999,-0.222159339904854,"BAR_gen-35","276_C1_BAR_gen-35_TempControl-21psu",276,"C1","21psu","TempControl","TempControl_21psu",6,FALSE,0,55,4.69,FALSE,4,3,0.3,18.8,NA,NA,NA,NA,NA,NA,22.1,4.8,27,NA,NA,NA,2,2,1,5.8,NA,NA,NA,NA,4,16.9,11.1,23,12.3,NA,3.64,0.56,0.02,0.3,4.52,"N",1,NA,NA,"BAR_TempControl_21psu","11",21.225,21.2,21.2,21.3,0.0500000000000007,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,21,4,"21_4","BAR-Zm35","204","current"
"17","BAR","gen-37","West",12.90189,55.75528,16.9228,22.8748690287272,16.4911,6.60179917017619,-0.0260232196137987,-0.579786258855822,0.795837393034999,-0.222159339904854,"BAR_gen-37","291_C2_BAR_gen-37_TempControl-21psu",291,"C2","21psu","TempControl","TempControl_21psu",4,FALSE,0,26.4,2.75,TRUE,4,2,0.3,3.3,12.7,NA,NA,NA,NA,NA,17.5,12.2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.3,0,0,1.25,"N",1,NA,NA,"BAR_TempControl_21psu","13",21.3666666666667,21.4,21.3,21.4,0.0577350269189613,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,17,7,"17_7","BAR-Zm37","292","current"
"18","BAR","gen-39","West",12.90189,55.75528,16.9228,22.8748690287272,16.4911,6.60179917017619,-0.0260232196137987,-0.579786258855822,0.795837393034999,-0.222159339904854,"BAR_gen-39","308_C2_BAR_gen-39_TempControl-21psu",308,"C2","21psu","TempControl","TempControl_21psu",4,FALSE,0,37.5,1.95,FALSE,4,2,0.3,26.2,12,NA,NA,NA,NA,NA,15.1,30.3,NA,NA,NA,NA,2,3,7.4,9.5,7,NA,NA,NA,5,10.2,8.8,19.5,16.8,19.9,2.48,0.64,0.08,0.28,3.48,"N",1,NA,NA,"BAR_TempControl_21psu","15",21.3666666666667,21.4,21.3,21.4,0.0577350269189613,20.0892158453973,20.16041015625,15.484267578125,26.85287109375,1.77596359359365,21,8,"21_8","BAR-Zm39","280","current"
"19","BAR","gen-41","West",12.90189,55.75528,16.9228,22.8748690287272,16.4911,6.60179917017619,-0.0260232196137987,-0.579786258855822,0.795837393034999,-0.222159339904854,"BAR_gen-41","325_C3_BAR_gen-41_TempControl-21psu",325,"C3","21psu","TempControl","TempControl_21psu",4,FALSE,0,22,1.63,FALSE,6,2,0.3,9.8,23.7,0.3,NA,NA,NA,NA,4,28.8,4,NA,NA,NA,1,5,7,2.7,17.6,12.1,13.9,NA,NA,NA,NA,NA,NA,NA,1.95,0.53,0.16,0,2.64,"N",1,NA,NA,"BAR_TempControl_21psu","17",21.25,21.25,21.2,21.3,0.0577350269189634,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,18,9,"18_9","BAR-Zm41","281","current"
"20","BAR","gen-43","West",12.90189,55.75528,16.9228,22.8748690287272,16.4911,6.60179917017619,-0.0260232196137987,-0.579786258855822,0.795837393034999,-0.222159339904854,"BAR_gen-43","339_C3_BAR_gen-43_TempControl-21psu",339,"C3","21psu","TempControl","TempControl_21psu",5,FALSE,0,39.5,3.13,TRUE,5,3,0.3,2.2,12.4,NA,NA,NA,NA,NA,27,20.7,6.2,NA,NA,NA,1,4,11.6,5.9,11.9,9.1,NA,NA,NA,NA,NA,NA,NA,NA,2,0.66,0.13,0,2.79,"Y",1,NA,NA,"BAR_TempControl_21psu","19",21.175,21.2,21.1,21.2,0.0499999999999989,20.0545752801425,20.203310546875,13.939853515625,24.150146484375,1.76645439081661,21,11,"21_11","BAR-Zm43","267","current"
"21","BAR","gen-45","West",12.90189,55.75528,16.9228,22.8748690287272,16.4911,6.60179917017619,-0.0260232196137987,-0.579786258855822,0.795837393034999,-0.222159339904854,"BAR_gen-45","358_C4_BAR_gen-45_TempControl-21psu",358,"C4","21psu","TempControl","TempControl_21psu",5,FALSE,0,35.7,3.13,TRUE,5,3,0.3,12.4,3.1,NA,NA,NA,NA,NA,26.6,6.1,33.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59,0.99,0,0,2.58,"Y",1,NA,NA,"BAR_TempControl_21psu","21",21.1,21.3,20.4,21.4,0.469041575982344,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,18,14,"18_14","BAR-Zm45","291","current"
"22","BAR","gen-47","West",12.90189,55.75528,16.9228,22.8748690287272,16.4911,6.60179917017619,-0.0260232196137987,-0.579786258855822,0.795837393034999,-0.222159339904854,"BAR_gen-47","376_C4_BAR_gen-47_TempControl-21psu",376,"C4","21psu","TempControl","TempControl_21psu",4,FALSE,0,35.9,1.73,FALSE,4,2,0.25,5.2,24.5,NA,NA,NA,NA,NA,35.9,17.5,NA,NA,NA,NA,1,4,14,7.3,10,0.4,NA,NA,10,NA,NA,NA,NA,NA,1.37,0.66,0.08,0,2.11,"N",1,NA,NA,"BAR_TempControl_21psu","23",21.375,21.3,21.3,21.6,0.15,20.2176319507076,20.2462109375,16.170673828125,27.02447265625,1.99822095675236,22,16,"22_16","BAR-Zm47","254","current"
"23","BJO","gen-02","East",19.07867998,59.83484289,16.4019,21.3371880849202,5.4394,4.24618355433146,-0.205463293664704,-1.20642528152679,-0.935108649674682,-0.911956896653116,"BJO_gen-02","011_A1_BJO_gen-02_TempControl-7psu",11,"A1","7psu","TempControl","TempControl_7psu",6,TRUE,2,43.5,2.99,FALSE,5,2,0.4,16.5,34.7,4.8,NA,NA,NA,NA,36.8,21,NA,NA,NA,NA,1,3,16.6,9.3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34,1.67,0.18,0,4.19,"N",1,NA,NA,"BJO_TempControl_7psu","2",7.1,7.1,7.1,7.1,0,20.0156771811542,20.117509765625,16.04197265625,24.193046875,1.7119521433729,3,3,"3_3","BJO-Zm02","373","current"
"24","BJO","gen-04","East",19.07867998,59.83484289,16.4019,21.3371880849202,5.4394,4.24618355433146,-0.205463293664704,-1.20642528152679,-0.935108649674682,-0.911956896653116,"BJO_gen-04","032_A1_BJO_gen-04_TempControl-7psu",32,"A1","7psu","TempControl","TempControl_7psu",5,FALSE,0,39.5,3.07,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"BJO_TempControl_7psu","4",6.98,7,6.9,7,0.0447213595499956,20.0156771811542,20.117509765625,16.04197265625,24.193046875,1.7119521433729,8,4,"8_4","BJO-Zm04","373","current"
"25","BJO","gen-06","East",19.07867998,59.83484289,16.4019,21.3371880849202,5.4394,4.24618355433146,-0.205463293664704,-1.20642528152679,-0.935108649674682,-0.911956896653116,"BJO_gen-06","043_A2_BJO_gen-06_TempControl-7psu",43,"A2","7psu","TempControl","TempControl_7psu",5,FALSE,0,42.5,3.31,FALSE,4,2,0.25,12.5,4.4,NA,NA,NA,NA,NA,6.6,12.4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46,0.32,0,0,2.78,"N",1,NA,NA,"BJO_TempControl_7psu","6",7.2,7.2,7.2,7.2,0,19.9674754033708,20.117509765625,15.999072265625,24.62205078125,1.72075764002812,3,7,"3_7","BJO-Zm06","373","current"
"26","BJO","gen-08","East",19.07867998,59.83484289,16.4019,21.3371880849202,5.4394,4.24618355433146,-0.205463293664704,-1.20642528152679,-0.935108649674682,-0.911956896653116,"BJO_gen-08","058_A2_BJO_gen-08_TempControl-7psu",58,"A2","7psu","TempControl","TempControl_7psu",6,TRUE,2,34.5,3.37,FALSE,4,2,0.4,8.2,18,NA,NA,NA,NA,NA,18.5,10,NA,NA,NA,NA,2,4,14.5,7.4,13.8,13.8,NA,NA,3,9,1.9,8.8,NA,NA,2.04,0.64,0.2,0.09,2.97,"N",1,NA,NA,"BJO_TempControl_7psu","8",6.98,7,6.9,7,0.0447213595499956,19.9674754033708,20.117509765625,15.999072265625,24.62205078125,1.72075764002812,7,6,"7_6","BJO-Zm08","373","current"
"27","BJO","gen-10","East",19.07867998,59.83484289,16.4019,21.3371880849202,5.4394,4.24618355433146,-0.205463293664704,-1.20642528152679,-0.935108649674682,-0.911956896653116,"BJO_gen-10","079_A3_BJO_gen-10_TempWarm-5psu",79,"A3","5psu","TempWarm","TempWarm_5psu",6,TRUE,2,39.3,2.66,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"BJO_TempWarm_5psu","10",5.22,5.2,5.2,5.3,0.0447213595499956,25.8025284445741,26.123564453125,15.827470703125,32.34412109375,2.39952191130576,4,11,"4_11","BJO-Zm10","373","future"
"28","BJO","gen-12","East",19.07867998,59.83484289,16.4019,21.3371880849202,5.4394,4.24618355433146,-0.205463293664704,-1.20642528152679,-0.935108649674682,-0.911956896653116,"BJO_gen-12","091_A3_BJO_gen-12_TempWarm-5psu",91,"A3","5psu","TempWarm","TempWarm_5psu",6,TRUE,2,36.4,3.58,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,"BJO_TempWarm_5psu","12",5.24,5.2,5.2,5.3,0.0547722557505164,25.8025284445741,26.123564453125,15.827470703125,32.34412109375,2.39952191130576,7,11,"7_11","BJO-Zm12","373","future"
