"","Pop","MLL_no","Indv_no","Pop_no","coast","lat","long","temp_mean_adjust","temp_max","temp_mean_adjust.1","sal_min","sal_mean_adjust","temp_scaled","max_temp_scaled","sal_scaled","min_sal_scaled"
"12","BAR",264,"BAR-20","20","East",55.75528,12.90189,16.9228,22.8748690287272,16.9228,6.60179917017619,21.4911,-0.761244598460951,-0.120053904951905,1.08103632442993,-0.109839853817766
"13","BAR",262,"BAR-18","18","East",55.75528,12.90189,16.9228,22.8748690287272,16.9228,6.60179917017619,21.4911,-0.761244598460951,-0.120053904951905,1.08103632442993,-0.109839853817766
"14","BJO",703,"BJO-01","01","East",59.83484289,19.07867998,16.4019,21.3371880849202,16.4019,4.24618355433146,5.4394,-1.43758618937726,-2.68117881556327,-1.47285480903117,-4.15396328421348
"15","HOG",203,"HOG-04","04","West",56.1969,12.55141,17.7467,22.4425182342529,17.7467,7.18325344721476,16.7431,0.30851511886664,-0.840167134104159,0.325610101558006,0.888401476244157
"16","HOG",200,"HOG-01","01","West",56.1969,12.55141,17.7467,22.4425182342529,17.7467,7.18325344721476,16.7431,0.30851511886664,-0.840167134104159,0.325610101558006,0.888401476244157
"17","HOG",214,"HOG-10","10","West",56.1969,12.55141,17.7467,22.4425182342529,17.7467,7.18325344721476,16.7431,0.30851511886664,-0.840167134104159,0.325610101558006,0.888401476244157
"18","HOG",204,"HOG-05","05","West",56.1969,12.55141,17.7467,22.4425182342529,17.7467,7.18325344721476,16.7431,0.30851511886664,-0.840167134104159,0.325610101558006,0.888401476244157
"19","HOG",205,"HOG-06","06","West",56.1969,12.55141,17.7467,22.4425182342529,17.7467,7.18325344721476,16.7431,0.30851511886664,-0.840167134104159,0.325610101558006,0.888401476244157
"20","HOG",216,"HOG-02","02","West",56.1969,12.55141,17.7467,22.4425182342529,17.7467,7.18325344721476,16.7431,0.30851511886664,-0.840167134104159,0.325610101558006,0.888401476244157
"21","HOG",218,"HOG-19","19","West",56.1969,12.55141,17.7467,22.4425182342529,17.7467,7.18325344721476,16.7431,0.30851511886664,-0.840167134104159,0.325610101558006,0.888401476244157
"22","HOG",208,"HOG-09","09","West",56.1969,12.55141,17.7467,22.4425182342529,17.7467,7.18325344721476,16.7431,0.30851511886664,-0.840167134104159,0.325610101558006,0.888401476244157
"23","HOG",212,"HOG-17","17","West",56.1969,12.55141,17.7467,22.4425182342529,17.7467,7.18325344721476,16.7431,0.30851511886664,-0.840167134104159,0.325610101558006,0.888401476244157
"24","HOG",217,"HOG-07","07","West",56.1969,12.55141,17.7467,22.4425182342529,17.7467,7.18325344721476,16.7431,0.30851511886664,-0.840167134104159,0.325610101558006,0.888401476244157
"25","HOG",210,"HOG-15","15","West",56.1969,12.55141,17.7467,22.4425182342529,17.7467,7.18325344721476,16.7431,0.30851511886664,-0.840167134104159,0.325610101558006,0.888401476244157
"26","HOG",213,"HOG-18","18","West",56.1969,12.55141,17.7467,22.4425182342529,17.7467,7.18325344721476,16.7431,0.30851511886664,-0.840167134104159,0.325610101558006,0.888401476244157
"27","HOR",587,"HOR-10","10","West",57.695151,16.730625,15.1634,23.5119126637777,15.1634,5.73694976170858,1.7548,-3.04566655096268,0.940990864735397,-2.05908974180158,-1.59461425122874
"28","KAL",441,"KAL-04","04","East",56.654431,16.351908,19.0051,24.1787846883138,19.0051,5.90900532404582,6.9842,1.9424338326487,2.05171709250584,-1.22707080964352,-1.29922907620373
"29","KAL",448,"KAL-20","20","East",56.654431,16.351908,19.0051,24.1787846883138,19.0051,5.90900532404582,6.9842,1.9424338326487,2.05171709250584,-1.22707080964352,-1.29922907620373
"30","KAL",427,"KAL-02","02","East",56.654431,16.351908,19.0051,24.1787846883138,19.0051,5.90900532404582,6.9842,1.9424338326487,2.05171709250584,-1.22707080964352,-1.29922907620373
"31","KAL",436,"KAL-06","06","East",56.654431,16.351908,19.0051,24.1787846883138,19.0051,5.90900532404582,6.9842,1.9424338326487,2.05171709250584,-1.22707080964352,-1.29922907620373
"32","KAL",426,"KAL-01","01","East",56.654431,16.351908,19.0051,24.1787846883138,19.0051,5.90900532404582,6.9842,1.9424338326487,2.05171709250584,-1.22707080964352,-1.29922907620373
"33","KUR",288,"KUR-01","01","East",55.395972,12.982861,17.602,23.1814250946045,17.602,6.88506889343262,8.1808,0.120635241336232,0.390538607740321,-1.03668685465436,0.376477912645261
"34","KUR",297,"KUR-11","11","East",55.395972,12.982861,17.602,23.1814250946045,17.602,6.88506889343262,8.1808,0.120635241336232,0.390538607740321,-1.03668685465436,0.376477912645261
"35","KUR",294,"KUR-09","09","East",55.395972,12.982861,17.602,23.1814250946045,17.602,6.88506889343262,8.1808,0.120635241336232,0.390538607740321,-1.03668685465436,0.376477912645261
"36","KUR",296,"KUR-10","10","East",55.395972,12.982861,17.602,23.1814250946045,17.602,6.88506889343262,8.1808,0.120635241336232,0.390538607740321,-1.03668685465436,0.376477912645261
"37","KUR",291,"KUR-07","07","East",55.395972,12.982861,17.602,23.1814250946045,17.602,6.88506889343262,8.1808,0.120635241336232,0.390538607740321,-1.03668685465436,0.376477912645261
"38","KUR",302,"KUR-14","14","East",55.395972,12.982861,17.602,23.1814250946045,17.602,6.88506889343262,8.1808,0.120635241336232,0.390538607740321,-1.03668685465436,0.376477912645261
"39","KUR",306,"KUR-18","18","East",55.395972,12.982861,17.602,23.1814250946045,17.602,6.88506889343262,8.1808,0.120635241336232,0.390538607740321,-1.03668685465436,0.376477912645261
"40","KUR",299,"KUR-13","13","East",55.395972,12.982861,17.602,23.1814250946045,17.602,6.88506889343262,8.1808,0.120635241336232,0.390538607740321,-1.03668685465436,0.376477912645261
