"","Pop","MLL_no","Indv_no","Pop_no","region","site_full","long","lat","temp_curr","max_temp_curr","sal_curr","min_sal_curr","temp_scaled","max_temp_scaled","sal_scaled","min_sal_scaled"
"104","BLA",404,"BLA-01","01","Öland","Bläsinge",16.704923,56.621246,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"105","BLA",404,"BLA-02","02","Öland","Bläsinge",16.704923,56.621246,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"106","BLA",404,"BLA-03","03","Öland","Bläsinge",16.704923,56.621246,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"107","BLA",404,"BLA-04","04","Öland","Bläsinge",16.704923,56.621246,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"108","BLA",404,"BLA-05","05","Öland","Bläsinge",16.704923,56.621246,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"109","BLA",404,"BLA-06","06","Öland","Bläsinge",16.704923,56.621246,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"110","BLA",404,"BLA-07","07","Öland","Bläsinge",16.704923,56.621246,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"111","BLA",404,"BLA-08","08","Öland","Bläsinge",16.704923,56.621246,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"112","BLA",404,"BLA-09","09","Öland","Bläsinge",16.704923,56.621246,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"113","BLA",404,"BLA-10","10","Öland","Bläsinge",16.704923,56.621246,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"114","BLA",404,"BLA-11","11","Öland","Bläsinge",16.704923,56.621246,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"115","BLA",404,"BLA-12","12","Öland","Bläsinge",16.704923,56.621246,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"116","BLA",404,"BLA-13","13","Öland","Bläsinge",16.704923,56.621246,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"117","BLA",404,"BLA-14","14","Öland","Bläsinge",16.704923,56.621246,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"118","BLA",404,"BLA-15","15","Öland","Bläsinge",16.704923,56.621246,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"119","BLA",404,"BLA-16","16","Öland","Bläsinge",16.704923,56.621246,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"120","BLA",404,"BLA-17","17","Öland","Bläsinge",16.704923,56.621246,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"121","BLA",404,"BLA-18","18","Öland","Bläsinge",16.704923,56.621246,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"122","BLA",404,"BLA-19","19","Öland","Bläsinge",16.704923,56.621246,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"123","BLA",404,"BLA-20","20","Öland","Bläsinge",16.704923,56.621246,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
"124","BUR",489,"BUR-01","01","Gotland","Burgsvik",18.223786,57.032289,18,26,7,6,0.750406499046689,2.31921700924283,-0.620947143365476,-0.292287566473705
"125","BUR",489,"BUR-02","02","Gotland","Burgsvik",18.223786,57.032289,18,26,7,6,0.750406499046689,2.31921700924283,-0.620947143365476,-0.292287566473705
"126","BUR",491,"BUR-03","03","Gotland","Burgsvik",18.223786,57.032289,18,26,7,6,0.750406499046689,2.31921700924283,-0.620947143365476,-0.292287566473705
"127","BUR",491,"BUR-04","04","Gotland","Burgsvik",18.223786,57.032289,18,26,7,6,0.750406499046689,2.31921700924283,-0.620947143365476,-0.292287566473705
"128","BUR",493,"BUR-05","05","Gotland","Burgsvik",18.223786,57.032289,18,26,7,6,0.750406499046689,2.31921700924283,-0.620947143365476,-0.292287566473705
"129","BUR",494,"BUR-06","06","Gotland","Burgsvik",18.223786,57.032289,18,26,7,6,0.750406499046689,2.31921700924283,-0.620947143365476,-0.292287566473705
"130","BUR",496,"BUR-07","07","Gotland","Burgsvik",18.223786,57.032289,18,26,7,6,0.750406499046689,2.31921700924283,-0.620947143365476,-0.292287566473705
"131","BUR",496,"BUR-08","08","Gotland","Burgsvik",18.223786,57.032289,18,26,7,6,0.750406499046689,2.31921700924283,-0.620947143365476,-0.292287566473705
"132","BUR",498,"BUR-09","09","Gotland","Burgsvik",18.223786,57.032289,18,26,7,6,0.750406499046689,2.31921700924283,-0.620947143365476,-0.292287566473705
"133","BUR",499,"BUR-10","10","Gotland","Burgsvik",18.223786,57.032289,18,26,7,6,0.750406499046689,2.31921700924283,-0.620947143365476,-0.292287566473705
"134","BUR",501,"BUR-11","11","Gotland","Burgsvik",18.223786,57.032289,18,26,7,6,0.750406499046689,2.31921700924283,-0.620947143365476,-0.292287566473705
"135","BUR",494,"BUR-12","12","Gotland","Burgsvik",18.223786,57.032289,18,26,7,6,0.750406499046689,2.31921700924283,-0.620947143365476,-0.292287566473705
"136","BUR",504,"BUR-13","13","Gotland","Burgsvik",18.223786,57.032289,18,26,7,6,0.750406499046689,2.31921700924283,-0.620947143365476,-0.292287566473705
"137","BUR",507,"BUR-14","14","Gotland","Burgsvik",18.223786,57.032289,18,26,7,6,0.750406499046689,2.31921700924283,-0.620947143365476,-0.292287566473705
"138","BUR",507,"BUR-15","15","Gotland","Burgsvik",18.223786,57.032289,18,26,7,6,0.750406499046689,2.31921700924283,-0.620947143365476,-0.292287566473705
"139","BUR",508,"BUR-16","16","Gotland","Burgsvik",18.223786,57.032289,18,26,7,6,0.750406499046689,2.31921700924283,-0.620947143365476,-0.292287566473705
"140","BUR",509,"BUR-17","17","Gotland","Burgsvik",18.223786,57.032289,18,26,7,6,0.750406499046689,2.31921700924283,-0.620947143365476,-0.292287566473705
"141","BUR",511,"BUR-18","18","Gotland","Burgsvik",18.223786,57.032289,18,26,7,6,0.750406499046689,2.31921700924283,-0.620947143365476,-0.292287566473705
"142","BUR",511,"BUR-20","20","Gotland","Burgsvik",18.223786,57.032289,18,26,7,6,0.750406499046689,2.31921700924283,-0.620947143365476,-0.292287566473705
"143","EKO",615,"EKO-01","01","Valdemarsvik","Ekön",16.854798,58.175265,12,24,7,6,-2.17828279069067,0.251087555773246,-0.620947143365476,-0.292287566473705
