"","Pop","MLL_no","Indv_no","Pop_no","region","site_full","long","lat","temp_scaled8.5","sal_scaled8.5"
"241","GRO",193,"GRO-17","17","Lahalmsbukten","Grötvik",1278014,5664116,0.949213930814155,0.464690684767178
"242","HAN",744,"HAN-01","01","Finland","Hanko",22990247,59824232,-0.451463586881927,-0.851381407187882
"243","HAN",744,"HAN-02","02","Finland","Hanko",22990247,59824232,-0.451463586881927,-0.851381407187882
"244","HAN",744,"HAN-03","03","Finland","Hanko",22990247,59824232,-0.451463586881927,-0.851381407187882
"245","HAN",744,"HAN-04","04","Finland","Hanko",22990247,59824232,-0.451463586881927,-0.851381407187882
"246","HAN",744,"HAN-05","05","Finland","Hanko",22990247,59824232,-0.451463586881927,-0.851381407187882
"247","HAN",744,"HAN-06","06","Finland","Hanko",22990247,59824232,-0.451463586881927,-0.851381407187882
"248","HAN",744,"HAN-07","07","Finland","Hanko",22990247,59824232,-0.451463586881927,-0.851381407187882
"249","HAN",744,"HAN-08","08","Finland","Hanko",22990247,59824232,-0.451463586881927,-0.851381407187882
"250","HAN",744,"HAN-09","09","Finland","Hanko",22990247,59824232,-0.451463586881927,-0.851381407187882
"251","HAN",744,"HAN-10","10","Finland","Hanko",22990247,59824232,-0.451463586881927,-0.851381407187882
"252","HAN",749,"HAN-11","11","Finland","Hanko",22990247,59824232,-0.451463586881927,-0.851381407187882
"253","HAN",749,"HAN-12","12","Finland","Hanko",22990247,59824232,-0.451463586881927,-0.851381407187882
"254","HAN",749,"HAN-13","13","Finland","Hanko",22990247,59824232,-0.451463586881927,-0.851381407187882
"255","HAN",749,"HAN-14","14","Finland","Hanko",22990247,59824232,-0.451463586881927,-0.851381407187882
"256","HAN",754,"HAN-16","16","Finland","Hanko",22990247,59824232,-0.451463586881927,-0.851381407187882
"257","HAN",754,"HAN-17","17","Finland","Hanko",22990247,59824232,-0.451463586881927,-0.851381407187882
"258","HAN",754,"HAN-18","18","Finland","Hanko",22990247,59824232,-0.451463586881927,-0.851381407187882
"259","HAN",754,"HAN-19","19","Finland","Hanko",22990247,59824232,-0.451463586881927,-0.851381407187882
"260","HAN",754,"HAN-20","20","Finland","Hanko",22990247,59824232,-0.451463586881927,-0.851381407187882
"261","HOG",200,"HOG-01","01","Södra Höganäs","Höganäs",1255141,561969,0.482321424915461,0.958217719250326
"262","HOG",216,"HOG-02","02","Södra Höganäs","Höganäs",1255141,561969,0.482321424915461,0.958217719250326
"263","HOG",216,"HOG-03","03","Södra Höganäs","Höganäs",1255141,561969,0.482321424915461,0.958217719250326
"264","HOG",203,"HOG-04","04","Södra Höganäs","Höganäs",1255141,561969,0.482321424915461,0.958217719250326
"265","HOG",204,"HOG-05","05","Södra Höganäs","Höganäs",1255141,561969,0.482321424915461,0.958217719250326
"266","HOG",205,"HOG-06","06","Södra Höganäs","Höganäs",1255141,561969,0.482321424915461,0.958217719250326
"267","HOG",217,"HOG-07","07","Södra Höganäs","Höganäs",1255141,561969,0.482321424915461,0.958217719250326
"268","HOG",216,"HOG-08","08","Södra Höganäs","Höganäs",1255141,561969,0.482321424915461,0.958217719250326
"269","HOG",208,"HOG-09","09","Södra Höganäs","Höganäs",1255141,561969,0.482321424915461,0.958217719250326
"270","HOG",216,"HOG-11","11","Södra Höganäs","Höganäs",1255141,561969,0.482321424915461,0.958217719250326
"271","HOG",210,"HOG-15","15","Södra Höganäs","Höganäs",1255141,561969,0.482321424915461,0.958217719250326
"272","HOG",210,"HOG-16","16","Södra Höganäs","Höganäs",1255141,561969,0.482321424915461,0.958217719250326
"273","HOG",212,"HOG-17","17","Södra Höganäs","Höganäs",1255141,561969,0.482321424915461,0.958217719250326
"274","HOG",213,"HOG-18","18","Södra Höganäs","Höganäs",1255141,561969,0.482321424915461,0.958217719250326
"275","HOG",214,"HOG-10","10","Södra Höganäs","Höganäs",1255141,561969,0.482321424915461,0.958217719250326
"276","HOG",216,"HOG-12","12","Södra Höganäs","Höganäs",1255141,561969,0.482321424915461,0.958217719250326
"277","HOG",217,"HOG-13","13","Södra Höganäs","Höganäs",1255141,561969,0.482321424915461,0.958217719250326
"278","HOG",218,"HOG-19","19","Södra Höganäs","Höganäs",1255141,561969,0.482321424915461,0.958217719250326
"279","HOR",587,"HOR-10","10","Hornsudde","Hornsudde",16730625,57695151,-0.451463586881927,-0.6868723956935
"280","HOR",587,"HOR-11","11","Hornsudde","Hornsudde",16730625,57695151,-0.451463586881927,-0.6868723956935
"281","HOR",587,"HOR-12","12","Hornsudde","Hornsudde",16730625,57695151,-0.451463586881927,-0.6868723956935
"282","HOR",587,"HOR-13","13","Hornsudde","Hornsudde",16730625,57695151,-0.451463586881927,-0.6868723956935
"283","HOR",587,"HOR-14","14","Hornsudde","Hornsudde",16730625,57695151,-0.451463586881927,-0.6868723956935
"284","HOR",587,"HOR-15","15","Hornsudde","Hornsudde",16730625,57695151,-0.451463586881927,-0.6868723956935
"285","HOR",587,"HOR-16","16","Hornsudde","Hornsudde",16730625,57695151,-0.451463586881927,-0.6868723956935
"286","HOR",587,"HOR-17","17","Hornsudde","Hornsudde",16730625,57695151,-0.451463586881927,-0.6868723956935
"287","HOR",587,"HOR-18","18","Hornsudde","Hornsudde",16730625,57695151,-0.451463586881927,-0.6868723956935
"288","HOR",587,"HOR-19","19","Hornsudde","Hornsudde",16730625,57695151,-0.451463586881927,-0.6868723956935
"289","HOR",587,"HOR-02","02","Hornsudde","Hornsudde",16730625,57695151,-0.451463586881927,-0.6868723956935
"290","HOR",587,"HOR-03","03","Hornsudde","Hornsudde",16730625,57695151,-0.451463586881927,-0.6868723956935
"291","HOR",587,"HOR-05","05","Hornsudde","Hornsudde",16730625,57695151,-0.451463586881927,-0.6868723956935
"292","HOR",587,"HOR-08","08","Hornsudde","Hornsudde",16730625,57695151,-0.451463586881927,-0.6868723956935
"293","HOR",587,"HOR-09","09","Hornsudde","Hornsudde",16730625,57695151,-0.451463586881927,-0.6868723956935
"294","HOR",587,"HOR-20","20","Hornsudde","Hornsudde",16730625,57695151,-0.451463586881927,-0.6868723956935
"295","ING",771,"ING-01","01","Finland","Ingå",24039419,599906558,-0.451463586881927,-0.851381407187882
"296","ING",771,"ING-02","02","Finland","Ingå",24039419,599906558,-0.451463586881927,-0.851381407187882
"297","ING",771,"ING-03","03","Finland","Ingå",24039419,599906558,-0.451463586881927,-0.851381407187882
"298","ING",771,"ING-04","04","Finland","Ingå",24039419,599906558,-0.451463586881927,-0.851381407187882
"299","ING",771,"ING-05","05","Finland","Ingå",24039419,599906558,-0.451463586881927,-0.851381407187882
"300","ING",771,"ING-06","06","Finland","Ingå",24039419,599906558,-0.451463586881927,-0.851381407187882
"301","ING",771,"ING-07","07","Finland","Ingå",24039419,599906558,-0.451463586881927,-0.851381407187882
"302","ING",771,"ING-08","08","Finland","Ingå",24039419,599906558,-0.451463586881927,-0.851381407187882
"303","ING",771,"ING-09","09","Finland","Ingå",24039419,599906558,-0.451463586881927,-0.851381407187882
"304","ING",771,"ING-10","10","Finland","Ingå",24039419,599906558,-0.451463586881927,-0.851381407187882
"305","ING",771,"ING-11","11","Finland","Ingå",24039419,599906558,-0.451463586881927,-0.851381407187882
"306","ING",771,"ING-12","12","Finland","Ingå",24039419,599906558,-0.451463586881927,-0.851381407187882
"307","ING",771,"ING-14","14","Finland","Ingå",24039419,599906558,-0.451463586881927,-0.851381407187882
"308","ING",771,"ING-15","15","Finland","Ingå",24039419,599906558,-0.451463586881927,-0.851381407187882
"309","ING",771,"ING-16","16","Finland","Ingå",24039419,599906558,-0.451463586881927,-0.851381407187882
"310","ING",771,"ING-17","17","Finland","Ingå",24039419,599906558,-0.451463586881927,-0.851381407187882
"311","ING",771,"ING-18","18","Finland","Ingå",24039419,599906558,-0.451463586881927,-0.851381407187882
"312","ING",771,"ING-19","19","Finland","Ingå",24039419,599906558,-0.451463586881927,-0.851381407187882
"313","ING",771,"ING-20","20","Finland","Ingå",24039419,599906558,-0.451463586881927,-0.851381407187882
"314","KAL",426,"KAL-01","01","Kalmar","Kalmarsund",16351908,56654431,1.41610643671285,-0.522363384199117
"315","KAL",427,"KAL-02","02","Kalmar","Kalmarsund",16351908,56654431,1.41610643671285,-0.522363384199117
"316","KAL",427,"KAL-03","03","Kalmar","Kalmarsund",16351908,56654431,1.41610643671285,-0.522363384199117
"317","KAL",441,"KAL-04","04","Kalmar","Kalmarsund",16351908,56654431,1.41610643671285,-0.522363384199117
"318","KAL",427,"KAL-05","05","Kalmar","Kalmarsund",16351908,56654431,1.41610643671285,-0.522363384199117
"319","KAL",436,"KAL-06","06","Kalmar","Kalmarsund",16351908,56654431,1.41610643671285,-0.522363384199117
"320","KAL",426,"KAL-07","07","Kalmar","Kalmarsund",16351908,56654431,1.41610643671285,-0.522363384199117
"321","KAL",436,"KAL-08","08","Kalmar","Kalmarsund",16351908,56654431,1.41610643671285,-0.522363384199117
"322","KAL",426,"KAL-09","09","Kalmar","Kalmarsund",16351908,56654431,1.41610643671285,-0.522363384199117
"323","KAL",441,"KAL-10","10","Kalmar","Kalmarsund",16351908,56654431,1.41610643671285,-0.522363384199117
"324","KAL",441,"KAL-11","11","Kalmar","Kalmarsund",16351908,56654431,1.41610643671285,-0.522363384199117
"325","KAL",436,"KAL-12","12","Kalmar","Kalmarsund",16351908,56654431,1.41610643671285,-0.522363384199117
"326","KAL",441,"KAL-13","13","Kalmar","Kalmarsund",16351908,56654431,1.41610643671285,-0.522363384199117
"327","KAL",426,"KAL-14","14","Kalmar","Kalmarsund",16351908,56654431,1.41610643671285,-0.522363384199117
"328","KAL",436,"KAL-15","15","Kalmar","Kalmarsund",16351908,56654431,1.41610643671285,-0.522363384199117
"329","KAL",436,"KAL-16","16","Kalmar","Kalmarsund",16351908,56654431,1.41610643671285,-0.522363384199117
"330","KAL",427,"KAL-17","17","Kalmar","Kalmarsund",16351908,56654431,1.41610643671285,-0.522363384199117
"331","KAL",441,"KAL-18","18","Kalmar","Kalmarsund",16351908,56654431,1.41610643671285,-0.522363384199117
"332","KAL",427,"KAL-19","19","Kalmar","Kalmarsund",16351908,56654431,1.41610643671285,-0.522363384199117
"333","KAL",448,"KAL-20","20","Kalmar","Kalmarsund",16351908,56654431,1.41610643671285,-0.522363384199117
"334","KAR",451,"KAR-02","02","Öland","Kårehamn",16912377,56969566,0.0154289190167668,-0.6868723956935
"335","KAR",451,"KAR-08","08","Öland","Kårehamn",16912377,56969566,0.0154289190167668,-0.6868723956935
"336","KAR",451,"KAR-09","09","Öland","Kårehamn",16912377,56969566,0.0154289190167668,-0.6868723956935
"337","KAR",451,"KAR-12","12","Öland","Kårehamn",16912377,56969566,0.0154289190167668,-0.6868723956935
"338","KAR",451,"KAR-13","13","Öland","Kårehamn",16912377,56969566,0.0154289190167668,-0.6868723956935
"339","KAR",451,"KAR-14","14","Öland","Kårehamn",16912377,56969566,0.0154289190167668,-0.6868723956935
"340","KAR",451,"KAR-15","15","Öland","Kårehamn",16912377,56969566,0.0154289190167668,-0.6868723956935
"341","KAR",451,"KAR-16","16","Öland","Kårehamn",16912377,56969566,0.0154289190167668,-0.6868723956935
"342","KAR",451,"KAR-18","18","Öland","Kårehamn",16912377,56969566,0.0154289190167668,-0.6868723956935
"343","KAR",451,"KAR-20","20","Öland","Kårehamn",16912377,56969566,0.0154289190167668,-0.6868723956935
"344","KAR",451,"KAR-01","01","Öland","Kårehamn",16912377,56969566,0.0154289190167668,-0.6868723956935
"345","KAR",460,"KAR-03","03","Öland","Kårehamn",16912377,56969566,0.0154289190167668,-0.6868723956935
"346","KAR",451,"KAR-07","07","Öland","Kårehamn",16912377,56969566,0.0154289190167668,-0.6868723956935
"347","KAR",451,"KAR-11","11","Öland","Kårehamn",16912377,56969566,0.0154289190167668,-0.6868723956935
"348","KAR",451,"KAR-17","17","Öland","Kårehamn",16912377,56969566,0.0154289190167668,-0.6868723956935
"349","KAV",69,"KAV-01","01","Grebbestad-Fjällbacka","Kämpersvik",1127672,5864622,0.949213930814155,1.78076277672224
"350","KAV",71,"KAV-02","02","Grebbestad-Fjällbacka","Kämpersvik",1127672,5864622,0.949213930814155,1.78076277672224
"351","KAV",72,"KAV-03","03","Grebbestad-Fjällbacka","Kämpersvik",1127672,5864622,0.949213930814155,1.78076277672224
"352","KAV",75,"KAV-04","04","Grebbestad-Fjällbacka","Kämpersvik",1127672,5864622,0.949213930814155,1.78076277672224
"353","KAV",76,"KAV-05","05","Grebbestad-Fjällbacka","Kämpersvik",1127672,5864622,0.949213930814155,1.78076277672224
"354","KAV",77,"KAV-06","06","Grebbestad-Fjällbacka","Kämpersvik",1127672,5864622,0.949213930814155,1.78076277672224
"355","KAV",78,"KAV-07","07","Grebbestad-Fjällbacka","Kämpersvik",1127672,5864622,0.949213930814155,1.78076277672224
"356","KAV",79,"KAV-08","08","Grebbestad-Fjällbacka","Kämpersvik",1127672,5864622,0.949213930814155,1.78076277672224
"357","KAV",69,"KAV-09","09","Grebbestad-Fjällbacka","Kämpersvik",1127672,5864622,0.949213930814155,1.78076277672224
"358","KAV",79,"KAV-10","10","Grebbestad-Fjällbacka","Kämpersvik",1127672,5864622,0.949213930814155,1.78076277672224
"359","KAV",84,"KAV-11","11","Grebbestad-Fjällbacka","Kämpersvik",1127672,5864622,0.949213930814155,1.78076277672224
"360","KAV",84,"KAV-12","12","Grebbestad-Fjällbacka","Kämpersvik",1127672,5864622,0.949213930814155,1.78076277672224
"361","KAV",84,"KAV-13","13","Grebbestad-Fjällbacka","Kämpersvik",1127672,5864622,0.949213930814155,1.78076277672224
"362","KAV",85,"KAV-14","14","Grebbestad-Fjällbacka","Kämpersvik",1127672,5864622,0.949213930814155,1.78076277672224
"363","KAV",86,"KAV-15","15","Grebbestad-Fjällbacka","Kämpersvik",1127672,5864622,0.949213930814155,1.78076277672224
"364","KAV",87,"KAV-16","16","Grebbestad-Fjällbacka","Kämpersvik",1127672,5864622,0.949213930814155,1.78076277672224
"365","KAV",90,"KAV-17","17","Grebbestad-Fjällbacka","Kämpersvik",1127672,5864622,0.949213930814155,1.78076277672224
"366","KAV",90,"KAV-18","18","Grebbestad-Fjällbacka","Kämpersvik",1127672,5864622,0.949213930814155,1.78076277672224
"367","KAV",90,"KAV-19","19","Grebbestad-Fjällbacka","Kämpersvik",1127672,5864622,0.949213930814155,1.78076277672224
"368","KAV",90,"KAV-20","20","Grebbestad-Fjällbacka","Kämpersvik",1127672,5864622,0.949213930814155,1.78076277672224
"369","KIE",2,"KIE-01","01","Germany","Kiel",10154972,54345615,1.41610643671285,0.135672661778413
"370","KIE",2,"KIE-02","02","Germany","Kiel",10154972,54345615,1.41610643671285,0.135672661778413
"371","KIE",4,"KIE-03","03","Germany","Kiel",10154972,54345615,1.41610643671285,0.135672661778413
"372","KIE",5,"KIE-04","04","Germany","Kiel",10154972,54345615,1.41610643671285,0.135672661778413
"373","KIE",7,"KIE-05","05","Germany","Kiel",10154972,54345615,1.41610643671285,0.135672661778413
"374","KIE",5,"KIE-06","06","Germany","Kiel",10154972,54345615,1.41610643671285,0.135672661778413
"375","KIE",5,"KIE-08","08","Germany","Kiel",10154972,54345615,1.41610643671285,0.135672661778413
"376","KIE",11,"KIE-09","09","Germany","Kiel",10154972,54345615,1.41610643671285,0.135672661778413
"377","KIE",12,"KIE-10","10","Germany","Kiel",10154972,54345615,1.41610643671285,0.135672661778413
"378","KIE",14,"KIE-11","11","Germany","Kiel",10154972,54345615,1.41610643671285,0.135672661778413
"379","KIE",15,"KIE-12","12","Germany","Kiel",10154972,54345615,1.41610643671285,0.135672661778413
"380","KIE",16,"KIE-13","13","Germany","Kiel",10154972,54345615,1.41610643671285,0.135672661778413
"381","KIE",20,"KIE-14","14","Germany","Kiel",10154972,54345615,1.41610643671285,0.135672661778413
"382","KIE",20,"KIE-15","15","Germany","Kiel",10154972,54345615,1.41610643671285,0.135672661778413
"383","KIE",20,"KIE-16","16","Germany","Kiel",10154972,54345615,1.41610643671285,0.135672661778413
"384","KIE",20,"KIE-17","17","Germany","Kiel",10154972,54345615,1.41610643671285,0.135672661778413
"385","KIE",21,"KIE-18","18","Germany","Kiel",10154972,54345615,1.41610643671285,0.135672661778413
"386","KIE",21,"KIE-19","19","Germany","Kiel",10154972,54345615,1.41610643671285,0.135672661778413
"387","KIE",21,"KIE-20","20","Germany","Kiel",10154972,54345615,1.41610643671285,0.135672661778413
"388","KLI",563,"KLI-02","02","Gotland","Klintehamn",18152719,57401162,0.949213930814155,-0.6868723956935
"389","KLI",563,"KLI-03","03","Gotland","Klintehamn",18152719,57401162,0.949213930814155,-0.6868723956935
"390","KLI",563,"KLI-04","04","Gotland","Klintehamn",18152719,57401162,0.949213930814155,-0.6868723956935
"391","KLI",563,"KLI-05","05","Gotland","Klintehamn",18152719,57401162,0.949213930814155,-0.6868723956935
"392","KLI",561,"KLI-07","07","Gotland","Klintehamn",18152719,57401162,0.949213930814155,-0.6868723956935
"393","KLI",561,"KLI-08","08","Gotland","Klintehamn",18152719,57401162,0.949213930814155,-0.6868723956935
"394","KLI",561,"KLI-09","09","Gotland","Klintehamn",18152719,57401162,0.949213930814155,-0.6868723956935
"395","KLI",563,"KLI-10","10","Gotland","Klintehamn",18152719,57401162,0.949213930814155,-0.6868723956935
"396","KLI",563,"KLI-13","13","Gotland","Klintehamn",18152719,57401162,0.949213930814155,-0.6868723956935
"397","KLI",561,"KLI-15","15","Gotland","Klintehamn",18152719,57401162,0.949213930814155,-0.6868723956935
"398","KLI",561,"KLI-16","16","Gotland","Klintehamn",18152719,57401162,0.949213930814155,-0.6868723956935
"399","KLI",575,"KLI-17","17","Gotland","Klintehamn",18152719,57401162,0.949213930814155,-0.6868723956935
"400","KLI",561,"KLI-01","01","Gotland","Klintehamn",18152719,57401162,0.949213930814155,-0.6868723956935
"401","KLI",569,"KLI-06","06","Gotland","Klintehamn",18152719,57401162,0.949213930814155,-0.6868723956935
"402","KLI",563,"KLI-12","12","Gotland","Klintehamn",18152719,57401162,0.949213930814155,-0.6868723956935
"403","KLI",561,"KLI-14","14","Gotland","Klintehamn",18152719,57401162,0.949213930814155,-0.6868723956935
"404","KLI",573,"KLI-18","18","Gotland","Klintehamn",18152719,57401162,0.949213930814155,-0.6868723956935
"405","KLI",573,"KLI-19","19","Gotland","Klintehamn",18152719,57401162,0.949213930814155,-0.6868723956935
"406","KLI",575,"KLI-20","20","Gotland","Klintehamn",18152719,57401162,0.949213930814155,-0.6868723956935
"407","KOD",39,"KOD-04","04","Kosterhavet","Koster donor site",10991989,58882538,0.482321424915461,1.78076277672224
"408","KOD",25,"KOD-13","13","Kosterhavet","Koster donor site",10991989,58882538,0.482321424915461,1.78076277672224
"409","KOD",25,"KOD-14","14","Kosterhavet","Koster donor site",10991989,58882538,0.482321424915461,1.78076277672224
"410","KOD",43,"KOD-15","15","Kosterhavet","Koster donor site",10991989,58882538,0.482321424915461,1.78076277672224
"411","KOD",28,"KOD-16","16","Kosterhavet","Koster donor site",10991989,58882538,0.482321424915461,1.78076277672224
"412","KOD",29,"KOD-18","18","Kosterhavet","Koster donor site",10991989,58882538,0.482321424915461,1.78076277672224
"413","KOD",30,"KOD-19","19","Kosterhavet","Koster donor site",10991989,58882538,0.482321424915461,1.78076277672224
"414","KOD",31,"KOD-20","20","Kosterhavet","Koster donor site",10991989,58882538,0.482321424915461,1.78076277672224
"415","KOD",33,"KOD-01","01","Kosterhavet","Koster donor site",10991989,58882538,0.482321424915461,1.78076277672224
"416","KOD",33,"KOD-02","02","Kosterhavet","Koster donor site",10991989,58882538,0.482321424915461,1.78076277672224
"417","KOD",39,"KOD-03","03","Kosterhavet","Koster donor site",10991989,58882538,0.482321424915461,1.78076277672224
"418","KOD",39,"KOD-05","05","Kosterhavet","Koster donor site",10991989,58882538,0.482321424915461,1.78076277672224
"419","KOD",39,"KOD-06","06","Kosterhavet","Koster donor site",10991989,58882538,0.482321424915461,1.78076277672224
"420","KOD",39,"KOD-07","07","Kosterhavet","Koster donor site",10991989,58882538,0.482321424915461,1.78076277672224
"421","KOD",39,"KOD-08","08","Kosterhavet","Koster donor site",10991989,58882538,0.482321424915461,1.78076277672224
"422","KOD",39,"KOD-09","09","Kosterhavet","Koster donor site",10991989,58882538,0.482321424915461,1.78076277672224
"423","KOD",41,"KOD-10","10","Kosterhavet","Koster donor site",10991989,58882538,0.482321424915461,1.78076277672224
"424","KOD",42,"KOD-11","11","Kosterhavet","Koster donor site",10991989,58882538,0.482321424915461,1.78076277672224
"425","KOD",43,"KOD-17","17","Kosterhavet","Koster donor site",10991989,58882538,0.482321424915461,1.78076277672224
"426","KRA",642,"KRA-04","04","Tystberga","Krampö",174658689,58690647,-1.38524859867931,-0.6868723956935
"427","KRA",642,"KRA-11","11","Tystberga","Krampö",174658689,58690647,-1.38524859867931,-0.6868723956935
"428","KRA",642,"KRA-15","15","Tystberga","Krampö",174658689,58690647,-1.38524859867931,-0.6868723956935
"429","KRA",642,"KRA-17","17","Tystberga","Krampö",174658689,58690647,-1.38524859867931,-0.6868723956935
"430","KRA",642,"KRA-18","18","Tystberga","Krampö",174658689,58690647,-1.38524859867931,-0.6868723956935
"431","KRA",642,"KRA-01","01","Tystberga","Krampö",174658689,58690647,-1.38524859867931,-0.6868723956935
"432","KRA",642,"KRA-03","03","Tystberga","Krampö",174658689,58690647,-1.38524859867931,-0.6868723956935
"433","KRA",642,"KRA-16","16","Tystberga","Krampö",174658689,58690647,-1.38524859867931,-0.6868723956935
"434","KRA",642,"KRA-20","20","Tystberga","Krampö",174658689,58690647,-1.38524859867931,-0.6868723956935
"435","KUR",288,"KUR-01","01","Trelleborg","Kurland",12982861,55395972,0.482321424915461,-0.357854372704734
"436","KUR",288,"KUR-02","02","Trelleborg","Kurland",12982861,55395972,0.482321424915461,-0.357854372704734
"437","KUR",288,"KUR-03","03","Trelleborg","Kurland",12982861,55395972,0.482321424915461,-0.357854372704734
"438","KUR",288,"KUR-04","04","Trelleborg","Kurland",12982861,55395972,0.482321424915461,-0.357854372704734
"439","KUR",288,"KUR-05","05","Trelleborg","Kurland",12982861,55395972,0.482321424915461,-0.357854372704734
"440","KUR",288,"KUR-06","06","Trelleborg","Kurland",12982861,55395972,0.482321424915461,-0.357854372704734
"441","KUR",291,"KUR-07","07","Trelleborg","Kurland",12982861,55395972,0.482321424915461,-0.357854372704734
"442","KUR",288,"KUR-08","08","Trelleborg","Kurland",12982861,55395972,0.482321424915461,-0.357854372704734
"443","KUR",294,"KUR-09","09","Trelleborg","Kurland",12982861,55395972,0.482321424915461,-0.357854372704734
"444","KUR",296,"KUR-10","10","Trelleborg","Kurland",12982861,55395972,0.482321424915461,-0.357854372704734
"445","KUR",297,"KUR-11","11","Trelleborg","Kurland",12982861,55395972,0.482321424915461,-0.357854372704734
"446","KUR",297,"KUR-12","12","Trelleborg","Kurland",12982861,55395972,0.482321424915461,-0.357854372704734
"447","KUR",299,"KUR-13","13","Trelleborg","Kurland",12982861,55395972,0.482321424915461,-0.357854372704734
"448","KUR",302,"KUR-14","14","Trelleborg","Kurland",12982861,55395972,0.482321424915461,-0.357854372704734
"449","KUR",302,"KUR-15","15","Trelleborg","Kurland",12982861,55395972,0.482321424915461,-0.357854372704734
"450","KUR",302,"KUR-16","16","Trelleborg","Kurland",12982861,55395972,0.482321424915461,-0.357854372704734
"451","KUR",302,"KUR-17","17","Trelleborg","Kurland",12982861,55395972,0.482321424915461,-0.357854372704734
"452","KUR",306,"KUR-18","18","Trelleborg","Kurland",12982861,55395972,0.482321424915461,-0.357854372704734
"453","KUR",306,"KUR-19","19","Trelleborg","Kurland",12982861,55395972,0.482321424915461,-0.357854372704734
"454","KUR",306,"KUR-20","20","Trelleborg","Kurland",12982861,55395972,0.482321424915461,-0.357854372704734
"455","LJU",540,"LJU-01","01","Gotland","Ljugarn",18695397,57319176,0.0154289190167668,-0.6868723956935
"456","LJU",540,"LJU-02","02","Gotland","Ljugarn",18695397,57319176,0.0154289190167668,-0.6868723956935
"457","LJU",540,"LJU-03","03","Gotland","Ljugarn",18695397,57319176,0.0154289190167668,-0.6868723956935
"458","LJU",540,"LJU-04","04","Gotland","Ljugarn",18695397,57319176,0.0154289190167668,-0.6868723956935
"459","LJU",540,"LJU-05","05","Gotland","Ljugarn",18695397,57319176,0.0154289190167668,-0.6868723956935
"460","LJU",540,"LJU-06","06","Gotland","Ljugarn",18695397,57319176,0.0154289190167668,-0.6868723956935
"461","LJU",546,"LJU-08","08","Gotland","Ljugarn",18695397,57319176,0.0154289190167668,-0.6868723956935
"462","LJU",546,"LJU-09","09","Gotland","Ljugarn",18695397,57319176,0.0154289190167668,-0.6868723956935
"463","LJU",546,"LJU-10","10","Gotland","Ljugarn",18695397,57319176,0.0154289190167668,-0.6868723956935
"464","LJU",546,"LJU-11","11","Gotland","Ljugarn",18695397,57319176,0.0154289190167668,-0.6868723956935
"465","LJU",546,"LJU-12","12","Gotland","Ljugarn",18695397,57319176,0.0154289190167668,-0.6868723956935
"466","LJU",546,"LJU-13","13","Gotland","Ljugarn",18695397,57319176,0.0154289190167668,-0.6868723956935
"467","LJU",546,"LJU-14","14","Gotland","Ljugarn",18695397,57319176,0.0154289190167668,-0.6868723956935
"468","LJU",551,"LJU-17","17","Gotland","Ljugarn",18695397,57319176,0.0154289190167668,-0.6868723956935
"469","LJU",546,"LJU-18","18","Gotland","Ljugarn",18695397,57319176,0.0154289190167668,-0.6868723956935
"470","LJU",546,"LJU-19","19","Gotland","Ljugarn",18695397,57319176,0.0154289190167668,-0.6868723956935
"471","LJU",555,"LJU-20","20","Gotland","Ljugarn",18695397,57319176,0.0154289190167668,-0.6868723956935
"472","LOM",265,"LOM-01","01","Lomma","South Lomma Bay",1305485,5567242,0.482321424915461,-0.357854372704734
"473","LOM",267,"LOM-02","02","Lomma","South Lomma Bay",1305485,5567242,0.482321424915461,-0.357854372704734
"474","LOM",267,"LOM-03","03","Lomma","South Lomma Bay",1305485,5567242,0.482321424915461,-0.357854372704734
"475","LOM",268,"LOM-04","04","Lomma","South Lomma Bay",1305485,5567242,0.482321424915461,-0.357854372704734
"476","LOM",270,"LOM-05","05","Lomma","South Lomma Bay",1305485,5567242,0.482321424915461,-0.357854372704734
"477","LOM",270,"LOM-06","06","Lomma","South Lomma Bay",1305485,5567242,0.482321424915461,-0.357854372704734
"478","LOM",273,"LOM-07","07","Lomma","South Lomma Bay",1305485,5567242,0.482321424915461,-0.357854372704734
"479","LOM",273,"LOM-08","08","Lomma","South Lomma Bay",1305485,5567242,0.482321424915461,-0.357854372704734
"480","LOM",273,"LOM-09","09","Lomma","South Lomma Bay",1305485,5567242,0.482321424915461,-0.357854372704734
"481","LOM",274,"LOM-10","10","Lomma","South Lomma Bay",1305485,5567242,0.482321424915461,-0.357854372704734
"482","LOM",275,"LOM-11","11","Lomma","South Lomma Bay",1305485,5567242,0.482321424915461,-0.357854372704734
"483","LOM",277,"LOM-12","12","Lomma","South Lomma Bay",1305485,5567242,0.482321424915461,-0.357854372704734
"484","LOM",277,"LOM-13","13","Lomma","South Lomma Bay",1305485,5567242,0.482321424915461,-0.357854372704734
"485","LOM",278,"LOM-14","14","Lomma","South Lomma Bay",1305485,5567242,0.482321424915461,-0.357854372704734
"486","LOM",279,"LOM-16","16","Lomma","South Lomma Bay",1305485,5567242,0.482321424915461,-0.357854372704734
"487","LOM",280,"LOM-17","17","Lomma","South Lomma Bay",1305485,5567242,0.482321424915461,-0.357854372704734
"488","LOM",281,"LOM-18","18","Lomma","South Lomma Bay",1305485,5567242,0.482321424915461,-0.357854372704734
"489","LOM",282,"LOM-19","19","Lomma","South Lomma Bay",1305485,5567242,0.482321424915461,-0.357854372704734
