"","Pop","MLL_no","Indv_no","Pop_no","region","site_full","long","lat","temp_scaled8.5","sal_scaled8.5"
"490","LOM",284,"LOM-20","20","Lomma","South Lomma Bay",1305485,5567242,0.482321424915461,-0.357854372704734
"491","NOV",138,"NOV-01","01","Sälöfjorden","N. Överön",11728779,57795244,0.949213930814155,1.28723574223909
"492","NOV",138,"NOV-03","03","Sälöfjorden","N. Överön",11728779,57795244,0.949213930814155,1.28723574223909
"493","NOV",144,"NOV-04","04","Sälöfjorden","N. Överön",11728779,57795244,0.949213930814155,1.28723574223909
"494","NOV",144,"NOV-05","05","Sälöfjorden","N. Överön",11728779,57795244,0.949213930814155,1.28723574223909
"495","NOV",147,"NOV-06","06","Sälöfjorden","N. Överön",11728779,57795244,0.949213930814155,1.28723574223909
"496","NOV",146,"NOV-08","08","Sälöfjorden","N. Överön",11728779,57795244,0.949213930814155,1.28723574223909
"497","NOV",147,"NOV-09","09","Sälöfjorden","N. Överön",11728779,57795244,0.949213930814155,1.28723574223909
"498","NOV",148,"NOV-13","13","Sälöfjorden","N. Överön",11728779,57795244,0.949213930814155,1.28723574223909
"499","NOV",149,"NOV-14","14","Sälöfjorden","N. Överön",11728779,57795244,0.949213930814155,1.28723574223909
"500","NOV",150,"NOV-15","15","Sälöfjorden","N. Överön",11728779,57795244,0.949213930814155,1.28723574223909
"501","NOV",150,"NOV-16","16","Sälöfjorden","N. Överön",11728779,57795244,0.949213930814155,1.28723574223909
"502","NOV",152,"NOV-18","18","Sälöfjorden","N. Överön",11728779,57795244,0.949213930814155,1.28723574223909
"503","NOV",153,"NOV-20","20","Sälöfjorden","N. Överön",11728779,57795244,0.949213930814155,1.28723574223909
"504","NYN",659,"NYN-02","02","Nynäshamn","Nynäshamn",179542217,588811079,-2.7859261163754,-0.6868723956935
"505","NYN",649,"NYN-03","03","Nynäshamn","Nynäshamn",179542217,588811079,-2.7859261163754,-0.6868723956935
"506","NYN",659,"NYN-04","04","Nynäshamn","Nynäshamn",179542217,588811079,-2.7859261163754,-0.6868723956935
"507","NYN",659,"NYN-11","11","Nynäshamn","Nynäshamn",179542217,588811079,-2.7859261163754,-0.6868723956935
"508","NYN",659,"NYN-12","12","Nynäshamn","Nynäshamn",179542217,588811079,-2.7859261163754,-0.6868723956935
"509","NYN",659,"NYN-13","13","Nynäshamn","Nynäshamn",179542217,588811079,-2.7859261163754,-0.6868723956935
"510","NYN",659,"NYN-14","14","Nynäshamn","Nynäshamn",179542217,588811079,-2.7859261163754,-0.6868723956935
"511","NYN",659,"NYN-18","18","Nynäshamn","Nynäshamn",179542217,588811079,-2.7859261163754,-0.6868723956935
"512","NYN",659,"NYN-19","19","Nynäshamn","Nynäshamn",179542217,588811079,-2.7859261163754,-0.6868723956935
"513","NYN",659,"NYN-01","01","Nynäshamn","Nynäshamn",179542217,588811079,-2.7859261163754,-0.6868723956935
"514","NYN",659,"NYN-07","07","Nynäshamn","Nynäshamn",179542217,588811079,-2.7859261163754,-0.6868723956935
"515","NYN",659,"NYN-08","08","Nynäshamn","Nynäshamn",179542217,588811079,-2.7859261163754,-0.6868723956935
"516","NYN",659,"NYN-09","09","Nynäshamn","Nynäshamn",179542217,588811079,-2.7859261163754,-0.6868723956935
"517","NYN",659,"NYN-10","10","Nynäshamn","Nynäshamn",179542217,588811079,-2.7859261163754,-0.6868723956935
"518","NYN",659,"NYN-15","15","Nynäshamn","Nynäshamn",179542217,588811079,-2.7859261163754,-0.6868723956935
"519","NYN",659,"NYN-16","16","Nynäshamn","Nynäshamn",179542217,588811079,-2.7859261163754,-0.6868723956935
"520","NYN",659,"NYN-17","17","Nynäshamn","Nynäshamn",179542217,588811079,-2.7859261163754,-0.6868723956935
"521","OSK",471,"OSK-01","01","Oskarshamn","Oskarshamn",16583068,57031518,-0.918356092780621,-0.522363384199117
"522","OSK",471,"OSK-02","02","Oskarshamn","Oskarshamn",16583068,57031518,-0.918356092780621,-0.522363384199117
"523","OSK",471,"OSK-03","03","Oskarshamn","Oskarshamn",16583068,57031518,-0.918356092780621,-0.522363384199117
"524","OSK",471,"OSK-04","04","Oskarshamn","Oskarshamn",16583068,57031518,-0.918356092780621,-0.522363384199117
"525","OSK",471,"OSK-05","05","Oskarshamn","Oskarshamn",16583068,57031518,-0.918356092780621,-0.522363384199117
"526","OSK",474,"OSK-06","06","Oskarshamn","Oskarshamn",16583068,57031518,-0.918356092780621,-0.522363384199117
"527","OSK",474,"OSK-07","07","Oskarshamn","Oskarshamn",16583068,57031518,-0.918356092780621,-0.522363384199117
"528","OSK",474,"OSK-08","08","Oskarshamn","Oskarshamn",16583068,57031518,-0.918356092780621,-0.522363384199117
"529","OSK",474,"OSK-09","09","Oskarshamn","Oskarshamn",16583068,57031518,-0.918356092780621,-0.522363384199117
"530","OSK",474,"OSK-10","10","Oskarshamn","Oskarshamn",16583068,57031518,-0.918356092780621,-0.522363384199117
"531","OSK",474,"OSK-11","11","Oskarshamn","Oskarshamn",16583068,57031518,-0.918356092780621,-0.522363384199117
"532","OSK",474,"OSK-12","12","Oskarshamn","Oskarshamn",16583068,57031518,-0.918356092780621,-0.522363384199117
"533","OSK",474,"OSK-13","13","Oskarshamn","Oskarshamn",16583068,57031518,-0.918356092780621,-0.522363384199117
"534","OSK",474,"OSK-14","14","Oskarshamn","Oskarshamn",16583068,57031518,-0.918356092780621,-0.522363384199117
"535","OSK",474,"OSK-15","15","Oskarshamn","Oskarshamn",16583068,57031518,-0.918356092780621,-0.522363384199117
"536","OSK",474,"OSK-16","16","Oskarshamn","Oskarshamn",16583068,57031518,-0.918356092780621,-0.522363384199117
"537","OSK",474,"OSK-17","17","Oskarshamn","Oskarshamn",16583068,57031518,-0.918356092780621,-0.522363384199117
"538","OSK",474,"OSK-18","18","Oskarshamn","Oskarshamn",16583068,57031518,-0.918356092780621,-0.522363384199117
"539","OSK",474,"OSK-19","19","Oskarshamn","Oskarshamn",16583068,57031518,-0.918356092780621,-0.522363384199117
"540","OSK",474,"OSK-20","20","Oskarshamn","Oskarshamn",16583068,57031518,-0.918356092780621,-0.522363384199117
"541","RAU",714,"RAU-01","01","Finland","Rauma",21319105,61052267,0.0154289190167668,-0.851381407187882
"542","RAU",714,"RAU-02","02","Finland","Rauma",21319105,61052267,0.0154289190167668,-0.851381407187882
"543","RAU",714,"RAU-03","03","Finland","Rauma",21319105,61052267,0.0154289190167668,-0.851381407187882
"544","RAU",714,"RAU-04","04","Finland","Rauma",21319105,61052267,0.0154289190167668,-0.851381407187882
"545","RAU",714,"RAU-05","05","Finland","Rauma",21319105,61052267,0.0154289190167668,-0.851381407187882
"546","RAU",714,"RAU-06","06","Finland","Rauma",21319105,61052267,0.0154289190167668,-0.851381407187882
"547","RAU",714,"RAU-07","07","Finland","Rauma",21319105,61052267,0.0154289190167668,-0.851381407187882
"548","RAU",714,"RAU-08","08","Finland","Rauma",21319105,61052267,0.0154289190167668,-0.851381407187882
"549","RAU",714,"RAU-09","09","Finland","Rauma",21319105,61052267,0.0154289190167668,-0.851381407187882
"550","RAU",714,"RAU-10","10","Finland","Rauma",21319105,61052267,0.0154289190167668,-0.851381407187882
"551","RAU",714,"RAU-11","11","Finland","Rauma",21319105,61052267,0.0154289190167668,-0.851381407187882
"552","RAU",714,"RAU-12","12","Finland","Rauma",21319105,61052267,0.0154289190167668,-0.851381407187882
"553","RAU",714,"RAU-13","13","Finland","Rauma",21319105,61052267,0.0154289190167668,-0.851381407187882
"554","RAU",714,"RAU-14","14","Finland","Rauma",21319105,61052267,0.0154289190167668,-0.851381407187882
"555","RAU",714,"RAU-15","15","Finland","Rauma",21319105,61052267,0.0154289190167668,-0.851381407187882
"556","RAU",714,"RAU-16","16","Finland","Rauma",21319105,61052267,0.0154289190167668,-0.851381407187882
"557","RAU",714,"RAU-17","17","Finland","Rauma",21319105,61052267,0.0154289190167668,-0.851381407187882
"558","RAU",714,"RAU-18","18","Finland","Rauma",21319105,61052267,0.0154289190167668,-0.851381407187882
"559","RAU",714,"RAU-19","19","Finland","Rauma",21319105,61052267,0.0154289190167668,-0.851381407187882
"560","RAU",714,"RAU-20","20","Finland","Rauma",21319105,61052267,0.0154289190167668,-0.851381407187882
"561","SBR",154,"SBR-01","01","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.949213930814155,1.12272673074471
"562","SBR",157,"SBR-02","02","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.949213930814155,1.12272673074471
"563","SBR",159,"SBR-03","03","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.949213930814155,1.12272673074471
"564","SBR",160,"SBR-04","04","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.949213930814155,1.12272673074471
"565","SBR",161,"SBR-05","05","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.949213930814155,1.12272673074471
"566","SBR",162,"SBR-07","07","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.949213930814155,1.12272673074471
"567","SBR",163,"SBR-08","08","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.949213930814155,1.12272673074471
"568","SBR",164,"SBR-09","09","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.949213930814155,1.12272673074471
"569","SBR",165,"SBR-10","10","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.949213930814155,1.12272673074471
"570","SBR",166,"SBR-11","11","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.949213930814155,1.12272673074471
"571","SBR",167,"SBR-12","12","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.949213930814155,1.12272673074471
"572","SBR",168,"SBR-13","13","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.949213930814155,1.12272673074471
"573","SBR",169,"SBR-14","14","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.949213930814155,1.12272673074471
"574","SBR",170,"SBR-15","15","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.949213930814155,1.12272673074471
"575","SBR",171,"SBR-16","16","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.949213930814155,1.12272673074471
"576","SBR",172,"SBR-17","17","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.949213930814155,1.12272673074471
"577","SBR",173,"SBR-18","18","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.949213930814155,1.12272673074471
"578","SBR",174,"SBR-19","19","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.949213930814155,1.12272673074471
"579","SBR",175,"SBR-20","20","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.949213930814155,1.12272673074471
"580","SKI",327,"SKI-01","01","Skillinge","Skillinge",142785,55457556,-1.85214110457801,-0.522363384199117
"581","SKI",327,"SKI-02","02","Skillinge","Skillinge",142785,55457556,-1.85214110457801,-0.522363384199117
"582","SKI",327,"SKI-03","03","Skillinge","Skillinge",142785,55457556,-1.85214110457801,-0.522363384199117
"583","SKI",336,"SKI-04","04","Skillinge","Skillinge",142785,55457556,-1.85214110457801,-0.522363384199117
"584","SKI",336,"SKI-05","05","Skillinge","Skillinge",142785,55457556,-1.85214110457801,-0.522363384199117
"585","SKI",336,"SKI-06","06","Skillinge","Skillinge",142785,55457556,-1.85214110457801,-0.522363384199117
"586","SKI",336,"SKI-07","07","Skillinge","Skillinge",142785,55457556,-1.85214110457801,-0.522363384199117
"587","SKI",336,"SKI-08","08","Skillinge","Skillinge",142785,55457556,-1.85214110457801,-0.522363384199117
"588","SKI",336,"SKI-09","09","Skillinge","Skillinge",142785,55457556,-1.85214110457801,-0.522363384199117
"589","SKI",327,"SKI-10","10","Skillinge","Skillinge",142785,55457556,-1.85214110457801,-0.522363384199117
"590","SKI",336,"SKI-11","11","Skillinge","Skillinge",142785,55457556,-1.85214110457801,-0.522363384199117
"591","SKI",336,"SKI-12","12","Skillinge","Skillinge",142785,55457556,-1.85214110457801,-0.522363384199117
"592","SKI",336,"SKI-13","13","Skillinge","Skillinge",142785,55457556,-1.85214110457801,-0.522363384199117
"593","SKI",346,"SKI-14","14","Skillinge","Skillinge",142785,55457556,-1.85214110457801,-0.522363384199117
"594","SKI",346,"SKI-15","15","Skillinge","Skillinge",142785,55457556,-1.85214110457801,-0.522363384199117
"595","SKI",346,"SKI-16","16","Skillinge","Skillinge",142785,55457556,-1.85214110457801,-0.522363384199117
"596","SKI",346,"SKI-17","17","Skillinge","Skillinge",142785,55457556,-1.85214110457801,-0.522363384199117
"597","SKI",346,"SKI-18","18","Skillinge","Skillinge",142785,55457556,-1.85214110457801,-0.522363384199117
"598","SKI",346,"SKI-19","19","Skillinge","Skillinge",142785,55457556,-1.85214110457801,-0.522363384199117
"599","SKI",346,"SKI-20","20","Skillinge","Skillinge",142785,55457556,-1.85214110457801,-0.522363384199117
"600","SLI",597,"SLI-02","02","Gotland","Slite",18831167,57713318,0.0154289190167668,-0.6868723956935
"601","SLI",594,"SLI-04","04","Gotland","Slite",18831167,57713318,0.0154289190167668,-0.6868723956935
"602","SLI",597,"SLI-06","06","Gotland","Slite",18831167,57713318,0.0154289190167668,-0.6868723956935
"603","SLI",597,"SLI-08","08","Gotland","Slite",18831167,57713318,0.0154289190167668,-0.6868723956935
"604","SLI",597,"SLI-09","09","Gotland","Slite",18831167,57713318,0.0154289190167668,-0.6868723956935
"605","SLI",597,"SLI-10","10","Gotland","Slite",18831167,57713318,0.0154289190167668,-0.6868723956935
"606","SLI",597,"SLI-11","11","Gotland","Slite",18831167,57713318,0.0154289190167668,-0.6868723956935
"607","SLI",597,"SLI-12","12","Gotland","Slite",18831167,57713318,0.0154289190167668,-0.6868723956935
"608","SLI",597,"SLI-14","14","Gotland","Slite",18831167,57713318,0.0154289190167668,-0.6868723956935
"609","SLI",597,"SLI-16","16","Gotland","Slite",18831167,57713318,0.0154289190167668,-0.6868723956935
"610","SLI",597,"SLI-18","18","Gotland","Slite",18831167,57713318,0.0154289190167668,-0.6868723956935
"611","SLI",597,"SLI-01","01","Gotland","Slite",18831167,57713318,0.0154289190167668,-0.6868723956935
"612","SLI",597,"SLI-03","03","Gotland","Slite",18831167,57713318,0.0154289190167668,-0.6868723956935
"613","SLI",606,"SLI-05","05","Gotland","Slite",18831167,57713318,0.0154289190167668,-0.6868723956935
"614","SLI",597,"SLI-07","07","Gotland","Slite",18831167,57713318,0.0154289190167668,-0.6868723956935
"615","SLI",597,"SLI-15","15","Gotland","Slite",18831167,57713318,0.0154289190167668,-0.6868723956935
"616","SLI",597,"SLI-17","17","Gotland","Slite",18831167,57713318,0.0154289190167668,-0.6868723956935
"617","SLI",597,"SLI-19","19","Gotland","Slite",18831167,57713318,0.0154289190167668,-0.6868723956935
"618","SLI",597,"SLI-20","20","Gotland","Slite",18831167,57713318,0.0154289190167668,-0.6868723956935
"619","STE",116,"STE-01","01","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.482321424915461,1.78076277672224
"620","STE",117,"STE-03","03","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.482321424915461,1.78076277672224
"621","STE",118,"STE-04","04","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.482321424915461,1.78076277672224
"622","STE",119,"STE-05","05","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.482321424915461,1.78076277672224
"623","STE",135,"STE-06","06","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.482321424915461,1.78076277672224
"624","STE",121,"STE-07","07","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.482321424915461,1.78076277672224
"625","STE",122,"STE-09","09","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.482321424915461,1.78076277672224
"626","STE",123,"STE-11","11","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.482321424915461,1.78076277672224
"627","STE",124,"STE-12","12","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.482321424915461,1.78076277672224
"628","STE",123,"STE-13","13","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.482321424915461,1.78076277672224
"629","STE",126,"STE-14","14","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.482321424915461,1.78076277672224
"630","STE",127,"STE-17","17","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.482321424915461,1.78076277672224
"631","STE",137,"STE-18","18","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.482321424915461,1.78076277672224
"632","STE",131,"STE-19","19","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.482321424915461,1.78076277672224
"633","STE",132,"STE-20","20","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.482321424915461,1.78076277672224
"634","STE",133,"STE-02","02","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.482321424915461,1.78076277672224
"635","STE",136,"STE-08","08","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.482321424915461,1.78076277672224
"636","STE",135,"STE-10","10","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.482321424915461,1.78076277672224
"637","STE",136,"STE-15","15","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.482321424915461,1.78076277672224
"638","STE",137,"STE-16","16","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.482321424915461,1.78076277672224
"639","TAL",785,"TAL-01","01","Estonia","Tallinn",245688,594576,0.949213930814155,-0.851381407187882
"640","TAL",785,"TAL-02","02","Estonia","Tallinn",245688,594576,0.949213930814155,-0.851381407187882
"641","TAL",785,"TAL-03","03","Estonia","Tallinn",245688,594576,0.949213930814155,-0.851381407187882
"642","TAL",785,"TAL-04","04","Estonia","Tallinn",245688,594576,0.949213930814155,-0.851381407187882
"643","TAL",785,"TAL-05","05","Estonia","Tallinn",245688,594576,0.949213930814155,-0.851381407187882
"644","TAL",785,"TAL-06","06","Estonia","Tallinn",245688,594576,0.949213930814155,-0.851381407187882
"645","TAL",785,"TAL-07","07","Estonia","Tallinn",245688,594576,0.949213930814155,-0.851381407187882
"646","TAL",785,"TAL-08","08","Estonia","Tallinn",245688,594576,0.949213930814155,-0.851381407187882
"647","TAL",785,"TAL-09","09","Estonia","Tallinn",245688,594576,0.949213930814155,-0.851381407187882
"648","TAL",785,"TAL-10","10","Estonia","Tallinn",245688,594576,0.949213930814155,-0.851381407187882
"649","TAL",785,"TAL-11","11","Estonia","Tallinn",245688,594576,0.949213930814155,-0.851381407187882
"650","TAL",801,"TAL-12","12","Estonia","Tallinn",245688,594576,0.949213930814155,-0.851381407187882
"651","TAL",801,"TAL-13","13","Estonia","Tallinn",245688,594576,0.949213930814155,-0.851381407187882
"652","TAL",785,"TAL-14","14","Estonia","Tallinn",245688,594576,0.949213930814155,-0.851381407187882
"653","TAL",801,"TAL-15","15","Estonia","Tallinn",245688,594576,0.949213930814155,-0.851381407187882
"654","TAL",801,"TAL-16","16","Estonia","Tallinn",245688,594576,0.949213930814155,-0.851381407187882
"655","TAL",801,"TAL-17","17","Estonia","Tallinn",245688,594576,0.949213930814155,-0.851381407187882
"656","TAL",801,"TAL-18","18","Estonia","Tallinn",245688,594576,0.949213930814155,-0.851381407187882
"657","TAL",785,"TAL-19","19","Estonia","Tallinn",245688,594576,0.949213930814155,-0.851381407187882
"658","TAL",801,"TAL-20","20","Estonia","Tallinn",245688,594576,0.949213930814155,-0.851381407187882
"659","VHA",92,"VHA-01","01","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.451463586881927,2.43879882269977
"660","VHA",93,"VHA-02","02","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.451463586881927,2.43879882269977
"661","VHA",94,"VHA-03","03","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.451463586881927,2.43879882269977
"662","VHA",96,"VHA-04","04","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.451463586881927,2.43879882269977
"663","VHA",96,"VHA-05","05","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.451463586881927,2.43879882269977
"664","VHA",97,"VHA-06","06","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.451463586881927,2.43879882269977
"665","VHA",98,"VHA-07","07","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.451463586881927,2.43879882269977
"666","VHA",99,"VHA-08","08","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.451463586881927,2.43879882269977
"667","VHA",100,"VHA-09","09","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.451463586881927,2.43879882269977
"668","VHA",101,"VHA-10","10","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.451463586881927,2.43879882269977
"669","VHA",102,"VHA-11","11","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.451463586881927,2.43879882269977
"670","VHA",102,"VHA-12","12","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.451463586881927,2.43879882269977
"671","VHA",104,"VHA-13","13","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.451463586881927,2.43879882269977
"672","VHA",104,"VHA-14","14","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.451463586881927,2.43879882269977
"673","VHA",106,"VHA-15","15","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.451463586881927,2.43879882269977
"674","VHA",107,"VHA-16","16","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.451463586881927,2.43879882269977
"675","VHA",108,"VHA-17","17","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.451463586881927,2.43879882269977
"676","VHA",110,"VHA-18","18","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.451463586881927,2.43879882269977
"677","VHA",112,"VHA-19","19","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.451463586881927,2.43879882269977
"678","VHA",115,"VHA-20","20","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-0.451463586881927,2.43879882269977
"679","YST",312,"YST-01","01","Gamla Staden-Sandskogen","Ystad",1384636159,5542155879,0.0154289190167668,-0.522363384199117
"680","YST",312,"YST-02","02","Gamla Staden-Sandskogen","Ystad",1384636159,5542155879,0.0154289190167668,-0.522363384199117
"681","YST",312,"YST-03","03","Gamla Staden-Sandskogen","Ystad",1384636159,5542155879,0.0154289190167668,-0.522363384199117
"682","YST",312,"YST-04","04","Gamla Staden-Sandskogen","Ystad",1384636159,5542155879,0.0154289190167668,-0.522363384199117
"683","YST",312,"YST-05","05","Gamla Staden-Sandskogen","Ystad",1384636159,5542155879,0.0154289190167668,-0.522363384199117
"684","YST",312,"YST-08","08","Gamla Staden-Sandskogen","Ystad",1384636159,5542155879,0.0154289190167668,-0.522363384199117
"685","YST",315,"YST-11","11","Gamla Staden-Sandskogen","Ystad",1384636159,5542155879,0.0154289190167668,-0.522363384199117
"686","YST",315,"YST-12","12","Gamla Staden-Sandskogen","Ystad",1384636159,5542155879,0.0154289190167668,-0.522363384199117
"687","YST",317,"YST-15","15","Gamla Staden-Sandskogen","Ystad",1384636159,5542155879,0.0154289190167668,-0.522363384199117
"688","YST",317,"YST-19","19","Gamla Staden-Sandskogen","Ystad",1384636159,5542155879,0.0154289190167668,-0.522363384199117
"689","YST",312,"YST-06","06","Gamla Staden-Sandskogen","Ystad",1384636159,5542155879,0.0154289190167668,-0.522363384199117
"690","YST",312,"YST-07","07","Gamla Staden-Sandskogen","Ystad",1384636159,5542155879,0.0154289190167668,-0.522363384199117
"691","YST",321,"YST-09","09","Gamla Staden-Sandskogen","Ystad",1384636159,5542155879,0.0154289190167668,-0.522363384199117
"692","YST",315,"YST-10","10","Gamla Staden-Sandskogen","Ystad",1384636159,5542155879,0.0154289190167668,-0.522363384199117
"693","YST",315,"YST-14","14","Gamla Staden-Sandskogen","Ystad",1384636159,5542155879,0.0154289190167668,-0.522363384199117
"694","YST",317,"YST-16","16","Gamla Staden-Sandskogen","Ystad",1384636159,5542155879,0.0154289190167668,-0.522363384199117
"695","YST",326,"YST-18","18","Gamla Staden-Sandskogen","Ystad",1384636159,5542155879,0.0154289190167668,-0.522363384199117
"696","YST",326,"YST-20","20","Gamla Staden-Sandskogen","Ystad",1384636159,5542155879,0.0154289190167668,-0.522363384199117
