"","coast","pop","mll_no","indv_no","pop_no","site_full","trt","median_temp","max_temp","median_sal","min_sal","cf"
"1","east","KUR",288,"KUR-01","01","Kurland","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"2","east","KUR",291,"KUR-07","07","Kurland","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"3","east","KUR",294,"KUR-09","09","Kurland","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"4","east","KUR",296,"KUR-10","10","Kurland","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"5","east","KUR",297,"KUR-11","11","Kurland","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"6","east","KUR",299,"KUR-13","13","Kurland","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"7","east","KUR",302,"KUR-14","14","Kurland","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"8","east","KUR",306,"KUR-18","18","Kurland","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"9","east","YST",312,"YST-01","01","Ystad","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"10","east","YST",315,"YST-11","11","Ystad","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"11","east","YST",317,"YST-15","15","Ystad","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"12","east","YST",321,"YST-09","09","Ystad","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"13","east","YST",326,"YST-18","18","Ystad","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"14","east","SKI",327,"SKI-01","01","Skillinge","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"15","east","SKI",336,"SKI-04","04","Skillinge","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"16","east","SKI",346,"SKI-14","14","Skillinge","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"17","east","AHU",351,"AHU-01","01","Åhus","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"18","east","AHU",361,"AHU-09","09","Åhus","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"19","east","AHU",366,"AHU-02","02","Åhus","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"20","east","AHU",367,"AHU-13","13","Åhus","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"21","east","FUR",379,"FUR-18","18","Furumon","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"22","east","FUR",383,"FUR-02","02","Furumon","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"23","east","BJN",394,"BJN-02","02","Björkenäs","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"24","east","BLA",404,"BLA-01","01","Bläsinge","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"25","east","KAL",426,"KAL-01","01","Kalmarsund","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"26","east","KAL",427,"KAL-02","02","Kalmarsund","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"27","east","KAL",436,"KAL-06","06","Kalmarsund","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"28","east","KAL",441,"KAL-04","04","Kalmarsund","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"29","east","KAL",448,"KAL-20","20","Kalmarsund","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"30","east","KAR",451,"KAR-02","02","Kårehamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"31","east","KAR",460,"KAR-03","03","Kårehamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"32","east","OSK",471,"OSK-01","01","Oskarshamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"33","east","OSK",474,"OSK-06","06","Oskarshamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"34","east","BUR",489,"BUR-01","01","Burgsvik","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"35","east","BUR",491,"BUR-03","03","Burgsvik","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"36","east","BUR",493,"BUR-05","05","Burgsvik","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"37","east","BUR",494,"BUR-06","06","Burgsvik","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"38","east","BUR",496,"BUR-07","07","Burgsvik","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"39","east","BUR",498,"BUR-09","09","Burgsvik","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"40","east","BUR",499,"BUR-10","10","Burgsvik","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"41","east","BUR",501,"BUR-11","11","Burgsvik","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"42","east","BUR",504,"BUR-13","13","Burgsvik","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
