"bagnum_num","tank_ID","bagKey","trt","bagnum_text","pop","new_label","genetID","DNA_label","temp_full","sal_full","gen","genet","board","mean_sal","median_sal","min_sal","max_sal","sd_sal","mean_temp","median_temp","min_temp","max_temp","sd_temp","x_coord","y_coord","position"
174,"B2","5D817BBE","TempWarm-5psu",174,"BJO","174_B2_BJO_gen-22_TempWarm-5psu",22,"BJO_gen-22","TempWarm","5psu","gen-22","BJO-22",22,5.2,5.15,5.1,5.4,0.14142135623731,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,12,6,"12_6"
175,"B2","1D17202C","TempWarm-5psu",175,"VAT","175_B2_VAT_gen-22_TempWarm-5psu",22,"VAT_gen-22","TempWarm","5psu","gen-22","VAT-22",22,5.225,5.15,5.1,5.5,0.189296944860009,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,12,7,"12_7"
176,"B2","BE6E1917","TempWarm-5psu",176,"HOG","176_B2_HOG_gen-22_TempWarm-5psu",22,"HOG_gen-22","TempWarm","5psu","gen-22","HOG-22",22,5.175,5.1,5.1,5.4,0.15,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,12,8,"12_8"
177,"B2","5F9A287E","TempWarm-16psu",177,"KAL","177_B2_KAL_gen-23_TempWarm-16psu",23,"KAL_gen-23","TempWarm","16psu","gen-23","KAL-23",23,16.075,16.05,15.9,16.3,0.170782512765994,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,13,5,"13_5"
178,"B2","AAABBD75","TempWarm-16psu",178,"HOG","178_B2_HOG_gen-23_TempWarm-16psu",23,"HOG_gen-23","TempWarm","16psu","gen-23","HOG-23",23,16.175,16.1,16.1,16.4,0.149999999999999,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,13,6,"13_6"
179,"B2","066B3EF1","TempWarm-16psu",179,"BJO","179_B2_BJO_gen-23_TempWarm-16psu",23,"BJO_gen-23","TempWarm","16psu","gen-23","BJO-23",23,16.3,16.25,16.2,16.5,0.14142135623731,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,13,7,"13_7"
180,"B2","C194142C","TempWarm-16psu",180,"KUR","180_B2_KUR_gen-23_TempWarm-16psu",23,"KUR_gen-23","TempWarm","16psu","gen-23","KUR-23",23,16,15.95,15.9,16.2,0.141421356237309,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,13,8,"13_8"
181,"B2","B47C8F59","TempWarm-16psu",181,"VIK","181_B2_VIK_gen-23_TempWarm-16psu",23,"VIK_gen-23","TempWarm","16psu","gen-23","VIK-23",23,16.2,16.15,16.1,16.4,0.141421356237308,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,14,5,"14_5"
182,"B2","42D822BF","TempWarm-16psu",182,"BAR","182_B2_BAR_gen-23_TempWarm-16psu",23,"BAR_gen-23","TempWarm","16psu","gen-23","BAR-23",23,16.1,16.05,16,16.3,0.14142135623731,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,14,6,"14_6"
183,"B2","69D1B0A5","TempWarm-16psu",183,"HOR","183_B2_HOR_gen-23_TempWarm-16psu",23,"HOR_gen-23","TempWarm","16psu","gen-23","HOR-23",23,16.175,16.15,16,16.4,0.170782512765992,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,14,7,"14_7"
184,"B2","FC717784","TempWarm-16psu",184,"VAT","184_B2_VAT_gen-23_TempWarm-16psu",23,"VAT_gen-23","TempWarm","16psu","gen-23","VAT-23",23,16.125,16.05,16,16.4,0.189296944860008,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,14,8,"14_8"
185,"B2","9606B041","TempWarm-5psu",185,"BJO","185_B2_BJO_gen-24_TempWarm-5psu",24,"BJO_gen-24","TempWarm","5psu","gen-24","BJO-24",24,5.275,5.2,5.2,5.5,0.15,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,15,5,"15_5"
186,"B2","8BFA319B","TempWarm-5psu",186,"KUR","186_B2_KUR_gen-24_TempWarm-5psu",24,"KUR_gen-24","TempWarm","5psu","gen-24","KUR-24",24,5.125,5.05,5,5.4,0.189296944860009,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,15,6,"15_6"
187,"B2","E730A918","TempWarm-5psu",187,"KAL","187_B2_KAL_gen-24_TempWarm-5psu",24,"KAL_gen-24","TempWarm","5psu","gen-24","KAL-24",24,5.125,5.05,5,5.4,0.189296944860009,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,15,7,"15_7"
188,"B2","2D3C7402","TempWarm-5psu",188,"HOR","188_B2_HOR_gen-24_TempWarm-5psu",24,"HOR_gen-24","TempWarm","5psu","gen-24","HOR-24",24,5.45,5.4,5.3,5.7,0.173205080756888,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,15,8,"15_8"
189,"B2","9CEA44F8","TempWarm-5psu",189,"VAT","189_B2_VAT_gen-24_TempWarm-5psu",24,"VAT_gen-24","TempWarm","5psu","gen-24","VAT-24",24,5.225,5.15,5.1,5.5,0.189296944860009,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,16,5,"16_5"
190,"B2","1CF6C8B9","TempWarm-5psu",190,"VIK","190_B2_VIK_gen-24_TempWarm-5psu",24,"VIK_gen-24","TempWarm","5psu","gen-24","VIK-24",24,5.35,5.3,5.2,5.6,0.173205080756888,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,16,6,"16_6"
191,"B2","EAA1AF92","TempWarm-5psu",191,"HOG","191_B2_HOG_gen-24_TempWarm-5psu",24,"HOG_gen-24","TempWarm","5psu","gen-24","HOG-24",24,5.175,5.1,5.1,5.4,0.15,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,16,7,"16_7"
192,"B2","E8864319","TempWarm-5psu",192,"BAR","192_B2_BAR_gen-24_TempWarm-5psu",24,"BAR_gen-24","TempWarm","5psu","gen-24","BAR-24",24,5.125,5.05,5,5.4,0.189296944860009,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,16,8,"16_8"
193,"B3","A05D1D5A","TempWarm-16psu",193,"HOR","193_B3_HOR_gen-25_TempWarm-16psu",25,"HOR_gen-25","TempWarm","16psu","gen-25","HOR-25",25,16.125,16.05,16,16.4,0.189296944860008,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,9,9,"9_9"
194,"B3","9C36CBD3","TempWarm-16psu",194,"KUR","194_B3_KUR_gen-25_TempWarm-16psu",25,"KUR_gen-25","TempWarm","16psu","gen-25","KUR-25",25,16.225,16.15,16.1,16.5,0.189296944860009,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,9,10,"9_10"
195,"B3","4AEB8C3C","TempWarm-16psu",195,"BJO","195_B3_BJO_gen-25_TempWarm-16psu",25,"BJO_gen-25","TempWarm","16psu","gen-25","BJO-25",25,16.3333333333333,16.3,16.1,16.6,0.251661147842358,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,9,11,"9_11"
196,"B3","1605D38B","TempWarm-16psu",196,"KAL","196_B3_KAL_gen-25_TempWarm-16psu",25,"KAL_gen-25","TempWarm","16psu","gen-25","KAL-25",25,16.3,16.2,16.2,16.5,0.173205080756888,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,9,12,"9_12"
197,"B3","81FC2B84","TempWarm-16psu",197,"BAR","197_B3_BAR_gen-25_TempWarm-16psu",25,"BAR_gen-25","TempWarm","16psu","gen-25","BAR-25",25,16.075,16,16,16.3,0.15,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,10,9,"10_9"
198,"B3","751EAAE5","TempWarm-16psu",198,"VIK","198_B3_VIK_gen-25_TempWarm-16psu",25,"VIK_gen-25","TempWarm","16psu","gen-25","VIK-25",25,16.1666666666667,16.2,16.1,16.2,0.0577350269189613,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,10,10,"10_10"
199,"B3","5B21EB07","TempWarm-16psu",199,"HOG","199_B3_HOG_gen-25_TempWarm-16psu",25,"HOG_gen-25","TempWarm","16psu","gen-25","HOG-25",25,16.2,16.1,16.1,16.4,0.173205080756886,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,10,11,"10_11"
200,"B3","A8C78462","TempWarm-16psu",200,"VAT","200_B3_VAT_gen-25_TempWarm-16psu",25,"VAT_gen-25","TempWarm","16psu","gen-25","VAT-25",25,16.2666666666667,16.2,16.1,16.5,0.208166599946613,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,10,12,"10_12"
201,"B3","D54217A1","TempWarm-5psu",201,"VAT","201_B3_VAT_gen-26_TempWarm-5psu",26,"VAT_gen-26","TempWarm","5psu","gen-26","VAT-26",26,5.225,5.15,5.1,5.5,0.189296944860009,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,11,9,"11_9"
202,"B3","7EBEC80E","TempWarm-5psu",202,"BJO","202_B3_BJO_gen-26_TempWarm-5psu",26,"BJO_gen-26","TempWarm","5psu","gen-26","BJO-26",26,5.275,5.2,5.2,5.5,0.15,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,11,10,"11_10"
203,"B3","4A19D102","TempWarm-5psu",203,"KUR","203_B3_KUR_gen-26_TempWarm-5psu",26,"KUR_gen-26","TempWarm","5psu","gen-26","KUR-26",26,5.05,5.05,5,5.1,0.0707106781186545,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,11,11,"11_11"
204,"B3","9A9B9D3E","TempWarm-5psu",204,"HOG","204_B3_HOG_gen-26_TempWarm-5psu",26,"HOG_gen-26","TempWarm","5psu","gen-26","HOG-26",26,5.23333333333333,5.2,5.1,5.4,0.152752523165195,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,11,12,"11_12"
205,"B3","3434060E","TempWarm-5psu",205,"HOR","205_B3_HOR_gen-26_TempWarm-5psu",26,"HOR_gen-26","TempWarm","5psu","gen-26","HOR-26",26,5.075,5,5,5.3,0.15,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,12,9,"12_9"
206,"B3","4A5525A0","TempWarm-5psu",206,"KAL","206_B3_KAL_gen-26_TempWarm-5psu",26,"KAL_gen-26","TempWarm","5psu","gen-26","KAL-26",26,5.075,5,5,5.3,0.15,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,12,10,"12_10"
207,"B3","CD9C15C9","TempWarm-5psu",207,"VIK","207_B3_VIK_gen-26_TempWarm-5psu",26,"VIK_gen-26","TempWarm","5psu","gen-26","VIK-26",26,5.36666666666667,5.3,5.2,5.6,0.208166599946613,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,12,11,"12_11"
208,"B3","4D2B82F5","TempWarm-5psu",208,"BAR","208_B3_BAR_gen-26_TempWarm-5psu",26,"BAR_gen-26","TempWarm","5psu","gen-26","BAR-26",26,5.16666666666667,5.1,5,5.4,0.208166599946614,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,12,12,"12_12"
209,"B3","D5F6FDA1","TempWarm-16psu",209,"VIK","209_B3_VIK_gen-27_TempWarm-16psu",27,"VIK_gen-27","TempWarm","16psu","gen-27","VIK-27",27,16.225,16.15,16.1,16.5,0.189296944860009,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,13,9,"13_9"
210,"B3","4EF6DA2E","TempWarm-16psu",210,"BAR","210_B3_BAR_gen-27_TempWarm-16psu",27,"BAR_gen-27","TempWarm","16psu","gen-27","BAR-27",27,16.1,16.05,16,16.3,0.14142135623731,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,13,10,"13_10"
211,"B3","2AE84501","TempWarm-16psu",211,"HOG","211_B3_HOG_gen-27_TempWarm-16psu",27,"HOG_gen-27","TempWarm","16psu","gen-27","HOG-27",27,16.1666666666667,16.1,16,16.4,0.208166599946612,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,13,11,"13_11"
212,"B3","A592250B","TempWarm-16psu",212,"KUR","212_B3_KUR_gen-27_TempWarm-16psu",27,"KUR_gen-27","TempWarm","16psu","gen-27","KUR-27",27,16.2333333333333,16.2,16,16.5,0.251661147842358,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,13,12,"13_12"
213,"B3","19FBC95D","TempWarm-16psu",213,"BJO","213_B3_BJO_gen-27_TempWarm-16psu",27,"BJO_gen-27","TempWarm","16psu","gen-27","BJO-27",27,16.175,16.1,16.1,16.4,0.149999999999999,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,14,9,"14_9"
214,"B3","8A6EA6F4","TempWarm-16psu",214,"KAL","214_B3_KAL_gen-27_TempWarm-16psu",27,"KAL_gen-27","TempWarm","16psu","gen-27","KAL-27",27,16.425,16.4,16.3,16.6,0.12583057392118,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,14,10,"14_10"
215,"B3","8DFD17F6","TempWarm-16psu",215,"HOR","215_B3_HOR_gen-27_TempWarm-16psu",27,"HOR_gen-27","TempWarm","16psu","gen-27","HOR-27",27,16.1,16,16,16.3,0.173205080756888,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,14,11,"14_11"
216,"B3","1478213F","TempWarm-16psu",216,"VAT","216_B3_VAT_gen-27_TempWarm-16psu",27,"VAT_gen-27","TempWarm","16psu","gen-27","VAT-27",27,16.2,16.1,16.1,16.4,0.173205080756886,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,14,12,"14_12"
217,"B3","76F6546D","TempWarm-5psu",217,"KUR","217_B3_KUR_gen-28_TempWarm-5psu",28,"KUR_gen-28","TempWarm","5psu","gen-28","KUR-28",28,5.05,5,4.9,5.3,0.173205080756888,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,15,9,"15_9"
218,"B3","23BB6CDA","TempWarm-5psu",218,"VAT","218_B3_VAT_gen-28_TempWarm-5psu",28,"VAT_gen-28","TempWarm","5psu","gen-28","VAT-28",28,5.3,5.2,5.2,5.5,0.173205080756888,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,15,10,"15_10"
219,"B3","61228BCA","TempWarm-5psu",219,"BAR","219_B3_BAR_gen-28_TempWarm-5psu",28,"BAR_gen-28","TempWarm","5psu","gen-28","BAR-28",28,5.175,5.1,5.1,5.4,0.15,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,15,11,"15_11"
220,"B3","7D0D2FF6","TempWarm-5psu",220,"HOG","220_B3_HOG_gen-28_TempWarm-5psu",28,"HOG_gen-28","TempWarm","5psu","gen-28","HOG-28",28,5.225,5.15,5.1,5.5,0.189296944860009,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,15,12,"15_12"
221,"B3","E60EB8F1","TempWarm-5psu",221,"KAL","221_B3_KAL_gen-28_TempWarm-5psu",28,"KAL_gen-28","TempWarm","5psu","gen-28","KAL-28",28,5.15,5.1,5,5.4,0.173205080756888,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,16,9,"16_9"
222,"B3","DDF887C6","TempWarm-5psu",222,"VIK","222_B3_VIK_gen-28_TempWarm-5psu",28,"VIK_gen-28","TempWarm","5psu","gen-28","VIK-28",28,5.45,5.35,5.3,5.8,0.238047614284762,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,16,10,"16_10"
223,"B3","439F7E30","TempWarm-5psu",223,"HOR","223_B3_HOR_gen-28_TempWarm-5psu",28,"HOR_gen-28","TempWarm","5psu","gen-28","HOR-28",28,5.075,5,5,5.3,0.15,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,16,11,"16_11"
224,"B3","ED9164F5","TempWarm-5psu",224,"BJO","224_B3_BJO_gen-28_TempWarm-5psu",28,"BJO_gen-28","TempWarm","5psu","gen-28","BJO-28",28,5.2,5.15,5.1,5.4,0.14142135623731,25.8228915576884,26.0806640625,16.04197265625,32.00091796875,2.41059776241806,16,12,"16_12"
225,"B4","4A02D0E7","TempWarm-16psu",225,"BJO","225_B4_BJO_gen-29_TempWarm-16psu",29,"BJO_gen-29","TempWarm","16psu","gen-29","BJO-29",29,16.425,16.4,16.3,16.6,0.12583057392118,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,9,13,"9_13"
226,"B4","213E07AA","TempWarm-16psu",226,"HOG","226_B4_HOG_gen-29_TempWarm-16psu",29,"HOG_gen-29","TempWarm","16psu","gen-29","HOG-29",29,16.175,16.15,16.1,16.3,0.0957427107756333,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,9,14,"9_14"
227,"B4","F5C458B6","TempWarm-16psu",227,"HOR","227_B4_HOR_gen-29_TempWarm-16psu",29,"HOR_gen-29","TempWarm","16psu","gen-29","HOR-29",29,16.075,16,15.9,16.4,0.221735578260834,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,9,15,"9_15"
228,"B4","B6E47B16","TempWarm-16psu",228,"VAT","228_B4_VAT_gen-29_TempWarm-16psu",29,"VAT_gen-29","TempWarm","16psu","gen-29","VAT-29",29,16.45,16.35,16.3,16.8,0.238047614284762,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,9,16,"9_16"
229,"B4","A72CE119","TempWarm-16psu",229,"KUR","229_B4_KUR_gen-29_TempWarm-16psu",29,"KUR_gen-29","TempWarm","16psu","gen-29","KUR-29",29,15.825,15.8,15.8,15.9,0.0499999999999998,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,10,13,"10_13"
230,"B4","F7DD756B","TempWarm-16psu",230,"BAR","230_B4_BAR_gen-29_TempWarm-16psu",29,"BAR_gen-29","TempWarm","16psu","gen-29","BAR-29",29,16.15,16.15,16.1,16.2,0.0577350269189613,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,10,14,"10_14"
231,"B4","9CDB42F6","TempWarm-16psu",231,"VIK","231_B4_VIK_gen-29_TempWarm-16psu",29,"VIK_gen-29","TempWarm","16psu","gen-29","VIK-29",29,16.275,16.2,16.2,16.5,0.15,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,10,15,"10_15"
232,"B4","B901DB9B","TempWarm-16psu",232,"KAL","232_B4_KAL_gen-29_TempWarm-16psu",29,"KAL_gen-29","TempWarm","16psu","gen-29","KAL-29",29,16.15,16.1,16,16.4,0.173205080756887,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,10,16,"10_16"
233,"B4","BB87AD6E","TempWarm-5psu",233,"BJO","233_B4_BJO_gen-30_TempWarm-5psu",30,"BJO_gen-30","TempWarm","5psu","gen-30","BJO-30",30,5.15,5.15,5.1,5.2,0.0577350269189629,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,11,13,"11_13"
234,"B4","284511D2","TempWarm-5psu",234,"HOR","234_B4_HOR_gen-30_TempWarm-5psu",30,"HOR_gen-30","TempWarm","5psu","gen-30","HOR-30",30,5.1,5.1,5.1,5.1,0,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,11,14,"11_14"
235,"B4","BE788BE4","TempWarm-5psu",235,"BAR","235_B4_BAR_gen-30_TempWarm-5psu",30,"BAR_gen-30","TempWarm","5psu","gen-30","BAR-30",30,5.175,5.1,5.1,5.4,0.15,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,11,15,"11_15"
236,"B4","24E29CC3","TempWarm-5psu",236,"VAT","236_B4_VAT_gen-30_TempWarm-5psu",30,"VAT_gen-30","TempWarm","5psu","gen-30","VAT-30",30,5.275,5.2,5.2,5.5,0.15,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,11,16,"11_16"
237,"B4","A93CDD44","TempWarm-5psu",237,"VIK","237_B4_VIK_gen-30_TempWarm-5psu",30,"VIK_gen-30","TempWarm","5psu","gen-30","VIK-30",30,5.35,5.35,5.3,5.4,0.0577350269189629,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,12,13,"12_13"
238,"B4","5CFF0850","TempWarm-5psu",238,"KAL","238_B4_KAL_gen-30_TempWarm-5psu",30,"KAL_gen-30","TempWarm","5psu","gen-30","KAL-30",30,5.1,5.05,5,5.3,0.141421356237309,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,12,14,"12_14"
239,"B4","6365CBCA","TempWarm-5psu",239,"KUR","239_B4_KUR_gen-30_TempWarm-5psu",30,"KUR_gen-30","TempWarm","5psu","gen-30","KUR-30",30,5.075,5,5,5.3,0.15,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,12,15,"12_15"
240,"B4","AD260483","TempWarm-5psu",240,"HOG","240_B4_HOG_gen-30_TempWarm-5psu",30,"HOG_gen-30","TempWarm","5psu","gen-30","HOG-30",30,5.1,5.1,5.1,5.1,0,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,12,16,"12_16"
241,"B4","517E8522","TempWarm-16psu",241,"KAL","241_B4_KAL_gen-31_TempWarm-16psu",31,"KAL_gen-31","TempWarm","16psu","gen-31","KAL-31",31,16.15,16.05,16,16.5,0.238047614284762,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,13,13,"13_13"
242,"B4","C462F218","TempWarm-16psu",242,"HOR","242_B4_HOR_gen-31_TempWarm-16psu",31,"HOR_gen-31","TempWarm","16psu","gen-31","HOR-31",31,16.05,16,15.9,16.3,0.191485421551268,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,13,14,"13_14"
243,"B4","2C9BBFF3","TempWarm-16psu",243,"KUR","243_B4_KUR_gen-31_TempWarm-16psu",31,"KUR_gen-31","TempWarm","16psu","gen-31","KUR-31",31,15.825,15.75,15.7,16.1,0.18929694486001,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,13,15,"13_15"
244,"B4","E9CC5A43","TempWarm-16psu",244,"BAR","244_B4_BAR_gen-31_TempWarm-16psu",31,"BAR_gen-31","TempWarm","16psu","gen-31","BAR-31",31,16.125,16.05,16,16.4,0.189296944860008,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,13,16,"13_16"
245,"B4","22B5DDA3","TempWarm-16psu",245,"VIK","245_B4_VIK_gen-31_TempWarm-16psu",31,"VIK_gen-31","TempWarm","16psu","gen-31","VIK-31",31,16.225,16.15,16.1,16.5,0.189296944860009,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,14,13,"14_13"
246,"B4","C5FAF855","TempWarm-16psu",246,"HOG","246_B4_HOG_gen-31_TempWarm-16psu",31,"HOG_gen-31","TempWarm","16psu","gen-31","HOG-31",31,16.15,16.05,16,16.5,0.238047614284762,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,14,14,"14_14"
247,"B4","BA6BB612","TempWarm-16psu",247,"VAT","247_B4_VAT_gen-31_TempWarm-16psu",31,"VAT_gen-31","TempWarm","16psu","gen-31","VAT-31",31,16.175,16.1,16.1,16.4,0.149999999999999,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,14,15,"14_15"
248,"B4","460B2716","TempWarm-16psu",248,"BJO","248_B4_BJO_gen-31_TempWarm-16psu",31,"BJO_gen-31","TempWarm","16psu","gen-31","BJO-31",31,16.225,16.15,16.1,16.5,0.189296944860009,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,14,16,"14_16"
249,"B4","B33461F4","TempWarm-5psu",249,"BAR","249_B4_BAR_gen-32_TempWarm-5psu",32,"BAR_gen-32","TempWarm","5psu","gen-32","BAR-32",32,5.225,5.15,5.1,5.5,0.189296944860009,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,15,13,"15_13"
250,"B4","5E98B24D","TempWarm-5psu",250,"HOG","250_B4_HOG_gen-32_TempWarm-5psu",32,"HOG_gen-32","TempWarm","5psu","gen-32","HOG-32",32,5.175,5.1,5.1,5.4,0.15,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,15,14,"15_14"
251,"B4","B9FC7FC4","TempWarm-5psu",251,"VIK","251_B4_VIK_gen-32_TempWarm-5psu",32,"VIK_gen-32","TempWarm","5psu","gen-32","VIK-32",32,5.325,5.25,5.2,5.6,0.189296944860009,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,15,15,"15_15"
252,"B4","6633FBD4","TempWarm-5psu",252,"VAT","252_B4_VAT_gen-32_TempWarm-5psu",32,"VAT_gen-32","TempWarm","5psu","gen-32","VAT-32",32,5.225,5.15,5.1,5.5,0.189296944860009,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,15,16,"15_16"
253,"B4","F7DF5B58","TempWarm-5psu",253,"BJO","253_B4_BJO_gen-32_TempWarm-5psu",32,"BJO_gen-32","TempWarm","5psu","gen-32","BJO-32",32,5.275,5.2,5.2,5.5,0.15,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,16,13,"16_13"
254,"B4","F0C97436","TempWarm-5psu",254,"KUR","254_B4_KUR_gen-32_TempWarm-5psu",32,"KUR_gen-32","TempWarm","5psu","gen-32","KUR-32",32,5.075,5,5,5.3,0.15,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,16,14,"16_14"
255,"B4","BD0D83AC","TempWarm-5psu",255,"KAL","255_B4_KAL_gen-32_TempWarm-5psu",32,"KAL_gen-32","TempWarm","5psu","gen-32","KAL-32",32,5.075,5,5,5.3,0.15,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,16,15,"16_15"
256,"B4","AF83CB3C","TempWarm-5psu",256,"HOR","256_B4_HOR_gen-32_TempWarm-5psu",32,"HOR_gen-32","TempWarm","5psu","gen-32","HOR-32",32,5.175,5.1,5.1,5.4,0.15,25.5085056840722,25.7374609375,16.21357421875,31.4003125,2.46520222039827,16,16,"16_16"
257,"C1","65DC0537","TempControl-21psu",257,"KUR","257_C1_KUR_gen-33_TempControl-21psu",33,"KUR_gen-33","TempControl","21psu","gen-33","KUR-33",33,21,21,20.9,21.1,0.0816496580927738,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,17,1,"17_1"
258,"C1","09420C72","TempControl-21psu",258,"BJO","258_C1_BJO_gen-33_TempControl-21psu",33,"BJO_gen-33","TempControl","21psu","gen-33","BJO-33",33,21.025,21,21,21.1,0.0500000000000007,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,17,2,"17_2"
259,"C1","18624A8C","TempControl-21psu",259,"KAL","259_C1_KAL_gen-33_TempControl-21psu",33,"KAL_gen-33","TempControl","21psu","gen-33","KAL-33",33,21.05,21.05,21,21.1,0.0577350269189634,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,17,3,"17_3"
260,"C1","E50988CC","TempControl-21psu",260,"HOR","260_C1_HOR_gen-33_TempControl-21psu",33,"HOR_gen-33","TempControl","21psu","gen-33","HOR-33",33,21.15,21.1,21.1,21.3,0.0999999999999996,20.083437929056,20.2462109375,16.084873046875,25.9090625,1.69711366532744,17,4,"17_4"
