"bagnum_num","tank_ID","bagKey","trt","bagnum_text","pop","new_label","genetID","DNA_label","temp_full","sal_full","gen","genet","board","mean_sal","median_sal","min_sal","max_sal","sd_sal","mean_temp","median_temp","min_temp","max_temp","sd_temp","x_coord","y_coord","position"
86,"A3","F178662B","TempWarm-16psu",86,"VIK","086_A3_VIK_gen-11_TempWarm-16psu",11,"VIK_gen-11","TempWarm","16psu","gen-11","VIK-11",11,16.22,16.2,16.2,16.3,0.0447213595499964,25.8025284445741,26.123564453125,15.827470703125,32.34412109375,2.39952191130576,6,10,"6_10"
87,"A3","AC6FE4FE","TempWarm-16psu",87,"VAT","087_A3_VAT_gen-11_TempWarm-16psu",11,"VAT_gen-11","TempWarm","16psu","gen-11","VAT-11",11,16.1,16.1,16,16.2,0.0999999999999996,25.8025284445741,26.123564453125,15.827470703125,32.34412109375,2.39952191130576,6,11,"6_11"
88,"A3","9A8E6AF9","TempWarm-16psu",88,"KUR","088_A3_KUR_gen-11_TempWarm-16psu",11,"KUR_gen-11","TempWarm","16psu","gen-11","KUR-11",11,16.06,16.1,16,16.1,0.0547722557505174,25.8025284445741,26.123564453125,15.827470703125,32.34412109375,2.39952191130576,6,12,"6_12"
89,"A3","C32A3CFE","TempWarm-5psu",89,"HOG","089_A3_HOG_gen-12_TempWarm-5psu",12,"HOG_gen-12","TempWarm","5psu","gen-12","HOG-12",12,5.12,5.1,5.1,5.2,0.044721359549996,25.8025284445741,26.123564453125,15.827470703125,32.34412109375,2.39952191130576,7,9,"7_9"
90,"A3","C5A68D33","TempWarm-5psu",90,"BAR","090_A3_BAR_gen-12_TempWarm-5psu",12,"BAR_gen-12","TempWarm","5psu","gen-12","BAR-12",12,5.1,5.1,5.1,5.1,0,25.8025284445741,26.123564453125,15.827470703125,32.34412109375,2.39952191130576,7,10,"7_10"
91,"A3","9BDBC70E","TempWarm-5psu",91,"BJO","091_A3_BJO_gen-12_TempWarm-5psu",12,"BJO_gen-12","TempWarm","5psu","gen-12","BJO-12",12,5.24,5.2,5.2,5.3,0.0547722557505164,25.8025284445741,26.123564453125,15.827470703125,32.34412109375,2.39952191130576,7,11,"7_11"
92,"A3","B34EC89F","TempWarm-5psu",92,"KUR","092_A3_KUR_gen-12_TempWarm-5psu",12,"KUR_gen-12","TempWarm","5psu","gen-12","KUR-12",12,5.1,5.1,5.1,5.1,0,25.8025284445741,26.123564453125,15.827470703125,32.34412109375,2.39952191130576,7,12,"7_12"
93,"A3","8E943B9E","TempWarm-5psu",93,"KAL","093_A3_KAL_gen-12_TempWarm-5psu",12,"KAL_gen-12","TempWarm","5psu","gen-12","KAL-12",12,5.1,5.1,5.1,5.1,0,25.8025284445741,26.123564453125,15.827470703125,32.34412109375,2.39952191130576,8,9,"8_9"
94,"A3","9965A39C","TempWarm-5psu",94,"VIK","094_A3_VIK_gen-12_TempWarm-5psu",12,"VIK_gen-12","TempWarm","5psu","gen-12","VIK-12",12,5.32,5.3,5.3,5.4,0.044721359549996,25.8025284445741,26.123564453125,15.827470703125,32.34412109375,2.39952191130576,8,10,"8_10"
95,"A3","58A7BC36","TempWarm-5psu",95,"HOR","095_A3_HOR_gen-12_TempWarm-5psu",12,"HOR_gen-12","TempWarm","5psu","gen-12","HOR-12",12,5.06,5.1,5,5.1,0.0547722557505164,25.8025284445741,26.123564453125,15.827470703125,32.34412109375,2.39952191130576,8,11,"8_11"
96,"A3","4A6C3667","TempWarm-5psu",96,"VAT","096_A3_VAT_gen-12_TempWarm-5psu",12,"VAT_gen-12","TempWarm","5psu","gen-12","VAT-12",12,5.24,5.2,5.2,5.3,0.0547722557505164,25.8025284445741,26.123564453125,15.827470703125,32.34412109375,2.39952191130576,8,12,"8_12"
97,"A4","11412828","TempWarm-16psu",97,"HOG","097_A4_HOG_gen-13_TempWarm-16psu",13,"HOG_gen-13","TempWarm","16psu","gen-13","HOG-13",13,16.16,16.2,16.1,16.2,0.0547722557505154,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,1,13,"1_13"
98,"A4","5B5747E3","TempWarm-16psu",98,"BJO","098_A4_BJO_gen-13_TempWarm-16psu",13,"BJO_gen-13","TempWarm","16psu","gen-13","BJO-13",13,16.26,16.3,16.2,16.3,0.0547722557505174,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,1,14,"1_14"
99,"A4","ADB1A907","TempWarm-16psu",99,"VAT","099_A4_VAT_gen-13_TempWarm-16psu",13,"VAT_gen-13","TempWarm","16psu","gen-13","VAT-13",13,16.26,16.2,16.2,16.4,0.0894427190999915,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,1,15,"1_15"
100,"A4","97E60232","TempWarm-16psu",100,"BAR","100_A4_BAR_gen-13_TempWarm-16psu",13,"BAR_gen-13","TempWarm","16psu","gen-13","BAR-13",13,16.14,16.1,16.1,16.2,0.0547722557505154,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,1,16,"1_16"
101,"A4","0ED71178","TempWarm-16psu",101,"VIK","101_A4_VIK_gen-13_TempWarm-16psu",13,"VIK_gen-13","TempWarm","16psu","gen-13","VIK-13",13,16.16,16.2,16.1,16.2,0.0547722557505154,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,2,13,"2_13"
102,"A4","55B33E6B","TempWarm-16psu",102,"HOR","102_A4_HOR_gen-13_TempWarm-16psu",13,"HOR_gen-13","TempWarm","16psu","gen-13","HOR-13",13,15.98,16,15.9,16,0.0447213595499956,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,2,14,"2_14"
103,"A4","0D822C5B","TempWarm-16psu",103,"KAL","103_A4_KAL_gen-13_TempWarm-16psu",13,"KAL_gen-13","TempWarm","16psu","gen-13","KAL-13",13,16.12,16.1,16.1,16.2,0.0447213595499948,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,2,15,"2_15"
104,"A4","C62E3D4F","TempWarm-16psu",104,"KUR","104_A4_KUR_gen-13_TempWarm-16psu",13,"KUR_gen-13","TempWarm","16psu","gen-13","KUR-13",13,16.02,16,15.9,16.1,0.0836660026534081,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,2,16,"2_16"
105,"A4","16A0D2ED","TempWarm-5psu",105,"KAL","105_A4_KAL_gen-14_TempWarm-5psu",14,"KAL_gen-14","TempWarm","5psu","gen-14","KAL-14",14,5.32,5.3,5.3,5.4,0.044721359549996,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,3,13,"3_13"
106,"A4","FB547F69","TempWarm-5psu",106,"VIK","106_A4_VIK_gen-14_TempWarm-5psu",14,"VIK_gen-14","TempWarm","5psu","gen-14","VIK-14",14,5.42,5.4,5.4,5.5,0.0447213595499956,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,3,14,"3_14"
107,"A4","EFD2763B","TempWarm-5psu",107,"BJO","107_A4_BJO_gen-14_TempWarm-5psu",14,"BJO_gen-14","TempWarm","5psu","gen-14","BJO-14",14,5.2,5.2,5.2,5.2,0,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,3,15,"3_15"
108,"A4","C443225D","TempWarm-5psu",108,"KUR","108_A4_KUR_gen-14_TempWarm-5psu",14,"KUR_gen-14","TempWarm","5psu","gen-14","KUR-14",14,5.1,5.1,5.1,5.1,0,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,3,16,"3_16"
109,"A4","9A1D9CE9","TempWarm-5psu",109,"VAT","109_A4_VAT_gen-14_TempWarm-5psu",14,"VAT_gen-14","TempWarm","5psu","gen-14","VAT-14",14,5.2,5.2,5.2,5.2,0,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,4,13,"4_13"
110,"A4","907867F8","TempWarm-5psu",110,"BAR","110_A4_BAR_gen-14_TempWarm-5psu",14,"BAR_gen-14","TempWarm","5psu","gen-14","BAR-14",14,5.1,5.1,5.1,5.1,0,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,4,14,"4_14"
111,"A4","0A4E419E","TempWarm-5psu",111,"HOR","111_A4_HOR_gen-14_TempWarm-5psu",14,"HOR_gen-14","TempWarm","5psu","gen-14","HOR-14",14,5.1,5.1,5.1,5.1,0,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,4,15,"4_15"
112,"A4","80CA0C0B","TempWarm-5psu",112,"HOG","112_A4_HOG_gen-14_TempWarm-5psu",14,"HOG_gen-14","TempWarm","5psu","gen-14","HOG-14",14,5.1,5.1,5.1,5.1,0,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,4,16,"4_16"
113,"A4","5A359A5A","TempWarm-16psu",113,"KAL","113_A4_KAL_gen-15_TempWarm-16psu",15,"KAL_gen-15","TempWarm","16psu","gen-15","KAL-15",15,16.2,16.2,16.1,16.3,0.0707106781186545,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,5,13,"5_13"
114,"A4","165AB158","TempWarm-16psu",114,"BAR","114_A4_BAR_gen-15_TempWarm-16psu",15,"BAR_gen-15","TempWarm","16psu","gen-15","BAR-15",15,16.06,16,16,16.2,0.0894427190999915,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,5,14,"5_14"
115,"A4","95F8100F","TempWarm-16psu",115,"KUR","115_A4_KUR_gen-15_TempWarm-16psu",15,"KUR_gen-15","TempWarm","16psu","gen-15","KUR-15",15,16.15,16.15,16.1,16.2,0.0547722557505154,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,5,15,"5_15"
116,"A4","7851A560","TempWarm-16psu",116,"HOR","116_A4_HOR_gen-15_TempWarm-16psu",15,"HOR_gen-15","TempWarm","16psu","gen-15","HOR-15",15,16.1,16.1,16.1,16.1,0,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,5,16,"5_16"
117,"A4","E2F8E7D9","TempWarm-16psu",117,"HOG","117_A4_HOG_gen-15_TempWarm-16psu",15,"HOG_gen-15","TempWarm","16psu","gen-15","HOG-15",15,16,16,16,16,0,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,6,13,"6_13"
118,"A4","133C5B79","TempWarm-16psu",118,"BJO","118_A4_BJO_gen-15_TempWarm-16psu",15,"BJO_gen-15","TempWarm","16psu","gen-15","BJO-15",15,16.14,16.1,16.1,16.3,0.0894427190999913,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,6,14,"6_14"
119,"A4","4E4FAD40","TempWarm-16psu",119,"VAT","119_A4_VAT_gen-15_TempWarm-16psu",15,"VAT_gen-15","TempWarm","16psu","gen-15","VAT-15",15,16.24,16.2,16.2,16.3,0.0547722557505174,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,6,15,"6_15"
120,"A4","A3954816","TempWarm-16psu",120,"VIK","120_A4_VIK_gen-15_TempWarm-16psu",15,"VIK_gen-15","TempWarm","16psu","gen-15","VIK-15",15,16.16,16.2,16.1,16.2,0.0547722557505154,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,6,16,"6_16"
121,"A4","67F0FFEA","TempWarm-5psu",121,"HOR","121_A4_HOR_gen-16_TempWarm-5psu",16,"HOR_gen-16","TempWarm","5psu","gen-16","HOR-16",16,5.1,5.1,5.1,5.1,0,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,7,13,"7_13"
122,"A4","26D4DE97","TempWarm-5psu",122,"BJO","122_A4_BJO_gen-16_TempWarm-5psu",16,"BJO_gen-16","TempWarm","5psu","gen-16","BJO-16",16,5.24,5.2,5.2,5.3,0.0547722557505164,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,7,14,"7_14"
123,"A4","A10A3239","TempWarm-5psu",123,"KUR","123_A4_KUR_gen-16_TempWarm-5psu",16,"KUR_gen-16","TempWarm","5psu","gen-16","KUR-16",16,5.1,5.1,5.1,5.1,0,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,7,15,"7_15"
124,"A4","BF77D16E","TempWarm-5psu",124,"HOG","124_A4_HOG_gen-16_TempWarm-5psu",16,"HOG_gen-16","TempWarm","5psu","gen-16","HOG-16",16,4.92,4.9,4.9,5,0.0447213595499956,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,7,16,"7_16"
125,"A4","37A4B78A","TempWarm-5psu",125,"VAT","125_A4_VAT_gen-16_TempWarm-5psu",16,"VAT_gen-16","TempWarm","5psu","gen-16","VAT-16",16,5.12,5.1,5.1,5.2,0.044721359549996,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,8,13,"8_13"
126,"A4","1AA555FA","TempWarm-5psu",126,"KAL","126_A4_KAL_gen-16_TempWarm-5psu",16,"KAL_gen-16","TempWarm","5psu","gen-16","KAL-16",16,5.18,5.2,5.1,5.2,0.044721359549996,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,8,14,"8_14"
127,"A4","80D13F8D","TempWarm-5psu",127,"BAR","127_A4_BAR_gen-16_TempWarm-5psu",16,"BAR_gen-16","TempWarm","5psu","gen-16","BAR-16",16,5.1,5.1,5.1,5.1,0,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,8,15,"8_15"
128,"A4","DADBBD1F","TempWarm-5psu",128,"VIK","128_A4_VIK_gen-16_TempWarm-5psu",16,"VIK_gen-16","TempWarm","5psu","gen-16","VIK-16",16,5.36,5.4,5.3,5.4,0.0547722557505169,25.7714604437466,26.16646484375,16.428076171875,34.23173828125,2.47389489451105,8,16,"8_16"
129,"B1","E21EC2FC","TempWarm-16psu",129,"BAR","129_B1_BAR_gen-17_TempWarm-16psu",17,"BAR_gen-17","TempWarm","16psu","gen-17","BAR-17",17,16.25,16.2,16.2,16.4,0.0999999999999996,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,9,1,"9_1"
130,"B1","66568068","TempWarm-16psu",130,"HOG","130_B1_HOG_gen-17_TempWarm-16psu",17,"HOG_gen-17","TempWarm","16psu","gen-17","HOG-17",17,16.2,16.15,16.1,16.4,0.141421356237308,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,9,2,"9_2"
131,"B1","F34218FA","TempWarm-16psu",131,"HOR","131_B1_HOR_gen-17_TempWarm-16psu",17,"HOR_gen-17","TempWarm","16psu","gen-17","HOR-17",17,16.325,16.25,16.2,16.6,0.18929694486001,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,9,3,"9_3"
132,"B1","2B0A27C0","TempWarm-16psu",132,"VAT","132_B1_VAT_gen-17_TempWarm-16psu",17,"VAT_gen-17","TempWarm","16psu","gen-17","VAT-17",17,16.275,16.25,16.1,16.5,0.170782512765993,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,9,4,"9_4"
133,"B1","E44B9AA1","TempWarm-16psu",133,"BJO","133_B1_BJO_gen-17_TempWarm-16psu",17,"BJO_gen-17","TempWarm","16psu","gen-17","BJO-17",17,16.3,16.25,16.2,16.5,0.14142135623731,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,10,1,"10_1"
134,"B1","0F8B8D1F","TempWarm-16psu",134,"KAL","134_B1_KAL_gen-17_TempWarm-16psu",17,"KAL_gen-17","TempWarm","16psu","gen-17","KAL-17",17,16.25,16.2,16.1,16.5,0.191485421551267,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,10,2,"10_2"
135,"B1","9B2772BF","TempWarm-16psu",135,"VIK","135_B1_VIK_gen-17_TempWarm-16psu",17,"VIK_gen-17","TempWarm","16psu","gen-17","VIK-17",17,16.2,16.15,16.1,16.4,0.141421356237308,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,10,3,"10_3"
136,"B1","64039CDF","TempWarm-16psu",136,"KUR","136_B1_KUR_gen-17_TempWarm-16psu",17,"KUR_gen-17","TempWarm","16psu","gen-17","KUR-17",17,15.92,15.9,15.8,16.2,0.164316767251549,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,10,4,"10_4"
137,"B1","A0D2E4C8","TempWarm-5psu",137,"KAL","137_B1_KAL_gen-18_TempWarm-5psu",18,"KAL_gen-18","TempWarm","5psu","gen-18","KAL-18",18,5.05,5,4.9,5.3,0.173205080756888,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,11,1,"11_1"
138,"B1","6D28C642","TempWarm-5psu",138,"BAR","138_B1_BAR_gen-18_TempWarm-5psu",18,"BAR_gen-18","TempWarm","5psu","gen-18","BAR-18",18,5.175,5.1,5.1,5.4,0.15,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,11,2,"11_2"
139,"B1","A77B7C88","TempWarm-5psu",139,"KUR","139_B1_KUR_gen-18_TempWarm-5psu",18,"KUR_gen-18","TempWarm","5psu","gen-18","KUR-18",18,5.175,5.1,5.1,5.4,0.15,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,11,3,"11_3"
140,"B1","FAB22374","TempWarm-5psu",140,"HOR","140_B1_HOR_gen-18_TempWarm-5psu",18,"HOR_gen-18","TempWarm","5psu","gen-18","HOR-18",18,5.075,5,5,5.3,0.15,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,11,4,"11_4"
141,"B1","FD28FE5E","TempWarm-5psu",141,"BJO","141_B1_BJO_gen-18_TempWarm-5psu",18,"BJO_gen-18","TempWarm","5psu","gen-18","BJO-18",18,5.175,5.1,5.1,5.4,0.15,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,12,1,"12_1"
142,"B1","D087DA6E","TempWarm-5psu",142,"VAT","142_B1_VAT_gen-18_TempWarm-5psu",18,"VAT_gen-18","TempWarm","5psu","gen-18","VAT-18",18,5.275,5.2,5.2,5.5,0.15,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,12,2,"12_2"
143,"B1","8B4C6BED","TempWarm-5psu",143,"VIK","143_B1_VIK_gen-18_TempWarm-5psu",18,"VIK_gen-18","TempWarm","5psu","gen-18","VIK-18",18,5.425,5.35,5.3,5.7,0.189296944860009,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,12,3,"12_3"
144,"B1","938BA6B1","TempWarm-5psu",144,"HOG","144_B1_HOG_gen-18_TempWarm-5psu",18,"HOG_gen-18","TempWarm","5psu","gen-18","HOG-18",18,5.175,5.1,5.1,5.4,0.15,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,12,4,"12_4"
145,"B1","E49AF12A","TempWarm-16psu",145,"BJO","145_B1_BJO_gen-19_TempWarm-16psu",19,"BJO_gen-19","TempWarm","16psu","gen-19","BJO-19",19,16.35,16.3,16.2,16.6,0.173205080756888,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,13,1,"13_1"
146,"B1","6FACA715","TempWarm-16psu",146,"VIK","146_B1_VIK_gen-19_TempWarm-16psu",19,"VIK_gen-19","TempWarm","16psu","gen-19","VIK-19",19,16.175,16.15,16,16.4,0.170782512765992,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,13,2,"13_2"
147,"B1","8FF9EA4A","TempWarm-16psu",147,"KUR","147_B1_KUR_gen-19_TempWarm-16psu",19,"KUR_gen-19","TempWarm","16psu","gen-19","KUR-19",19,15.925,15.85,15.8,16.2,0.189296944860008,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,13,3,"13_3"
148,"B1","388FE2A0","TempWarm-16psu",148,"KAL","148_B1_KAL_gen-19_TempWarm-16psu",19,"KAL_gen-19","TempWarm","16psu","gen-19","KAL-19",19,15.875,15.8,15.8,16.1,0.15,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,13,4,"13_4"
149,"B1","D054476E","TempWarm-16psu",149,"BAR","149_B1_BAR_gen-19_TempWarm-16psu",19,"BAR_gen-19","TempWarm","16psu","gen-19","BAR-19",19,16.125,16.05,16,16.4,0.189296944860008,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,14,1,"14_1"
150,"B1","362BAB14","TempWarm-16psu",150,"HOR","150_B1_HOR_gen-19_TempWarm-16psu",19,"HOR_gen-19","TempWarm","16psu","gen-19","HOR-19",19,16.125,16.1,16,16.3,0.125830573921179,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,14,2,"14_2"
151,"B1","BF734F02","TempWarm-16psu",151,"HOG","151_B1_HOG_gen-19_TempWarm-16psu",19,"HOG_gen-19","TempWarm","16psu","gen-19","HOG-19",19,16.15,16.1,16,16.4,0.173205080756887,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,14,3,"14_3"
152,"B1","102C036C","TempWarm-16psu",152,"VAT","152_B1_VAT_gen-19_TempWarm-16psu",19,"VAT_gen-19","TempWarm","16psu","gen-19","VAT-19",19,16.0333333333333,16,15.9,16.2,0.152752523165194,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,14,4,"14_4"
153,"B1","7F442F83","TempWarm-5psu",153,"KUR","153_B1_KUR_gen-20_TempWarm-5psu",20,"KUR_gen-20","TempWarm","5psu","gen-20","KUR-20",20,5.1,5.05,5,5.3,0.141421356237309,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,15,1,"15_1"
154,"B1","9AB415E6","TempWarm-5psu",154,"BAR","154_B1_BAR_gen-20_TempWarm-5psu",20,"BAR_gen-20","TempWarm","5psu","gen-20","BAR-20",20,5.175,5.1,5.1,5.4,0.15,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,15,2,"15_2"
155,"B1","A9D8E27C","TempWarm-5psu",155,"BJO","155_B1_BJO_gen-20_TempWarm-5psu",20,"BJO_gen-20","TempWarm","5psu","gen-20","BJO-20",20,5.175,5.1,5.1,5.4,0.15,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,15,3,"15_3"
156,"B1","DDB212F0","TempWarm-5psu",156,"HOG","156_B1_HOG_gen-20_TempWarm-5psu",20,"HOG_gen-20","TempWarm","5psu","gen-20","HOG-20",20,5.175,5.1,5.1,5.4,0.15,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,15,4,"15_4"
157,"B1","23B26CF8","TempWarm-5psu",157,"VAT","157_B1_VAT_gen-20_TempWarm-5psu",20,"VAT_gen-20","TempWarm","5psu","gen-20","VAT-20",20,5.225,5.15,5.1,5.5,0.189296944860009,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,16,1,"16_1"
158,"B1","59F0D311","TempWarm-5psu",158,"VIK","158_B1_VIK_gen-20_TempWarm-5psu",20,"VIK_gen-20","TempWarm","5psu","gen-20","VIK-20",20,5.35,5.3,5.2,5.6,0.173205080756888,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,16,2,"16_2"
159,"B1","8B040979","TempWarm-5psu",159,"KAL","159_B1_KAL_gen-20_TempWarm-5psu",20,"KAL_gen-20","TempWarm","5psu","gen-20","KAL-20",20,5.125,5.05,5,5.4,0.189296944860009,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,16,3,"16_3"
160,"B1","F68408C4","TempWarm-5psu",160,"HOR","160_B1_HOR_gen-20_TempWarm-5psu",20,"HOR_gen-20","TempWarm","5psu","gen-20","HOR-20",20,5.125,5.05,5,5.4,0.189296944860009,26.0011390003983,26.252265625,16.1277734375,32.08671875,2.3181131150409,16,4,"16_4"
161,"B2","009F4461","TempWarm-16psu",161,"BAR","161_B2_BAR_gen-21_TempWarm-16psu",21,"BAR_gen-21","TempWarm","16psu","gen-21","BAR-21",21,16.175,16.1,16.1,16.4,0.149999999999999,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,9,5,"9_5"
162,"B2","0B2ED587","TempWarm-16psu",162,"HOG","162_B2_HOG_gen-21_TempWarm-16psu",21,"HOG_gen-21","TempWarm","16psu","gen-21","HOG-21",21,16.25,16.2,16.1,16.5,0.173205080756887,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,9,6,"9_6"
163,"B2","CA0A8A71","TempWarm-16psu",163,"VAT","163_B2_VAT_gen-21_TempWarm-16psu",21,"VAT_gen-21","TempWarm","16psu","gen-21","VAT-21",21,16.15,16.1,16,16.4,0.173205080756887,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,9,7,"9_7"
164,"B2","459BB5D7","TempWarm-16psu",164,"KAL","164_B2_KAL_gen-21_TempWarm-16psu",21,"KAL_gen-21","TempWarm","16psu","gen-21","KAL-21",21,16.725,16.8,16.5,16.8,0.15,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,9,8,"9_8"
165,"B2","32972568","TempWarm-16psu",165,"VIK","165_B2_VIK_gen-21_TempWarm-16psu",21,"VIK_gen-21","TempWarm","16psu","gen-21","VIK-21",21,16.22,16.1,16.1,16.5,0.178885438199983,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,10,5,"10_5"
166,"B2","C5FA5469","TempWarm-16psu",166,"KUR","166_B2_KUR_gen-21_TempWarm-16psu",21,"KUR_gen-21","TempWarm","16psu","gen-21","KUR-21",21,16.05,16,15.9,16.3,0.173205080756888,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,10,6,"10_6"
167,"B2","8E0468F9","TempWarm-16psu",167,"BJO","167_B2_BJO_gen-21_TempWarm-16psu",21,"BJO_gen-21","TempWarm","16psu","gen-21","BJO-21",21,16.15,16.1,16,16.4,0.173205080756887,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,10,7,"10_7"
168,"B2","82BE8194","TempWarm-16psu",168,"HOR","168_B2_HOR_gen-21_TempWarm-16psu",21,"HOR_gen-21","TempWarm","16psu","gen-21","HOR-21",21,16.025,15.95,15.9,16.3,0.189296944860009,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,10,8,"10_8"
169,"B2","330374F3","TempWarm-5psu",169,"KAL","169_B2_KAL_gen-22_TempWarm-5psu",22,"KAL_gen-22","TempWarm","5psu","gen-22","KAL-22",22,5.05,5,4.9,5.3,0.173205080756888,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,11,5,"11_5"
170,"B2","6E890AFC","TempWarm-5psu",170,"HOR","170_B2_HOR_gen-22_TempWarm-5psu",22,"HOR_gen-22","TempWarm","5psu","gen-22","HOR-22",22,5.075,5,5,5.3,0.15,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,11,6,"11_6"
171,"B2","6AB74912","TempWarm-5psu",171,"VIK","171_B2_VIK_gen-22_TempWarm-5psu",22,"VIK_gen-22","TempWarm","5psu","gen-22","VIK-22",22,5.325,5.25,5.2,5.6,0.189296944860009,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,11,7,"11_7"
172,"B2","193C2DEC","TempWarm-5psu",172,"KUR","172_B2_KUR_gen-22_TempWarm-5psu",22,"KUR_gen-22","TempWarm","5psu","gen-22","KUR-22",22,5.05,5,4.9,5.3,0.173205080756888,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,11,8,"11_8"
173,"B2","A360A4BC","TempWarm-5psu",173,"BAR","173_B2_BAR_gen-22_TempWarm-5psu",22,"BAR_gen-22","TempWarm","5psu","gen-22","BAR-22",22,5.1,5.05,5,5.3,0.141421356237309,25.8957324470566,26.123564453125,16.55677734375,31.700615234375,2.36168510535851,12,5,"12_5"
