"","pop","trt","tank_ID","bagnum_text","median_temp","max_temp","median_sal","min_sal"
"27","VIK","TempControl-7psu","A1",27,1.78759997196641,0.442092354867951,-0.576585494360932,0.202554217866765
"28","BAR","TempControl-7psu","A1",28,1.78759997196641,0.442092354867951,-0.61007296164325,0.126229440119868
"29","KUR","TempControl-7psu","A1",29,1.78759997196641,0.442092354867951,-0.626816695284408,0.0880670512464196
"30","KAL","TempControl-7psu","A1",30,1.78759997196641,0.442092354867951,-0.626816695284408,0.0880670512464196
"31","HOR","TempControl-7psu","A1",31,1.78759997196641,0.442092354867951,-0.626816695284408,0.0880670512464196
"32","BJO","TempControl-7psu","A1",32,1.78759997196641,0.442092354867951,-0.626816695284408,0.0499046623729712
"33","VIK","TempControl-21psu","A2",33,1.78759997196641,0.889596224069378,1.78428094904247,5.54528866014955
"34","VAT","TempControl-21psu","A2",34,1.78759997196641,0.889596224069378,1.81776841632479,5.62161343789645
"35","HOR","TempControl-21psu","A2",35,1.78759997196641,0.889596224069378,1.76753721540131,5.4308014935292
"36","BJO","TempControl-21psu","A2",36,1.78759997196641,0.889596224069378,1.73404974811899,5.46896388240265
"37","KAL","TempControl-21psu","A2",37,1.78759997196641,0.889596224069378,1.75079348176015,5.46896388240265
"38","BAR","TempControl-21psu","A2",38,1.78759997196641,0.889596224069378,1.76753721540131,5.5071262712761
"39","HOG","TempControl-21psu","A2",39,1.78759997196641,0.889596224069378,1.76753721540131,5.5071262712761
"40","KUR","TempControl-21psu","A2",40,1.78759997196641,0.889596224069378,1.75079348176015,5.46896388240265
"41","VAT","TempControl-7psu","A2",41,1.78759997196641,0.889596224069378,-0.61007296164325,0.126229440119868
"42","HOG","TempControl-7psu","A2",42,1.78759997196641,0.889596224069378,-0.61007296164325,0.126229440119868
"43","BJO","TempControl-7psu","A2",43,1.78759997196641,0.889596224069378,-0.593329228002091,0.164391828993317
"44","KUR","TempControl-7psu","A2",44,1.78759997196641,0.889596224069378,-0.61007296164325,0.0880670512464196
"45","BAR","TempControl-7psu","A2",45,1.78759997196641,0.889596224069378,-0.626816695284408,0.0880670512464196
"46","VIK","TempControl-7psu","A2",46,1.78759997196641,0.889596224069378,-0.61007296164325,0.126229440119868
"47","KAL","TempControl-7psu","A2",47,1.78759997196641,0.889596224069378,-0.626816695284408,0.0499046623729712
"48","HOR","TempControl-7psu","A2",48,1.78759997196641,0.889596224069378,-0.626816695284408,0.0880670512464196
"49","HOG","TempControl-21psu","A2",49,1.78759997196641,0.889596224069378,1.78428094904247,5.54528866014955
"50","BJO","TempControl-21psu","A2",50,1.78759997196641,0.889596224069378,1.70056228083667,5.35447671578231
"51","HOR","TempControl-21psu","A2",51,1.78759997196641,0.889596224069378,1.78428094904247,5.54528866014955
"52","KAL","TempControl-21psu","A2",52,1.78759997196641,0.889596224069378,1.76753721540131,5.54528866014955
"53","VAT","TempControl-21psu","A2",53,1.78759997196641,0.889596224069378,1.78428094904247,5.54528866014955
"54","KUR","TempControl-21psu","A2",54,1.78759997196641,0.889596224069378,1.75079348176015,5.46896388240265
"55","VIK","TempControl-21psu","A2",55,1.78759997196641,0.889596224069378,1.76753721540131,5.5071262712761
"56","BAR","TempControl-21psu","A2",56,1.78759997196641,0.889596224069378,1.75079348176015,5.46896388240265
"57","KUR","TempControl-7psu","A2",57,1.78759997196641,0.889596224069378,-0.626816695284408,0.0880670512464196
"58","BJO","TempControl-7psu","A2",58,1.78759997196641,0.889596224069378,-0.626816695284408,0.0499046623729712
"59","KAL","TempControl-7psu","A2",59,1.78759997196641,0.889596224069378,-0.626816695284408,0.0880670512464196
"60","HOR","TempControl-7psu","A2",60,1.78759997196641,0.889596224069378,-0.61007296164325,0.126229440119868
"61","VIK","TempControl-7psu","A2",61,1.78759997196641,0.889596224069378,-0.593329228002091,0.164391828993317
"62","HOG","TempControl-7psu","A2",62,1.78759997196641,0.889596224069378,-0.626816695284408,0.0880670512464196
"63","BAR","TempControl-7psu","A2",63,1.78759997196641,0.889596224069378,-0.626816695284408,0.0880670512464196
"64","VAT","TempControl-7psu","A2",64,1.78759997196641,0.889596224069378,-0.593329228002091,0.126229440119868
"65","VIK","TempWarm-16psu","A3",65,4.68365863368587,8.94466586969508,0.930350533343366,3.56084443873023
"66","KAL","TempWarm-16psu","A3",66,4.68365863368587,8.94466586969508,0.896863066061048,3.52268204985678
"67","HOG","TempWarm-16psu","A3",67,4.68365863368587,8.94466586969508,0.913606799702206,3.56084443873023
"68","KUR","TempWarm-16psu","A3",68,4.68365863368587,8.94466586969508,0.913606799702206,3.56084443873023
"69","BJO","TempWarm-16psu","A3",69,4.68365863368587,8.94466586969508,0.829888131496412,3.40819488323644
"70","BAR","TempWarm-16psu","A3",70,4.68365863368587,8.94466586969508,0.930350533343366,3.59900682760368
"71","VAT","TempWarm-16psu","A3",71,4.68365863368587,8.94466586969508,0.896863066061048,3.56084443873023
"72","HOR","TempWarm-16psu","A3",72,4.68365863368587,8.94466586969508,0.913606799702206,3.56084443873023
"73","KAL","TempWarm-5psu","A3",73,4.68365863368587,8.94466586969508,-0.944947634466427,-0.637018337349101
"74","HOR","TempWarm-5psu","A3",74,4.68365863368587,8.94466586969508,-0.928203900825268,-0.637018337349101
"75","VAT","TempWarm-5psu","A3",75,4.68365863368587,8.94466586969508,-0.928203900825268,-0.598855948475653
"76","BAR","TempWarm-5psu","A3",76,4.68365863368587,8.94466586969508,-0.936575767645847,-0.637018337349101
"77","VIK","TempWarm-5psu","A3",77,4.68365863368587,8.94466586969508,-0.911460167184109,-0.560693559602204
"78","KUR","TempWarm-5psu","A3",78,4.68365863368587,8.94466586969508,-0.944947634466427,-0.67518072622255
"79","BJO","TempWarm-5psu","A3",79,4.68365863368587,8.94466586969508,-0.928203900825268,-0.598855948475653
"80","HOG","TempWarm-5psu","A3",80,4.68365863368587,8.94466586969508,-0.944947634466427,-0.637018337349101
"81","KAL","TempWarm-16psu","A3",81,4.68365863368587,8.94466586969508,0.86337559877873,3.44635727210988
"82","BJO","TempWarm-16psu","A3",82,4.68365863368587,8.94466586969508,0.913606799702206,3.59900682760368
"83","BAR","TempWarm-16psu","A3",83,4.68365863368587,8.94466586969508,0.913606799702206,3.56084443873023
"84","HOR","TempWarm-16psu","A3",84,4.68365863368587,8.94466586969508,0.896863066061048,3.56084443873023
"85","HOG","TempWarm-16psu","A3",85,4.68365863368587,8.94466586969508,0.896863066061048,3.52268204985678
"86","VIK","TempWarm-16psu","A3",86,4.68365863368587,8.94466586969508,0.913606799702206,3.59900682760368
"87","VAT","TempWarm-16psu","A3",87,4.68365863368587,8.94466586969508,0.896863066061048,3.52268204985678
"88","KUR","TempWarm-16psu","A3",88,4.68365863368587,8.94466586969508,0.896863066061048,3.52268204985678
"89","HOG","TempWarm-5psu","A3",89,4.68365863368587,8.94466586969508,-0.944947634466427,-0.637018337349101
"90","BAR","TempWarm-5psu","A3",90,4.68365863368587,8.94466586969508,-0.944947634466427,-0.637018337349101
"91","BJO","TempWarm-5psu","A3",91,4.68365863368587,8.94466586969508,-0.928203900825268,-0.598855948475653
"92","KUR","TempWarm-5psu","A3",92,4.68365863368587,8.94466586969508,-0.944947634466427,-0.637018337349101
"93","KAL","TempWarm-5psu","A3",93,4.68365863368587,8.94466586969508,-0.944947634466427,-0.637018337349101
"94","VIK","TempWarm-5psu","A3",94,4.68365863368587,8.94466586969508,-0.911460167184109,-0.560693559602204
"95","HOR","TempWarm-5psu","A3",95,4.68365863368587,8.94466586969508,-0.944947634466427,-0.67518072622255
"96","VAT","TempWarm-5psu","A3",96,4.68365863368587,8.94466586969508,-0.928203900825268,-0.598855948475653
"97","HOG","TempWarm-16psu","A4",97,4.70434476698386,10.9136828941814,0.913606799702206,3.56084443873023
"98","BJO","TempWarm-16psu","A4",98,4.70434476698386,10.9136828941814,0.930350533343366,3.59900682760368
"99","VAT","TempWarm-16psu","A4",99,4.70434476698386,10.9136828941814,0.913606799702206,3.59900682760368
"100","BAR","TempWarm-16psu","A4",100,4.70434476698386,10.9136828941814,0.896863066061048,3.56084443873023
"101","VIK","TempWarm-16psu","A4",101,4.70434476698386,10.9136828941814,0.913606799702206,3.56084443873023
"102","HOR","TempWarm-16psu","A4",102,4.70434476698386,10.9136828941814,0.880119332419889,3.48451966098333
"103","KAL","TempWarm-16psu","A4",103,4.70434476698386,10.9136828941814,0.896863066061048,3.56084443873023
"104","KUR","TempWarm-16psu","A4",104,4.70434476698386,10.9136828941814,0.880119332419889,3.48451966098333
"105","KAL","TempWarm-5psu","A4",105,4.70434476698386,10.9136828941814,-0.911460167184109,-0.560693559602204
"106","VIK","TempWarm-5psu","A4",106,4.70434476698386,10.9136828941814,-0.89471643354295,-0.522531170728756
"107","BJO","TempWarm-5psu","A4",107,4.70434476698386,10.9136828941814,-0.928203900825268,-0.598855948475653
"108","KUR","TempWarm-5psu","A4",108,4.70434476698386,10.9136828941814,-0.944947634466427,-0.637018337349101
"109","VAT","TempWarm-5psu","A4",109,4.70434476698386,10.9136828941814,-0.928203900825268,-0.598855948475653
"110","BAR","TempWarm-5psu","A4",110,4.70434476698386,10.9136828941814,-0.944947634466427,-0.637018337349101
"111","HOR","TempWarm-5psu","A4",111,4.70434476698386,10.9136828941814,-0.944947634466427,-0.637018337349101
"112","HOG","TempWarm-5psu","A4",112,4.70434476698386,10.9136828941814,-0.944947634466427,-0.637018337349101
"113","KAL","TempWarm-16psu","A4",113,4.70434476698386,10.9136828941814,0.913606799702206,3.56084443873023
"114","BAR","TempWarm-16psu","A4",114,4.70434476698386,10.9136828941814,0.880119332419889,3.52268204985678
"115","KUR","TempWarm-16psu","A4",115,4.70434476698386,10.9136828941814,0.905234932881627,3.56084443873023
"116","HOR","TempWarm-16psu","A4",116,4.70434476698386,10.9136828941814,0.896863066061048,3.56084443873023
"117","HOG","TempWarm-16psu","A4",117,4.70434476698386,10.9136828941814,0.880119332419889,3.52268204985678
"118","BJO","TempWarm-16psu","A4",118,4.70434476698386,10.9136828941814,0.896863066061048,3.56084443873023
"119","VAT","TempWarm-16psu","A4",119,4.70434476698386,10.9136828941814,0.913606799702206,3.59900682760368
"120","VIK","TempWarm-16psu","A4",120,4.70434476698386,10.9136828941814,0.913606799702206,3.56084443873023
"121","HOR","TempWarm-5psu","A4",121,4.70434476698386,10.9136828941814,-0.944947634466427,-0.637018337349101
"122","BJO","TempWarm-5psu","A4",122,4.70434476698386,10.9136828941814,-0.928203900825268,-0.598855948475653
"123","KUR","TempWarm-5psu","A4",123,4.70434476698386,10.9136828941814,-0.944947634466427,-0.637018337349101
"124","HOG","TempWarm-5psu","A4",124,4.70434476698386,10.9136828941814,-0.978435101748744,-0.713343115095998
"125","VAT","TempWarm-5psu","A4",125,4.70434476698386,10.9136828941814,-0.944947634466427,-0.637018337349101
"126","KAL","TempWarm-5psu","A4",126,4.70434476698386,10.9136828941814,-0.928203900825268,-0.637018337349101
"127","BAR","TempWarm-5psu","A4",127,4.70434476698386,10.9136828941814,-0.944947634466427,-0.637018337349101
"128","VIK","TempWarm-5psu","A4",128,4.70434476698386,10.9136828941814,-0.89471643354295,-0.560693559602204
"129","BAR","TempWarm-16psu","B1",129,4.74571703357986,8.67616354817422,0.913606799702206,3.59900682760368
"130","HOG","TempWarm-16psu","B1",130,4.74571703357986,8.67616354817422,0.905234932881627,3.56084443873023
"131","HOR","TempWarm-16psu","B1",131,4.74571703357986,8.67616354817422,0.921978666522786,3.59900682760368
"132","VAT","TempWarm-16psu","B1",132,4.74571703357986,8.67616354817422,0.921978666522786,3.56084443873023
"133","BJO","TempWarm-16psu","B1",133,4.74571703357986,8.67616354817422,0.921978666522786,3.59900682760368
"134","KAL","TempWarm-16psu","B1",134,4.74571703357986,8.67616354817422,0.913606799702206,3.56084443873023
"135","VIK","TempWarm-16psu","B1",135,4.74571703357986,8.67616354817422,0.905234932881627,3.56084443873023
"136","KUR","TempWarm-16psu","B1",136,4.74571703357986,8.67616354817422,0.86337559877873,3.44635727210988
"137","KAL","TempWarm-5psu","B1",137,4.74571703357986,8.67616354817422,-0.961691368107586,-0.713343115095998
"138","BAR","TempWarm-5psu","B1",138,4.74571703357986,8.67616354817422,-0.944947634466427,-0.637018337349101
"139","KUR","TempWarm-5psu","B1",139,4.74571703357986,8.67616354817422,-0.944947634466427,-0.637018337349101
"140","HOR","TempWarm-5psu","B1",140,4.74571703357986,8.67616354817422,-0.961691368107586,-0.67518072622255
"141","BJO","TempWarm-5psu","B1",141,4.74571703357986,8.67616354817422,-0.944947634466427,-0.637018337349101
"142","VAT","TempWarm-5psu","B1",142,4.74571703357986,8.67616354817422,-0.928203900825268,-0.598855948475653
"143","VIK","TempWarm-5psu","B1",143,4.74571703357986,8.67616354817422,-0.90308830036353,-0.560693559602204
"144","HOG","TempWarm-5psu","B1",144,4.74571703357986,8.67616354817422,-0.944947634466427,-0.637018337349101
"145","BJO","TempWarm-16psu","B1",145,4.74571703357986,8.67616354817422,0.930350533343366,3.59900682760368
"146","VIK","TempWarm-16psu","B1",146,4.74571703357986,8.67616354817422,0.905234932881627,3.52268204985678
"147","KUR","TempWarm-16psu","B1",147,4.74571703357986,8.67616354817422,0.85500373195815,3.44635727210988
"148","KAL","TempWarm-16psu","B1",148,4.74571703357986,8.67616354817422,0.846631865137571,3.44635727210988
"149","BAR","TempWarm-16psu","B1",149,4.74571703357986,8.67616354817422,0.888491199240468,3.52268204985678
"150","HOR","TempWarm-16psu","B1",150,4.74571703357986,8.67616354817422,0.896863066061048,3.52268204985678
"151","HOG","TempWarm-16psu","B1",151,4.74571703357986,8.67616354817422,0.896863066061048,3.52268204985678
"152","VAT","TempWarm-16psu","B1",152,4.74571703357986,8.67616354817422,0.880119332419889,3.48451966098333
"153","KUR","TempWarm-5psu","B1",153,4.74571703357986,8.67616354817422,-0.953319501287006,-0.67518072622255
"154","BAR","TempWarm-5psu","B1",154,4.74571703357986,8.67616354817422,-0.944947634466427,-0.637018337349101
"155","BJO","TempWarm-5psu","B1",155,4.74571703357986,8.67616354817422,-0.944947634466427,-0.637018337349101
"156","HOG","TempWarm-5psu","B1",156,4.74571703357986,8.67616354817422,-0.944947634466427,-0.637018337349101
"157","VAT","TempWarm-5psu","B1",157,4.74571703357986,8.67616354817422,-0.936575767645847,-0.637018337349101
"158","VIK","TempWarm-5psu","B1",158,4.74571703357986,8.67616354817422,-0.911460167184109,-0.598855948475653
"159","KAL","TempWarm-5psu","B1",159,4.74571703357986,8.67616354817422,-0.953319501287006,-0.67518072622255
"160","HOR","TempWarm-5psu","B1",160,4.74571703357986,8.67616354817422,-0.953319501287006,-0.67518072622255
"161","BAR","TempWarm-16psu","B2",161,4.68365863368587,8.27341006589294,0.896863066061048,3.56084443873023
"162","HOG","TempWarm-16psu","B2",162,4.68365863368587,8.27341006589294,0.913606799702206,3.56084443873023
"163","VAT","TempWarm-16psu","B2",163,4.68365863368587,8.27341006589294,0.896863066061048,3.52268204985678
"164","KAL","TempWarm-16psu","B2",164,4.68365863368587,8.27341006589294,1.01406920154916,3.71349399422402
"165","VIK","TempWarm-16psu","B2",165,4.68365863368587,8.27341006589294,0.896863066061048,3.56084443873023
"166","KUR","TempWarm-16psu","B2",166,4.68365863368587,8.27341006589294,0.880119332419889,3.48451966098333
"167","BJO","TempWarm-16psu","B2",167,4.68365863368587,8.27341006589294,0.896863066061048,3.52268204985678
"168","HOR","TempWarm-16psu","B2",168,4.68365863368587,8.27341006589294,0.871747465599309,3.48451966098333
"169","KAL","TempWarm-5psu","B2",169,4.68365863368587,8.27341006589294,-0.961691368107586,-0.713343115095998
"170","HOR","TempWarm-5psu","B2",170,4.68365863368587,8.27341006589294,-0.961691368107586,-0.67518072622255
"171","VIK","TempWarm-5psu","B2",171,4.68365863368587,8.27341006589294,-0.919832034004688,-0.598855948475653
"172","KUR","TempWarm-5psu","B2",172,4.68365863368587,8.27341006589294,-0.961691368107586,-0.713343115095998
"173","BAR","TempWarm-5psu","B2",173,4.68365863368587,8.27341006589294,-0.953319501287006,-0.67518072622255
"174","BJO","TempWarm-5psu","B2",174,4.68365863368587,8.27341006589294,-0.936575767645847,-0.637018337349101
"175","VAT","TempWarm-5psu","B2",175,4.68365863368587,8.27341006589294,-0.936575767645847,-0.637018337349101
"176","HOG","TempWarm-5psu","B2",176,4.68365863368587,8.27341006589294,-0.944947634466427,-0.637018337349101
"177","KAL","TempWarm-16psu","B2",177,4.68365863368587,8.27341006589294,0.888491199240468,3.48451966098333
"178","HOG","TempWarm-16psu","B2",178,4.68365863368587,8.27341006589294,0.896863066061048,3.56084443873023
"179","BJO","TempWarm-16psu","B2",179,4.68365863368587,8.27341006589294,0.921978666522786,3.59900682760368
"180","KUR","TempWarm-16psu","B2",180,4.68365863368587,8.27341006589294,0.871747465599309,3.48451966098333
"181","VIK","TempWarm-16psu","B2",181,4.68365863368587,8.27341006589294,0.905234932881627,3.56084443873023
"182","BAR","TempWarm-16psu","B2",182,4.68365863368587,8.27341006589294,0.888491199240468,3.52268204985678
"183","HOR","TempWarm-16psu","B2",183,4.68365863368587,8.27341006589294,0.905234932881627,3.52268204985678
"184","VAT","TempWarm-16psu","B2",184,4.68365863368587,8.27341006589294,0.888491199240468,3.52268204985678
"185","BJO","TempWarm-5psu","B2",185,4.68365863368587,8.27341006589294,-0.928203900825268,-0.598855948475653
"186","KUR","TempWarm-5psu","B2",186,4.68365863368587,8.27341006589294,-0.953319501287006,-0.67518072622255
"187","KAL","TempWarm-5psu","B2",187,4.68365863368587,8.27341006589294,-0.953319501287006,-0.67518072622255
"188","HOR","TempWarm-5psu","B2",188,4.68365863368587,8.27341006589294,-0.89471643354295,-0.560693559602204
"189","VAT","TempWarm-5psu","B2",189,4.68365863368587,8.27341006589294,-0.936575767645847,-0.637018337349101
"190","VIK","TempWarm-5psu","B2",190,4.68365863368587,8.27341006589294,-0.911460167184109,-0.598855948475653
"191","HOG","TempWarm-5psu","B2",191,4.68365863368587,8.27341006589294,-0.944947634466427,-0.637018337349101
"192","BAR","TempWarm-5psu","B2",192,4.68365863368587,8.27341006589294,-0.953319501287006,-0.67518072622255
"193","HOR","TempWarm-16psu","B3",193,4.66297250038787,8.58666277433394,0.888491199240468,3.52268204985678
"194","KUR","TempWarm-16psu","B3",194,4.66297250038787,8.58666277433394,0.905234932881627,3.56084443873023
"195","BJO","TempWarm-16psu","B3",195,4.66297250038787,8.58666277433394,0.930350533343366,3.56084443873023
"196","KAL","TempWarm-16psu","B3",196,4.66297250038787,8.58666277433394,0.913606799702206,3.59900682760368
"197","BAR","TempWarm-16psu","B3",197,4.66297250038787,8.58666277433394,0.880119332419889,3.52268204985678
"198","VIK","TempWarm-16psu","B3",198,4.66297250038787,8.58666277433394,0.913606799702206,3.56084443873023
"199","HOG","TempWarm-16psu","B3",199,4.66297250038787,8.58666277433394,0.896863066061048,3.56084443873023
"200","VAT","TempWarm-16psu","B3",200,4.66297250038787,8.58666277433394,0.913606799702206,3.56084443873023
"201","VAT","TempWarm-5psu","B3",201,4.66297250038787,8.58666277433394,-0.936575767645847,-0.637018337349101
"202","BJO","TempWarm-5psu","B3",202,4.66297250038787,8.58666277433394,-0.928203900825268,-0.598855948475653
"203","KUR","TempWarm-5psu","B3",203,4.66297250038787,8.58666277433394,-0.953319501287006,-0.67518072622255
"204","HOG","TempWarm-5psu","B3",204,4.66297250038787,8.58666277433394,-0.928203900825268,-0.637018337349101
"205","HOR","TempWarm-5psu","B3",205,4.66297250038787,8.58666277433394,-0.961691368107586,-0.67518072622255
"206","KAL","TempWarm-5psu","B3",206,4.66297250038787,8.58666277433394,-0.961691368107586,-0.67518072622255
"207","VIK","TempWarm-5psu","B3",207,4.66297250038787,8.58666277433394,-0.911460167184109,-0.598855948475653
"208","BAR","TempWarm-5psu","B3",208,4.66297250038787,8.58666277433394,-0.944947634466427,-0.67518072622255
"209","VIK","TempWarm-16psu","B3",209,4.66297250038787,8.58666277433394,0.905234932881627,3.56084443873023
"210","BAR","TempWarm-16psu","B3",210,4.66297250038787,8.58666277433394,0.888491199240468,3.52268204985678
"211","HOG","TempWarm-16psu","B3",211,4.66297250038787,8.58666277433394,0.896863066061048,3.52268204985678
"212","KUR","TempWarm-16psu","B3",212,4.66297250038787,8.58666277433394,0.913606799702206,3.52268204985678
"213","BJO","TempWarm-16psu","B3",213,4.66297250038787,8.58666277433394,0.896863066061048,3.56084443873023
"214","KAL","TempWarm-16psu","B3",214,4.66297250038787,8.58666277433394,0.947094266984524,3.63716921647713
"215","HOR","TempWarm-16psu","B3",215,4.66297250038787,8.58666277433394,0.880119332419889,3.52268204985678
"216","VAT","TempWarm-16psu","B3",216,4.66297250038787,8.58666277433394,0.896863066061048,3.56084443873023
"217","KUR","TempWarm-5psu","B3",217,4.66297250038787,8.58666277433394,-0.961691368107586,-0.713343115095998
"218","VAT","TempWarm-5psu","B3",218,4.66297250038787,8.58666277433394,-0.928203900825268,-0.598855948475653
"219","BAR","TempWarm-5psu","B3",219,4.66297250038787,8.58666277433394,-0.944947634466427,-0.637018337349101
"220","HOG","TempWarm-5psu","B3",220,4.66297250038787,8.58666277433394,-0.936575767645847,-0.637018337349101
"221","KAL","TempWarm-5psu","B3",221,4.66297250038787,8.58666277433394,-0.944947634466427,-0.67518072622255
"222","VIK","TempWarm-5psu","B3",222,4.66297250038787,8.58666277433394,-0.90308830036353,-0.560693559602204
"223","HOR","TempWarm-5psu","B3",223,4.66297250038787,8.58666277433394,-0.961691368107586,-0.67518072622255
"224","BJO","TempWarm-5psu","B3",224,4.66297250038787,8.58666277433394,-0.936575767645847,-0.637018337349101
"225","BJO","TempWarm-16psu","B4",225,4.4974834340039,7.96015735745194,0.947094266984524,3.63716921647713
"226","HOG","TempWarm-16psu","B4",226,4.4974834340039,7.96015735745194,0.905234932881627,3.56084443873023
"227","HOR","TempWarm-16psu","B4",227,4.4974834340039,7.96015735745194,0.880119332419889,3.48451966098333
"228","VAT","TempWarm-16psu","B4",228,4.4974834340039,7.96015735745194,0.938722400163945,3.63716921647713
"229","KUR","TempWarm-16psu","B4",229,4.4974834340039,7.96015735745194,0.846631865137571,3.44635727210988
"230","BAR","TempWarm-16psu","B4",230,4.4974834340039,7.96015735745194,0.905234932881627,3.56084443873023
"231","VIK","TempWarm-16psu","B4",231,4.4974834340039,7.96015735745194,0.913606799702206,3.59900682760368
"232","KAL","TempWarm-16psu","B4",232,4.4974834340039,7.96015735745194,0.896863066061048,3.52268204985678
"233","BJO","TempWarm-5psu","B4",233,4.4974834340039,7.96015735745194,-0.936575767645847,-0.637018337349101
"234","HOR","TempWarm-5psu","B4",234,4.4974834340039,7.96015735745194,-0.944947634466427,-0.637018337349101
"235","BAR","TempWarm-5psu","B4",235,4.4974834340039,7.96015735745194,-0.944947634466427,-0.637018337349101
"236","VAT","TempWarm-5psu","B4",236,4.4974834340039,7.96015735745194,-0.928203900825268,-0.598855948475653
"237","VIK","TempWarm-5psu","B4",237,4.4974834340039,7.96015735745194,-0.90308830036353,-0.560693559602204
"238","KAL","TempWarm-5psu","B4",238,4.4974834340039,7.96015735745194,-0.953319501287006,-0.67518072622255
"239","KUR","TempWarm-5psu","B4",239,4.4974834340039,7.96015735745194,-0.961691368107586,-0.67518072622255
"240","HOG","TempWarm-5psu","B4",240,4.4974834340039,7.96015735745194,-0.944947634466427,-0.637018337349101
"241","KAL","TempWarm-16psu","B4",241,4.4974834340039,7.96015735745194,0.888491199240468,3.52268204985678
"242","HOR","TempWarm-16psu","B4",242,4.4974834340039,7.96015735745194,0.880119332419889,3.48451966098333
"243","KUR","TempWarm-16psu","B4",243,4.4974834340039,7.96015735745194,0.838259998316992,3.40819488323644
"244","BAR","TempWarm-16psu","B4",244,4.4974834340039,7.96015735745194,0.888491199240468,3.52268204985678
"245","VIK","TempWarm-16psu","B4",245,4.4974834340039,7.96015735745194,0.905234932881627,3.56084443873023
"246","HOG","TempWarm-16psu","B4",246,4.4974834340039,7.96015735745194,0.888491199240468,3.52268204985678
"247","VAT","TempWarm-16psu","B4",247,4.4974834340039,7.96015735745194,0.896863066061048,3.56084443873023
"248","BJO","TempWarm-16psu","B4",248,4.4974834340039,7.96015735745194,0.905234932881627,3.56084443873023
"249","BAR","TempWarm-5psu","B4",249,4.4974834340039,7.96015735745194,-0.936575767645847,-0.637018337349101
"250","HOG","TempWarm-5psu","B4",250,4.4974834340039,7.96015735745194,-0.944947634466427,-0.637018337349101
"251","VIK","TempWarm-5psu","B4",251,4.4974834340039,7.96015735745194,-0.919832034004688,-0.598855948475653
"252","VAT","TempWarm-5psu","B4",252,4.4974834340039,7.96015735745194,-0.936575767645847,-0.637018337349101
"253","BJO","TempWarm-5psu","B4",253,4.4974834340039,7.96015735745194,-0.928203900825268,-0.598855948475653
"254","KUR","TempWarm-5psu","B4",254,4.4974834340039,7.96015735745194,-0.961691368107586,-0.67518072622255
