"Pop","MLL_no","Indv_no","Pop_no","region","site_full","long","lat","temp_curr","sal_curr","temp_8.5","sal_8.5","max_temp_curr","min_sal_curr","temp_scaled","max_temp_scaled","sal_scaled","min_sal_scaled"
"LOM",274,"LOM-10","10","Lomma","South Lomma Bay",13.05485,55.67242,17,16,20,15,23,7,0.356100837694119,-0.528792618165885,-0.361252151788231,-0.117299280053907
"LOM",275,"LOM-11","11","Lomma","South Lomma Bay",13.05485,55.67242,17,16,20,15,23,7,0.356100837694119,-0.528792618165885,-0.361252151788231,-0.117299280053907
"LOM",277,"LOM-12","12","Lomma","South Lomma Bay",13.05485,55.67242,17,16,20,15,23,7,0.356100837694119,-0.528792618165885,-0.361252151788231,-0.117299280053907
"LOM",278,"LOM-14","14","Lomma","South Lomma Bay",13.05485,55.67242,17,16,20,15,23,7,0.356100837694119,-0.528792618165885,-0.361252151788231,-0.117299280053907
"LOM",279,"LOM-16","16","Lomma","South Lomma Bay",13.05485,55.67242,17,16,20,15,23,7,0.356100837694119,-0.528792618165885,-0.361252151788231,-0.117299280053907
"LOM",280,"LOM-17","17","Lomma","South Lomma Bay",13.05485,55.67242,17,16,20,15,23,7,0.356100837694119,-0.528792618165885,-0.361252151788231,-0.117299280053907
"LOM",281,"LOM-18","18","Lomma","South Lomma Bay",13.05485,55.67242,17,16,20,15,23,7,0.356100837694119,-0.528792618165885,-0.361252151788231,-0.117299280053907
"LOM",282,"LOM-19","19","Lomma","South Lomma Bay",13.05485,55.67242,17,16,20,15,23,7,0.356100837694119,-0.528792618165885,-0.361252151788231,-0.117299280053907
"LOM",284,"LOM-20","20","Lomma","South Lomma Bay",13.05485,55.67242,17,16,20,15,23,7,0.356100837694119,-0.528792618165885,-0.361252151788231,-0.117299280053907
"NOV",138,"NOV-01","01","Sälöfjorden","N. Överön",11.728779,57.795244,19,18,21,17,23,6,0.70588022342345,-0.528792618165885,0.99540806239447,-0.396278094531094
"NOV",144,"NOV-04","04","Sälöfjorden","N. Överön",11.728779,57.795244,19,18,21,17,23,6,0.70588022342345,-0.528792618165885,0.99540806239447,-0.396278094531094
"NOV",147,"NOV-06","06","Sälöfjorden","N. Överön",11.728779,57.795244,19,18,21,17,23,6,0.70588022342345,-0.528792618165885,0.99540806239447,-0.396278094531094
"NOV",146,"NOV-08","08","Sälöfjorden","N. Överön",11.728779,57.795244,19,18,21,17,23,6,0.70588022342345,-0.528792618165885,0.99540806239447,-0.396278094531094
"NOV",148,"NOV-13","13","Sälöfjorden","N. Överön",11.728779,57.795244,19,18,21,17,23,6,0.70588022342345,-0.528792618165885,0.99540806239447,-0.396278094531094
"NOV",149,"NOV-14","14","Sälöfjorden","N. Överön",11.728779,57.795244,19,18,21,17,23,6,0.70588022342345,-0.528792618165885,0.99540806239447,-0.396278094531094
"NOV",150,"NOV-15","15","Sälöfjorden","N. Överön",11.728779,57.795244,19,18,21,17,23,6,0.70588022342345,-0.528792618165885,0.99540806239447,-0.396278094531094
"NOV",152,"NOV-18","18","Sälöfjorden","N. Överön",11.728779,57.795244,19,18,21,17,23,6,0.70588022342345,-0.528792618165885,0.99540806239447,-0.396278094531094
"NOV",153,"NOV-20","20","Sälöfjorden","N. Överön",11.728779,57.795244,19,18,21,17,23,6,0.70588022342345,-0.528792618165885,0.99540806239447,-0.396278094531094
"NYN",659,"NYN-02","02","Nynäshamn","Nynäshamn",17.9542217,58.8811079,17,7,21,5,26,6,-2.0923548624112,-0.121270482189138,-0.662732199384387,-0.67525690900828
"NYN",649,"NYN-03","03","Nynäshamn","Nynäshamn",17.9542217,58.8811079,17,7,21,5,26,6,-2.0923548624112,-0.121270482189138,-0.662732199384387,-0.67525690900828
"OSK",471,"OSK-01","01","Oskarshamn","Oskarshamn",16.583068,57.031518,15,7,17,6,24,6,-0.693237319493874,-0.121270482189138,-0.662732199384387,-0.396278094531094
"OSK",474,"OSK-06","06","Oskarshamn","Oskarshamn",16.583068,57.031518,15,7,17,6,24,6,-0.693237319493874,-0.121270482189138,-0.662732199384387,-0.396278094531094
"RAU",714,"RAU-01","01","Finland","Rauma",21.319105,61.052267,16,7,19,5,25,6,-0.343457933764543,-0.528792618165885,-0.964212246980543,-0.67525690900828
"SBR",154,"SBR-01","01","Göteborgs S skärgård","S. Brännö",11.79115,57.64159,19,17,21,16,23,1,0.70588022342345,-0.528792618165885,0.844668038596393,-1.79117216691703
"SBR",157,"SBR-02","02","Göteborgs S skärgård","S. Brännö",11.79115,57.64159,19,17,21,16,23,1,0.70588022342345,-0.528792618165885,0.844668038596393,-1.79117216691703
"SBR",159,"SBR-03","03","Göteborgs S skärgård","S. Brännö",11.79115,57.64159,19,17,21,16,23,1,0.70588022342345,-0.528792618165885,0.844668038596393,-1.79117216691703
"SBR",160,"SBR-04","04","Göteborgs S skärgård","S. Brännö",11.79115,57.64159,19,17,21,16,23,1,0.70588022342345,-0.528792618165885,0.844668038596393,-1.79117216691703
"SBR",161,"SBR-05","05","Göteborgs S skärgård","S. Brännö",11.79115,57.64159,19,17,21,16,23,1,0.70588022342345,-0.528792618165885,0.844668038596393,-1.79117216691703
"SBR",162,"SBR-07","07","Göteborgs S skärgård","S. Brännö",11.79115,57.64159,19,17,21,16,23,1,0.70588022342345,-0.528792618165885,0.844668038596393,-1.79117216691703
"SBR",163,"SBR-08","08","Göteborgs S skärgård","S. Brännö",11.79115,57.64159,19,17,21,16,23,1,0.70588022342345,-0.528792618165885,0.844668038596393,-1.79117216691703
"SBR",164,"SBR-09","09","Göteborgs S skärgård","S. Brännö",11.79115,57.64159,19,17,21,16,23,1,0.70588022342345,-0.528792618165885,0.844668038596393,-1.79117216691703
"SBR",165,"SBR-10","10","Göteborgs S skärgård","S. Brännö",11.79115,57.64159,19,17,21,16,23,1,0.70588022342345,-0.528792618165885,0.844668038596393,-1.79117216691703
"SBR",166,"SBR-11","11","Göteborgs S skärgård","S. Brännö",11.79115,57.64159,19,17,21,16,23,1,0.70588022342345,-0.528792618165885,0.844668038596393,-1.79117216691703
"SBR",167,"SBR-12","12","Göteborgs S skärgård","S. Brännö",11.79115,57.64159,19,17,21,16,23,1,0.70588022342345,-0.528792618165885,0.844668038596393,-1.79117216691703
"SBR",168,"SBR-13","13","Göteborgs S skärgård","S. Brännö",11.79115,57.64159,19,17,21,16,23,1,0.70588022342345,-0.528792618165885,0.844668038596393,-1.79117216691703
"SBR",169,"SBR-14","14","Göteborgs S skärgård","S. Brännö",11.79115,57.64159,19,17,21,16,23,1,0.70588022342345,-0.528792618165885,0.844668038596393,-1.79117216691703
"SBR",170,"SBR-15","15","Göteborgs S skärgård","S. Brännö",11.79115,57.64159,19,17,21,16,23,1,0.70588022342345,-0.528792618165885,0.844668038596393,-1.79117216691703
"SBR",171,"SBR-16","16","Göteborgs S skärgård","S. Brännö",11.79115,57.64159,19,17,21,16,23,1,0.70588022342345,-0.528792618165885,0.844668038596393,-1.79117216691703
"SBR",172,"SBR-17","17","Göteborgs S skärgård","S. Brännö",11.79115,57.64159,19,17,21,16,23,1,0.70588022342345,-0.528792618165885,0.844668038596393,-1.79117216691703
"SBR",173,"SBR-18","18","Göteborgs S skärgård","S. Brännö",11.79115,57.64159,19,17,21,16,23,1,0.70588022342345,-0.528792618165885,0.844668038596393,-1.79117216691703
"SBR",174,"SBR-19","19","Göteborgs S skärgård","S. Brännö",11.79115,57.64159,19,17,21,16,23,1,0.70588022342345,-0.528792618165885,0.844668038596393,-1.79117216691703
"SBR",175,"SBR-20","20","Göteborgs S skärgård","S. Brännö",11.79115,57.64159,19,17,21,16,23,1,0.70588022342345,-0.528792618165885,0.844668038596393,-1.79117216691703
"SKI",327,"SKI-01","01","Skillinge","Skillinge",14.2785,55.457556,18,9,20,7,23,7,-1.39279609095254,-0.528792618165885,-0.511992175586309,-0.117299280053907
"SKI",336,"SKI-04","04","Skillinge","Skillinge",14.2785,55.457556,18,9,20,7,23,7,-1.39279609095254,-0.528792618165885,-0.511992175586309,-0.117299280053907
"SKI",346,"SKI-14","14","Skillinge","Skillinge",14.2785,55.457556,18,9,20,7,23,7,-1.39279609095254,-0.528792618165885,-0.511992175586309,-0.117299280053907
"SLI",597,"SLI-02","02","Gotland","Slite",18.831167,57.713318,18,7,21,5,26,6,-0.343457933764543,0.28625165378761,-0.662732199384387,-0.396278094531094
"SLI",594,"SLI-04","04","Gotland","Slite",18.831167,57.713318,18,7,21,5,26,6,-0.343457933764543,0.28625165378761,-0.662732199384387,-0.396278094531094
"SLI",606,"SLI-05","05","Gotland","Slite",18.831167,57.713318,18,7,21,5,26,6,-0.343457933764543,0.28625165378761,-0.662732199384387,-0.396278094531094
"STE",116,"STE-01","01","Hake-Älgöfjorden","Stenungsund",11.81013,58.05143,18,22,20,20,23,12,0.356100837694119,-0.528792618165885,1.59836815758678,1.27759479233202
"STE",117,"STE-03","03","Hake-Älgöfjorden","Stenungsund",11.81013,58.05143,18,22,20,20,23,12,0.356100837694119,-0.528792618165885,1.59836815758678,1.27759479233202
"STE",118,"STE-04","04","Hake-Älgöfjorden","Stenungsund",11.81013,58.05143,18,22,20,20,23,12,0.356100837694119,-0.528792618165885,1.59836815758678,1.27759479233202
"STE",119,"STE-05","05","Hake-Älgöfjorden","Stenungsund",11.81013,58.05143,18,22,20,20,23,12,0.356100837694119,-0.528792618165885,1.59836815758678,1.27759479233202
"STE",135,"STE-06","06","Hake-Älgöfjorden","Stenungsund",11.81013,58.05143,18,22,20,20,23,12,0.356100837694119,-0.528792618165885,1.59836815758678,1.27759479233202
"STE",121,"STE-07","07","Hake-Älgöfjorden","Stenungsund",11.81013,58.05143,18,22,20,20,23,12,0.356100837694119,-0.528792618165885,1.59836815758678,1.27759479233202
"STE",122,"STE-09","09","Hake-Älgöfjorden","Stenungsund",11.81013,58.05143,18,22,20,20,23,12,0.356100837694119,-0.528792618165885,1.59836815758678,1.27759479233202
"STE",123,"STE-11","11","Hake-Älgöfjorden","Stenungsund",11.81013,58.05143,18,22,20,20,23,12,0.356100837694119,-0.528792618165885,1.59836815758678,1.27759479233202
"STE",124,"STE-12","12","Hake-Älgöfjorden","Stenungsund",11.81013,58.05143,18,22,20,20,23,12,0.356100837694119,-0.528792618165885,1.59836815758678,1.27759479233202
"STE",126,"STE-14","14","Hake-Älgöfjorden","Stenungsund",11.81013,58.05143,18,22,20,20,23,12,0.356100837694119,-0.528792618165885,1.59836815758678,1.27759479233202
"STE",127,"STE-17","17","Hake-Älgöfjorden","Stenungsund",11.81013,58.05143,18,22,20,20,23,12,0.356100837694119,-0.528792618165885,1.59836815758678,1.27759479233202
"STE",137,"STE-18","18","Hake-Älgöfjorden","Stenungsund",11.81013,58.05143,18,22,20,20,23,12,0.356100837694119,-0.528792618165885,1.59836815758678,1.27759479233202
"STE",131,"STE-19","19","Hake-Älgöfjorden","Stenungsund",11.81013,58.05143,18,22,20,20,23,12,0.356100837694119,-0.528792618165885,1.59836815758678,1.27759479233202
"STE",132,"STE-20","20","Hake-Älgöfjorden","Stenungsund",11.81013,58.05143,18,22,20,20,23,12,0.356100837694119,-0.528792618165885,1.59836815758678,1.27759479233202
"STE",133,"STE-02","02","Hake-Älgöfjorden","Stenungsund",11.81013,58.05143,18,22,20,20,23,12,0.356100837694119,-0.528792618165885,1.59836815758678,1.27759479233202
"STE",136,"STE-08","08","Hake-Älgöfjorden","Stenungsund",11.81013,58.05143,18,22,20,20,23,12,0.356100837694119,-0.528792618165885,1.59836815758678,1.27759479233202
"TAL",785,"TAL-01","01","Estonia","Tallinn",24.5688,59.4576,11,7,13,5,24,5,0.00632145196478833,-0.121270482189138,-0.813472223182465,-0.954235723485466
"TAL",801,"TAL-12","12","Estonia","Tallinn",24.5688,59.4576,11,7,13,5,24,5,0.00632145196478833,-0.121270482189138,-0.813472223182465,-0.954235723485466
"VHA",92,"VHA-01","01","Ellös-Havstenfjord","Väst Hjältön",11.60238,58.25641,16,25,18,24,25,13,-0.343457933764543,0.28625165378761,2.05058822898102,1.55657360680921
"VHA",93,"VHA-02","02","Ellös-Havstenfjord","Väst Hjältön",11.60238,58.25641,16,25,18,24,25,13,-0.343457933764543,0.28625165378761,2.05058822898102,1.55657360680921
"VHA",94,"VHA-03","03","Ellös-Havstenfjord","Väst Hjältön",11.60238,58.25641,16,25,18,24,25,13,-0.343457933764543,0.28625165378761,2.05058822898102,1.55657360680921
"VHA",96,"VHA-04","04","Ellös-Havstenfjord","Väst Hjältön",11.60238,58.25641,16,25,18,24,25,13,-0.343457933764543,0.28625165378761,2.05058822898102,1.55657360680921
"VHA",97,"VHA-06","06","Ellös-Havstenfjord","Väst Hjältön",11.60238,58.25641,16,25,18,24,25,13,-0.343457933764543,0.28625165378761,2.05058822898102,1.55657360680921
"VHA",98,"VHA-07","07","Ellös-Havstenfjord","Väst Hjältön",11.60238,58.25641,16,25,18,24,25,13,-0.343457933764543,0.28625165378761,2.05058822898102,1.55657360680921
"VHA",99,"VHA-08","08","Ellös-Havstenfjord","Väst Hjältön",11.60238,58.25641,16,25,18,24,25,13,-0.343457933764543,0.28625165378761,2.05058822898102,1.55657360680921
"VHA",100,"VHA-09","09","Ellös-Havstenfjord","Väst Hjältön",11.60238,58.25641,16,25,18,24,25,13,-0.343457933764543,0.28625165378761,2.05058822898102,1.55657360680921
"VHA",101,"VHA-10","10","Ellös-Havstenfjord","Väst Hjältön",11.60238,58.25641,16,25,18,24,25,13,-0.343457933764543,0.28625165378761,2.05058822898102,1.55657360680921
"VHA",102,"VHA-11","11","Ellös-Havstenfjord","Väst Hjältön",11.60238,58.25641,16,25,18,24,25,13,-0.343457933764543,0.28625165378761,2.05058822898102,1.55657360680921
"VHA",104,"VHA-13","13","Ellös-Havstenfjord","Väst Hjältön",11.60238,58.25641,16,25,18,24,25,13,-0.343457933764543,0.28625165378761,2.05058822898102,1.55657360680921
"VHA",106,"VHA-15","15","Ellös-Havstenfjord","Väst Hjältön",11.60238,58.25641,16,25,18,24,25,13,-0.343457933764543,0.28625165378761,2.05058822898102,1.55657360680921
"VHA",107,"VHA-16","16","Ellös-Havstenfjord","Väst Hjältön",11.60238,58.25641,16,25,18,24,25,13,-0.343457933764543,0.28625165378761,2.05058822898102,1.55657360680921
"VHA",108,"VHA-17","17","Ellös-Havstenfjord","Väst Hjältön",11.60238,58.25641,16,25,18,24,25,13,-0.343457933764543,0.28625165378761,2.05058822898102,1.55657360680921
"VHA",110,"VHA-18","18","Ellös-Havstenfjord","Väst Hjältön",11.60238,58.25641,16,25,18,24,25,13,-0.343457933764543,0.28625165378761,2.05058822898102,1.55657360680921
"VHA",112,"VHA-19","19","Ellös-Havstenfjord","Väst Hjältön",11.60238,58.25641,16,25,18,24,25,13,-0.343457933764543,0.28625165378761,2.05058822898102,1.55657360680921
"VHA",115,"VHA-20","20","Ellös-Havstenfjord","Väst Hjältön",11.60238,58.25641,16,25,18,24,25,13,-0.343457933764543,0.28625165378761,2.05058822898102,1.55657360680921
"YST",312,"YST-01","01","Gamla Staden-Sandskogen","Ystad",13.84636159,55.42155879,17,16,19,15,23,7,0.00632145196478833,-0.528792618165885,-0.511992175586309,-0.117299280053907
"YST",315,"YST-11","11","Gamla Staden-Sandskogen","Ystad",13.84636159,55.42155879,17,16,19,15,23,7,0.00632145196478833,-0.528792618165885,-0.511992175586309,-0.117299280053907
"YST",317,"YST-15","15","Gamla Staden-Sandskogen","Ystad",13.84636159,55.42155879,17,16,19,15,23,7,0.00632145196478833,-0.528792618165885,-0.511992175586309,-0.117299280053907
"YST",321,"YST-09","09","Gamla Staden-Sandskogen","Ystad",13.84636159,55.42155879,17,16,19,15,23,7,0.00632145196478833,-0.528792618165885,-0.511992175586309,-0.117299280053907
"YST",326,"YST-18","18","Gamla Staden-Sandskogen","Ystad",13.84636159,55.42155879,17,16,19,15,23,7,0.00632145196478833,-0.528792618165885,-0.511992175586309,-0.117299280053907
