"","trt","mean_temp","min_temp","max_temp","median_temp","sd_temp"
"1","ctrl",20.0713383691548,13.939853515625,27.02447265625,20.16041015625,1.78296550495462
"2","heat",25.8003762629227,15.827470703125,34.23173828125,26.0806640625,2.41006007462374
