"","pcnm_keep_full","temp_scaled8.5","sal_scaled8.5"
"1",-0.0311614274227795,-0.451463586881927,-0.522363384199117
"2",-0.0311614274227795,-0.451463586881927,-0.522363384199117
"3",-0.0311614274227794,-0.451463586881927,-0.522363384199117
"4",-0.0311614274227794,-0.451463586881927,-0.522363384199117
"5",-0.0311614274227794,-0.451463586881927,-0.522363384199117
"6",-0.0311614274227794,-0.451463586881927,-0.522363384199117
"7",-0.0311614274227794,-0.451463586881927,-0.522363384199117
"8",-0.0311614274227794,-0.451463586881927,-0.522363384199117
"9",-0.0311614274227794,-0.451463586881927,-0.522363384199117
"10",-0.0311614274227794,-0.451463586881927,-0.522363384199117
"11",-0.0311614274227794,-0.451463586881927,-0.522363384199117
"12",-0.0311614274227794,-0.451463586881927,-0.522363384199117
"13",-0.0311614274227794,-0.451463586881927,-0.522363384199117
"14",-0.0311614274227794,-0.451463586881927,-0.522363384199117
"15",-0.0311614274227794,-0.451463586881927,-0.522363384199117
"16",-0.0311614274227794,-0.451463586881927,-0.522363384199117
"17",-0.0311614274227794,-0.451463586881927,-0.522363384199117
"18",-0.0311614274227794,-0.451463586881927,-0.522363384199117
"19",-0.0311544742096131,0.482321424915461,0.958217719250326
"20",-0.0311544742096131,0.482321424915461,0.958217719250326
"21",-0.0311544742096131,0.482321424915461,0.958217719250326
"22",-0.0311544742096131,0.482321424915461,0.958217719250326
"23",-0.0311544742096131,0.482321424915461,0.958217719250326
"24",-0.0311544742096131,0.482321424915461,0.958217719250326
"25",-0.0311544742096131,0.482321424915461,0.958217719250326
"26",-0.0311544742096131,0.482321424915461,0.958217719250326
"27",-0.0311544742096131,0.482321424915461,0.958217719250326
"28",-0.0311544742096131,0.482321424915461,0.958217719250326
"29",-0.0311544742096131,0.482321424915461,0.958217719250326
"30",-0.0311544742096131,0.482321424915461,0.958217719250326
"31",-0.0311544742096131,0.482321424915461,0.958217719250326
"32",-0.0311544742096131,0.482321424915461,0.958217719250326
"33",-0.0311544742096131,0.482321424915461,0.958217719250326
"34",-0.0311544742096131,0.482321424915461,0.958217719250326
"35",-0.0311544742096131,0.482321424915461,0.958217719250326
"36",-0.0311544742096131,0.482321424915461,0.958217719250326
"37",-0.0311605640874708,0.0154289190167668,-0.6868723956935
"38",-0.0311605640874708,0.0154289190167668,-0.6868723956935
"39",-0.0311605640874708,0.0154289190167668,-0.6868723956935
"40",-0.0311605640874708,0.0154289190167668,-0.6868723956935
"41",-0.0311605640874708,0.0154289190167668,-0.6868723956935
"42",-0.0311605640874708,0.0154289190167668,-0.6868723956935
