"","Pop","MLL_no","Indv_no","Pop_no","coast","lat","long","temp_mean_adjust","temp_max","temp_mean_adjust.1","sal_min","sal_mean_adjust","temp_scaled","max_temp_scaled","sal_scaled","min_sal_scaled"
"83","KAL",436,"KAL-15","15","East",56.654431,16.351908,19.0051,24.1787846883138,19.0051,5.90900532404582,6.9842,1.53529891811698,1.39806812066835,-0.490247673279062,-0.19924554458929
"84","KAL",436,"KAL-16","16","East",56.654431,16.351908,19.0051,24.1787846883138,19.0051,5.90900532404582,6.9842,1.53529891811698,1.39806812066835,-0.490247673279062,-0.19924554458929
"85","KAL",427,"KAL-17","17","East",56.654431,16.351908,19.0051,24.1787846883138,19.0051,5.90900532404582,6.9842,1.53529891811698,1.39806812066835,-0.490247673279062,-0.19924554458929
"86","KAL",441,"KAL-04","04","East",56.654431,16.351908,19.0051,24.1787846883138,19.0051,5.90900532404582,6.9842,1.53529891811698,1.39806812066835,-0.490247673279062,-0.19924554458929
"87","KAL",427,"KAL-05","05","East",56.654431,16.351908,19.0051,24.1787846883138,19.0051,5.90900532404582,6.9842,1.53529891811698,1.39806812066835,-0.490247673279062,-0.19924554458929
"88","KAL",436,"KAL-06","06","East",56.654431,16.351908,19.0051,24.1787846883138,19.0051,5.90900532404582,6.9842,1.53529891811698,1.39806812066835,-0.490247673279062,-0.19924554458929
"89","KAL",427,"KAL-02","02","East",56.654431,16.351908,19.0051,24.1787846883138,19.0051,5.90900532404582,6.9842,1.53529891811698,1.39806812066835,-0.490247673279062,-0.19924554458929
"90","KAL",427,"KAL-03","03","East",56.654431,16.351908,19.0051,24.1787846883138,19.0051,5.90900532404582,6.9842,1.53529891811698,1.39806812066835,-0.490247673279062,-0.19924554458929
"91","KAL",436,"KAL-08","08","East",56.654431,16.351908,19.0051,24.1787846883138,19.0051,5.90900532404582,6.9842,1.53529891811698,1.39806812066835,-0.490247673279062,-0.19924554458929
"92","KAL",426,"KAL-01","01","East",56.654431,16.351908,19.0051,24.1787846883138,19.0051,5.90900532404582,6.9842,1.53529891811698,1.39806812066835,-0.490247673279062,-0.19924554458929
"93","KAL",426,"KAL-14","14","East",56.654431,16.351908,19.0051,24.1787846883138,19.0051,5.90900532404582,6.9842,1.53529891811698,1.39806812066835,-0.490247673279062,-0.19924554458929
"94","KUR",296,"KUR-10","10","East",55.395972,12.982861,17.602,23.1814250946045,17.602,6.88506889343262,8.1808,0.337869350209479,0.287978448996175,-0.31427815376035,0.801151046683945
"95","KUR",302,"KUR-16","16","East",55.395972,12.982861,17.602,23.1814250946045,17.602,6.88506889343262,8.1808,0.337869350209479,0.287978448996175,-0.31427815376035,0.801151046683945
"96","KUR",302,"KUR-17","17","East",55.395972,12.982861,17.602,23.1814250946045,17.602,6.88506889343262,8.1808,0.337869350209479,0.287978448996175,-0.31427815376035,0.801151046683945
"97","KUR",306,"KUR-18","18","East",55.395972,12.982861,17.602,23.1814250946045,17.602,6.88506889343262,8.1808,0.337869350209479,0.287978448996175,-0.31427815376035,0.801151046683945
"98","KUR",306,"KUR-19","19","East",55.395972,12.982861,17.602,23.1814250946045,17.602,6.88506889343262,8.1808,0.337869350209479,0.287978448996175,-0.31427815376035,0.801151046683945
"99","KUR",306,"KUR-20","20","East",55.395972,12.982861,17.602,23.1814250946045,17.602,6.88506889343262,8.1808,0.337869350209479,0.287978448996175,-0.31427815376035,0.801151046683945
"100","KUR",291,"KUR-07","07","East",55.395972,12.982861,17.602,23.1814250946045,17.602,6.88506889343262,8.1808,0.337869350209479,0.287978448996175,-0.31427815376035,0.801151046683945
"101","KUR",288,"KUR-08","08","East",55.395972,12.982861,17.602,23.1814250946045,17.602,6.88506889343262,8.1808,0.337869350209479,0.287978448996175,-0.31427815376035,0.801151046683945
"102","KUR",302,"KUR-14","14","East",55.395972,12.982861,17.602,23.1814250946045,17.602,6.88506889343262,8.1808,0.337869350209479,0.287978448996175,-0.31427815376035,0.801151046683945
"103","KUR",297,"KUR-11","11","East",55.395972,12.982861,17.602,23.1814250946045,17.602,6.88506889343262,8.1808,0.337869350209479,0.287978448996175,-0.31427815376035,0.801151046683945
"104","KUR",297,"KUR-12","12","East",55.395972,12.982861,17.602,23.1814250946045,17.602,6.88506889343262,8.1808,0.337869350209479,0.287978448996175,-0.31427815376035,0.801151046683945
"105","KUR",299,"KUR-13","13","East",55.395972,12.982861,17.602,23.1814250946045,17.602,6.88506889343262,8.1808,0.337869350209479,0.287978448996175,-0.31427815376035,0.801151046683945
"106","KUR",288,"KUR-04","04","East",55.395972,12.982861,17.602,23.1814250946045,17.602,6.88506889343262,8.1808,0.337869350209479,0.287978448996175,-0.31427815376035,0.801151046683945
"107","KUR",302,"KUR-15","15","East",55.395972,12.982861,17.602,23.1814250946045,17.602,6.88506889343262,8.1808,0.337869350209479,0.287978448996175,-0.31427815376035,0.801151046683945
"108","KUR",288,"KUR-02","02","East",55.395972,12.982861,17.602,23.1814250946045,17.602,6.88506889343262,8.1808,0.337869350209479,0.287978448996175,-0.31427815376035,0.801151046683945
