"","pop","bagnum_text","median_temp","max_temp","median_sal","min_sal","df","median_temp_std","max_temp_std","median_sal_std","min_sal_std"
"42","HOG",42,17.7467,22.4425182342529,16.7431,7.18325344721476,"experiment",0.62676699953161,-1.35944940071845,1.01684565255705,0.153475004532194
"43","BJO",43,16.4019,21.3371880849202,5.4394,4.24618355433146,"experiment",-0.0296498932748573,-2.50243231953989,-0.883280429210505,-0.952996165915243
"44","KUR",44,17.602,23.1814250946045,8.1808,6.88506889343262,"experiment",0.556136776160777,-0.59537188008651,-0.422457367685732,0.0411410716448226
"45","BAR",45,16.9228,22.8748690287272,16.4911,6.60179917017619,"experiment",0.22460914856251,-0.912370694576811,0.974485029698572,-0.0655740538628553
"46","VIK",46,18.5631,22.7906754811605,19.3478,11.8299643198649,"experiment",1.02526398888854,-0.999432272334206,1.4546897571582,1.90401271916067
"47","KAL",47,19.0051,24.1787846883138,6.9842,5.90900532404582,"experiment",1.24101076656586,0.435962495638821,-0.623603087179619,-0.32656764467391
"48","HOR",48,15.1634,23.5119126637777,6.7548,5.73694976170858,"experiment",-0.634180174164809,-0.253626342180178,-0.662164701797619,-0.391385482309496
"49","HOG",49,17.7467,22.4425182342529,16.7431,7.18325344721476,"experiment",0.62676699953161,-1.35944940071845,1.01684565255705,0.153475004532194
"50","BJO",50,16.4019,21.3371880849202,5.4394,4.24618355433146,"experiment",-0.0296498932748573,-2.50243231953989,-0.883280429210505,-0.952996165915243
"51","HOR",51,15.1634,23.5119126637777,6.7548,5.73694976170858,"experiment",-0.634180174164809,-0.253626342180178,-0.662164701797619,-0.391385482309496
"52","KAL",52,19.0051,24.1787846883138,6.9842,5.90900532404582,"experiment",1.24101076656586,0.435962495638821,-0.623603087179619,-0.32656764467391
"53","VAT",53,14.0383,22.5613098144531,24.9024,9.52845096588135,"experiment",-1.18335822747872,-1.23661121780033,2.38840529576822,1.03697234645689
"54","KUR",54,17.602,23.1814250946045,8.1808,6.88506889343262,"experiment",0.556136776160777,-0.59537188008651,-0.422457367685732,0.0411410716448226
"55","VIK",55,18.5631,22.7906754811605,19.3478,11.8299643198649,"experiment",1.02526398888854,-0.999432272334206,1.4546897571582,1.90401271916067
"56","BAR",56,16.9228,22.8748690287272,16.4911,6.60179917017619,"experiment",0.22460914856251,-0.912370694576811,0.974485029698572,-0.0655740538628553
"57","KUR",57,17.602,23.1814250946045,8.1808,6.88506889343262,"experiment",0.556136776160777,-0.59537188008651,-0.422457367685732,0.0411410716448226
"58","BJO",58,16.4019,21.3371880849202,5.4394,4.24618355433146,"experiment",-0.0296498932748573,-2.50243231953989,-0.883280429210505,-0.952996165915243
"59","KAL",59,19.0051,24.1787846883138,6.9842,5.90900532404582,"experiment",1.24101076656586,0.435962495638821,-0.623603087179619,-0.32656764467391
"60","HOR",60,15.1634,23.5119126637777,6.7548,5.73694976170858,"experiment",-0.634180174164809,-0.253626342180178,-0.662164701797619,-0.391385482309496
"61","VIK",61,18.5631,22.7906754811605,19.3478,11.8299643198649,"experiment",1.02526398888854,-0.999432272334206,1.4546897571582,1.90401271916067
"62","HOG",62,17.7467,22.4425182342529,16.7431,7.18325344721476,"experiment",0.62676699953161,-1.35944940071845,1.01684565255705,0.153475004532194
"63","BAR",63,16.9228,22.8748690287272,16.4911,6.60179917017619,"experiment",0.22460914856251,-0.912370694576811,0.974485029698572,-0.0655740538628553
"64","VAT",64,14.0383,22.5613098144531,24.9024,9.52845096588135,"experiment",-1.18335822747872,-1.23661121780033,2.38840529576822,1.03697234645689
"65","VIK",65,18.5631,22.7906754811605,19.3478,11.8299643198649,"experiment",1.02526398888854,-0.999432272334206,1.4546897571582,1.90401271916067
"66","KAL",66,19.0051,24.1787846883138,6.9842,5.90900532404582,"experiment",1.24101076656586,0.435962495638821,-0.623603087179619,-0.32656764467391
"67","HOG",67,17.7467,22.4425182342529,16.7431,7.18325344721476,"experiment",0.62676699953161,-1.35944940071845,1.01684565255705,0.153475004532194
"68","KUR",68,17.602,23.1814250946045,8.1808,6.88506889343262,"experiment",0.556136776160777,-0.59537188008651,-0.422457367685732,0.0411410716448226
"69","BJO",69,16.4019,21.3371880849202,5.4394,4.24618355433146,"experiment",-0.0296498932748573,-2.50243231953989,-0.883280429210505,-0.952996165915243
"70","BAR",70,16.9228,22.8748690287272,16.4911,6.60179917017619,"experiment",0.22460914856251,-0.912370694576811,0.974485029698572,-0.0655740538628553
"71","VAT",71,14.0383,22.5613098144531,24.9024,9.52845096588135,"experiment",-1.18335822747872,-1.23661121780033,2.38840529576822,1.03697234645689
"72","HOR",72,15.1634,23.5119126637777,6.7548,5.73694976170858,"experiment",-0.634180174164809,-0.253626342180178,-0.662164701797619,-0.391385482309496
"73","KAL",73,19.0051,24.1787846883138,6.9842,5.90900532404582,"experiment",1.24101076656586,0.435962495638821,-0.623603087179619,-0.32656764467391
"74","HOR",74,15.1634,23.5119126637777,6.7548,5.73694976170858,"experiment",-0.634180174164809,-0.253626342180178,-0.662164701797619,-0.391385482309496
"75","VAT",75,14.0383,22.5613098144531,24.9024,9.52845096588135,"experiment",-1.18335822747872,-1.23661121780033,2.38840529576822,1.03697234645689
"76","BAR",76,16.9228,22.8748690287272,16.4911,6.60179917017619,"experiment",0.22460914856251,-0.912370694576811,0.974485029698572,-0.0655740538628553
"77","VIK",77,18.5631,22.7906754811605,19.3478,11.8299643198649,"experiment",1.02526398888854,-0.999432272334206,1.4546897571582,1.90401271916067
"78","KUR",78,17.602,23.1814250946045,8.1808,6.88506889343262,"experiment",0.556136776160777,-0.59537188008651,-0.422457367685732,0.0411410716448226
"79","BJO",79,16.4019,21.3371880849202,5.4394,4.24618355433146,"experiment",-0.0296498932748573,-2.50243231953989,-0.883280429210505,-0.952996165915243
"80","HOG",80,17.7467,22.4425182342529,16.7431,7.18325344721476,"experiment",0.62676699953161,-1.35944940071845,1.01684565255705,0.153475004532194
"81","KAL",81,19.0051,24.1787846883138,6.9842,5.90900532404582,"experiment",1.24101076656586,0.435962495638821,-0.623603087179619,-0.32656764467391
"82","BJO",82,16.4019,21.3371880849202,5.4394,4.24618355433146,"experiment",-0.0296498932748573,-2.50243231953989,-0.883280429210505,-0.952996165915243
"83","BAR",83,16.9228,22.8748690287272,16.4911,6.60179917017619,"experiment",0.22460914856251,-0.912370694576811,0.974485029698572,-0.0655740538628553
"84","HOR",84,15.1634,23.5119126637777,6.7548,5.73694976170858,"experiment",-0.634180174164809,-0.253626342180178,-0.662164701797619,-0.391385482309496
"85","HOG",85,17.7467,22.4425182342529,16.7431,7.18325344721476,"experiment",0.62676699953161,-1.35944940071845,1.01684565255705,0.153475004532194
"86","VIK",86,18.5631,22.7906754811605,19.3478,11.8299643198649,"experiment",1.02526398888854,-0.999432272334206,1.4546897571582,1.90401271916067
"87","VAT",87,14.0383,22.5613098144531,24.9024,9.52845096588135,"experiment",-1.18335822747872,-1.23661121780033,2.38840529576822,1.03697234645689
"88","KUR",88,17.602,23.1814250946045,8.1808,6.88506889343262,"experiment",0.556136776160777,-0.59537188008651,-0.422457367685732,0.0411410716448226
"89","HOG",89,17.7467,22.4425182342529,16.7431,7.18325344721476,"experiment",0.62676699953161,-1.35944940071845,1.01684565255705,0.153475004532194
"90","BAR",90,16.9228,22.8748690287272,16.4911,6.60179917017619,"experiment",0.22460914856251,-0.912370694576811,0.974485029698572,-0.0655740538628553
"91","BJO",91,16.4019,21.3371880849202,5.4394,4.24618355433146,"experiment",-0.0296498932748573,-2.50243231953989,-0.883280429210505,-0.952996165915243
"92","KUR",92,17.602,23.1814250946045,8.1808,6.88506889343262,"experiment",0.556136776160777,-0.59537188008651,-0.422457367685732,0.0411410716448226
"93","KAL",93,19.0051,24.1787846883138,6.9842,5.90900532404582,"experiment",1.24101076656586,0.435962495638821,-0.623603087179619,-0.32656764467391
"94","VIK",94,18.5631,22.7906754811605,19.3478,11.8299643198649,"experiment",1.02526398888854,-0.999432272334206,1.4546897571582,1.90401271916067
"95","HOR",95,15.1634,23.5119126637777,6.7548,5.73694976170858,"experiment",-0.634180174164809,-0.253626342180178,-0.662164701797619,-0.391385482309496
"96","VAT",96,14.0383,22.5613098144531,24.9024,9.52845096588135,"experiment",-1.18335822747872,-1.23661121780033,2.38840529576822,1.03697234645689
"97","HOG",97,17.7467,22.4425182342529,16.7431,7.18325344721476,"experiment",0.62676699953161,-1.35944940071845,1.01684565255705,0.153475004532194
"98","BJO",98,16.4019,21.3371880849202,5.4394,4.24618355433146,"experiment",-0.0296498932748573,-2.50243231953989,-0.883280429210505,-0.952996165915243
"99","VAT",99,14.0383,22.5613098144531,24.9024,9.52845096588135,"experiment",-1.18335822747872,-1.23661121780033,2.38840529576822,1.03697234645689
"100","BAR",100,16.9228,22.8748690287272,16.4911,6.60179917017619,"experiment",0.22460914856251,-0.912370694576811,0.974485029698572,-0.0655740538628553
"101","VIK",101,18.5631,22.7906754811605,19.3478,11.8299643198649,"experiment",1.02526398888854,-0.999432272334206,1.4546897571582,1.90401271916067
"102","HOR",102,15.1634,23.5119126637777,6.7548,5.73694976170858,"experiment",-0.634180174164809,-0.253626342180178,-0.662164701797619,-0.391385482309496
"103","KAL",103,19.0051,24.1787846883138,6.9842,5.90900532404582,"experiment",1.24101076656586,0.435962495638821,-0.623603087179619,-0.32656764467391
"104","KUR",104,17.602,23.1814250946045,8.1808,6.88506889343262,"experiment",0.556136776160777,-0.59537188008651,-0.422457367685732,0.0411410716448226
"105","KAL",105,19.0051,24.1787846883138,6.9842,5.90900532404582,"experiment",1.24101076656586,0.435962495638821,-0.623603087179619,-0.32656764467391
"106","VIK",106,18.5631,22.7906754811605,19.3478,11.8299643198649,"experiment",1.02526398888854,-0.999432272334206,1.4546897571582,1.90401271916067
"107","BJO",107,16.4019,21.3371880849202,5.4394,4.24618355433146,"experiment",-0.0296498932748573,-2.50243231953989,-0.883280429210505,-0.952996165915243
"108","KUR",108,17.602,23.1814250946045,8.1808,6.88506889343262,"experiment",0.556136776160777,-0.59537188008651,-0.422457367685732,0.0411410716448226
"109","VAT",109,14.0383,22.5613098144531,24.9024,9.52845096588135,"experiment",-1.18335822747872,-1.23661121780033,2.38840529576822,1.03697234645689
"110","BAR",110,16.9228,22.8748690287272,16.4911,6.60179917017619,"experiment",0.22460914856251,-0.912370694576811,0.974485029698572,-0.0655740538628553
"111","HOR",111,15.1634,23.5119126637777,6.7548,5.73694976170858,"experiment",-0.634180174164809,-0.253626342180178,-0.662164701797619,-0.391385482309496
"112","HOG",112,17.7467,22.4425182342529,16.7431,7.18325344721476,"experiment",0.62676699953161,-1.35944940071845,1.01684565255705,0.153475004532194
"113","KAL",113,19.0051,24.1787846883138,6.9842,5.90900532404582,"experiment",1.24101076656586,0.435962495638821,-0.623603087179619,-0.32656764467391
"114","BAR",114,16.9228,22.8748690287272,16.4911,6.60179917017619,"experiment",0.22460914856251,-0.912370694576811,0.974485029698572,-0.0655740538628553
"115","KUR",115,17.602,23.1814250946045,8.1808,6.88506889343262,"experiment",0.556136776160777,-0.59537188008651,-0.422457367685732,0.0411410716448226
"116","HOR",116,15.1634,23.5119126637777,6.7548,5.73694976170858,"experiment",-0.634180174164809,-0.253626342180178,-0.662164701797619,-0.391385482309496
"117","HOG",117,17.7467,22.4425182342529,16.7431,7.18325344721476,"experiment",0.62676699953161,-1.35944940071845,1.01684565255705,0.153475004532194
"118","BJO",118,16.4019,21.3371880849202,5.4394,4.24618355433146,"experiment",-0.0296498932748573,-2.50243231953989,-0.883280429210505,-0.952996165915243
"119","VAT",119,14.0383,22.5613098144531,24.9024,9.52845096588135,"experiment",-1.18335822747872,-1.23661121780033,2.38840529576822,1.03697234645689
"120","VIK",120,18.5631,22.7906754811605,19.3478,11.8299643198649,"experiment",1.02526398888854,-0.999432272334206,1.4546897571582,1.90401271916067
"121","HOR",121,15.1634,23.5119126637777,6.7548,5.73694976170858,"experiment",-0.634180174164809,-0.253626342180178,-0.662164701797619,-0.391385482309496
"122","BJO",122,16.4019,21.3371880849202,5.4394,4.24618355433146,"experiment",-0.0296498932748573,-2.50243231953989,-0.883280429210505,-0.952996165915243
"123","KUR",123,17.602,23.1814250946045,8.1808,6.88506889343262,"experiment",0.556136776160777,-0.59537188008651,-0.422457367685732,0.0411410716448226
"124","HOG",124,17.7467,22.4425182342529,16.7431,7.18325344721476,"experiment",0.62676699953161,-1.35944940071845,1.01684565255705,0.153475004532194
"125","VAT",125,14.0383,22.5613098144531,24.9024,9.52845096588135,"experiment",-1.18335822747872,-1.23661121780033,2.38840529576822,1.03697234645689
"126","KAL",126,19.0051,24.1787846883138,6.9842,5.90900532404582,"experiment",1.24101076656586,0.435962495638821,-0.623603087179619,-0.32656764467391
"127","BAR",127,16.9228,22.8748690287272,16.4911,6.60179917017619,"experiment",0.22460914856251,-0.912370694576811,0.974485029698572,-0.0655740538628553
"128","VIK",128,18.5631,22.7906754811605,19.3478,11.8299643198649,"experiment",1.02526398888854,-0.999432272334206,1.4546897571582,1.90401271916067
"129","BAR",129,16.9228,22.8748690287272,16.4911,6.60179917017619,"experiment",0.22460914856251,-0.912370694576811,0.974485029698572,-0.0655740538628553
"130","HOG",130,17.7467,22.4425182342529,16.7431,7.18325344721476,"experiment",0.62676699953161,-1.35944940071845,1.01684565255705,0.153475004532194
"131","HOR",131,15.1634,23.5119126637777,6.7548,5.73694976170858,"experiment",-0.634180174164809,-0.253626342180178,-0.662164701797619,-0.391385482309496
"132","VAT",132,14.0383,22.5613098144531,24.9024,9.52845096588135,"experiment",-1.18335822747872,-1.23661121780033,2.38840529576822,1.03697234645689
"133","BJO",133,16.4019,21.3371880849202,5.4394,4.24618355433146,"experiment",-0.0296498932748573,-2.50243231953989,-0.883280429210505,-0.952996165915243
"134","KAL",134,19.0051,24.1787846883138,6.9842,5.90900532404582,"experiment",1.24101076656586,0.435962495638821,-0.623603087179619,-0.32656764467391
"135","VIK",135,18.5631,22.7906754811605,19.3478,11.8299643198649,"experiment",1.02526398888854,-0.999432272334206,1.4546897571582,1.90401271916067
"136","KUR",136,17.602,23.1814250946045,8.1808,6.88506889343262,"experiment",0.556136776160777,-0.59537188008651,-0.422457367685732,0.0411410716448226
"137","KAL",137,19.0051,24.1787846883138,6.9842,5.90900532404582,"experiment",1.24101076656586,0.435962495638821,-0.623603087179619,-0.32656764467391
"138","BAR",138,16.9228,22.8748690287272,16.4911,6.60179917017619,"experiment",0.22460914856251,-0.912370694576811,0.974485029698572,-0.0655740538628553
"139","KUR",139,17.602,23.1814250946045,8.1808,6.88506889343262,"experiment",0.556136776160777,-0.59537188008651,-0.422457367685732,0.0411410716448226
"140","HOR",140,15.1634,23.5119126637777,6.7548,5.73694976170858,"experiment",-0.634180174164809,-0.253626342180178,-0.662164701797619,-0.391385482309496
"141","BJO",141,16.4019,21.3371880849202,5.4394,4.24618355433146,"experiment",-0.0296498932748573,-2.50243231953989,-0.883280429210505,-0.952996165915243
"142","VAT",142,14.0383,22.5613098144531,24.9024,9.52845096588135,"experiment",-1.18335822747872,-1.23661121780033,2.38840529576822,1.03697234645689
"143","VIK",143,18.5631,22.7906754811605,19.3478,11.8299643198649,"experiment",1.02526398888854,-0.999432272334206,1.4546897571582,1.90401271916067
"144","HOG",144,17.7467,22.4425182342529,16.7431,7.18325344721476,"experiment",0.62676699953161,-1.35944940071845,1.01684565255705,0.153475004532194
"145","BJO",145,16.4019,21.3371880849202,5.4394,4.24618355433146,"experiment",-0.0296498932748573,-2.50243231953989,-0.883280429210505,-0.952996165915243
"146","VIK",146,18.5631,22.7906754811605,19.3478,11.8299643198649,"experiment",1.02526398888854,-0.999432272334206,1.4546897571582,1.90401271916067
"147","KUR",147,17.602,23.1814250946045,8.1808,6.88506889343262,"experiment",0.556136776160777,-0.59537188008651,-0.422457367685732,0.0411410716448226
"148","KAL",148,19.0051,24.1787846883138,6.9842,5.90900532404582,"experiment",1.24101076656586,0.435962495638821,-0.623603087179619,-0.32656764467391
"149","BAR",149,16.9228,22.8748690287272,16.4911,6.60179917017619,"experiment",0.22460914856251,-0.912370694576811,0.974485029698572,-0.0655740538628553
"150","HOR",150,15.1634,23.5119126637777,6.7548,5.73694976170858,"experiment",-0.634180174164809,-0.253626342180178,-0.662164701797619,-0.391385482309496
"151","HOG",151,17.7467,22.4425182342529,16.7431,7.18325344721476,"experiment",0.62676699953161,-1.35944940071845,1.01684565255705,0.153475004532194
"152","VAT",152,14.0383,22.5613098144531,24.9024,9.52845096588135,"experiment",-1.18335822747872,-1.23661121780033,2.38840529576822,1.03697234645689
"153","KUR",153,17.602,23.1814250946045,8.1808,6.88506889343262,"experiment",0.556136776160777,-0.59537188008651,-0.422457367685732,0.0411410716448226
"154","BAR",154,16.9228,22.8748690287272,16.4911,6.60179917017619,"experiment",0.22460914856251,-0.912370694576811,0.974485029698572,-0.0655740538628553
"155","BJO",155,16.4019,21.3371880849202,5.4394,4.24618355433146,"experiment",-0.0296498932748573,-2.50243231953989,-0.883280429210505,-0.952996165915243
"156","HOG",156,17.7467,22.4425182342529,16.7431,7.18325344721476,"experiment",0.62676699953161,-1.35944940071845,1.01684565255705,0.153475004532194
"157","VAT",157,14.0383,22.5613098144531,24.9024,9.52845096588135,"experiment",-1.18335822747872,-1.23661121780033,2.38840529576822,1.03697234645689
"158","VIK",158,18.5631,22.7906754811605,19.3478,11.8299643198649,"experiment",1.02526398888854,-0.999432272334206,1.4546897571582,1.90401271916067
"159","KAL",159,19.0051,24.1787846883138,6.9842,5.90900532404582,"experiment",1.24101076656586,0.435962495638821,-0.623603087179619,-0.32656764467391
"160","HOR",160,15.1634,23.5119126637777,6.7548,5.73694976170858,"experiment",-0.634180174164809,-0.253626342180178,-0.662164701797619,-0.391385482309496
"161","BAR",161,16.9228,22.8748690287272,16.4911,6.60179917017619,"experiment",0.22460914856251,-0.912370694576811,0.974485029698572,-0.0655740538628553
"162","HOG",162,17.7467,22.4425182342529,16.7431,7.18325344721476,"experiment",0.62676699953161,-1.35944940071845,1.01684565255705,0.153475004532194
"163","VAT",163,14.0383,22.5613098144531,24.9024,9.52845096588135,"experiment",-1.18335822747872,-1.23661121780033,2.38840529576822,1.03697234645689
"164","KAL",164,19.0051,24.1787846883138,6.9842,5.90900532404582,"experiment",1.24101076656586,0.435962495638821,-0.623603087179619,-0.32656764467391
"165","VIK",165,18.5631,22.7906754811605,19.3478,11.8299643198649,"experiment",1.02526398888854,-0.999432272334206,1.4546897571582,1.90401271916067
"166","KUR",166,17.602,23.1814250946045,8.1808,6.88506889343262,"experiment",0.556136776160777,-0.59537188008651,-0.422457367685732,0.0411410716448226
"167","BJO",167,16.4019,21.3371880849202,5.4394,4.24618355433146,"experiment",-0.0296498932748573,-2.50243231953989,-0.883280429210505,-0.952996165915243
"168","HOR",168,15.1634,23.5119126637777,6.7548,5.73694976170858,"experiment",-0.634180174164809,-0.253626342180178,-0.662164701797619,-0.391385482309496
"169","KAL",169,19.0051,24.1787846883138,6.9842,5.90900532404582,"experiment",1.24101076656586,0.435962495638821,-0.623603087179619,-0.32656764467391
"170","HOR",170,15.1634,23.5119126637777,6.7548,5.73694976170858,"experiment",-0.634180174164809,-0.253626342180178,-0.662164701797619,-0.391385482309496
"171","VIK",171,18.5631,22.7906754811605,19.3478,11.8299643198649,"experiment",1.02526398888854,-0.999432272334206,1.4546897571582,1.90401271916067
"172","KUR",172,17.602,23.1814250946045,8.1808,6.88506889343262,"experiment",0.556136776160777,-0.59537188008651,-0.422457367685732,0.0411410716448226
"173","BAR",173,16.9228,22.8748690287272,16.4911,6.60179917017619,"experiment",0.22460914856251,-0.912370694576811,0.974485029698572,-0.0655740538628553
"174","BJO",174,16.4019,21.3371880849202,5.4394,4.24618355433146,"experiment",-0.0296498932748573,-2.50243231953989,-0.883280429210505,-0.952996165915243
"175","VAT",175,14.0383,22.5613098144531,24.9024,9.52845096588135,"experiment",-1.18335822747872,-1.23661121780033,2.38840529576822,1.03697234645689
"176","HOG",176,17.7467,22.4425182342529,16.7431,7.18325344721476,"experiment",0.62676699953161,-1.35944940071845,1.01684565255705,0.153475004532194
"177","KAL",177,19.0051,24.1787846883138,6.9842,5.90900532404582,"experiment",1.24101076656586,0.435962495638821,-0.623603087179619,-0.32656764467391
"178","HOG",178,17.7467,22.4425182342529,16.7431,7.18325344721476,"experiment",0.62676699953161,-1.35944940071845,1.01684565255705,0.153475004532194
"179","BJO",179,16.4019,21.3371880849202,5.4394,4.24618355433146,"experiment",-0.0296498932748573,-2.50243231953989,-0.883280429210505,-0.952996165915243
"180","KUR",180,17.602,23.1814250946045,8.1808,6.88506889343262,"experiment",0.556136776160777,-0.59537188008651,-0.422457367685732,0.0411410716448226
"181","VIK",181,18.5631,22.7906754811605,19.3478,11.8299643198649,"experiment",1.02526398888854,-0.999432272334206,1.4546897571582,1.90401271916067
"182","BAR",182,16.9228,22.8748690287272,16.4911,6.60179917017619,"experiment",0.22460914856251,-0.912370694576811,0.974485029698572,-0.0655740538628553
"183","HOR",183,15.1634,23.5119126637777,6.7548,5.73694976170858,"experiment",-0.634180174164809,-0.253626342180178,-0.662164701797619,-0.391385482309496
"184","VAT",184,14.0383,22.5613098144531,24.9024,9.52845096588135,"experiment",-1.18335822747872,-1.23661121780033,2.38840529576822,1.03697234645689
"185","BJO",185,16.4019,21.3371880849202,5.4394,4.24618355433146,"experiment",-0.0296498932748573,-2.50243231953989,-0.883280429210505,-0.952996165915243
"186","KUR",186,17.602,23.1814250946045,8.1808,6.88506889343262,"experiment",0.556136776160777,-0.59537188008651,-0.422457367685732,0.0411410716448226
"187","KAL",187,19.0051,24.1787846883138,6.9842,5.90900532404582,"experiment",1.24101076656586,0.435962495638821,-0.623603087179619,-0.32656764467391
"188","HOR",188,15.1634,23.5119126637777,6.7548,5.73694976170858,"experiment",-0.634180174164809,-0.253626342180178,-0.662164701797619,-0.391385482309496
"189","VAT",189,14.0383,22.5613098144531,24.9024,9.52845096588135,"experiment",-1.18335822747872,-1.23661121780033,2.38840529576822,1.03697234645689
"190","VIK",190,18.5631,22.7906754811605,19.3478,11.8299643198649,"experiment",1.02526398888854,-0.999432272334206,1.4546897571582,1.90401271916067
"191","HOG",191,17.7467,22.4425182342529,16.7431,7.18325344721476,"experiment",0.62676699953161,-1.35944940071845,1.01684565255705,0.153475004532194
"192","BAR",192,16.9228,22.8748690287272,16.4911,6.60179917017619,"experiment",0.22460914856251,-0.912370694576811,0.974485029698572,-0.0655740538628553
"193","HOR",193,15.1634,23.5119126637777,6.7548,5.73694976170858,"experiment",-0.634180174164809,-0.253626342180178,-0.662164701797619,-0.391385482309496
"194","KUR",194,17.602,23.1814250946045,8.1808,6.88506889343262,"experiment",0.556136776160777,-0.59537188008651,-0.422457367685732,0.0411410716448226
"195","BJO",195,16.4019,21.3371880849202,5.4394,4.24618355433146,"experiment",-0.0296498932748573,-2.50243231953989,-0.883280429210505,-0.952996165915243
"196","KAL",196,19.0051,24.1787846883138,6.9842,5.90900532404582,"experiment",1.24101076656586,0.435962495638821,-0.623603087179619,-0.32656764467391
"197","BAR",197,16.9228,22.8748690287272,16.4911,6.60179917017619,"experiment",0.22460914856251,-0.912370694576811,0.974485029698572,-0.0655740538628553
"198","VIK",198,18.5631,22.7906754811605,19.3478,11.8299643198649,"experiment",1.02526398888854,-0.999432272334206,1.4546897571582,1.90401271916067
"199","HOG",199,17.7467,22.4425182342529,16.7431,7.18325344721476,"experiment",0.62676699953161,-1.35944940071845,1.01684565255705,0.153475004532194
"200","VAT",200,14.0383,22.5613098144531,24.9024,9.52845096588135,"experiment",-1.18335822747872,-1.23661121780033,2.38840529576822,1.03697234645689
"201","VAT",201,14.0383,22.5613098144531,24.9024,9.52845096588135,"experiment",-1.18335822747872,-1.23661121780033,2.38840529576822,1.03697234645689
"202","BJO",202,16.4019,21.3371880849202,5.4394,4.24618355433146,"experiment",-0.0296498932748573,-2.50243231953989,-0.883280429210505,-0.952996165915243
"203","KUR",203,17.602,23.1814250946045,8.1808,6.88506889343262,"experiment",0.556136776160777,-0.59537188008651,-0.422457367685732,0.0411410716448226
"204","HOG",204,17.7467,22.4425182342529,16.7431,7.18325344721476,"experiment",0.62676699953161,-1.35944940071845,1.01684565255705,0.153475004532194
"205","HOR",205,15.1634,23.5119126637777,6.7548,5.73694976170858,"experiment",-0.634180174164809,-0.253626342180178,-0.662164701797619,-0.391385482309496
"206","KAL",206,19.0051,24.1787846883138,6.9842,5.90900532404582,"experiment",1.24101076656586,0.435962495638821,-0.623603087179619,-0.32656764467391
"207","VIK",207,18.5631,22.7906754811605,19.3478,11.8299643198649,"experiment",1.02526398888854,-0.999432272334206,1.4546897571582,1.90401271916067
"208","BAR",208,16.9228,22.8748690287272,16.4911,6.60179917017619,"experiment",0.22460914856251,-0.912370694576811,0.974485029698572,-0.0655740538628553
"209","VIK",209,18.5631,22.7906754811605,19.3478,11.8299643198649,"experiment",1.02526398888854,-0.999432272334206,1.4546897571582,1.90401271916067
"210","BAR",210,16.9228,22.8748690287272,16.4911,6.60179917017619,"experiment",0.22460914856251,-0.912370694576811,0.974485029698572,-0.0655740538628553
"211","HOG",211,17.7467,22.4425182342529,16.7431,7.18325344721476,"experiment",0.62676699953161,-1.35944940071845,1.01684565255705,0.153475004532194
"212","KUR",212,17.602,23.1814250946045,8.1808,6.88506889343262,"experiment",0.556136776160777,-0.59537188008651,-0.422457367685732,0.0411410716448226
"213","BJO",213,16.4019,21.3371880849202,5.4394,4.24618355433146,"experiment",-0.0296498932748573,-2.50243231953989,-0.883280429210505,-0.952996165915243
"214","KAL",214,19.0051,24.1787846883138,6.9842,5.90900532404582,"experiment",1.24101076656586,0.435962495638821,-0.623603087179619,-0.32656764467391
"215","HOR",215,15.1634,23.5119126637777,6.7548,5.73694976170858,"experiment",-0.634180174164809,-0.253626342180178,-0.662164701797619,-0.391385482309496
"216","VAT",216,14.0383,22.5613098144531,24.9024,9.52845096588135,"experiment",-1.18335822747872,-1.23661121780033,2.38840529576822,1.03697234645689
