"","pcnm_keep_full","temp_scaled","max_temp_scaled","sal_scaled","min_sal_scaled"
"1",-0.0311614274227795,-0.225823264199096,0.251087555773246,-0.620947143365475,-0.292287566473704
"19",-0.0311544742096131,0.262291617423795,-0.782977170961543,0.891932244437456,0.0844386303146258
"37",-0.0311605640874708,0.262291617423795,0.251087555773246,-0.620947143365475,-0.292287566473704
"56",0.0571237552272664,0.262291617423795,-0.782977170961543,0.891932244437456,0.0844386303146258
"76",-0.0311623996903827,-0.713938145821987,0.251087555773246,-0.620947143365475,-0.292287566473704
"85",0.0187177867599016,-0.225823264199096,-1.81704189769633,-0.957142562877238,-1.04573996005036
"104",-0.0311614134490313,-2.17828279069066,0.251087555773246,-0.620947143365475,-0.292287566473704
"124",-0.0311535836566245,0.750406499046686,2.31921700924282,-0.620947143365475,-0.292287566473704
"143",-0.0311604690812837,-2.17828279069066,0.251087555773246,-0.620947143365475,-0.292287566473704
"163",0.0185601305508607,-0.713938145821987,-0.782977170961543,-0.620947143365475,-0.292287566473704
"180",0.018797623538472,1.23852138066958,0.251087555773246,-0.789044853121356,-0.669013763262034
"200",-0.0311401410823317,0.262291617423795,-0.782977170961543,1.90051850297274,0.837891023891286
"220",0.0571234321762995,0.262291617423795,0.251087555773246,1.3962253737051,1.21461722067962
"224",0.0571235788139588,1.23852138066958,-0.782977170961543,0.387639115169812,0.837891023891286
"242",-0.0310822815487457,-0.713938145821987,0.251087555773246,-0.789044853121356,-1.04573996005036
"261",0.0571078244499006,0.750406499046686,-1.81704189769633,1.06002995419334,0.0844386303146258
"279",-0.031161701083248,-0.713938145821987,0.251087555773246,-0.620947143365475,-0.292287566473704
"295",0.0187177867599017,-0.225823264199096,0.251087555773246,-0.789044853121356,-1.04573996005036
"314",-0.0311625769557623,1.23852138066958,1.28515228250803,-0.620947143365475,-0.292287566473704
"334",-0.031161055477605,-0.225823264199096,1.28515228250803,-0.620947143365475,-0.292287566473704
"349",0.0552294458982053,0.750406499046686,-0.782977170961543,1.73242079321686,3.09824820462127
"369",-0.0270513088831922,1.23852138066958,1.28515228250803,0.219541405413931,1.21461722067962
"388",-0.0311541778662811,0.262291617423795,2.31921700924282,-0.620947143365475,-0.292287566473704
"407",-0.031138629085114,0.750406499046686,-0.782977170961543,1.90051850297274,1.21461722067962
"426",0.0179551982426091,-1.69016790906777,0.251087555773246,-0.620947143365475,-0.669013763262034
"435",-0.0311535210114611,0.750406499046686,-0.782977170961543,-0.452849433609594,0.0844386303146258
"455",-0.0311499204188284,-0.225823264199096,1.28515228250803,-0.620947143365475,-0.292287566473704
"472",0.057123765453108,0.750406499046686,-0.782977170961543,-0.284751723853713,0.0844386303146258
"491",-0.0311486266627422,1.23852138066958,-0.782977170961543,1.22812766394922,-0.292287566473704
"504",0.0185601305508609,-2.66639767231355,0.251087555773246,-0.620947143365475,-0.669013763262034
"521",-0.0311623161152824,-0.713938145821987,0.251087555773246,-0.620947143365475,-0.292287566473704
"541",-0.0311013669655083,-0.225823264199096,-0.782977170961543,-0.957142562877238,-0.669013763262034
"561",0.0571233792585077,1.23852138066958,-0.782977170961543,1.06002995419334,-2.17591855041535
"580",-0.0308750411787812,-1.69016790906777,-0.782977170961543,-0.452849433609594,0.0844386303146258
"600",-0.0311485250821464,-0.225823264199096,1.28515228250803,-0.620947143365475,-0.292287566473704
"619",0.0571232815523613,0.750406499046686,-0.782977170961543,1.90051850297274,1.96806961425628
"639",0.0571073501497517,0.262291617423795,0.251087555773246,-0.789044853121356,-1.04573996005036
"659",0.0571232340785158,-0.225823264199096,1.28515228250803,2.40481163224039,2.34479581104461
"679",0.0186386252746289,0.262291617423795,-0.782977170961543,-0.452849433609594,0.0844386303146258
