"","Pop","MLL_no","Indv_no","Pop_no","region","site_full","long","lat","temp_scaled8.5","sal_scaled8.5"
"177","RAU",714,"RAU-01","01","Finland","Rauma",21319105,61052267,-0.479411392175681,-1.38574164499056
"178","SBR",154,"SBR-01","01","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.809672573452264,0.440946388169944
"179","SBR",157,"SBR-02","02","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.809672573452264,0.440946388169944
"180","SBR",159,"SBR-03","03","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.809672573452264,0.440946388169944
"181","SBR",160,"SBR-04","04","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.809672573452264,0.440946388169944
"182","SBR",161,"SBR-05","05","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.809672573452264,0.440946388169944
"183","SBR",162,"SBR-07","07","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.809672573452264,0.440946388169944
"184","SBR",163,"SBR-08","08","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.809672573452264,0.440946388169944
"185","SBR",164,"SBR-09","09","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.809672573452264,0.440946388169944
"186","SBR",165,"SBR-10","10","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.809672573452264,0.440946388169944
"187","SBR",166,"SBR-11","11","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.809672573452264,0.440946388169944
"188","SBR",167,"SBR-12","12","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.809672573452264,0.440946388169944
"189","SBR",168,"SBR-13","13","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.809672573452264,0.440946388169944
"190","SBR",169,"SBR-14","14","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.809672573452264,0.440946388169944
"191","SBR",170,"SBR-15","15","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.809672573452264,0.440946388169944
"192","SBR",171,"SBR-16","16","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.809672573452264,0.440946388169944
"193","SBR",172,"SBR-17","17","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.809672573452264,0.440946388169944
"194","SBR",173,"SBR-18","18","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.809672573452264,0.440946388169944
"195","SBR",174,"SBR-19","19","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.809672573452264,0.440946388169944
"196","SBR",175,"SBR-20","20","Göteborgs S skärgård","S. Brännö",1179115,5764159,0.809672573452264,0.440946388169944
"197","SKI",327,"SKI-01","01","Skillinge","Skillinge",142785,55457556,-3.05757932343157,-1.08129363946381
"198","SKI",336,"SKI-04","04","Skillinge","Skillinge",142785,55457556,-3.05757932343157,-1.08129363946381
"199","SKI",346,"SKI-14","14","Skillinge","Skillinge",142785,55457556,-3.05757932343157,-1.08129363946381
"200","SLI",597,"SLI-02","02","Gotland","Slite",18831167,57713318,-0.479411392175681,-1.23351764222719
"201","SLI",594,"SLI-04","04","Gotland","Slite",18831167,57713318,-0.479411392175681,-1.23351764222719
"202","SLI",606,"SLI-05","05","Gotland","Slite",18831167,57713318,-0.479411392175681,-1.23351764222719
"203","STE",116,"STE-01","01","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.165130590638291,1.04984239922345
"204","STE",117,"STE-03","03","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.165130590638291,1.04984239922345
"205","STE",118,"STE-04","04","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.165130590638291,1.04984239922345
"206","STE",119,"STE-05","05","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.165130590638291,1.04984239922345
"207","STE",135,"STE-06","06","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.165130590638291,1.04984239922345
"208","STE",121,"STE-07","07","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.165130590638291,1.04984239922345
"209","STE",122,"STE-09","09","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.165130590638291,1.04984239922345
"210","STE",123,"STE-11","11","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.165130590638291,1.04984239922345
"211","STE",124,"STE-12","12","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.165130590638291,1.04984239922345
"212","STE",126,"STE-14","14","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.165130590638291,1.04984239922345
"213","STE",127,"STE-17","17","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.165130590638291,1.04984239922345
"214","STE",137,"STE-18","18","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.165130590638291,1.04984239922345
"215","STE",131,"STE-19","19","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.165130590638291,1.04984239922345
"216","STE",132,"STE-20","20","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.165130590638291,1.04984239922345
"217","STE",133,"STE-02","02","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.165130590638291,1.04984239922345
"218","STE",136,"STE-08","08","Hake-Älgöfjorden","Stenungsund",1181013,5805143,0.165130590638291,1.04984239922345
"219","TAL",785,"TAL-01","01","Estonia","Tallinn",245688,594576,0.809672573452264,-1.38574164499056
"220","TAL",801,"TAL-12","12","Estonia","Tallinn",245688,594576,0.809672573452264,-1.38574164499056
"221","VHA",92,"VHA-01","01","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-1.12395337498965,1.65873841027695
"222","VHA",93,"VHA-02","02","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-1.12395337498965,1.65873841027695
"223","VHA",94,"VHA-03","03","Ellös-Havstenfjord","Väst Hjältön",1160238,5825641,-1.12395337498965,1.65873841027695
