"","pop","mll_no","indv_no","pop_no","df","order","median_temp","max_temp","median_sal","min_sal"
"124","HOG",218,"HOG-19","19","seascape",190,-0.0922173812181188,-0.913617185173758,0.813597861449864,-0.291952006548182
"125","ALA",219,"ALA-01","01","seascape",191,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"126","ALA",220,"ALA-04","04","seascape",192,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"127","ALA",222,"ALA-02","02","seascape",193,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"128","ALA",229,"ALA-09","09","seascape",194,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"129","ALA",230,"ALA-03","03","seascape",196,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"130","ALA",231,"ALA-11","11","seascape",200,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"131","ALA",233,"ALA-13","13","seascape",201,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"132","ALA",234,"ALA-14","14","seascape",202,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"133","ALA",236,"ALA-15","15","seascape",203,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"134","ALA",237,"ALA-17","17","seascape",205,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"135","ALA",238,"ALA-18","18","seascape",206,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"136","ALA",239,"ALA-19","19","seascape",207,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"137","ALA",240,"ALA-20","20","seascape",208,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"138","BAR",241,"BAR-01","01","seascape",209,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"139","BAR",244,"BAR-02","02","seascape",210,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"140","BAR",247,"BAR-03","03","seascape",211,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"141","BAR",250,"BAR-06","06","seascape",214,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"142","BAR",251,"BAR-07","07","seascape",215,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"143","BAR",255,"BAR-10","10","seascape",220,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"144","BAR",258,"BAR-14","14","seascape",222,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"145","BAR",259,"BAR-15","15","seascape",223,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"146","BAR",260,"BAR-16","16","seascape",224,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"147","BAR",261,"BAR-17","17","seascape",225,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"148","BAR",262,"BAR-18","18","seascape",226,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"149","BAR",263,"BAR-19","19","seascape",227,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"150","BAR",264,"BAR-20","20","seascape",228,-0.367918645054933,-0.594677256838114,0.65789567604785,-0.291952006548182
"151","LOM",265,"LOM-01","01","seascape",229,-0.0922173812181188,-0.594677256838114,-0.432019621766249,-0.291952006548182
"152","LOM",267,"LOM-02","02","seascape",230,-0.0922173812181188,-0.594677256838114,-0.432019621766249,-0.291952006548182
"153","LOM",268,"LOM-04","04","seascape",232,-0.0922173812181188,-0.594677256838114,-0.432019621766249,-0.291952006548182
"154","LOM",270,"LOM-05","05","seascape",233,-0.0922173812181188,-0.594677256838114,-0.432019621766249,-0.291952006548182
"155","LOM",273,"LOM-07","07","seascape",235,-0.0922173812181188,-0.594677256838114,-0.432019621766249,-0.291952006548182
"156","LOM",274,"LOM-10","10","seascape",238,-0.0922173812181188,-0.594677256838114,-0.432019621766249,-0.291952006548182
"157","LOM",275,"LOM-11","11","seascape",239,-0.0922173812181188,-0.594677256838114,-0.432019621766249,-0.291952006548182
"158","LOM",277,"LOM-12","12","seascape",240,-0.0922173812181188,-0.594677256838114,-0.432019621766249,-0.291952006548182
"159","LOM",278,"LOM-14","14","seascape",242,-0.0922173812181188,-0.594677256838114,-0.432019621766249,-0.291952006548182
"160","LOM",279,"LOM-16","16","seascape",243,-0.0922173812181188,-0.594677256838114,-0.432019621766249,-0.291952006548182
"161","LOM",280,"LOM-17","17","seascape",244,-0.0922173812181188,-0.594677256838114,-0.432019621766249,-0.291952006548182
"162","LOM",281,"LOM-18","18","seascape",245,-0.0922173812181188,-0.594677256838114,-0.432019621766249,-0.291952006548182
"163","LOM",282,"LOM-19","19","seascape",246,-0.0922173812181188,-0.594677256838114,-0.432019621766249,-0.291952006548182
"164","LOM",284,"LOM-20","20","seascape",247,-0.0922173812181188,-0.594677256838114,-0.432019621766249,-0.291952006548182
