"","pop","mll_no","indv_no","pop_no","df","order","median_temp","max_temp","median_sal","min_sal"
"233","GAL",669,"GAL-01","01","seascape",580,0.183483882618695,-0.275737328502471,-0.899126177972291,-0.723383693744745
"234","GAL",687,"GAL-16","16","seascape",595,0.183483882618695,-0.275737328502471,-0.899126177972291,-0.723383693744745
"235","BJO",703,"BJO-01","01","seascape",600,-0.643619908891747,-0.913617185173758,-1.05482836337431,-0.939099537343026
"236","RAU",714,"RAU-01","01","seascape",619,-0.643619908891747,-0.594677256838114,-1.05482836337431,-0.723383693744745
"237","HAN",744,"HAN-01","01","seascape",639,-0.919321172728561,-0.275737328502471,-0.899126177972291,-0.939099537343026
"238","HAN",749,"HAN-11","11","seascape",649,-0.919321172728561,-0.275737328502471,-0.899126177972291,-0.939099537343026
"239","HAN",754,"HAN-16","16","seascape",653,-0.919321172728561,-0.275737328502471,-0.899126177972291,-0.939099537343026
"240","ING",771,"ING-01","01","seascape",658,-0.643619908891747,-0.275737328502471,-0.899126177972291,-0.939099537343026
"241","TAL",785,"TAL-01","01","seascape",677,-0.367918645054933,-0.275737328502471,-0.899126177972291,-0.939099537343026
"242","TAL",801,"TAL-12","12","seascape",690,-0.367918645054933,-0.275737328502471,-0.899126177972291,-0.939099537343026
