"","pop","trt","tank_ID","bagnum_text","median_temp","max_temp","median_sal","min_sal","df","median_temp_std","max_temp_std","median_sal_std","min_sal_std"
"27","VIK","TempControl-7psu","A1",27,20.117509765625,24.193046875,7.3,7.3,"treatment",1.78399452763005,0.450710519817127,-0.570517830438712,0.197456489351125
"28","BAR","TempControl-7psu","A1",28,20.117509765625,24.193046875,7.1,7.1,"treatment",1.78399452763005,0.450710519817127,-0.604137372389888,0.122111249993459
"29","KUR","TempControl-7psu","A1",29,20.117509765625,24.193046875,7,7,"treatment",1.78399452763005,0.450710519817127,-0.620947143365477,0.0844386303146261
"30","KAL","TempControl-7psu","A1",30,20.117509765625,24.193046875,7,7,"treatment",1.78399452763005,0.450710519817127,-0.620947143365477,0.0844386303146261
"31","HOR","TempControl-7psu","A1",31,20.117509765625,24.193046875,7,7,"treatment",1.78399452763005,0.450710519817127,-0.620947143365477,0.0844386303146261
"32","BJO","TempControl-7psu","A1",32,20.117509765625,24.193046875,7,6.9,"treatment",1.78399452763005,0.450710519817127,-0.620947143365477,0.0467660106357931
"33","VIK","TempControl-21psu","A2",33,20.117509765625,24.62205078125,21.4,21.3,"treatment",1.78399452763005,0.89432832690169,1.79965987711922,5.47162324438776
"34","VAT","TempControl-21psu","A2",34,20.117509765625,24.62205078125,21.6,21.5,"treatment",1.78399452763005,0.89432832690169,1.8332794190704,5.54696848374543
"35","HOR","TempControl-21psu","A2",35,20.117509765625,24.62205078125,21.3,21,"treatment",1.78399452763005,0.89432832690169,1.78285010614363,5.35860538535126
"36","BJO","TempControl-21psu","A2",36,20.117509765625,24.62205078125,21.1,21.1,"treatment",1.78399452763005,0.89432832690169,1.74923056419245,5.3962780050301
"37","KAL","TempControl-21psu","A2",37,20.117509765625,24.62205078125,21.2,21.1,"treatment",1.78399452763005,0.89432832690169,1.76604033516804,5.3962780050301
"38","BAR","TempControl-21psu","A2",38,20.117509765625,24.62205078125,21.3,21.2,"treatment",1.78399452763005,0.89432832690169,1.78285010614363,5.43395062470893
