"pop","coast","long","lat","median_temp","max_temp","median_sal","min_sal","median_temp_scaled","max_temp_scaled","median_sal_scaled","min_sal_scaled"
"BAR","West",12.90189,55.75528,16.9228,22.8748690287272,16.4911,6.60179917017619,-0.0260232196137987,-0.579786258855822,0.795837393034999,-0.222159339904854
"BJO","East",19.07867998,59.83484289,16.4019,21.3371880849202,5.4394,4.24618355433146,-0.205463293664704,-1.20642528152679,-0.935108649674682,-0.911956896653116
"HOG","West",12.55141,56.1969,17.7467,22.4425182342529,16.7431,7.18325344721476,0.25779455157173,-0.755978778111232,0.835306289472908,-0.0518914333057537
"HOR","East",16.730625,57.695151,15.1634,23.5119126637777,6.7548,5.73694976170858,-0.632102824691863,-0.320176875989651,-0.729087275172993,-0.475414159962669
"KAL","East",16.351908,56.654431,19.0051,24.1787846883138,6.9842,5.90900532404582,0.691289251486608,-0.0484117641275608,-0.693158049606103,-0.42503093711134
"KUR","East",12.982861,55.395972,17.602,23.1814250946045,8.1808,6.88506889343262,0.207948172775097,-0.454857876092876,-0.505743440568,-0.139209149861658
"VAT","West",11.11564685,58.87729419,14.0383,22.5613098144531,24.9024,9.52845096588135,-1.01967822748448,-0.707568579611994,2.11323710973414,0.634855380387865
"VIK","West",11.568306,58.052528,18.5631,22.7906754811605,19.3478,11.8299643198649,0.539028716392539,-0.614096993195664,1.24326118848807,1.30881011125428
