"","pop","median_temp","max_temp","median_sal","min_sal","trt","tank_ID","bagnum_text"
"127","HOG",0.644419545834576,-1.38392444467545,1.00454201710734,0.158000944396516,"TempControl-21psu","C2",290
"9","BAR",0.247143321168056,-0.932929359174269,0.96234780833162,-0.0638958979282415,"TempControl-21psu","C2",291
"266","KUR",0.574646673266005,-0.613153656415714,-0.429106688449605,0.0442065954216185,"TempControl-21psu","C2",292
"159","HOR",-0.60122151640723,-0.268414450610448,-0.66787233017253,-0.39394309235737,"TempControl-21psu","C2",293
"374","VIK",1.03807934656008,-1.0207535904901,1.4406660472586,1.93129681744207,"TempControl-21psu","C2",294
"327","VAT",-1.14373332654475,-1.26001020754689,2.37071347609041,1.05298434132052,"TempControl-21psu","C2",295
"202","KAL",1.25120726415033,0.427215138990975,-0.629462205199711,-0.328282579579834,"TempControl-21psu","C2",296
"350","VIK",1.03807934656008,-1.0207535904901,1.4406660472586,1.93129681744207,"TempControl-7psu","C2",297
"134","HOG",0.644419545834576,-1.38392444467545,1.00454201710734,0.158000944396516,"TempControl-7psu","C2",298
"189","HOR",-0.60122151640723,-0.268414450610448,-0.66787233017253,-0.39394309235737,"TempControl-7psu","C2",299
"92","BJO",-0.00402937628162592,-2.53691981689737,-0.888119402488334,-0.962855089610585,"TempControl-7psu","C2",300
"19","BAR",0.247143321168056,-0.932929359174269,0.96234780833162,-0.0638958979282415,"TempControl-7psu","C2",301
"301","VAT",-1.14373332654475,-1.26001020754689,2.37071347609041,1.05298434132052,"TempControl-7psu","C2",302
"275","KUR",0.574646673266005,-0.613153656415714,-0.429106688449605,0.0442065954216185,"TempControl-7psu","C2",303
"225","KAL",1.25120726415033,0.427215138990975,-0.629462205199711,-0.328282579579834,"TempControl-7psu","C2",304
"345","VIK",1.03807934656008,-1.0207535904901,1.4406660472586,1.93129681744207,"TempControl-21psu","C2",305
"78","BJO",-0.00402937628162592,-2.53691981689737,-0.888119402488334,-0.962855089610585,"TempControl-21psu","C2",306
"128","HOG",0.644419545834576,-1.38392444467545,1.00454201710734,0.158000944396516,"TempControl-21psu","C2",307
"14","BAR",0.247143321168056,-0.932929359174269,0.96234780833162,-0.0638958979282415,"TempControl-21psu","C2",308
"299","VAT",-1.14373332654475,-1.26001020754689,2.37071347609041,1.05298434132052,"TempControl-21psu","C2",309
"197","KAL",1.25120726415033,0.427215138990975,-0.629462205199711,-0.328282579579834,"TempControl-21psu","C2",310
"251","KUR",0.574646673266005,-0.613153656415714,-0.429106688449605,0.0442065954216185,"TempControl-21psu","C2",311
"174","HOR",-0.60122151640723,-0.268414450610448,-0.66787233017253,-0.39394309235737,"TempControl-21psu","C2",312
"314","VAT",-1.14373332654475,-1.26001020754689,2.37071347609041,1.05298434132052,"TempControl-7psu","C2",313
"239","KAL",1.25120726415033,0.427215138990975,-0.629462205199711,-0.328282579579834,"TempControl-7psu","C2",314
"276","KUR",0.574646673266005,-0.613153656415714,-0.429106688449605,0.0442065954216185,"TempControl-7psu","C2",315
"91","BJO",-0.00402937628162592,-2.53691981689737,-0.888119402488334,-0.962855089610585,"TempControl-7psu","C2",316
"357","VIK",1.03807934656008,-1.0207535904901,1.4406660472586,1.93129681744207,"TempControl-7psu","C2",317
"137","HOG",0.644419545834576,-1.38392444467545,1.00454201710734,0.158000944396516,"TempControl-7psu","C2",318
"156","HOR",-0.60122151640723,-0.268414450610448,-0.66787233017253,-0.39394309235737,"TempControl-7psu","C2",319
"35","BAR",0.247143321168056,-0.932929359174269,0.96234780833162,-0.0638958979282415,"TempControl-7psu","C2",320
"361","VIK",1.03807934656008,-1.0207535904901,1.4406660472586,1.93129681744207,"TempControl-21psu","C3",321
"322","VAT",-1.14373332654475,-1.26001020754689,2.37071347609041,1.05298434132052,"TempControl-21psu","C3",322
"82","BJO",-0.00402937628162592,-2.53691981689737,-0.888119402488334,-0.962855089610585,"TempControl-21psu","C3",323
"208","KAL",1.25120726415033,0.427215138990975,-0.629462205199711,-0.328282579579834,"TempControl-21psu","C3",324
"4","BAR",0.247143321168056,-0.932929359174269,0.96234780833162,-0.0638958979282415,"TempControl-21psu","C3",325
"121","HOG",0.644419545834576,-1.38392444467545,1.00454201710734,0.158000944396516,"TempControl-21psu","C3",326
