bagKey,tank_ID,trt,bagnum_text,PopID,new_label,bagnum_num,genetID,DNA_label,temp_full,sal_full,gen,genet,board
23B26CF8,B1,TempWarm-5psu,157,VAT,157_B1_VAT_gen-20_TempWarm-5psu,157,20,VAT_gen-20,TempWarm,5psu,gen-20,VAT-20,20
59F0D311,B1,TempWarm-5psu,158,VIK,158_B1_VIK_gen-20_TempWarm-5psu,158,20,VIK_gen-20,TempWarm,5psu,gen-20,VIK-20,20
8B040979,B1,TempWarm-5psu,159,KAL,159_B1_KAL_gen-20_TempWarm-5psu,159,20,KAL_gen-20,TempWarm,5psu,gen-20,KAL-20,20
F68408C4,B1,TempWarm-5psu,160,HOR,160_B1_HOR_gen-20_TempWarm-5psu,160,20,HOR_gen-20,TempWarm,5psu,gen-20,HOR-20,20
009F4461,B2,TempWarm-16psu,161,BAR,161_B2_BAR_gen-21_TempWarm-16psu,161,21,BAR_gen-21,TempWarm,16psu,gen-21,BAR-21,21
0B2ED587,B2,TempWarm-16psu,162,HOG,162_B2_HOG_gen-21_TempWarm-16psu,162,21,HOG_gen-21,TempWarm,16psu,gen-21,HOG-21,21
CA0A8A71,B2,TempWarm-16psu,163,VAT,163_B2_VAT_gen-21_TempWarm-16psu,163,21,VAT_gen-21,TempWarm,16psu,gen-21,VAT-21,21
459BB5D7,B2,TempWarm-16psu,164,KAL,164_B2_KAL_gen-21_TempWarm-16psu,164,21,KAL_gen-21,TempWarm,16psu,gen-21,KAL-21,21
32972568,B2,TempWarm-16psu,165,VIK,165_B2_VIK_gen-21_TempWarm-16psu,165,21,VIK_gen-21,TempWarm,16psu,gen-21,VIK-21,21
C5FA5469,B2,TempWarm-16psu,166,KUR,166_B2_KUR_gen-21_TempWarm-16psu,166,21,KUR_gen-21,TempWarm,16psu,gen-21,KUR-21,21
8E0468F9,B2,TempWarm-16psu,167,BJO,167_B2_BJO_gen-21_TempWarm-16psu,167,21,BJO_gen-21,TempWarm,16psu,gen-21,BJO-21,21
82BE8194,B2,TempWarm-16psu,168,HOR,168_B2_HOR_gen-21_TempWarm-16psu,168,21,HOR_gen-21,TempWarm,16psu,gen-21,HOR-21,21
330374F3,B2,TempWarm-5psu,169,KAL,169_B2_KAL_gen-22_TempWarm-5psu,169,22,KAL_gen-22,TempWarm,5psu,gen-22,KAL-22,22
6E890AFC,B2,TempWarm-5psu,170,HOR,170_B2_HOR_gen-22_TempWarm-5psu,170,22,HOR_gen-22,TempWarm,5psu,gen-22,HOR-22,22
6AB74912,B2,TempWarm-5psu,171,VIK,171_B2_VIK_gen-22_TempWarm-5psu,171,22,VIK_gen-22,TempWarm,5psu,gen-22,VIK-22,22
193C2DEC,B2,TempWarm-5psu,172,KUR,172_B2_KUR_gen-22_TempWarm-5psu,172,22,KUR_gen-22,TempWarm,5psu,gen-22,KUR-22,22
A360A4BC,B2,TempWarm-5psu,173,BAR,173_B2_BAR_gen-22_TempWarm-5psu,173,22,BAR_gen-22,TempWarm,5psu,gen-22,BAR-22,22
5D817BBE,B2,TempWarm-5psu,174,BJO,174_B2_BJO_gen-22_TempWarm-5psu,174,22,BJO_gen-22,TempWarm,5psu,gen-22,BJO-22,22
1D17202C,B2,TempWarm-5psu,175,VAT,175_B2_VAT_gen-22_TempWarm-5psu,175,22,VAT_gen-22,TempWarm,5psu,gen-22,VAT-22,22
BE6E1917,B2,TempWarm-5psu,176,HOG,176_B2_HOG_gen-22_TempWarm-5psu,176,22,HOG_gen-22,TempWarm,5psu,gen-22,HOG-22,22
5F9A287E,B2,TempWarm-16psu,177,KAL,177_B2_KAL_gen-23_TempWarm-16psu,177,23,KAL_gen-23,TempWarm,16psu,gen-23,KAL-23,23
AAABBD75,B2,TempWarm-16psu,178,HOG,178_B2_HOG_gen-23_TempWarm-16psu,178,23,HOG_gen-23,TempWarm,16psu,gen-23,HOG-23,23
066B3EF1,B2,TempWarm-16psu,179,BJO,179_B2_BJO_gen-23_TempWarm-16psu,179,23,BJO_gen-23,TempWarm,16psu,gen-23,BJO-23,23
C194142C,B2,TempWarm-16psu,180,KUR,180_B2_KUR_gen-23_TempWarm-16psu,180,23,KUR_gen-23,TempWarm,16psu,gen-23,KUR-23,23
B47C8F59,B2,TempWarm-16psu,181,VIK,181_B2_VIK_gen-23_TempWarm-16psu,181,23,VIK_gen-23,TempWarm,16psu,gen-23,VIK-23,23
42D822BF,B2,TempWarm-16psu,182,BAR,182_B2_BAR_gen-23_TempWarm-16psu,182,23,BAR_gen-23,TempWarm,16psu,gen-23,BAR-23,23
69D1B0A5,B2,TempWarm-16psu,183,HOR,183_B2_HOR_gen-23_TempWarm-16psu,183,23,HOR_gen-23,TempWarm,16psu,gen-23,HOR-23,23
FC717784,B2,TempWarm-16psu,184,VAT,184_B2_VAT_gen-23_TempWarm-16psu,184,23,VAT_gen-23,TempWarm,16psu,gen-23,VAT-23,23
9606B041,B2,TempWarm-5psu,185,BJO,185_B2_BJO_gen-24_TempWarm-5psu,185,24,BJO_gen-24,TempWarm,5psu,gen-24,BJO-24,24
8BFA319B,B2,TempWarm-5psu,186,KUR,186_B2_KUR_gen-24_TempWarm-5psu,186,24,KUR_gen-24,TempWarm,5psu,gen-24,KUR-24,24
E730A918,B2,TempWarm-5psu,187,KAL,187_B2_KAL_gen-24_TempWarm-5psu,187,24,KAL_gen-24,TempWarm,5psu,gen-24,KAL-24,24
2D3C7402,B2,TempWarm-5psu,188,HOR,188_B2_HOR_gen-24_TempWarm-5psu,188,24,HOR_gen-24,TempWarm,5psu,gen-24,HOR-24,24
9CEA44F8,B2,TempWarm-5psu,189,VAT,189_B2_VAT_gen-24_TempWarm-5psu,189,24,VAT_gen-24,TempWarm,5psu,gen-24,VAT-24,24
1CF6C8B9,B2,TempWarm-5psu,190,VIK,190_B2_VIK_gen-24_TempWarm-5psu,190,24,VIK_gen-24,TempWarm,5psu,gen-24,VIK-24,24
EAA1AF92,B2,TempWarm-5psu,191,HOG,191_B2_HOG_gen-24_TempWarm-5psu,191,24,HOG_gen-24,TempWarm,5psu,gen-24,HOG-24,24
E8864319,B2,TempWarm-5psu,192,BAR,192_B2_BAR_gen-24_TempWarm-5psu,192,24,BAR_gen-24,TempWarm,5psu,gen-24,BAR-24,24
A05D1D5A,B3,TempWarm-16psu,193,HOR,193_B3_HOR_gen-25_TempWarm-16psu,193,25,HOR_gen-25,TempWarm,16psu,gen-25,HOR-25,25
9C36CBD3,B3,TempWarm-16psu,194,KUR,194_B3_KUR_gen-25_TempWarm-16psu,194,25,KUR_gen-25,TempWarm,16psu,gen-25,KUR-25,25
4AEB8C3C,B3,TempWarm-16psu,195,BJO,195_B3_BJO_gen-25_TempWarm-16psu,195,25,BJO_gen-25,TempWarm,16psu,gen-25,BJO-25,25
1605D38B,B3,TempWarm-16psu,196,KAL,196_B3_KAL_gen-25_TempWarm-16psu,196,25,KAL_gen-25,TempWarm,16psu,gen-25,KAL-25,25
81FC2B84,B3,TempWarm-16psu,197,BAR,197_B3_BAR_gen-25_TempWarm-16psu,197,25,BAR_gen-25,TempWarm,16psu,gen-25,BAR-25,25
751EAAE5,B3,TempWarm-16psu,198,VIK,198_B3_VIK_gen-25_TempWarm-16psu,198,25,VIK_gen-25,TempWarm,16psu,gen-25,VIK-25,25
5B21EB07,B3,TempWarm-16psu,199,HOG,199_B3_HOG_gen-25_TempWarm-16psu,199,25,HOG_gen-25,TempWarm,16psu,gen-25,HOG-25,25
A8C78462,B3,TempWarm-16psu,200,VAT,200_B3_VAT_gen-25_TempWarm-16psu,200,25,VAT_gen-25,TempWarm,16psu,gen-25,VAT-25,25
D54217A1,B3,TempWarm-5psu,201,VAT,201_B3_VAT_gen-26_TempWarm-5psu,201,26,VAT_gen-26,TempWarm,5psu,gen-26,VAT-26,26
7EBEC80E,B3,TempWarm-5psu,202,BJO,202_B3_BJO_gen-26_TempWarm-5psu,202,26,BJO_gen-26,TempWarm,5psu,gen-26,BJO-26,26
4A19D102,B3,TempWarm-5psu,203,KUR,203_B3_KUR_gen-26_TempWarm-5psu,203,26,KUR_gen-26,TempWarm,5psu,gen-26,KUR-26,26
9A9B9D3E,B3,TempWarm-5psu,204,HOG,204_B3_HOG_gen-26_TempWarm-5psu,204,26,HOG_gen-26,TempWarm,5psu,gen-26,HOG-26,26
3434060E,B3,TempWarm-5psu,205,HOR,205_B3_HOR_gen-26_TempWarm-5psu,205,26,HOR_gen-26,TempWarm,5psu,gen-26,HOR-26,26
4A5525A0,B3,TempWarm-5psu,206,KAL,206_B3_KAL_gen-26_TempWarm-5psu,206,26,KAL_gen-26,TempWarm,5psu,gen-26,KAL-26,26
CD9C15C9,B3,TempWarm-5psu,207,VIK,207_B3_VIK_gen-26_TempWarm-5psu,207,26,VIK_gen-26,TempWarm,5psu,gen-26,VIK-26,26
4D2B82F5,B3,TempWarm-5psu,208,BAR,208_B3_BAR_gen-26_TempWarm-5psu,208,26,BAR_gen-26,TempWarm,5psu,gen-26,BAR-26,26
D5F6FDA1,B3,TempWarm-16psu,209,VIK,209_B3_VIK_gen-27_TempWarm-16psu,209,27,VIK_gen-27,TempWarm,16psu,gen-27,VIK-27,27
4EF6DA2E,B3,TempWarm-16psu,210,BAR,210_B3_BAR_gen-27_TempWarm-16psu,210,27,BAR_gen-27,TempWarm,16psu,gen-27,BAR-27,27
2AE84501,B3,TempWarm-16psu,211,HOG,211_B3_HOG_gen-27_TempWarm-16psu,211,27,HOG_gen-27,TempWarm,16psu,gen-27,HOG-27,27
A592250B,B3,TempWarm-16psu,212,KUR,212_B3_KUR_gen-27_TempWarm-16psu,212,27,KUR_gen-27,TempWarm,16psu,gen-27,KUR-27,27
19FBC95D,B3,TempWarm-16psu,213,BJO,213_B3_BJO_gen-27_TempWarm-16psu,213,27,BJO_gen-27,TempWarm,16psu,gen-27,BJO-27,27
8A6EA6F4,B3,TempWarm-16psu,214,KAL,214_B3_KAL_gen-27_TempWarm-16psu,214,27,KAL_gen-27,TempWarm,16psu,gen-27,KAL-27,27
8DFD17F6,B3,TempWarm-16psu,215,HOR,215_B3_HOR_gen-27_TempWarm-16psu,215,27,HOR_gen-27,TempWarm,16psu,gen-27,HOR-27,27
1478213F,B3,TempWarm-16psu,216,VAT,216_B3_VAT_gen-27_TempWarm-16psu,216,27,VAT_gen-27,TempWarm,16psu,gen-27,VAT-27,27
76F6546D,B3,TempWarm-5psu,217,KUR,217_B3_KUR_gen-28_TempWarm-5psu,217,28,KUR_gen-28,TempWarm,5psu,gen-28,KUR-28,28
23BB6CDA,B3,TempWarm-5psu,218,VAT,218_B3_VAT_gen-28_TempWarm-5psu,218,28,VAT_gen-28,TempWarm,5psu,gen-28,VAT-28,28
61228BCA,B3,TempWarm-5psu,219,BAR,219_B3_BAR_gen-28_TempWarm-5psu,219,28,BAR_gen-28,TempWarm,5psu,gen-28,BAR-28,28
7D0D2FF6,B3,TempWarm-5psu,220,HOG,220_B3_HOG_gen-28_TempWarm-5psu,220,28,HOG_gen-28,TempWarm,5psu,gen-28,HOG-28,28
E60EB8F1,B3,TempWarm-5psu,221,KAL,221_B3_KAL_gen-28_TempWarm-5psu,221,28,KAL_gen-28,TempWarm,5psu,gen-28,KAL-28,28
DDF887C6,B3,TempWarm-5psu,222,VIK,222_B3_VIK_gen-28_TempWarm-5psu,222,28,VIK_gen-28,TempWarm,5psu,gen-28,VIK-28,28
439F7E30,B3,TempWarm-5psu,223,HOR,223_B3_HOR_gen-28_TempWarm-5psu,223,28,HOR_gen-28,TempWarm,5psu,gen-28,HOR-28,28
ED9164F5,B3,TempWarm-5psu,224,BJO,224_B3_BJO_gen-28_TempWarm-5psu,224,28,BJO_gen-28,TempWarm,5psu,gen-28,BJO-28,28
4A02D0E7,B4,TempWarm-16psu,225,BJO,225_B4_BJO_gen-29_TempWarm-16psu,225,29,BJO_gen-29,TempWarm,16psu,gen-29,BJO-29,29
213E07AA,B4,TempWarm-16psu,226,HOG,226_B4_HOG_gen-29_TempWarm-16psu,226,29,HOG_gen-29,TempWarm,16psu,gen-29,HOG-29,29
F5C458B6,B4,TempWarm-16psu,227,HOR,227_B4_HOR_gen-29_TempWarm-16psu,227,29,HOR_gen-29,TempWarm,16psu,gen-29,HOR-29,29
B6E47B16,B4,TempWarm-16psu,228,VAT,228_B4_VAT_gen-29_TempWarm-16psu,228,29,VAT_gen-29,TempWarm,16psu,gen-29,VAT-29,29
A72CE119,B4,TempWarm-16psu,229,KUR,229_B4_KUR_gen-29_TempWarm-16psu,229,29,KUR_gen-29,TempWarm,16psu,gen-29,KUR-29,29
F7DD756B,B4,TempWarm-16psu,230,BAR,230_B4_BAR_gen-29_TempWarm-16psu,230,29,BAR_gen-29,TempWarm,16psu,gen-29,BAR-29,29
9CDB42F6,B4,TempWarm-16psu,231,VIK,231_B4_VIK_gen-29_TempWarm-16psu,231,29,VIK_gen-29,TempWarm,16psu,gen-29,VIK-29,29
B901DB9B,B4,TempWarm-16psu,232,KAL,232_B4_KAL_gen-29_TempWarm-16psu,232,29,KAL_gen-29,TempWarm,16psu,gen-29,KAL-29,29
BB87AD6E,B4,TempWarm-5psu,233,BJO,233_B4_BJO_gen-30_TempWarm-5psu,233,30,BJO_gen-30,TempWarm,5psu,gen-30,BJO-30,30
284511D2,B4,TempWarm-5psu,234,HOR,234_B4_HOR_gen-30_TempWarm-5psu,234,30,HOR_gen-30,TempWarm,5psu,gen-30,HOR-30,30
BE788BE4,B4,TempWarm-5psu,235,BAR,235_B4_BAR_gen-30_TempWarm-5psu,235,30,BAR_gen-30,TempWarm,5psu,gen-30,BAR-30,30
24E29CC3,B4,TempWarm-5psu,236,VAT,236_B4_VAT_gen-30_TempWarm-5psu,236,30,VAT_gen-30,TempWarm,5psu,gen-30,VAT-30,30
A93CDD44,B4,TempWarm-5psu,237,VIK,237_B4_VIK_gen-30_TempWarm-5psu,237,30,VIK_gen-30,TempWarm,5psu,gen-30,VIK-30,30
5CFF0850,B4,TempWarm-5psu,238,KAL,238_B4_KAL_gen-30_TempWarm-5psu,238,30,KAL_gen-30,TempWarm,5psu,gen-30,KAL-30,30
6365CBCA,B4,TempWarm-5psu,239,KUR,239_B4_KUR_gen-30_TempWarm-5psu,239,30,KUR_gen-30,TempWarm,5psu,gen-30,KUR-30,30
AD260483,B4,TempWarm-5psu,240,HOG,240_B4_HOG_gen-30_TempWarm-5psu,240,30,HOG_gen-30,TempWarm,5psu,gen-30,HOG-30,30
517E8522,B4,TempWarm-16psu,241,KAL,241_B4_KAL_gen-31_TempWarm-16psu,241,31,KAL_gen-31,TempWarm,16psu,gen-31,KAL-31,31
C462F218,B4,TempWarm-16psu,242,HOR,242_B4_HOR_gen-31_TempWarm-16psu,242,31,HOR_gen-31,TempWarm,16psu,gen-31,HOR-31,31
2C9BBFF3,B4,TempWarm-16psu,243,KUR,243_B4_KUR_gen-31_TempWarm-16psu,243,31,KUR_gen-31,TempWarm,16psu,gen-31,KUR-31,31
E9CC5A43,B4,TempWarm-16psu,244,BAR,244_B4_BAR_gen-31_TempWarm-16psu,244,31,BAR_gen-31,TempWarm,16psu,gen-31,BAR-31,31
22B5DDA3,B4,TempWarm-16psu,245,VIK,245_B4_VIK_gen-31_TempWarm-16psu,245,31,VIK_gen-31,TempWarm,16psu,gen-31,VIK-31,31
C5FAF855,B4,TempWarm-16psu,246,HOG,246_B4_HOG_gen-31_TempWarm-16psu,246,31,HOG_gen-31,TempWarm,16psu,gen-31,HOG-31,31
BA6BB612,B4,TempWarm-16psu,247,VAT,247_B4_VAT_gen-31_TempWarm-16psu,247,31,VAT_gen-31,TempWarm,16psu,gen-31,VAT-31,31
460B2716,B4,TempWarm-16psu,248,BJO,248_B4_BJO_gen-31_TempWarm-16psu,248,31,BJO_gen-31,TempWarm,16psu,gen-31,BJO-31,31
B33461F4,B4,TempWarm-5psu,249,BAR,249_B4_BAR_gen-32_TempWarm-5psu,249,32,BAR_gen-32,TempWarm,5psu,gen-32,BAR-32,32
5E98B24D,B4,TempWarm-5psu,250,HOG,250_B4_HOG_gen-32_TempWarm-5psu,250,32,HOG_gen-32,TempWarm,5psu,gen-32,HOG-32,32
B9FC7FC4,B4,TempWarm-5psu,251,VIK,251_B4_VIK_gen-32_TempWarm-5psu,251,32,VIK_gen-32,TempWarm,5psu,gen-32,VIK-32,32
6633FBD4,B4,TempWarm-5psu,252,VAT,252_B4_VAT_gen-32_TempWarm-5psu,252,32,VAT_gen-32,TempWarm,5psu,gen-32,VAT-32,32
F7DF5B58,B4,TempWarm-5psu,253,BJO,253_B4_BJO_gen-32_TempWarm-5psu,253,32,BJO_gen-32,TempWarm,5psu,gen-32,BJO-32,32
F0C97436,B4,TempWarm-5psu,254,KUR,254_B4_KUR_gen-32_TempWarm-5psu,254,32,KUR_gen-32,TempWarm,5psu,gen-32,KUR-32,32
BD0D83AC,B4,TempWarm-5psu,255,KAL,255_B4_KAL_gen-32_TempWarm-5psu,255,32,KAL_gen-32,TempWarm,5psu,gen-32,KAL-32,32
AF83CB3C,B4,TempWarm-5psu,256,HOR,256_B4_HOR_gen-32_TempWarm-5psu,256,32,HOR_gen-32,TempWarm,5psu,gen-32,HOR-32,32
65DC0537,C1,TempControl-21psu,257,KUR,257_C1_KUR_gen-33_TempControl-21psu,257,33,KUR_gen-33,TempControl,21psu,gen-33,KUR-33,33
09420C72,C1,TempControl-21psu,258,BJO,258_C1_BJO_gen-33_TempControl-21psu,258,33,BJO_gen-33,TempControl,21psu,gen-33,BJO-33,33
18624A8C,C1,TempControl-21psu,259,KAL,259_C1_KAL_gen-33_TempControl-21psu,259,33,KAL_gen-33,TempControl,21psu,gen-33,KAL-33,33
E50988CC,C1,TempControl-21psu,260,HOR,260_C1_HOR_gen-33_TempControl-21psu,260,33,HOR_gen-33,TempControl,21psu,gen-33,HOR-33,33
ED8DEECE,C1,TempControl-21psu,261,VIK,261_C1_VIK_gen-33_TempControl-21psu,261,33,VIK_gen-33,TempControl,21psu,gen-33,VIK-33,33
E5AAD471,C1,TempControl-21psu,262,BAR,262_C1_BAR_gen-33_TempControl-21psu,262,33,BAR_gen-33,TempControl,21psu,gen-33,BAR-33,33
CF62E6B7,C1,TempControl-21psu,263,VAT,263_C1_VAT_gen-33_TempControl-21psu,263,33,VAT_gen-33,TempControl,21psu,gen-33,VAT-33,33
EE4BB517,C1,TempControl-21psu,264,HOG,264_C1_HOG_gen-33_TempControl-21psu,264,33,HOG_gen-33,TempControl,21psu,gen-33,HOG-33,33
BA62A866,C1,TempControl-7psu,265,VIK,265_C1_VIK_gen-34_TempControl-7psu,265,34,VIK_gen-34,TempControl,7psu,gen-34,VIK-34,34
9EB94206,C1,TempControl-7psu,266,VAT,266_C1_VAT_gen-34_TempControl-7psu,266,34,VAT_gen-34,TempControl,7psu,gen-34,VAT-34,34
E99CB1D2,C1,TempControl-7psu,267,BJO,267_C1_BJO_gen-34_TempControl-7psu,267,34,BJO_gen-34,TempControl,7psu,gen-34,BJO-34,34
0B640387,C1,TempControl-7psu,268,BAR,268_C1_BAR_gen-34_TempControl-7psu,268,34,BAR_gen-34,TempControl,7psu,gen-34,BAR-34,34
35323312,C1,TempControl-7psu,269,HOG,269_C1_HOG_gen-34_TempControl-7psu,269,34,HOG_gen-34,TempControl,7psu,gen-34,HOG-34,34
56772A99,C1,TempControl-7psu,270,HOR,270_C1_HOR_gen-34_TempControl-7psu,270,34,HOR_gen-34,TempControl,7psu,gen-34,HOR-34,34
BD5B9698,C1,TempControl-7psu,271,KUR,271_C1_KUR_gen-34_TempControl-7psu,271,34,KUR_gen-34,TempControl,7psu,gen-34,KUR-34,34
7E46526A,C1,TempControl-7psu,272,KAL,272_C1_KAL_gen-34_TempControl-7psu,272,34,KAL_gen-34,TempControl,7psu,gen-34,KAL-34,34
23E08C1D,C1,TempControl-21psu,273,VAT,273_C1_VAT_gen-35_TempControl-21psu,273,35,VAT_gen-35,TempControl,21psu,gen-35,VAT-35,35
44E6D55B,C1,TempControl-21psu,274,HOG,274_C1_HOG_gen-35_TempControl-21psu,274,35,HOG_gen-35,TempControl,21psu,gen-35,HOG-35,35
F9F972FA,C1,TempControl-21psu,275,HOR,275_C1_HOR_gen-35_TempControl-21psu,275,35,HOR_gen-35,TempControl,21psu,gen-35,HOR-35,35
17891F3B,C1,TempControl-21psu,276,BAR,276_C1_BAR_gen-35_TempControl-21psu,276,35,BAR_gen-35,TempControl,21psu,gen-35,BAR-35,35
5543AC1E,C1,TempControl-21psu,277,BJO,277_C1_BJO_gen-35_TempControl-21psu,277,35,BJO_gen-35,TempControl,21psu,gen-35,BJO-35,35
B1902229,C1,TempControl-21psu,278,KUR,278_C1_KUR_gen-35_TempControl-21psu,278,35,KUR_gen-35,TempControl,21psu,gen-35,KUR-35,35
3ADA9363,C1,TempControl-21psu,279,KAL,279_C1_KAL_gen-35_TempControl-21psu,279,35,KAL_gen-35,TempControl,21psu,gen-35,KAL-35,35
410FC168,C1,TempControl-21psu,280,VIK,280_C1_VIK_gen-35_TempControl-21psu,280,35,VIK_gen-35,TempControl,21psu,gen-35,VIK-35,35
C5151972,C1,TempControl-7psu,281,KUR,281_C1_KUR_gen-36_TempControl-7psu,281,36,KUR_gen-36,TempControl,7psu,gen-36,KUR-36,36
1B1F77AF,C1,TempControl-7psu,282,KAL,282_C1_KAL_gen-36_TempControl-7psu,282,36,KAL_gen-36,TempControl,7psu,gen-36,KAL-36,36
E808D4F4,C1,TempControl-7psu,283,VIK,283_C1_VIK_gen-36_TempControl-7psu,283,36,VIK_gen-36,TempControl,7psu,gen-36,VIK-36,36
71C58285,C1,TempControl-7psu,284,HOG,284_C1_HOG_gen-36_TempControl-7psu,284,36,HOG_gen-36,TempControl,7psu,gen-36,HOG-36,36
975AF645,C1,TempControl-7psu,285,BJO,285_C1_BJO_gen-36_TempControl-7psu,285,36,BJO_gen-36,TempControl,7psu,gen-36,BJO-36,36
24713C8F,C1,TempControl-7psu,286,VAT,286_C1_VAT_gen-36_TempControl-7psu,286,36,VAT_gen-36,TempControl,7psu,gen-36,VAT-36,36
6DF5DCE8,C1,TempControl-7psu,287,HOR,287_C1_HOR_gen-36_TempControl-7psu,287,36,HOR_gen-36,TempControl,7psu,gen-36,HOR-36,36
E51E7B7E,C1,TempControl-7psu,288,BAR,288_C1_BAR_gen-36_TempControl-7psu,288,36,BAR_gen-36,TempControl,7psu,gen-36,BAR-36,36
345bftds,C2,TempControl-21psu,289,BJO,289_C2_BJO_gen-37_TempControl-21psu,289,37,BJO_gen-37,TempControl,21psu,gen-37,BJO-37,37
B6A83370,C2,TempControl-21psu,290,HOG,290_C2_HOG_gen-37_TempControl-21psu,290,37,HOG_gen-37,TempControl,21psu,gen-37,HOG-37,37
D59B5AC1,C2,TempControl-21psu,291,BAR,291_C2_BAR_gen-37_TempControl-21psu,291,37,BAR_gen-37,TempControl,21psu,gen-37,BAR-37,37
5BB7D701,C2,TempControl-21psu,292,KUR,292_C2_KUR_gen-37_TempControl-21psu,292,37,KUR_gen-37,TempControl,21psu,gen-37,KUR-37,37
77F99FAB,C2,TempControl-21psu,293,HOR,293_C2_HOR_gen-37_TempControl-21psu,293,37,HOR_gen-37,TempControl,21psu,gen-37,HOR-37,37
F259DA7A,C2,TempControl-21psu,294,VIK,294_C2_VIK_gen-37_TempControl-21psu,294,37,VIK_gen-37,TempControl,21psu,gen-37,VIK-37,37
EF521318,C2,TempControl-21psu,295,VAT,295_C2_VAT_gen-37_TempControl-21psu,295,37,VAT_gen-37,TempControl,21psu,gen-37,VAT-37,37
B3E28AF0,C2,TempControl-21psu,296,KAL,296_C2_KAL_gen-37_TempControl-21psu,296,37,KAL_gen-37,TempControl,21psu,gen-37,KAL-37,37
D72753A8,C2,TempControl-7psu,297,VIK,297_C2_VIK_gen-38_TempControl-7psu,297,38,VIK_gen-38,TempControl,7psu,gen-38,VIK-38,38
2FA90D4B,C2,TempControl-7psu,298,HOG,298_C2_HOG_gen-38_TempControl-7psu,298,38,HOG_gen-38,TempControl,7psu,gen-38,HOG-38,38
21B36B80,C2,TempControl-7psu,299,HOR,299_C2_HOR_gen-38_TempControl-7psu,299,38,HOR_gen-38,TempControl,7psu,gen-38,HOR-38,38
568376BE,C2,TempControl-7psu,300,BJO,300_C2_BJO_gen-38_TempControl-7psu,300,38,BJO_gen-38,TempControl,7psu,gen-38,BJO-38,38
E25E3B97,C2,TempControl-7psu,301,BAR,301_C2_BAR_gen-38_TempControl-7psu,301,38,BAR_gen-38,TempControl,7psu,gen-38,BAR-38,38
08C5D23A,C2,TempControl-7psu,302,VAT,302_C2_VAT_gen-38_TempControl-7psu,302,38,VAT_gen-38,TempControl,7psu,gen-38,VAT-38,38
3F686EB4,C2,TempControl-7psu,303,KUR,303_C2_KUR_gen-38_TempControl-7psu,303,38,KUR_gen-38,TempControl,7psu,gen-38,KUR-38,38
385237C3,C2,TempControl-7psu,304,KAL,304_C2_KAL_gen-38_TempControl-7psu,304,38,KAL_gen-38,TempControl,7psu,gen-38,KAL-38,38
1DCED0C6,C2,TempControl-21psu,305,VIK,305_C2_VIK_gen-39_TempControl-21psu,305,39,VIK_gen-39,TempControl,21psu,gen-39,VIK-39,39
E0CEB5A0,C2,TempControl-21psu,306,BJO,306_C2_BJO_gen-39_TempControl-21psu,306,39,BJO_gen-39,TempControl,21psu,gen-39,BJO-39,39
C3172058,C2,TempControl-21psu,307,HOG,307_C2_HOG_gen-39_TempControl-21psu,307,39,HOG_gen-39,TempControl,21psu,gen-39,HOG-39,39
4928BDFF,C2,TempControl-21psu,308,BAR,308_C2_BAR_gen-39_TempControl-21psu,308,39,BAR_gen-39,TempControl,21psu,gen-39,BAR-39,39
07E66DE2,C2,TempControl-21psu,309,VAT,309_C2_VAT_gen-39_TempControl-21psu,309,39,VAT_gen-39,TempControl,21psu,gen-39,VAT-39,39
6BCE4CD3,C2,TempControl-21psu,310,KAL,310_C2_KAL_gen-39_TempControl-21psu,310,39,KAL_gen-39,TempControl,21psu,gen-39,KAL-39,39
6AF5FA86,C2,TempControl-21psu,311,KUR,311_C2_KUR_gen-39_TempControl-21psu,311,39,KUR_gen-39,TempControl,21psu,gen-39,KUR-39,39
5DE7152B,C2,TempControl-21psu,312,HOR,312_C2_HOR_gen-39_TempControl-21psu,312,39,HOR_gen-39,TempControl,21psu,gen-39,HOR-39,39
40DB3B97,C2,TempControl-7psu,313,VAT,313_C2_VAT_gen-40_TempControl-7psu,313,40,VAT_gen-40,TempControl,7psu,gen-40,VAT-40,40
1F23BCE1,C2,TempControl-7psu,314,KAL,314_C2_KAL_gen-40_TempControl-7psu,314,40,KAL_gen-40,TempControl,7psu,gen-40,KAL-40,40
CEFA616E,C2,TempControl-7psu,315,KUR,315_C2_KUR_gen-40_TempControl-7psu,315,40,KUR_gen-40,TempControl,7psu,gen-40,KUR-40,40
4C86A039,C2,TempControl-7psu,316,BJO,316_C2_BJO_gen-40_TempControl-7psu,316,40,BJO_gen-40,TempControl,7psu,gen-40,BJO-40,40
EC0AD605,C2,TempControl-7psu,317,VIK,317_C2_VIK_gen-40_TempControl-7psu,317,40,VIK_gen-40,TempControl,7psu,gen-40,VIK-40,40
C1CF41CF,C2,TempControl-7psu,318,HOG,318_C2_HOG_gen-40_TempControl-7psu,318,40,HOG_gen-40,TempControl,7psu,gen-40,HOG-40,40
23D218CF,C2,TempControl-7psu,319,HOR,319_C2_HOR_gen-40_TempControl-7psu,319,40,HOR_gen-40,TempControl,7psu,gen-40,HOR-40,40
DA5A8CAD,C2,TempControl-7psu,320,BAR,320_C2_BAR_gen-40_TempControl-7psu,320,40,BAR_gen-40,TempControl,7psu,gen-40,BAR-40,40
