"","coast","pop","mll_no","indv_no","pop_no","site_full","trt","median_temp","max_temp","median_sal","min_sal","cf"
"118","east","BLA",404,"BLA-16","16","Bläsinge","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"119","east","BLA",404,"BLA-17","17","Bläsinge","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"120","east","BLA",404,"BLA-18","18","Bläsinge","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"121","east","BLA",404,"BLA-19","19","Bläsinge","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"122","east","BLA",404,"BLA-20","20","Bläsinge","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"123","east","KAL",426,"KAL-01","01","Kalmarsund","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"124","east","KAL",426,"KAL-07","07","Kalmarsund","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"125","east","KAL",426,"KAL-09","09","Kalmarsund","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"126","east","KAL",426,"KAL-14","14","Kalmarsund","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"127","east","KAL",427,"KAL-02","02","Kalmarsund","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"128","east","KAL",427,"KAL-03","03","Kalmarsund","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"129","east","KAL",427,"KAL-05","05","Kalmarsund","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"130","east","KAL",427,"KAL-17","17","Kalmarsund","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"131","east","KAL",427,"KAL-19","19","Kalmarsund","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"132","east","KAL",436,"KAL-06","06","Kalmarsund","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"133","east","KAL",436,"KAL-08","08","Kalmarsund","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"134","east","KAL",436,"KAL-12","12","Kalmarsund","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"135","east","KAL",436,"KAL-15","15","Kalmarsund","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"136","east","KAL",436,"KAL-16","16","Kalmarsund","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"137","east","KAL",441,"KAL-04","04","Kalmarsund","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"138","east","KAL",441,"KAL-10","10","Kalmarsund","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"139","east","KAL",441,"KAL-11","11","Kalmarsund","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"140","east","KAL",441,"KAL-13","13","Kalmarsund","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"141","east","KAL",441,"KAL-18","18","Kalmarsund","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"142","east","KAL",448,"KAL-20","20","Kalmarsund","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"143","east","KAR",451,"KAR-02","02","Kårehamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"144","east","KAR",451,"KAR-08","08","Kårehamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"145","east","KAR",451,"KAR-09","09","Kårehamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"146","east","KAR",451,"KAR-12","12","Kårehamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"147","east","KAR",451,"KAR-13","13","Kårehamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"148","east","KAR",451,"KAR-14","14","Kårehamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"149","east","KAR",451,"KAR-15","15","Kårehamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"150","east","KAR",451,"KAR-16","16","Kårehamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"151","east","KAR",451,"KAR-18","18","Kårehamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"152","east","KAR",451,"KAR-20","20","Kårehamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"153","east","KAR",451,"KAR-01","01","Kårehamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"154","east","KAR",451,"KAR-07","07","Kårehamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"155","east","KAR",451,"KAR-11","11","Kårehamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"156","east","KAR",451,"KAR-17","17","Kårehamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"157","east","KAR",460,"KAR-03","03","Kårehamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"158","east","OSK",471,"OSK-01","01","Oskarshamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"159","east","OSK",471,"OSK-02","02","Oskarshamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"160","east","OSK",471,"OSK-03","03","Oskarshamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"161","east","OSK",471,"OSK-04","04","Oskarshamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"162","east","OSK",471,"OSK-05","05","Oskarshamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"163","east","OSK",474,"OSK-06","06","Oskarshamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"164","east","OSK",474,"OSK-07","07","Oskarshamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"165","east","OSK",474,"OSK-08","08","Oskarshamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
"166","east","OSK",474,"OSK-09","09","Oskarshamn","TempControl-7psu",1.08927147454144,1.11126907488913,-0.675021151957254,-0.22268619292084,"current"
