"","pop","mll_no","median_temp","max_temp","median_sal","min_sal","median_temp_std","max_temp_std","median_sal_std","min_sal_std","df"
"181","HOG","213",18,22,17,7,0.750406499046688,-1.81704189769634,1.06002995419334,0.0844386303146261,"seascape"
"182","HOG","214",18,22,17,7,0.750406499046688,-1.81704189769634,1.06002995419334,0.0844386303146261,"seascape"
"183","HOG","216",18,22,17,7,0.750406499046688,-1.81704189769634,1.06002995419334,0.0844386303146261,"seascape"
"188","HOG","217",18,22,17,7,0.750406499046688,-1.81704189769634,1.06002995419334,0.0844386303146261,"seascape"
"190","HOG","218",18,22,17,7,0.750406499046688,-1.81704189769634,1.06002995419334,0.0844386303146261,"seascape"
"191","ALA","219",17,23,16,7,0.262291617423796,-0.782977170961545,0.891932244437458,0.0844386303146261,"seascape"
"192","ALA","220",17,23,16,7,0.262291617423796,-0.782977170961545,0.891932244437458,0.0844386303146261,"seascape"
"193","ALA","222",17,23,16,7,0.262291617423796,-0.782977170961545,0.891932244437458,0.0844386303146261,"seascape"
"194","ALA","229",17,23,16,7,0.262291617423796,-0.782977170961545,0.891932244437458,0.0844386303146261,"seascape"
"195","ALA","230",17,23,16,7,0.262291617423796,-0.782977170961545,0.891932244437458,0.0844386303146261,"seascape"
"200","ALA","231",17,23,16,7,0.262291617423796,-0.782977170961545,0.891932244437458,0.0844386303146261,"seascape"
"201","ALA","233",17,23,16,7,0.262291617423796,-0.782977170961545,0.891932244437458,0.0844386303146261,"seascape"
"202","ALA","234",17,23,16,7,0.262291617423796,-0.782977170961545,0.891932244437458,0.0844386303146261,"seascape"
"203","ALA","236",17,23,16,7,0.262291617423796,-0.782977170961545,0.891932244437458,0.0844386303146261,"seascape"
"205","ALA","237",17,23,16,7,0.262291617423796,-0.782977170961545,0.891932244437458,0.0844386303146261,"seascape"
"206","ALA","238",17,23,16,7,0.262291617423796,-0.782977170961545,0.891932244437458,0.0844386303146261,"seascape"
"207","ALA","239",17,23,16,7,0.262291617423796,-0.782977170961545,0.891932244437458,0.0844386303146261,"seascape"
"208","ALA","240",17,23,16,7,0.262291617423796,-0.782977170961545,0.891932244437458,0.0844386303146261,"seascape"
"209","BAR","241",17,23,16,7,0.262291617423796,-0.782977170961545,0.891932244437458,0.0844386303146261,"seascape"
