gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	projectTitle	projectID	fundingAttribution	fundingAttributionID	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
4028955318				https://creativecommons.org/licenses/by-nc/4.0/	2023-01-26T21:04:22Z		https://www.inaturalist.org/observations/146898543	Sarzedas					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/146898543	146898543		Sarzedas																																							2023-01-19T12:48:29+01:00	12:48:29+01:00						2023-01-19 12:48:29																				DK	Sjælland				Rødvig Stevns												55.2604418465	12.3475555703	EPSG:4326	6318																																		328261251				Sarzedas		2023-01-19T17:06:26Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
4028738139				https://creativecommons.org/licenses/by-nc/4.0/	2023-01-26T21:05:48Z		https://www.inaturalist.org/observations/146522503	Ulf Teghammar					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/146522503	146522503		Ulf Teghammar																																							2023-01-14T11:30:23+01:00	11:30:23+01:00						2023-01-14 11:30:23+01:00																				SE	Västra Götaland				Uddevalla, Västra Götaland, SE												58.3841533333	11.6463283333	EPSG:4326	4																																		327100795				Ulf Teghammar		2023-01-14T11:08:15Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
4015006184				https://creativecommons.org/licenses/by-nc/4.0/	2023-01-07T17:57:29Z		https://www.inaturalist.org/observations/146048226	Gitte L					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/146048226	146048226		Gitte L																																							2023-01-07T15:51:35+01:00	15:51:35+01:00						2023-01-07 15:51:35+01:00																				DK	Sjælland				Sjælland, Greve, Region Sjælland, DK												55.5662833333	12.2827716667	EPSG:4326	35																																		325572411				Gitte L		2023-01-07T16:50:40Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
3903622426				https://creativecommons.org/licenses/by-nc/4.0/	2022-09-08T17:36:48Z		https://www.inaturalist.org/observations/133641533	alflar					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/133641533	133641533		alflar																																							2022-09-03T13:46:00+02:00	13:46:00+02:00						2022/09/03 1:46 PM																				SE	Skåne				Västervång, Malmö, Sverige												55.5996960967	12.9486068882	EPSG:4326	2																																		294463623				alflar		2022-09-04T17:36:45Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
3902356371				https://creativecommons.org/licenses/by-nc/4.0/	2022-08-18T15:13:27Z		https://www.inaturalist.org/observations/121554023	Tomas Cedhagen					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/121554023	121554023		Tomas Cedhagen																								Collected during field course with the International MSc Programme at Aarhus University.															1997-06-03							1997/06/03																				SE	Västra Götaland				Strömstad Municipality, Sweden												58.8781339001	11.1147039034	EPSG:4326	498																																		269537506				Tomas Cedhagen		2022-06-13T07:44:56Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
3902323342				https://creativecommons.org/licenses/by-nc/4.0/	2022-08-18T15:13:31Z		https://www.inaturalist.org/observations/121554022	Tomas Cedhagen					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/121554022	121554022		Tomas Cedhagen																								Collected during field course with the International MSc Programme at Aarhus University.															1997-06-03							1997/06/03																				SE	Västra Götaland				Strömstad Municipality, Sweden												58.8781339001	11.1147039034	EPSG:4326	498																																		269537504				Tomas Cedhagen		2022-06-13T07:44:55Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
3889115372				https://creativecommons.org/licenses/by-nc/4.0/	2024-04-22T09:27:55Z		https://www.inaturalist.org/observations/83004436	Emil B					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/83004436	83004436		Emil B	https://orcid.org/0009-0009-2297-0917																																						2021-06-12T13:44:00+02:00	13:44:00+02:00						2021/06/12 1:44 PM CEST																				SE	Västra Götaland				Uddevalla V, Sweden												58.3214212648	11.5594851915	EPSG:4326	4																																		183130797				Emil B	https://orcid.org/0009-0009-2297-0917	2021-06-14T14:54:24Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
3337666653				https://creativecommons.org/licenses/by-nc/4.0/	2021-08-19T16:18:38Z		https://www.inaturalist.org/observations/84515618	michaelpalmgren					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/84515618	84515618		michaelpalmgren																																							2021-06-08T13:03:03+02:00	13:03:03+02:00						Tue Jun 08 2021 13:03:03 GMT+0200 (GMT+2)																				SE	Skåne				Öresund, Lomma, SE												55.713126731	12.9839195681	EPSG:4326	809																																		186120392				michaelpalmgren		2021-06-26T06:18:25Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
3112874539				https://creativecommons.org/licenses/by-nc/4.0/	2021-08-08T20:46:14Z		https://www.inaturalist.org/observations/76691186	Linda Kjær-Thomsen					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/76691186	76691186		Linda Kjær-Thomsen																																							2021-05-02T22:17:00+02:00	22:17:00+02:00						2021/05/02 10:17 PM CEST																				DK	Hovedstaden				2791 Dragør, Danmark												55.5930213259	12.6754837552	EPSG:4326	31																																		170510568				Linda Kjær-Thomsen		2021-05-02T20:56:47Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
2992681546				https://creativecommons.org/licenses/by-nc/4.0/	2020-11-29T10:59:16Z		https://www.inaturalist.org/observations/63376890	maxopdager					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/63376890	63376890		maxopdager																																							2020-10-24T11:31:13+02:00	11:31:13+02:00						Sat Oct 24 2020 11:31:13 GMT+0200 (GMT+2)																				DK	Sjælland				Sjælland, Faxe, Sjælland, DK												55.2410408128	12.2642974784	EPSG:4326	16																																		138197790				maxopdager		2020-10-24T09:32:05Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
2981009571				https://creativecommons.org/licenses/by-nc/4.0/	2021-08-03T11:30:56Z		https://www.inaturalist.org/observations/63381924	vesper					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/63381924	63381924		vesper																																							2020-10-09T10:30:02+02:00	10:30:02+02:00						Fri Oct 09 2020 10:30:02 GMT+0200 (GMT+2)																				SE	Västra Götaland				Askims Strandväg, Göteborg, Västra Götaland, SE												57.62373667	11.92791167	EPSG:4326	15																																		138208330				vesper		2020-10-24T11:40:04Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
2980864533				https://creativecommons.org/licenses/by-nc/4.0/	2020-11-02T15:01:59Z		https://www.inaturalist.org/observations/63410567	Mika Tomta					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/63410567	63410567		Mika Tomta																																							2020-10-24T17:03:00+02:00	17:03:00+02:00						2020/10/24 5:03 PM CEST																				NO	Ãstfold				Hvaler, Norwegen												59.0246484845	11.0179003265	EPSG:4326	1																																		138264149				Mika Tomta		2020-10-24T18:24:29Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
2873724769				https://creativecommons.org/licenses/by-nc/4.0/	2020-09-26T22:15:02Z		https://www.inaturalist.org/observations/60861679	petersc					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/60861679	60861679		petersc																																							2020-09-26T13:56:00+02:00	13:56:00+02:00						2020/09/26 1:56 PM CEST																				DK	Hovedstaden				Indre By, København, Danmark												55.6725044637	12.5798132501	EPSG:4326	15																																		132840562				petersc		2020-09-26T19:16:19Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
2574155961				https://creativecommons.org/licenses/by-nc/4.0/	2025-04-03T10:56:47Z		https://www.inaturalist.org/observations/38605338	Emil B					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/38605338	38605338		Emil B	https://orcid.org/0009-0009-2297-0917																							Taken outside of the diving platform in Släggö, Lysekil															2019-10-12T15:45:00+02:00	15:45:00+02:00						2019/10/12 3:45 PM CEST																				SE	Västra Götaland				Släggö, Sweden												58.2684489437	11.434561772	EPSG:4326	5																																		86863171				Emil B	https://orcid.org/0009-0009-2297-0917	2020-02-13T15:21:38Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
2574147038				https://creativecommons.org/licenses/by-nc/4.0/	2024-04-22T09:27:55Z		https://www.inaturalist.org/observations/38605337	Emil B					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/38605337	38605337		Emil B	https://orcid.org/0009-0009-2297-0917																							Was testing out the settings on my camera with natural lighting during August															2019-08-06T16:21:00+02:00	16:21:00+02:00						2019/08/06 4:21 PM CEST																				SE	Västra Götaland				Strömstad Municipality, Sweden												58.9685370136	11.1189908106	EPSG:4326	5																																		86863168				Emil B	https://orcid.org/0009-0009-2297-0917	2020-02-13T15:21:37Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
2542909140				https://creativecommons.org/licenses/by-nc/4.0/	2020-01-03T09:00:57Z		https://www.inaturalist.org/observations/34010611	jimkarlstrom					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/34010611	34010611		jimkarlstrom																																							2019-10-07T16:01:15+02:00	16:01:15+02:00						2019-10-07 4:01:15 PM GMT+02:00																				DK	Hovedstaden				3390 Hundested, Danmark												55.9699619	11.8496277	EPSG:4326	72																																		73674146				jimkarlstrom		2019-10-07T14:01:53Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
2542908399				https://creativecommons.org/licenses/by-nc/4.0/	2020-01-03T09:01:14Z		https://www.inaturalist.org/observations/33640749	hanseriksvart					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/33640749	33640749		hanseriksvart																																							2019-09-30T11:36:05+02:00	11:36:05+02:00						Mon Sep 30 2019 11:36:05 GMT+0200 (GMT+2)																				DK	Hovedstaden				Sjælland, Brøndby Strand, Hovedstaden, DK												55.6130481978	12.4212398753	EPSG:4326	5																																		72822325				hanseriksvart		2019-09-30T09:36:59Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
2518005317				https://creativecommons.org/licenses/by-nc/4.0/	2020-03-08T10:23:04Z		https://www.inaturalist.org/observations/36401800	hanseriksvart					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/36401800	36401800		hanseriksvart																																							2019-12-06T09:32:38+01:00	09:32:38+01:00						Fri Dec 06 2019 09:32:38 GMT+0100 (GMT+1)																				DK	Hovedstaden				Køge Bugt, Brøndby Strand, Hovedstaden, DK												55.6125837984	12.4204212986	EPSG:4326	5																																		79830611				hanseriksvart		2019-12-06T08:34:15Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
2445022297				https://creativecommons.org/licenses/by-nc/4.0/	2020-03-08T10:24:11Z		https://www.inaturalist.org/observations/34775706	hanseriksvart					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/34775706	34775706		hanseriksvart																																							2019-10-23T11:42:01+02:00	11:42:01+02:00						Wed Oct 23 2019 11:42:01 GMT+0200 (GMT+2)																				DK	Hovedstaden				Køge Bugt, DK												55.6130931248	12.4178113416	EPSG:4326	5																																		75443118				hanseriksvart		2019-10-23T09:43:08Z				52614								Zostera marina								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera							species							
