gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
4980590375	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/426275094/original.jpeg	https://www.inaturalist.org/photos/426275094					2024-09-01T21:16:14Z	Tobias S. Radmer		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Tobias S. Radmer
4980588849	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/324118993/original.jpeg	https://www.inaturalist.org/photos/324118993					2023-09-30T22:34:28Z	Viktor Björkert		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Viktor Björkert
4980545407	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/404027778/original.jpeg	https://www.inaturalist.org/photos/404027778					2024-06-30T20:16:01Z	esdena		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	esdena
4980545407	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/404027784/original.jpeg	https://www.inaturalist.org/photos/404027784					2024-06-30T20:16:04Z	esdena		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	esdena
4980545407	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/404027788/original.jpeg	https://www.inaturalist.org/photos/404027788					2024-06-30T20:16:10Z	esdena		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	esdena
4980545407	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/404027759/original.jpeg	https://www.inaturalist.org/photos/404027759					2024-06-30T20:15:59Z	esdena		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	esdena
4980545407	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/404027797/original.jpeg	https://www.inaturalist.org/photos/404027797					2024-06-30T20:16:17Z	esdena		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	esdena
4980520021	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/430111693/original.jpeg	https://www.inaturalist.org/photos/430111693					2024-08-09T19:06:41Z	Christian Berg		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Christian Berg
4980520021	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/430111203/original.jpeg	https://www.inaturalist.org/photos/430111203					2024-08-09T19:04:00Z	Christian Berg		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Christian Berg
4980520021	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/430111388/original.jpeg	https://www.inaturalist.org/photos/430111388					2024-08-09T19:04:08Z	Christian Berg		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Christian Berg
4980520021	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/430111553/original.jpeg	https://www.inaturalist.org/photos/430111553					2024-08-09T19:04:18Z	Christian Berg		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Christian Berg
4980520021	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/430111709/original.jpeg	https://www.inaturalist.org/photos/430111709					2024-08-09T19:04:24Z	Christian Berg		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Christian Berg
4980503373	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/362266626/original.jpg	https://www.inaturalist.org/photos/362266626					2024-04-01T09:49:22Z	Mikael Bauer		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Mikael Bauer
4980491640	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/238288937/original.jpg	https://www.inaturalist.org/photos/238288937					2022-10-19T09:46:16Z	mieryde		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	mieryde
4980485707	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/251742522/original.jpeg	https://www.inaturalist.org/photos/251742522					2023-01-13T04:24:58Z	Sarzedas		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Sarzedas
4980463426	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/239547870/original.jpeg	https://www.inaturalist.org/photos/239547870					2022-10-14T14:48:48Z	Jon Jorgensen		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Jon Jorgensen
4980456344	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/437848753/original.jpeg	https://www.inaturalist.org/photos/437848753					2024-08-16T03:16:06Z	Julia		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Julia
4980413689	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329002791/original.jpeg	https://www.inaturalist.org/photos/329002791					2015-04-18T19:14:36Z	Morten Rosenvold Villadsen		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Morten Rosenvold Villadsen
4980394145	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/393351162/original.jpg	https://www.inaturalist.org/photos/393351162					2024-06-11T11:23:17Z	tricky_vicky		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	tricky_vicky
4980394145	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/393351244/original.jpg	https://www.inaturalist.org/photos/393351244					2024-06-11T11:23:17Z	tricky_vicky		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	tricky_vicky
4980393886	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/305161342/original.jpg	https://www.inaturalist.org/photos/305161342					2023-07-29T13:19:43Z	kredek		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kredek
4980393886	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/305161654/original.jpg	https://www.inaturalist.org/photos/305161654					2023-07-29T13:19:43Z	kredek		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kredek
4980393886	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/305164803/original.jpg	https://www.inaturalist.org/photos/305164803					2023-07-29T13:19:43Z	kredek		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kredek
4980378923	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/215826189/original.jpeg	https://www.inaturalist.org/photos/215826189					2022-07-20T11:15:45Z	skovnuller		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	skovnuller
4980355711	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/354405423/original.jpg	https://www.inaturalist.org/photos/354405423					2001-06-12T04:05:12Z	Tomas Cedhagen		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Tomas Cedhagen
4980351367	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/430094644/original.jpeg	https://www.inaturalist.org/photos/430094644					2024-08-10T22:20:15Z	Christian Berg		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Christian Berg
4980344384	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/437848747/original.jpeg	https://www.inaturalist.org/photos/437848747					2024-08-16T03:12:22Z	Julia		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Julia
4980301842	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/421622010/original.jpeg	https://www.inaturalist.org/photos/421622010					2024-08-18T02:09:55Z	Tobias S. Radmer		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Tobias S. Radmer
4980295439	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/181680466/original.jpg	https://www.inaturalist.org/photos/181680466					2022-03-06T00:08:56Z	Mika Tomta		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Mika Tomta
4980295439	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/181680845/original.jpg	https://www.inaturalist.org/photos/181680845					2022-03-06T00:09:01Z	Mika Tomta		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Mika Tomta
4945867994	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/430615964/original.jpeg	https://www.inaturalist.org/photos/430615964					2024-09-13T16:50:27Z	Tobias S. Radmer		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Tobias S. Radmer
