gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceFromCentroidInMeters	issue	taxonomicIssue	nonTaxonomicIssue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	superfamilyKey	familyKey	subfamilyKey	tribeKey	subtribeKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	isInvasive	repatriated	relativeOrganismQuantity	projectId	isSequenced	gbifRegion	publishedByGbifRegion	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory
4987851437				CC_BY_NC_4_0	2025-04-04T07:37:31Z		https://www.inaturalist.org/observations/123845880	Tomas Cedhagen					iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/123845880	123845880		Tomas Cedhagen															PRESENT																							1997-06-05		156	156	1997	6	5	1997/06/05											EUROPE				SE	Västra Götaland				Strömstad Municipality, Sweden								58.879249	11.133902	42.0																															274221006				Tomas Cedhagen		2022-06-28T15:59:39				52614								Zostera marina L.								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera	Zostera			marina			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2026-05-02T11:50:43.603Z						COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND			StillImage	true	false	2863967	2863967	6	7707728	196	551		3725				2863960		2863967	Zostera marina	Zostera marina L.	Zostera marina		DWC_ARCHIVE	2026-05-02T11:50:43.603Z	2026-04-30T15:51:32.523Z		true			false	EUROPE	NORTH_AMERICA									LC
4987822690				CC_BY_NC_4_0	2025-04-04T07:42:55Z		https://www.inaturalist.org/observations/123983843	Malte Rod					iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/123983843	123983843		Malte Rod															PRESENT																							2022-06-29T18:21:04	18:21:04+02:00	180	180	2022	6	29	2022-06-29 18:21:04+02:00											EUROPE				DK	Hovedstaden				Øresund, København, DK								55.665044	12.573136	163.0																															274507733				Malte Rod		2022-06-29T16:24:29				52614								Zostera marina L.								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera	Zostera			marina			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2026-05-02T12:00:12.649Z						COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND			StillImage	true	false	2863967	2863967	6	7707728	196	551		3725				2863960		2863967	Zostera marina	Zostera marina L.	Zostera marina		DWC_ARCHIVE	2026-05-02T12:00:12.649Z	2026-04-30T15:51:32.523Z		true			false	EUROPE	NORTH_AMERICA	DNK	Denmark	DNK.1_1	Hovedstaden	DNK.1.25_1	København			LC
4987772881				CC_BY_NC_4_0	2025-04-03T12:04:57Z		https://www.inaturalist.org/observations/96565855	meg071					iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/96565855	96565855		meg071															PRESENT																							2021-09-29T13:22:33	13:22:33+03:00	272	272	2021	9	29	Wed Sep 29 2021 13:22:33 GMT+0200 (GMT+2)											EUROPE				DK	Hovedstaden				Dragør Fort, Dragør, DK								55.588147	12.67757	84.0																															210386097				meg071		2021-09-29T11:22:51				52614								Zostera marina L.								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera	Zostera			marina			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2026-05-02T11:50:42.563Z						COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND			StillImage	true	false	2863967	2863967	6	7707728	196	551		3725				2863960		2863967	Zostera marina	Zostera marina L.	Zostera marina		DWC_ARCHIVE	2026-05-02T11:50:42.563Z	2026-04-30T15:51:32.523Z		true			false	EUROPE	NORTH_AMERICA	DNK	Denmark	DNK.1_1	Hovedstaden	DNK.1.7_1	Dragør			LC
4987749895				CC_BY_NC_4_0	2025-04-04T12:43:25Z		https://www.inaturalist.org/observations/132249249	amalie7782					iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/132249249	132249249		amalie7782															PRESENT																							2022-08-25T10:26:04	10:26:04+02:00	237	237	2022	8	25	2022-08-25 10:26:04+02:00											EUROPE				DK	Hovedstaden				Roskilde Fjord, Frederikssund, Region Hovedstaden, DK								55.832307	12.05622	3.0																															291606673				amalie7782		2022-08-25T08:26:29				52614								Zostera marina L.								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera	Zostera			marina			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2026-05-02T11:39:28.438Z						COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND			StillImage	true	false	2863967	2863967	6	7707728	196	551		3725				2863960		2863967	Zostera marina	Zostera marina L.	Zostera marina		DWC_ARCHIVE	2026-05-02T11:39:28.438Z	2026-04-30T15:51:32.523Z		true			false	EUROPE	NORTH_AMERICA									LC
4987716664				CC_BY_NC_4_0	2025-04-04T12:43:25Z		https://www.inaturalist.org/observations/132249246	mie_uhrskov					iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/132249246	132249246		mie_uhrskov															PRESENT																							2022-08-25T10:25:43	10:25:43+02:00	237	237	2022	8	25	2022-08-25 10:25:43+02:00											EUROPE				DK	Hovedstaden				Sjælland, Frederikssund, Region Hovedstaden, DK								55.8323	12.056506	89.0																															291606671				mie_uhrskov		2022-08-25T08:26:26				52614								Zostera marina L.								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera	Zostera			marina			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2026-05-02T12:12:46.809Z						COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND			StillImage	true	false	2863967	2863967	6	7707728	196	551		3725				2863960		2863967	Zostera marina	Zostera marina L.	Zostera marina		DWC_ARCHIVE	2026-05-02T12:12:46.809Z	2026-04-30T15:51:32.523Z		true			false	EUROPE	NORTH_AMERICA	DNK	Denmark	DNK.1_1	Hovedstaden	DNK.1.11_1	Frederikssund			LC
4987673562				CC_BY_NC_4_0	2025-04-03T11:58:07Z		https://www.inaturalist.org/observations/96345032	alma_christensen					iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/96345032	96345032		alma_christensen															PRESENT																							2021-09-27T10:59:35	10:59:35+03:00	270	270	2021	9	27	Mon Sep 27 2021 10:59:35 GMT+0200 (GMT+2)											EUROPE				DK	Hovedstaden				Dragør Fort, Dragør, DK								55.588606	12.67657	6.0																															209900347				alma_christensen		2021-09-27T08:59:50				52614								Zostera marina L.								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera	Zostera			marina			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2026-05-02T11:39:13.515Z						COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND			StillImage	true	false	2863967	2863967	6	7707728	196	551		3725				2863960		2863967	Zostera marina	Zostera marina L.	Zostera marina		DWC_ARCHIVE	2026-05-02T11:39:13.515Z	2026-04-30T15:51:32.523Z		true			false	EUROPE	NORTH_AMERICA	DNK	Denmark	DNK.1_1	Hovedstaden	DNK.1.7_1	Dragør			LC
4987612989				CC_BY_NC_4_0	2025-04-04T13:40:16Z		https://www.inaturalist.org/observations/133749294	andersbrocks					iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/133749294	133749294		andersbrocks															PRESENT																							2022-09-05T14:01:19	14:01:19+02:00	248	248	2022	9	5	2022-09-05 14:01:19+02:00											EUROPE				DK	Hovedstaden				Amager, Kastrup, Region Hovedstaden, DK								55.644531	12.648826	18.0																															294701517				andersbrocks		2022-09-05T12:02:59				52614								Zostera marina L.								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera	Zostera			marina			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2026-05-02T11:50:37.306Z						COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND			StillImage	true	false	2863967	2863967	6	7707728	196	551		3725				2863960		2863967	Zostera marina	Zostera marina L.	Zostera marina		DWC_ARCHIVE	2026-05-02T11:50:37.306Z	2026-04-30T15:51:32.523Z		true			false	EUROPE	NORTH_AMERICA									LC
4987585117				CC_BY_NC_4_0	2024-11-26T19:51:33Z		https://www.inaturalist.org/observations/102987931	noraing					iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/102987931	102987931		noraing															PRESENT																							2021-12-02T15:14:42	15:14:42+01:00	336	336	2021	12	2	Thu Dec 02 2021 15:14:42 GMT+0100 (GMT+1)											EUROPE				NO	Ãstfold				Vesterøy, Vesterøy, Østfold, NO								59.08382	10.847538	4.0																															453334724				weekend		2024-02-21T16:21:21				52614								Zostera marina L.								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera	Zostera			marina			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2026-05-02T11:39:14.729Z						COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND			StillImage	true	false	2863967	2863967	6	7707728	196	551		3725				2863960		2863967	Zostera marina	Zostera marina L.	Zostera marina		DWC_ARCHIVE	2026-05-02T11:39:14.729Z	2026-04-30T15:51:32.523Z		true			false	EUROPE	NORTH_AMERICA	NOR	Norway	NOR.2_1	Ãstfold	NOR.2.8_1	Hvaler			LC
4987466300				CC_BY_NC_4_0	2025-04-03T12:04:53Z		https://www.inaturalist.org/observations/96560765	selma77					iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/96560765	96560765		selma77															PRESENT																							2021-09-29T11:17:15	11:17:15+03:00	272	272	2021	9	29	Wed Sep 29 2021 11:17:15 GMT+0200 (GMT+2)											EUROPE				DK	Hovedstaden				Amager, Dragør, Hovedstaden, DK								55.590225	12.676747	90.0																															210372476				selma77		2021-09-29T09:17:26				52614								Zostera marina L.								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera	Zostera			marina			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2026-05-02T12:00:15.857Z						COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND			StillImage	true	false	2863967	2863967	6	7707728	196	551		3725				2863960		2863967	Zostera marina	Zostera marina L.	Zostera marina		DWC_ARCHIVE	2026-05-02T12:00:15.857Z	2026-04-30T15:51:32.523Z		true			false	EUROPE	NORTH_AMERICA	DNK	Denmark	DNK.1_1	Hovedstaden	DNK.1.7_1	Dragør			LC
4987445164				CC_BY_NC_4_0	2025-04-03T12:03:32Z		https://www.inaturalist.org/observations/96488935	Gitte L					iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/96488935	96488935		Gitte L															PRESENT																							2021-09-28T17:43:38	17:43:38+03:00	271	271	2021	9	28	Tue Sep 28 2021 17:43:38 GMT+0200 (GMT+2)											EUROPE				DK	Hovedstaden				Øresund, DK								55.660038	12.635955	3.0																															210215992				Gitte L		2021-09-28T16:38:37				52614								Zostera marina L.								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera	Zostera			marina			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2026-05-02T11:50:47.940Z						COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND			StillImage	true	false	2863967	2863967	6	7707728	196	551		3725				2863960		2863967	Zostera marina	Zostera marina L.	Zostera marina		DWC_ARCHIVE	2026-05-02T11:50:47.940Z	2026-04-30T15:51:32.523Z		true			false	EUROPE	NORTH_AMERICA									LC
4987378604				CC_BY_NC_4_0	2025-04-03T12:02:55Z		https://www.inaturalist.org/observations/96455954	andersbrocks					iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/96455954	96455954		andersbrocks															PRESENT																							2021-09-28T10:38:02	10:38:02+03:00	271	271	2021	9	28	Tue Sep 28 2021 10:38:02 GMT+0200 (GMT+2)											EUROPE				DK	Hovedstaden				Amager, Dragør, DK								55.589098	12.677096	8.0																															210144307				andersbrocks		2021-09-28T08:38:15				52614								Zostera marina L.								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera	Zostera			marina			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2026-05-02T11:39:10.859Z						COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND			StillImage	true	false	2863967	2863967	6	7707728	196	551		3725				2863960		2863967	Zostera marina	Zostera marina L.	Zostera marina		DWC_ARCHIVE	2026-05-02T11:39:10.859Z	2026-04-30T15:51:32.523Z		true			false	EUROPE	NORTH_AMERICA	DNK	Denmark	DNK.1_1	Hovedstaden	DNK.1.7_1	Dragør			LC
4980743559				CC_BY_NC_4_0	2025-04-08T05:17:29Z		https://www.inaturalist.org/observations/242462294	verajonssson					iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/242462294	242462294		verajonssson															PRESENT																							2024-09-18T12:57:35	12:57:35+02:00	262	262	2024	9	18	2024-09-18 12:57:35+02:00											EUROPE				SE	Västra Götaland				Öckerö, Öckerö, O, SE								57.718123	11.633655	499.0																															541904696				verajonssson		2024-09-18T10:58:34				52614								Zostera marina L.								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera	Zostera			marina			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2026-05-02T11:50:33.724Z						COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND			StillImage	true	false	2863967	2863967	6	7707728	196	551		3725				2863960		2863967	Zostera marina	Zostera marina L.	Zostera marina		DWC_ARCHIVE	2026-05-02T11:50:33.724Z	2026-04-30T15:51:32.523Z		true			false	EUROPE	NORTH_AMERICA	SWE	Sweden	SWE.21_1	Västra Götaland	SWE.21.31_1	Öckerö			LC
4980729485				CC_BY_NC_4_0	2025-04-10T21:44:55Z		https://www.inaturalist.org/observations/250798481	Viktor Björkert					iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/250798481	250798481		Viktor Björkert															PRESENT																							2024-11-07T13:05:24	13:05:24+01:00	312	312	2024	11	7	2024-11-07 13:05:24											EUROPE				SE	Halland				312 72 Skummeslövsstrand, Sweden								56.451046	12.901664																																561750217				Viktor Björkert		2024-11-07T15:37:18				52614								Zostera marina L.								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera	Zostera			marina			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2026-05-02T11:50:37.382Z						COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND			StillImage	true	false	2863967	2863967	6	7707728	196	551		3725				2863960		2863967	Zostera marina	Zostera marina L.	Zostera marina		DWC_ARCHIVE	2026-05-02T11:50:37.382Z	2026-04-30T15:51:32.523Z		true			false	EUROPE	NORTH_AMERICA									LC
4980725210				CC_BY_NC_4_0	2025-05-08T16:41:24Z		https://www.inaturalist.org/observations/248068762	Joseph Lofthouse					iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/248068762	248068762		Joseph Lofthouse															PRESENT																							2024-10-18T14:01:42	14:01:42+02:00	292	292	2024	10	18	2024-10-18 14:01:42											EUROPE				DK	Hovedstaden				København, DK-HS, DK								55.660797	12.641365	1.0																															562546735				Ollie Thomas		2024-11-10T00:02:07			Zostera muelleri is not found in this region, blades are typical of Zostera marina	52614								Zostera marina L.								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera	Zostera			marina			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2026-05-02T11:50:37.052Z						COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND			StillImage	true	false	2863967	2863967	6	7707728	196	551		3725				2863960		2863967	Zostera marina	Zostera marina L.	Zostera marina		DWC_ARCHIVE	2026-05-02T11:50:37.052Z	2026-04-30T15:51:32.523Z		true			false	EUROPE	NORTH_AMERICA									LC
4980686058				CC_BY_4_0	2025-04-08T03:22:16Z		https://www.inaturalist.org/observations/241906771	Demian Hiß					iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/241906771	241906771		Demian Hiß															PRESENT																							2024-08-18T16:41	16:41:00+02:00	231	231	2024	8	18	2024/08/18 4:41 PM											EUROPE				SE	Västra Götaland				Styrsö, Gothenburg, Sweden								57.649524	11.751125	31.0																															540733479				Demian Hiß		2024-09-15T16:53:18				52614								Zostera marina L.								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera	Zostera			marina			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2026-05-02T12:00:07.317Z						COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND			StillImage	true	false	2863967	2863967	6	7707728	196	551		3725				2863960		2863967	Zostera marina	Zostera marina L.	Zostera marina		DWC_ARCHIVE	2026-05-02T12:00:07.317Z	2026-04-30T15:51:32.523Z		true			false	EUROPE	NORTH_AMERICA	SWE	Sweden	SWE.21_1	Västra Götaland	SWE.21.11_1	Göteborg			LC
4980610651				CC_BY_4_0	2025-04-05T15:39:15Z		https://www.inaturalist.org/observations/246917827	Zoltán Nagy					iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/246917827	246917827		Zoltán Nagy															PRESENT																							2024-10-12T08:56:52	08:56:52+02:00	286	286	2024	10	12	2024-10-12 08:56:52+02:00											EUROPE				DK	Hovedstaden				København, DK-HS, DK								55.658193	12.637506	380.0																															551589440				Zoltán Nagy		2024-10-12T12:50:27				52614								Zostera marina L.								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera	Zostera			marina			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2026-05-02T11:50:34.704Z						COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND			StillImage	true	false	2863967	2863967	6	7707728	196	551		3725				2863960		2863967	Zostera marina	Zostera marina L.	Zostera marina		DWC_ARCHIVE	2026-05-02T11:50:34.704Z	2026-04-30T15:51:32.523Z		true			false	EUROPE	NORTH_AMERICA									LC
4980590375				CC_BY_4_0	2025-04-07T14:47:59Z		https://www.inaturalist.org/observations/239353200	Tobias S. Radmer					iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/239353200	239353200		Tobias S. Radmer															PRESENT																							2024-09-01T14:16	14:16:00+02:00	245	245	2024	9	1	2024/09/01 14:16											EUROPE				SE	Skåne				Höganäs, Skåne, Sweden								56.197987	12.549923																																535291577				Tobias S. Radmer		2024-09-02T08:21:46				52614								Zostera marina L.								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera	Zostera			marina			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2026-05-02T11:39:07.665Z						COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND			StillImage	true	false	2863967	2863967	6	7707728	196	551		3725				2863960		2863967	Zostera marina	Zostera marina L.	Zostera marina		DWC_ARCHIVE	2026-05-02T11:39:07.665Z	2026-04-30T15:51:32.523Z		true			false	EUROPE	NORTH_AMERICA	SWE	Sweden	SWE.13_1	Skåne	SWE.13.10_1	Höganäs			LC
4980588849				CC_BY_NC_4_0	2025-04-04T18:12:00Z		https://www.inaturalist.org/observations/185572378	Viktor Björkert					iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/185572378	185572378		Viktor Björkert															PRESENT																							2023-09-30T15:34:28	15:34:28+02:00	273	273	2023	9	30	2023-09-30 15:34:28											EUROPE				SE	Östergötland				Häradskär, Sweden								58.147254	16.987395																																413177894				Viktor Björkert		2023-09-30T14:27:00				52614								Zostera marina L.								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera	Zostera			marina			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2026-05-02T12:00:09.629Z						COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND			StillImage	true	false	2863967	2863967	6	7707728	196	551		3725				2863960		2863967	Zostera marina	Zostera marina L.	Zostera marina		DWC_ARCHIVE	2026-05-02T12:00:09.629Z	2026-04-30T15:51:32.523Z		true			false	EUROPE	NORTH_AMERICA	SWE	Sweden	SWE.12_1	Östergötland	SWE.12.12_1	Valdemarsvik			LC
4980545407				CC_BY_NC_4_0	2025-04-06T00:57:00Z		https://www.inaturalist.org/observations/227728337	esdena					iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 25215m at the request of the observer		"{""leaves"":""green leaves""}"	https://www.inaturalist.org/observations/227728337	227728337		esdena							no flowers or fruits								PRESENT																							2024-06-30T13:16	13:16:00+02:00	182	182	2024	6	30	2024/06/30 13:16											EUROPE				SE	Västra Götaland				Västra Götaland, SE								57.750065	11.784097	25215.0																															511095713				esdena		2024-07-07T10:06:34				52614								Zostera marina L.								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera	Zostera			marina			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2026-05-02T11:50:48.584Z						COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND			StillImage	true	false	2863967	2863967	6	7707728	196	551		3725				2863960		2863967	Zostera marina	Zostera marina L.	Zostera marina		DWC_ARCHIVE	2026-05-02T11:50:48.584Z	2026-04-30T15:51:32.523Z		true			false	EUROPE	NORTH_AMERICA									LC
4980520021				CC_BY_4_0	2025-04-08T01:09:07Z		https://www.inaturalist.org/observations/241345502	Christian Berg					iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/241345502	241345502		Christian Berg															PRESENT																							2024-08-09T12:06	12:06:00+02:00	222	222	2024	8	9	2024/08/09 12:06											EUROPE				SE	Östergötland				Valdemarsvik, Schweden								58.177373	16.848413																																539578536				Christian Berg		2024-09-12T20:21:26				52614								Zostera marina L.								Plantae	Tracheophyta	Liliopsida	Alismatales		Zosteraceae				Zostera	Zostera			marina			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2026-05-02T11:39:01.423Z						COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND			StillImage	true	false	2863967	2863967	6	7707728	196	551		3725				2863960		2863967	Zostera marina	Zostera marina L.	Zostera marina		DWC_ARCHIVE	2026-05-02T11:39:01.423Z	2026-04-30T15:51:32.523Z		true			false	EUROPE	NORTH_AMERICA	SWE	Sweden	SWE.12_1	Östergötland	SWE.12.12_1	Valdemarsvik			LC
