"trt","pop","fit_off","method","fit","metric","pop_ord","trt_ord"
"TempWarm_5psu","KUR",-0.333333333333333,"cf","abs","surv",5,4
"TempWarm_5psu","KAL",-1.33245233239049,"cf","abs","len",6,4
"TempWarm_5psu","KUR",NA,"cg","rel","weigh",5,4
"TempWarm_5psu","KUR",NA,"cg","abs","weigh",5,4
"TempWarm_5psu","BAR",-0.833333333333334,"cg","abs","surv",4,4
"TempWarm_5psu","VAT",-0.916666666666667,"cg","abs","surv",1,4
"TempWarm_5psu","HOR",-0.916666666666667,"cf","abs","surv",7,4
"TempWarm_5psu","HOR",NA,"cf","rel","weigh",7,4
"TempWarm_5psu","HOR",NA,"cg","abs","weigh",7,4
"TempWarm_5psu","BAR",-0.909090909090909,"cg","rel","surv",4,4
"TempWarm_5psu","KAL",-0.5,"cf","abs","surv",6,4
"TempWarm_5psu","VAT",NA,"cf","abs","weigh",1,4
"TempWarm_5psu","VAT",NA,"cf","rel","weigh",1,4
"TempWarm_5psu","KUR",-1,"cf","rel","surv",5,4
"TempWarm_5psu","KAL",-0.75,"cg","abs","surv",6,4
"TempWarm_5psu","BJO",-1,"cg","rel","surv",8,4
"TempWarm_5psu","KAL",-0.440164779721672,"cg","rel","len",6,4
"TempWarm_5psu","VAT",-0.0833333333333333,"cf","abs","surv",1,4
"TempWarm_5psu","BJO",NA,"cg","rel","weigh",8,4
"TempWarm_5psu","BJO",NA,"cg","abs","len",8,4
"TempWarm_5psu","VAT",-1,"cg","rel","surv",1,4
"TempWarm_5psu","VAT",NA,"cg","rel","len",1,4
"TempWarm_5psu","BJO",NA,"cg","rel","len",8,4
"TempWarm_5psu","VAT",NA,"cf","abs","len",1,4
"TempWarm_5psu","HOG",-0.825757575757576,"cf","abs","surv",3,4
"TempWarm_5psu","KAL",-0.818181818181818,"cg","rel","surv",6,4
"TempWarm_5psu","HOG",-0.462697819002245,"cg","rel","len",3,4
"TempWarm_5psu","KAL",-0.75,"cf","rel","surv",6,4
"TempWarm_5psu","BJO",-1,"cf","rel","surv",8,4
"TempWarm_5psu","HOR",NA,"cg","abs","len",7,4
"TempWarm_5psu","BAR",-0.324409679430764,"cf","abs","weigh",4,4
"TempWarm_5psu","HOR",NA,"cf","abs","weigh",7,4
"TempWarm_5psu","HOG",-0.908333333333333,"cf","rel","surv",3,4
"TempWarm_5psu","HOG",-0.592575328963308,"cg","abs","weigh",3,4
"TempWarm_5psu","VAT",-1,"cf","rel","surv",1,4
"TempWarm_5psu","HOG",-0.369167961271985,"cf","abs","weigh",3,4
"TempWarm_5psu","KAL",-3.06156373432331,"cg","rel","weigh",6,4
"TempWarm_5psu","VIK",NA,"cg","rel","len",2,4
"TempWarm_5psu","VAT",NA,"cf","rel","len",1,4
"TempWarm_5psu","VIK",-0.75,"cg","abs","surv",2,4
"TempWarm_5psu","VIK",NA,"cf","abs","len",2,4
"TempWarm_5psu","HOR",NA,"cg","rel","weigh",7,4
"TempWarm_5psu","VIK",NA,"cf","rel","len",2,4
"TempWarm_5psu","KAL",-0.492136608782832,"cf","rel","len",6,4
"TempWarm_5psu","BJO",-0.75,"cg","abs","surv",8,4
"TempWarm_5psu","HOG",-6.25599132470279,"cg","rel","weigh",3,4
"TempWarm_5psu","KUR",NA,"cf","abs","len",5,4
"TempWarm_5psu","VIK",NA,"cf","rel","weigh",2,4
"TempWarm_5psu","VIK",NA,"cg","abs","weigh",2,4
"TempWarm_5psu","BAR",-0.368405462236405,"cg","abs","weigh",4,4
"TempWarm_5psu","KUR",NA,"cf","rel","len",5,4
"TempWarm_5psu","VIK",-1,"cf","rel","surv",2,4
"TempWarm_5psu","KUR",-0.75,"cg","abs","surv",5,4
"TempWarm_5psu","BJO",NA,"cf","abs","weigh",8,4
"TempWarm_5psu","VIK",-1,"cg","rel","surv",2,4
"TempWarm_5psu","HOG",2.86874740493232,"cf","rel","weigh",3,4
"TempWarm_5psu","VAT",NA,"cg","abs","len",1,4
"TempWarm_5psu","VAT",NA,"cg","rel","weigh",1,4
"TempWarm_5psu","VIK",NA,"cg","abs","len",2,4
"TempWarm_5psu","VIK",NA,"cf","abs","weigh",2,4
"TempWarm_5psu","KAL",-1.08110528193247,"cg","abs","len",6,4
"TempWarm_5psu","VIK",-0.75,"cf","abs","surv",2,4
"TempWarm_5psu","HOG",-0.833333333333334,"cg","abs","surv",3,4
"TempWarm_5psu","KUR",NA,"cg","abs","len",5,4
"TempWarm_5psu","KUR",NA,"cg","rel","len",5,4
"TempWarm_5psu","VIK",NA,"cg","rel","weigh",2,4
